month,regime_index,regime_trend,regime_se,macro_pc1_raw
2022-02-01,-0.07493758933467333,0.49159689514808125,0.21928283073893184,0.061261948714718246
2022-03-01,0.26371712562049043,0.515058329750002,0.21928283073893184,0.03776316655722447
2022-04-01,1.348111594848362,0.4659026737590455,0.21928283073893184,1.6003677428858536
2022-05-01,1.5304551150642267,0.38819053167413486,0.21928283073893184,1.3925281470004154
2022-06-01,2.093204883064588,0.3067248649455158,0.21928283073893184,2.24466595317199
2022-07-01,2.078941172869505,0.24710287559899127,0.21928283073893184,1.9535818325350771
2022-08-01,2.429174496890709,0.20230931887464415,0.21928283073893184,2.3773873633530265
2022-09-01,2.8819786947747956,0.09805614538906582,0.21928283073893184,3.0161826720083194
2022-10-01,2.7789701612903293,-0.016223187355984298,0.21928283073893184,2.8038150304093303
2022-11-01,2.5016920324466225,-0.07675424493906087,0.21928283073893184,2.3665983766965635
2022-12-01,2.6114435825713382,-0.1436633497939098,0.21928283073893184,2.764314814598668
2023-01-01,2.153689136234326,-0.18955085023282406,0.2192828307389319,2.0520116759679667
2023-02-01,2.0002897161676203,-0.20870169922832918,0.21928283073893204,1.9872500801043271
2023-03-01,1.8633031728607072,-0.24645534904669825,0.21928283073893248,1.9759090008098938
2023-04-01,1.3278626490801373,-0.24978068998372632,0.21928283073893376,1.1766111384699849
2023-05-01,1.2929308573307372,-0.2537859266261,0.21928283073893773,1.4659500917114685
2023-06-01,0.690461212378237,-0.226834509851037,0.21928283073894983,0.5245735485299993
2023-07-01,0.6726289874845575,-0.18862164929776878,0.21928283073898683,0.7268819460717864
2023-08-01,0.5020721623976669,-0.17422751759151212,0.21928283073909988,0.501152940240986
2023-09-01,0.3474098464165091,-0.16351601702694166,0.21928283073944543,0.23799667702626426
2023-10-01,0.542504085191834,-0.21317689440951854,0.2192828307405016,0.6978116876473867
2023-11-01,0.16097183467748416,-0.2848005090618605,0.21928283074372953,0.24323458238371118
2023-12-01,-0.5326607883562242,-0.27702923533151547,0.2192828307535952,-0.6860622900859957
2024-01-01,-0.6937957615146458,-0.2376050112749728,0.21928283078374808,-0.5888989226243283
2024-02-01,-1.1534989056673108,-0.17078655368195106,0.21928283087590542,-1.257328132186118
2024-03-01,-1.1944710482085452,-0.09019118852694552,0.2192828311575689,-1.2567438723039663
2024-04-01,-0.9718009701910394,-0.06732761407630522,0.21928283201842333,-0.8262763399193173
2024-05-01,-1.214041461149095,-0.050916254043585324,0.21928283464944673,-1.2996979411827212
2024-06-01,-1.1523721861950664,-0.029783117775617277,0.21928284269042747,-1.1958226861103187
2024-07-01,-0.9460567009122416,-0.058841246288250215,0.21928286726383017,-0.8184998995187143
2024-08-01,-1.1943777452513438,-0.08891314549908647,0.2192829423479666,-1.186981382719107
2024-09-01,-1.4756652058517035,-0.06773431684737576,0.21928317166637498,-1.5485053632146344
2024-10-01,-1.4859697956450144,-0.030002924419112703,0.21928387122830603,-1.3960827325686216
2024-11-01,-1.743207364761464,0.04289665173672663,0.21928599883979843,-1.871096281506702
2024-12-01,-1.4998215749066284,0.11925606974956554,0.21929241800861318,-1.433262033114116
2025-01-01,-1.4065254578308615,0.18476707424308864,0.21931137665862327,-1.5094972866259864
2025-02-01,-0.9208940076358183,0.2116903954515578,0.2193642006403823,-0.9540454055788488
2025-03-01,-0.33808046392558944,0.14383865160322887,0.21948813112664695,-0.23302777570928412
2025-04-01,-0.19587654816602446,0.02271359400952716,0.21963865522960177,-0.10573301798676005
2025-05-01,-0.4612153770376682,-0.06535974161148242,0.21976937595554968,-0.46992206018742455
2025-06-01,-0.758942404552218,-0.09062129270913555,0.24710159621917072,-0.8254417429496322
