month,window,alpha,Mkt_RF,SMB,HML,Mom,alpha_se,Mkt_RF_se,SMB_se,HML_se,Mom_se,r2,nobs,fitted_oos,residual_oos,excess_ret,annualized_alpha
2017-02-01,24,-0.0007202514380597663,1.1511203345725978,1.0792603427997722,-0.586043779028385,-0.021600304403893822,0.006542778152182762,0.17214072900377939,0.45835854524635683,0.43638156246922416,0.34505429055333575,0.7188599536647597,24.0,0.013992457626083935,0.028907542373916066,0.0429,-0.00860886102343128
2017-03-01,24,7.727042354351097e-05,1.1506584421956085,1.0620332133943042,-0.5911324779319634,-0.007662510581140203,0.0063646370577200165,0.16913004344178859,0.4447211342264684,0.4323038176886032,0.3431755154663642,0.7220327014884302,24.0,0.027328186063175747,0.003771813936824249,0.031099999999999996,0.0009276392514494525
2017-04-01,24,0.0018415785552395245,1.2907695361181373,1.5163720498179987,-0.8021968938728534,-0.21795513967319557,0.005043441030442623,0.1424599092631042,0.3896736254824152,0.354405137758941,0.28610058777608277,0.8203775256319277,24.0,0.029369220361342784,0.015930779638657216,0.0453,0.022324155558153258
2017-05-01,24,0.0014777513935507556,1.2843623176046726,1.4935800567823332,-0.814881646049573,-0.24892225488196768,0.004916031854895601,0.13870196150375003,0.3867840509036857,0.3402192053997132,0.28486472558616743,0.8286529263928204,24.0,0.05654524640187447,-0.0004452464018744745,0.0561,0.017877856483137666
2017-06-01,24,-0.0008445138150205266,1.3050175301764715,1.3299577096386568,-0.9245353878242992,-0.3204925069881267,0.004572731298946714,0.12934118103663833,0.3642523534424545,0.3103349586629861,0.26107547920228913,0.8525435540962556,24.0,0.01370793932642879,-0.03340793932642879,-0.0197,-0.010087226600532628
2017-07-01,24,0.0021050928878235276,1.3061633779221962,1.0034561605724317,-0.9196712236306733,-0.22188097519892103,0.004928057857896634,0.12573606496268794,0.42467937530855493,0.29217183486831716,0.24072727239041924,0.8571636368542122,24.0,0.02121114235557367,0.01808885764442633,0.0393,0.025555650146956932
2017-08-01,24,0.0004855225425602072,1.3398152701786767,0.9586697388565686,-0.9014038209815831,-0.19687296264513593,0.005061162287433441,0.1392489928007803,0.4449610652767077,0.29932708929112517,0.25403153013005075,0.8409427733057045,24.0,0.010689424292308698,-0.023089424292308695,-0.0124,0.005841854039165373
2017-09-01,24,-0.0009022493087265521,1.4254518876609457,0.8033585109194159,-0.7895294514193855,-0.15838971998326695,0.004770081448980139,0.13353973344252001,0.4117162631497778,0.27667399349332417,0.2324522183956026,0.8646192184864533,24.0,0.018578678571050375,0.025721321428949624,0.0443,-0.010773425410854576
2017-10-01,24,-0.0015023162819361967,1.4274507044812126,0.8271776458425113,-0.8094507304514245,-0.20251689109046805,0.005064467322187693,0.14476168716299515,0.4841932872964336,0.2845511627547321,0.23572530085999732,0.8494781962874048,24.0,0.016950842673683176,-0.022050842673683176,-0.0050999999999999995,-0.017879579834901516
2017-11-01,24,-0.001207175961199852,1.4278158046027103,0.8112952402124541,-0.8108865961221154,-0.19878789524866397,0.005068883845977184,0.14620122259277707,0.4875500412248708,0.2948279772697732,0.2368080487801669,0.8486138896243538,24.0,0.009485274510147709,0.00591472548985229,0.015399999999999999,-0.01439031743523378
2017-12-01,24,-0.0013972369400223547,1.412368961512835,0.8236513170589301,-0.7969931313126626,-0.15947624507719527,0.00507952309259008,0.14892565091463753,0.5122198823303505,0.2945593911637799,0.23090722444107611,0.8462368527877253,24.0,0.03880595512773005,-0.015805955127730052,0.023,-0.016638591620216858
2018-01-01,24,0.003381350344662179,1.3347869847116283,0.5713771676709416,-0.8610611944331873,-0.11141064170236842,0.006024483449399591,0.17305745632164626,0.5191949527065972,0.30132129507465666,0.22325681025037092,0.7987540694760927,24.0,0.06227363494558768,0.027626365054412315,0.0899,0.04133938755636524
2018-02-01,24,0.0025746339249821844,1.3592559669082735,0.48005424908985317,-0.8172456760206724,-0.07580077171904598,0.005799291083918878,0.15761966769136643,0.5282190177973232,0.30385474932265905,0.22781764124933968,0.8230904781674644,24.0,-0.04428860503535506,-0.0023113949646449347,-0.046599999999999996,0.03133688041726357
2018-03-01,24,-0.00202588801784603,1.5849107316783633,1.1923023831901347,-0.8752764005965255,-0.1959927727899693,0.004921895534045274,0.16356244563171432,0.5565593228407935,0.28195834181154195,0.2248971153925718,0.8407209122737154,24.0,-0.0032440356235504102,-0.02995596437644959,-0.0332,-0.024041598466636227
2018-04-01,24,-0.0006976542115411759,1.6015708560472661,0.9982430721824044,-0.7564041042155087,-0.17286821278975006,0.004700976914870184,0.16510623638532965,0.46558580421408086,0.2700898551412179,0.2172629735475256,0.8426151211349263,24.0,-0.016406586764379713,0.022006586764379613,0.0055999999999999,-0.008339801512946332
2018-05-01,24,-0.0021297916745503624,1.6383510723869386,1.118976936152377,-0.7388344312365492,-0.2290351365538456,0.004427472115029322,0.15859950190006136,0.4368029842144616,0.22338663129084377,0.20357411650556217,0.8576958567107322,24.0,0.018330237634459682,0.004069762365540221,0.022399999999999903,-0.025260238481917163
2018-06-01,24,-0.0019231131480515612,1.6378492079675193,1.1011368813587328,-0.7510340608836457,-0.24417370360380874,0.004268583049893777,0.17644333920096594,0.42427686636661927,0.22537579188277992,0.2633493284804515,0.8505855163652609,24.0,-0.031131127047480063,0.0035311270474800635,-0.0276,-0.022834823712964192
2018-07-01,24,-0.0009819966240482009,1.6572094104114345,0.966116678553564,-0.7430860978968312,-0.2526310137915968,0.004211620038689955,0.19832173374722983,0.4033602057433988,0.2299211833496361,0.2770383757166461,0.8346781252699429,24.0,-0.0035277918077376118,0.01882779180773761,0.015299999999999998,-0.011720522413008139
