,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48
RMW,-0.019701260306133433,0.07382948260806708,0.0011497504200177935,0.21150577758888628,0.11649456122583855,0.32558955867731804,-0.23350079357767614,-0.06436404621323788,-0.21828105815561852,0.3927771076616155,-0.1009688726956891,0.13029103829746835,0.28787564528701104,0.43487002439917444,0.20414539226972425,0.14195794118040733,0.260498234192216,0.059563911942861314,-0.1829494285072843,-0.02322766692298211,0.054459156344091486,0.03573575133483253,0.015363994877748546,0.10288548999132169,-0.13984965664109628,0.15684806282819508,-0.09163522828028509,0.021663649665627158,0.004357601818559043,0.03872785490018971,-0.06852796553150656,-0.005877951687804833,-0.13103289086721512,-0.04640645914468985,-0.0007176764052029012,0.02686999662222632,0.010198131158441953,-0.006375005166047878,0.0434521043489154,-0.014097890519272592,0.05688357713252258,0.04183001938282388,0.025816151380916155,-0.016751743813824202,0.017078866152267225,-0.004413795305512898,-2.7755575615628914e-16,5.551115123125783e-17
CMA,0.02437265375261106,-0.1403773912045683,-0.025486385858002208,-0.27918701545684077,-0.10193469802330099,-0.294282895662007,0.12578663625892736,-0.05019310445740972,-0.01395101884879277,-0.14071774016271366,0.0014187537321799358,-0.18140733807127518,0.1636509352616653,0.34515493932391694,0.22662367164237007,0.107693009655655,0.07524091085134636,-0.12642878450519277,-0.2195988155386851,-0.1424708835924298,-0.18417099768922598,0.04180396470423131,0.19455208075740416,0.21057935946821218,0.1327306476069059,-0.3653695592256853,-0.21337068927462666,0.03307769421666909,0.09292818143369222,-0.13678744273584503,0.21223426306735302,-0.0018255003283525195,-0.15221859380960345,-0.11624777852915112,-0.033762817895665376,-0.04827547736078973,-0.041138895164527636,0.0009680978233156797,0.01480142992526419,0.03556922406406095,-0.010443687443299834,-0.0045098624811109045,0.041038817230846694,0.00679529201254786,0.024985223461770706,0.004853450395364407,2.498001805406602e-16,1.457167719820518e-16
Mom,-0.03201313938076214,-0.001785990555844438,0.08286440642395765,-0.024295197619408467,-0.2323592294606988,0.3469360222185324,-0.16599279879809223,-0.2610218286358261,0.15757957738798223,-0.11062326206282737,0.3954338051436827,-0.5684587176311519,-0.09363615322956141,-0.0776539218615796,0.12239107547489475,0.3056900296106315,-0.07732291051531302,0.12059163284103046,-0.134789510883754,-0.02010849423339741,0.06439184149317834,0.059470156898071135,-0.00400441098037938,0.020942445803804097,-0.05376272594814327,0.12963810570183937,-0.0059547660934864965,0.03485401518896619,-0.057380124810300775,0.0021608310747145976,0.037500346249257355,-0.028266620027623313,0.019420761799942926,0.013360431533327832,0.031998784546296885,0.0033954364833765063,0.06319773862315478,-0.0235717960787247,0.022704445389333194,-0.018047721111497203,0.027255592721772817,0.01127652724811315,-0.009548131677042729,-0.006278117051860446,-0.0014776143730251823,-0.001638461280097054,-9.020562075079397e-17,0.0
ff_pe_dil_whmean,0.16062043530565714,-0.2105451639332396,0.008165484759319944,-0.025481604245081384,0.01852037165730993,0.06678822039380981,-0.21301695429685458,0.054790554288863355,-0.07084056136008997,-0.1065140679985468,0.14135163609698562,0.14037502009471678,0.08687711848123517,0.16401841939569517,-0.40599322029990215,0.2659412391965854,-0.04188321257322605,-0.1739579488506911,0.042753294713633316,-0.00045572184464659493,-0.11056514877269116,0.15676247240523394,0.25755482918804185,-0.20619889196437494,0.010028696332417424,0.04903480945965501,0.2628754179424164,0.14440638516376386,-0.011683635030273476,-0.14784040490901856,0.05187945015092846,-0.006566869814556564,-0.03704561901986597,0.10165440793924653,0.10176551740772616,-0.310913932825851,-0.20700839806730542,0.03422014702593525,-0.1945585027096113,0.019168639003309354,0.16238562154361452,0.13245300297768992,-0.029668662878406804,-0.08220641820947824,-0.016941915017693904,-0.020578653338365706,-9.367506770274758e-17,-2.220446049250313e-16
ff_pbk_tang_whmean,0.17161218867706932,-0.17915751532672483,0.17146521198566114,0.0022816029753093283,0.058548204145613215,0.04433461256168009,-0.022613178065019862,-0.0077858069690856435,-0.06937982609096337,-0.042258924774809095,-0.13180046205512208,0.08154211330793636,-0.04983941316528833,-0.19422329699034308,0.3433622069717633,-0.02929651881857972,0.10008029186318693,-0.15031879309786178,-0.3119182867444079,0.24128010272966072,-0.16622773020991888,0.0015147196740990382,-0.10041400068423859,-0.09848436921422526,0.11502331670272384,0.04699650533052773,0.06102887903845833,0.2893090756666508,-0.20910596011759147,-0.37888136837750674,-0.14154992699836774,-0.15787413201349776,0.22501067624065652,-0.05525728647847918,0.020721968799262674,-0.03793218041022603,0.2080863034700519,-0.06943986325360403,-0.09269708412451376,-0.01833783085016192,-0.09288478323532644,0.02482421840490623,-0.08156836812723164,-0.08160052964588237,-0.0876764083949221,-0.003986522745930816,-3.436984445546986e-17,2.7755575615628914e-16
ff_psales_dil_whmean,0.09178674004061925,-0.1821526466179032,0.16935081268159843,0.17567205244373155,0.04063256131611943,0.14879171586203163,0.2048931908948163,0.10431991069672837,0.0695022942358872,-0.16185234623218125,0.06670064297911432,0.06258352521395226,0.014251696598245659,0.01094037355440841,-0.08772289029813593,0.06469173586887654,0.10390529668984547,-0.22320282714540532,0.2402064099744552,0.03888121798580493,0.08729456278463715,-0.09823956113284082,0.12697761151561412,0.1901957139215626,0.03654706664851706,0.12120956183543675,-0.01625234358666998,-0.015183380259348789,0.017215268931435684,-0.08493008038479793,0.1342015015969199,-0.039002687125303595,-0.19096870579831865,-0.01982232818919269,-0.18325035400953382,0.15674224578022702,0.391579811227032,-0.40122754979193964,0.07162188590317178,-0.06179404865845118,0.2423015689647054,-0.012297521437160425,0.21418757077947478,-0.015184883553640768,0.1199612308028771,0.0033269740223331075,-3.1051202798371533e-16,6.938893903907228e-18
ff_pfcf_whmean,-0.10612934383991822,-0.028783759271565647,0.071967977853536,-0.2467699572529806,0.21420349019175672,0.25965818501175597,0.12101516439043249,0.04650501547940369,-0.06629430426924164,-0.28245224924244633,-0.15892993089129412,-0.03978311547141292,0.16240713959203415,0.09737562715979657,-0.16854609104175897,0.0886928748186356,0.16491538035634629,0.5333199278853425,0.09804238206888902,0.06764077434967117,-0.21768139155139274,0.024378053131763167,-0.36759885029065376,-0.019487328647454227,0.19556754103438112,-0.024469904767937797,0.10035601223231566,-0.10813636672160301,-9.544268600569783e-05,-0.08736348347636186,0.10683355488473421,-0.04308803093247393,-0.028454268578509356,-0.08396798965098365,-0.03363208931431519,-0.02505167762362659,0.03602609660830661,-0.006795103435621976,-0.034097897524313664,-0.012719211338193478,-0.0009098606152476221,0.03558352251512703,0.009604739470787244,-0.06400402807909658,-0.0020222260684842064,-0.003084429727446842,-5.971481203436012e-17,-5.551115123125783e-17
ff_div_yld_wmean,-0.14481667778186577,0.09206811124524018,0.017291874895230958,-0.2539576627981774,0.1623545798598348,0.1758100009685517,0.14389092030638986,0.036022084837114526,-0.10314327195693336,0.01617832911369412,-0.00819342259309104,-0.012442643415505668,-0.5416075387666773,0.12106440462875853,0.017838788684500128,-0.08863668349478603,-0.013214715605787988,-0.11506709726253855,-0.06633743467549597,-0.0329781823402131,-0.10598597236194825,0.004392631951995657,0.01228864971803037,0.09157396139365681,-0.15318180016409538,0.19011368257902272,0.03042530916791563,0.11185822507740689,0.048484256172507456,-0.09041959914246811,-0.11040732884792617,0.3385957872332703,-0.19815594120153485,-0.284701668555858,0.030948156832472984,-0.0840783903415494,-0.14250809451608953,-0.15225227087576118,-0.0830991586804728,0.20259182900675798,0.08007773965149269,-0.1293622873264182,-0.06826310028071045,-0.04483793339273004,-1.81926997024906e-05,-0.0221496622311795,-5.049121589611528e-16,-2.7755575615628914e-16
ff_earn_yld_wmean,-0.14856960591121732,0.07853776306343765,0.28710283941532794,-0.06836741838651121,0.09525034977062062,-0.006914488047652635,0.04627516330340753,-0.04820054117818449,-0.04976078844366254,0.012308967078900376,0.0998839497454634,0.019976651524786962,-0.0104381286144119,-0.02224499469895068,0.013492041248677013,-0.21573186775762374,0.0028452612026040386,-0.010883015989495497,-0.14069528498832196,0.0439345470703556,0.08123751333156481,-0.0340454127203321,0.037979662954626764,-0.01607324061628028,-0.16260395628921664,0.1262729670714292,0.08442944407813602,0.10912456834608947,0.04806837091628452,-0.016847976546482013,0.34413145705947207,-0.2023269618729496,0.08249629266344417,-0.027303746096604537,-0.5568405075820507,-0.14095436576828685,-0.3152267755032906,0.014931940931907216,0.06989815675738707,-0.22180667199301177,-0.024071375081694636,0.19715589245863516,0.006824470045742777,0.1466443943048611,0.054199030613333476,0.03079222336908373,1.9894149756370943e-15,5.967448757360216e-16
ff_fcf_yld_wmean,0.04928089479800354,-0.18048103127537493,-0.04305472539266243,0.30426962296796956,-0.14543238876548348,-0.13761326574639973,0.0823092554349193,-0.07368893170093846,-0.042701576987788536,0.022744657489502274,0.07826078749954782,0.014362637301794426,-0.11909733300688191,-0.08951346967772561,0.26465501865667507,-0.12487831741541075,0.1812905425990982,0.08207628902284321,-0.0007325490910673803,0.053554807667930804,0.18532937570361352,0.040371967529470476,-0.2756871163632741,0.11561438891885367,0.003890088989247059,-0.039364931477862686,0.1982038980846948,-0.1855373520110037,0.016897534763761435,-0.009328009963439632,0.26367855911822075,0.09032750009487373,-0.18538219685313875,-0.028542898725348584,0.0578645708744655,-0.19378065721084725,-0.0828168860505244,0.17005878835285673,-0.3323224854951478,0.11477421962088272,0.2776950342157715,0.13775052293333062,0.03241437464462773,-0.21542523482189296,-0.00408374592593419,-0.03975315780045992,-6.981974199560473e-16,-4.996003610813204e-16
ff_entrpr_val_ebitda_oper_whmean,0.05379790529412122,-0.25743535782713617,0.07380724006555489,-0.016078810811912064,0.10640288568426501,0.15621489332370878,-0.11982327158612566,0.19917732922900344,0.08393606074740961,-0.2051038520636918,0.06539241691649662,0.00954636116597948,-0.041433900603798,-0.19390675195456752,-0.12159681399882372,-0.098638788596169,0.36181618570687346,-0.2921545045977394,-0.2130532637060509,-0.16840826643867285,-0.10678098122038616,0.1560708140236639,-0.22981768442560802,0.04441230690261409,-0.14352989523495233,0.02416598179112206,-0.22520224357141505,-0.12460875314077013,0.08077776235954898,0.21488169606191437,-0.046951926812239246,-0.21274194906552568,-0.12840991829951864,0.08547302622856601,0.05750782890406814,0.049239937496791966,-0.15680364723199183,0.19388519497653656,0.15858063244617285,0.08096006951200804,-0.016683503011339543,-0.15700228202734523,0.00037699478808899886,0.017274341644613334,-0.031224489608398215,-0.017127110910176536,1.1016960524719513e-16,-1.1102230246251565e-16
ff_entrpr_val_sales_whmean,0.14133016259808778,-0.15821491614753622,0.24707869181255587,0.013472523975824987,0.08003549163412586,0.07455476828451914,0.02852345395300139,0.03469611981879267,0.018801975842491523,-0.08793599227038494,0.14974543439670884,0.08464051167000942,-0.021879196108457108,0.02408090596472548,0.08026522392122151,-0.04398950358563806,-0.05167307121696658,0.10715238320135564,0.05049700074220772,0.027616419837245082,0.08469947443946821,-0.21758454696704477,0.052649651058689684,-0.00521375452191461,-0.024771660173565684,-0.16425130328454396,0.08151349863493493,0.27886325239059007,0.28041925168660947,0.26808685862390336,-0.1709768628589002,0.18131237097343714,-0.148802755235086,-0.17352618598155048,0.08672865481982482,-0.17746480229755343,0.19124732150161022,0.2697857598462944,0.24189938688122237,-0.05398591466188141,-0.2307544568183696,0.3058700103123505,0.08314351401264755,-0.10339010182776294,-0.0825234930163144,-0.001643439956852094,-9.677900748349528e-16,1.4988010832439613e-15
ff_roce_wmean,-0.1737730748389593,0.01820868846569774,0.2650119101990582,0.05681543605868968,0.03562038228135375,-0.09221276480703039,0.09669743987618191,-0.11233483892690944,-0.1433970885241039,0.027616252079817667,0.1573313339075511,0.031960542120385446,0.022304775543743955,-0.0051845577343304725,0.01409270658194626,-0.10769927705537302,-0.011168831130158693,0.0207229400534844,-0.031910025000286044,0.07168982678594663,-0.19669876766488636,0.11895639389593939,0.054105120726364475,-0.007786789567401919,-0.2656020060700565,-0.09228233121334084,-0.03233525334283412,-0.38983970545743535,0.12127033362321282,0.024429740480289786,-0.0440012225867861,-0.09343404489534085,0.01687541685062323,0.09917626437441991,0.35563581433814495,-0.28610486160373627,0.11162961581320024,-0.3988792502599371,0.01710171218360826,-0.20105113826795934,-0.1053464204838627,0.07253932909333563,-0.1514435409234821,-0.00634657131764943,-0.11828526585900268,0.014040055326063831,4.2423811078867346e-16,5.551115123125783e-16
ff_roic_wmean,-0.24611960539575103,0.07226919731850846,0.0804207506540303,0.0858987917948335,-0.02100959581773609,-0.10028665526768402,0.05339560213765094,-0.11277167149297121,-0.17661667121826835,0.0020558176372126465,0.09019852807158524,0.006990160836385884,0.006475265424953623,-0.055489655574226006,-0.07950512322368183,0.024624649562408646,0.06516866766080509,-0.014323020318310455,-0.16771263255812027,0.017915625736153042,-0.16912219356176042,-0.0035526794546512815,0.09408173842612082,-0.19942593564159106,-0.06452061051208086,0.05793454496374901,0.11293232366227471,-0.07106310114764638,0.1510582989403016,-0.09127861363377948,-0.006822801084745783,0.014913238072480017,0.14207051360493417,-0.042010124050097124,0.05345386860424431,0.05443044240956548,0.10519192408241154,0.2060717927712183,-0.0009479577121777327,0.11374026893045627,-0.09726986135046194,-0.19746180934058774,0.6053185177564142,-0.18898837687389008,0.3642644488255477,0.021731708860504673,-3.3306690738754696e-16,3.95516952522712e-16
ff_roa_ptx_wmean,-0.2258227474482036,0.05799033813313475,0.12866754046847223,0.11794934057515967,-0.028793716644890114,-0.10611245356106168,0.12171278578293167,-0.12438067229358528,-0.1894961922102284,-0.02345919798004394,0.08373015032483426,0.0025717476688195584,0.020293951054678464,-0.03420202287043991,-0.09904189075805132,0.10242089765767098,0.10375399171762549,-0.05795853851850389,-0.032107936610966795,0.011087529808222231,-0.15012395230174755,-0.022929946346781027,0.19100799071506835,-0.17509696623236184,0.06634848329220444,0.0815350881034148,0.12822765883190085,-0.003300749200139279,0.08872107865936724,0.110393127053263,0.0746216401923278,-0.11922454208377614,-0.19199781358310286,-0.14152814302797587,-0.0953470172553986,0.4063553952190059,0.2035858970501934,0.23343019143647584,-0.1681631469398632,0.13820305599208804,0.009326216904997603,-0.01217642166634083,-0.3529584561099983,0.04839598839187363,-0.36270418065102045,-0.03844930873395319,-4.440892098500626e-16,-9.71445146547012e-16
ff_ebit_oper_mgn_wmean,-0.13749951465017035,0.07505285247736126,0.2759394776902157,-0.032620693954025594,0.030974919942463656,-0.17367347986689313,-0.04657881690313124,-0.10293110498437875,-0.12723189019182873,0.05550197434328947,0.0825104550102425,0.027674394110692755,-0.17490909851795503,0.0028870082813141906,-0.17650506584386813,0.10459387645301892,0.29182489766422837,-0.05478357665737866,0.11690775114555263,-0.20818042129794734,0.11457412578343357,0.02442966559316115,-0.1316001625834553,0.21251054655065554,0.21938850503863716,0.04034656892493982,-0.17655476965927397,0.23491860765662742,-0.243538745726928,0.002609409433856652,0.025262416026998552,0.15190757856428866,0.02604184766554718,0.17592084467666202,0.20878207135159998,0.13743318640213004,-0.04197923411188831,0.01200329935820317,-0.23612981919173148,-0.25206233070704187,-0.21557240886180964,0.19324127999483445,0.07968380594201732,0.04793818830685097,0.06438565955091938,0.0489676881937158,-4.996003610813204e-16,2.7755575615628914e-16
ff_ebitda_oper_mgn_wmean,0.025022037071262725,-0.046040877326493465,0.33728463369979556,0.071463280593652,-0.004929517443002699,-0.19713368188048871,-0.04802703031061155,-0.12476919271254767,-0.09073848163805202,0.035637493486281945,0.11770914516210547,0.06491946943372898,0.015366193885914014,0.06344855758982101,-0.031841230740934146,0.08241720226822494,0.12406143911846157,0.14821147788840391,0.13384364937387808,0.03486036857042003,0.11671609687456247,-0.12714526297740836,-0.07717493985664262,-0.021782744717005628,0.0399819509840412,-0.08728545710577541,-0.048643166398337184,0.20549566620545281,-0.048236890450169115,0.032984799544327814,0.08155044899666822,0.05719114703554862,0.22862810861930108,-0.02838675036282502,0.053817128337891304,-0.140498836608373,-0.1032384107205464,-0.036539120739685765,0.3205416208720611,0.1675561141601339,0.2866697022685792,-0.540004770868703,-0.14637684398936174,-0.008777590452406253,-0.07587045008086526,-0.05057547725994259,-2.7755575615628914e-16,-6.106226635438361e-16
ff_debt_eq_wmean,0.12217428020008325,0.000707044078047862,0.1462123513798217,-0.18565082169534647,0.05099330272375276,-0.14664949789709117,-0.39694910465214944,-0.09010234918974336,-0.01457533888770736,0.09004639359299338,0.16932280329931804,0.02981751883188391,0.15193723440115794,-0.08731640891394926,0.10336386611333909,-0.29878565738278223,-0.14527105774971497,0.0960269381325388,-0.0020117329156013287,-0.0962635840944354,-0.12018923900402936,0.243235427906075,-0.12144202052442375,-0.05063319996185101,0.11771874979297008,-0.06700325835354445,0.25359586500364056,0.12776526172526453,0.010310546924691216,0.15627311316154888,-0.08178753811421774,0.036833272103731926,-0.3335394188017712,0.04004569448924518,-0.09843809465402895,0.21063306790015252,0.017867769488856655,-0.30173314692235986,-0.09624559774226969,0.08231865034833441,0.02870969390529951,-0.10995717253890629,0.14357381902626992,0.011003601630947088,0.029213028333704455,0.0020642974371359035,-5.689893001203927e-16,-3.3306690738754696e-16
ff_tcap_assets_wmean,0.08364393757837599,-0.04161459725100846,0.32958328664330483,-0.07880048350085463,0.1256385096305616,0.030100656005971622,-0.045510845360630936,0.058102289540123045,0.13664734875994783,-0.057967635268744,0.12362848501610492,0.024724463738988116,0.12378469272796006,0.118785304310802,0.05536880084248362,-0.05396081643648678,-0.15388868637839478,0.010851909437528257,-0.028378236992822013,0.17643786435687334,-0.03390636977172699,-0.1629415371353689,0.000811591455280326,0.09706303772028604,-0.06835078337373829,0.00891166557339472,-0.21571182998432684,-0.18530481689041792,0.2717241591816226,-0.12857140978332038,-0.20158734447336946,0.23781649607942276,0.223378580639935,0.2630297007992762,-0.06651089507976093,0.27063336606579497,-0.10265837005176379,0.14844184401626592,-0.33264911836154937,0.10018011279183094,0.20227504500176122,0.06296750414701485,-0.10015428484240271,-0.0007195403687805108,0.09941270408946501,-0.01079409055099767,-8.326672684688674e-16,-1.3600232051658168e-15
ff_ebit_oper_int_covg_wmean,-0.04656648873508706,0.11669766191237205,-0.23018421805617467,0.01116932027119332,-0.0624570701706812,0.07306728833203,0.05012636072778377,0.09794788570621293,-0.5149983130926287,-0.3734312182807923,0.30157442516276045,0.24526673315066366,0.15225011945681247,-0.16037301323211162,0.2797121367002088,0.08015090815399659,-0.1491844501757824,0.00520490506517933,0.14396537807078466,-0.10495974845908057,-0.013069869981026591,0.13608260207096068,-0.06547776327157089,-0.039407456979698496,-0.045417057196197874,0.06954270685297206,-0.2891838034965084,0.13283832085191508,0.0013068421101223582,0.04435135552232357,-0.03082669210290004,0.09588130207828846,0.06107835787841148,0.03273682934722433,-0.08992564930621541,-0.03476954165389308,-0.022824904639650367,-0.019821994463635778,-0.019793796862026543,-0.009030517658439291,0.06993117627742063,0.027982535316934093,-0.014951891028277091,0.010598045484549262,0.009090699425223281,0.0010919888132054911,5.551115123125783e-17,0.0
ff_zscore_wmean,-0.04694150803914316,-0.0842102618342706,-0.22313482004749768,0.2876987175058182,-0.1556011528460824,0.04040330010303726,0.08598424563894834,0.03642534087662982,-0.07833966401069294,-0.16081372708558114,0.021142923114273435,-0.01961828390002679,-0.04132419311222806,-0.05186354875134474,-0.04926765644915752,-0.03528865717456791,0.2247129151422682,0.21470781311889475,-0.2331430211729202,0.039046201113127295,-0.09824658019548287,-0.2227210523153264,0.11189176286071341,0.178904998803592,0.03246296240934429,-0.10360281628174306,0.27691907990045805,0.21515401076718282,0.2538606742126643,-0.03927755457502298,-0.16391888057327542,0.07377632651051594,-0.0162897071310199,0.26084254934199924,0.02184336380221949,0.14524298627316953,-0.2798666432547029,-0.2566544645754822,0.028547650266231864,-0.05674169089603216,-0.08036310757896245,-0.05842130666054132,-0.0556927573442552,0.19954615674539072,0.04406700737593486,0.022729662943798357,2.7755575615628914e-16,-1.0408340855860843e-16
ff_fscore_wmean,-0.24779345287070823,-0.08925045482785815,0.0006801557944516322,0.048270352202132064,-0.0016656428854147226,0.053336823043377536,-0.0583200248893144,0.09024476798696987,-0.009713836662878526,-0.05508335189765623,0.15875736561089773,-0.014564485577085604,0.32871186012250486,-0.018778674113578205,-0.18100407820283151,-0.263131633287702,-0.133707718183177,-0.07659944629700542,-0.06871081111008089,-0.13704678054698172,0.3779555212524285,0.09400424242660829,-0.05001388945289617,0.2706298026832358,0.08333671905366327,0.0685675334699198,0.12336267845045241,-0.01469376106064215,0.06479949782800164,-0.3808294267498946,-0.03166174932043608,-0.0018345429210427922,0.09805160274571684,-0.32759007465199336,0.1815398328926335,0.027030864164949583,0.008924239282486701,0.020433431842660804,0.051627081231746835,0.16642562279375148,-0.1606856305819112,-0.006867572112087064,-0.10791258352233443,0.05955774272636686,-0.02001373481608415,0.005423236044428403,1.3877787807814457e-16,1.3877787807814457e-16
ff_sales_gr_wmean,-0.23972482201606893,-0.10614031236568593,-0.05386157713627848,0.09645786139143837,-0.058931735777443484,-0.10309432530383833,-0.018927852473490554,-0.0486977181316012,0.0475214835315035,0.0641455626936627,-0.04064159508477345,-0.11121924512171802,0.0713870958914015,-0.07171800978595581,-0.23316057225061557,0.003348456529040896,0.07288326415565606,0.04944318234991878,-0.12666566690803344,-0.24350712783034822,0.03650875103538257,-0.05884407908382207,-0.07309535372523009,-0.0661549139465856,0.002393441158164991,-0.143810054701205,-0.19459164790011912,0.05602075521102939,-0.006471876572869515,0.03811860313940879,-0.45534943924330573,0.03902915373341884,0.01435645018423952,-0.07140319803918257,-0.44258115591996444,-0.2923773715434119,0.1692758063551631,-0.12050539887798024,-0.20635002973644417,-0.04333420535813878,0.13106600463366475,0.008668810741386212,-0.06192539171063538,-0.22175327342455037,-0.028605660166716174,-0.0466335121090341,5.551115123125783e-17,1.3877787807814457e-17
ff_eps_dil_gr_wmean,-0.20615679183757127,-0.049528979899522846,0.12053203714588169,0.0072891406576847005,0.05918430580828936,0.1401390445469101,0.3062962515892268,-0.005151062245559528,-0.018869533687829045,0.09317055443548392,-0.1514920754945524,-0.14271418947547077,0.19237208407038142,-0.06244239622172341,0.052732038507082885,0.05310729925747431,-0.1859171377757941,-0.15720319471885355,0.01213555496902159,0.050369800813820594,0.0404646442713536,0.08163433720103414,-0.08828957840151123,0.019312931313198167,0.0032253358296487206,-0.10179707188955463,0.051484995913317226,0.13045958416614828,-0.08352024260534865,0.05327119845835969,-0.11376776969569219,0.04731314556468155,-0.05401345405977964,0.1975920957959699,0.06875647534325675,-0.0787179118860356,-0.15225258908041467,0.035872921625696934,-0.055388363871471225,0.07935882121569926,0.1582235319294516,-0.018001787479899528,0.42602594059987126,0.2575893606524288,-0.48085180146871337,-0.0016634287042776863,9.43689570931383e-16,1.1102230246251565e-16
ff_eps_basic_gr_wmean,-0.2078869060056446,-0.049680065720198,0.12530896117040913,0.004926987436441205,0.06214010697948075,0.14169450889583482,0.29668131372562473,-0.005522276894649411,-0.04487346606007347,0.07141346115645213,-0.13342192756150487,-0.11387459732576272,0.1856212133293313,-0.07898910700107484,0.07205800327962039,0.03164988220345006,-0.16929057093337577,-0.1675021600678609,0.016764406850894954,0.06541564188329504,0.04965046005489379,0.09720525602942824,-0.009572304890089159,-0.02721470786739344,0.04790588377017218,-0.12585807247114,0.11176709972640896,0.18030011880682925,-0.11760945588082934,0.1888970377645234,-0.02956361103167577,-0.057637498919116306,-0.17662056784864918,0.17847712816217953,0.0962709350422552,0.015704590153066245,-0.08929559886029197,0.0388636989633264,0.035522136001640385,0.030055669058163814,0.009593280429331053,-0.03385431875050671,-0.35281090837865337,-0.22152995777092743,0.5400672225979608,-0.016894546334110222,-1.1657341758564144e-15,-8.326672684688674e-16
ff_bps_gr_wmean,-0.2146099028222237,-0.18096170768413203,-0.03525280887721108,0.02199510509796925,0.02308876053324129,-0.013309639006841989,-0.0174237144546157,-0.019699375613561707,-0.0048542040504502715,0.025021961829831737,0.1968589009549282,0.1534187275993341,-0.24941942033224937,0.19646073898377164,0.03802812894005639,-0.027785546423329255,-0.007912527100751738,0.06363509598075254,0.006826129374898949,-0.06285255730389541,-0.11398523169509293,0.12686452717491206,-0.007899431887706233,0.05242796541867317,-0.001132666718554276,-0.21587558197305756,0.15203037097055205,-0.14219629502477457,-0.35800598198388356,-0.04223477923881894,-0.16131384562685538,-0.030749624909277656,0.1521480981779982,0.1504445279201994,-0.11732091892530452,0.1227112326510558,0.09559026386037767,0.07314435506114253,0.3355217829631523,0.2928165243626357,0.15598208768289806,0.3479815065245171,-0.005376937395238202,0.15935900781600457,0.08257473469118307,-0.012833093882405777,3.885780586188048e-16,-1.1102230246251565e-16
ff_com_eq_gr_wmean,-0.12424501625211216,-0.2386398571774633,-0.0926691234136793,0.06710563206769017,0.03271305000366155,0.1112299949435618,0.06379862673335183,0.09604391281935686,0.1131231196334758,-0.021184750053670216,0.25061059289660564,0.1479482252373452,-0.1494181428650119,0.35398806473362415,0.08827013633414599,-0.08660286266879563,-0.17325823272944318,0.07302044971484738,0.09755344941566531,0.07801502099998509,0.018352520977688757,0.04800657824323526,0.015461425733185742,0.09945480502281355,-0.04501091141008544,-0.07798128254357917,0.055398232352566065,0.023844289982740824,-0.16576551405243117,0.03624083932308127,-0.027514683625687014,-0.17699021207151203,-0.013462476972190609,0.08659821254104068,-0.10614504910634356,0.030441579292520757,0.022256297181894286,0.14111040915347572,-0.23333153672834267,-0.286742387828877,-0.28318057883526526,-0.4406934342093999,0.03400329410806169,-0.1536732062102636,-0.11920008338613305,0.015781154261996083,-1.942890293094024e-16,1.1102230246251565e-16
ff_assets_gr_wmean,-0.06010865039387654,-0.17610559250276261,-0.06796239318002098,0.29274187405148244,-0.09198442118827259,-0.023270649408595134,0.14099858764557358,0.006137020045782662,0.2816587473356112,0.11544255425236241,0.09378881590230492,-0.05925072497780731,0.11739602335368704,0.0866940653603464,-0.07977028829018264,-0.2994102368567549,-0.03792536342479885,0.13160666883959288,0.0633093016197047,0.04542869886874387,-0.4164557987727264,0.18246763997629029,-0.020226568313233752,-0.15348330074501274,0.012258038987902453,0.22788462220140726,-0.32033007819036724,0.29312279292006643,-0.044196539514629415,0.03154382565769315,0.15441759097037466,0.16502437742119647,0.0619022754305939,-0.16233459883804388,0.1235611408010548,0.0421253468429183,-0.0584938783443313,-0.018195419579194183,0.028348378109773892,-0.020197687538401482,0.07023058661949531,0.1155509228497662,-0.009771473658178383,0.04147085989495804,0.03559615211404976,0.011791510400980604,-2.220446049250313e-16,1.3877787807814457e-16
_explained_var_ratio,0.2681279502412378,0.2036268896349323,0.1443255820049781,0.10079016487037266,0.06622865265980615,0.057013397351125907,0.04622244504147067,0.02003900963692879,0.016258001948990644,0.014386474010509923,0.011293919894352028,0.010444728377658722,0.006754803054872515,0.00545474962605385,0.0051344496840320065,0.0043651507392706975,0.0034420351474457114,0.0028406359607952283,0.002211850988989727,0.0015857170011445666,0.0014902840715825755,0.001281688657103202,0.0012407635393018384,0.0010247058410252224,0.0009760476817267094,0.000792537015000161,0.0007162619048966171,0.0004268052284710763,0.000327413381430368,0.0002549808403121838,0.00022050565589928187,0.00016185683403858336,0.00013140759822552735,9.310986770747237e-05,7.756464673853982e-05,6.862346527542146e-05,4.6665366096519366e-05,3.319522292977544e-05,2.9249422677301997e-05,1.8994151724565584e-05,1.3765933818920115e-05,1.1940684652155832e-05,9.71680593279366e-06,3.710243427873565e-06,1.3946558785558724e-06,2.0340915863832097e-07,1.5517329059625334e-33,1.5517329059625327e-33
