month,fund_ret,efa_ret,scz_ret,vss_ret,bench_avg_ret,alpha_vs_avg,alpha_vs_efa,Mkt_RF,SMB,HML,RMW,CMA,RF,Mom,vix,vix_chg,cpi_yoy,core_cpi_yoy,pce_yoy,core_pce_yoy,m2_yoy,y10,y2,y3m,slope_10y_2y,slope_10y_3m,baa_spread,baa_aaa_spread,sp500,sp500_ret,sp500_mom_12m,n_holdings,n_valued,ff_pe_dil_wmean,ff_pe_dil_median,ff_pe_dil_whmean,ff_pbk_tang_wmean,ff_pbk_tang_median,ff_pbk_tang_whmean,ff_psales_dil_wmean,ff_psales_dil_median,ff_psales_dil_whmean,ff_pfcf_wmean,ff_pfcf_median,ff_pfcf_whmean,ff_div_yld_wmean,ff_div_yld_median,ff_earn_yld_wmean,ff_earn_yld_median,ff_fcf_yld_wmean,ff_fcf_yld_median,ff_entrpr_val_ebitda_oper_wmean,ff_entrpr_val_ebitda_oper_median,ff_entrpr_val_ebitda_oper_whmean,ff_entrpr_val_sales_wmean,ff_entrpr_val_sales_median,ff_entrpr_val_sales_whmean,ff_roce_wmean,ff_roce_median,ff_roic_wmean,ff_roic_median,ff_roa_ptx_wmean,ff_roa_ptx_median,ff_ebit_oper_mgn_wmean,ff_ebit_oper_mgn_median,ff_ebitda_oper_mgn_wmean,ff_ebitda_oper_mgn_median,ff_debt_eq_wmean,ff_debt_eq_median,ff_tcap_assets_wmean,ff_tcap_assets_median,ff_ebit_oper_int_covg_wmean,ff_ebit_oper_int_covg_median,ff_zscore_wmean,ff_zscore_median,ff_fscore_wmean,ff_fscore_median,ff_sales_gr_wmean,ff_sales_gr_median,ff_eps_dil_gr_wmean,ff_eps_dil_gr_median,ff_eps_basic_gr_wmean,ff_eps_basic_gr_median,ff_bps_gr_wmean,ff_bps_gr_median,ff_com_eq_gr_wmean,ff_com_eq_gr_median,ff_assets_gr_wmean,ff_assets_gr_median,wt_with_fundamentals,sect_wt_business_services,sect_wt_consumer_cyclicals,sect_wt_consumer_non_cyclicals,sect_wt_consumer_services,sect_wt_finance,sect_wt_healthcare,sect_wt_industrials,sect_wt_non_energy_materials,sect_wt_technology,ctry_wt_AT,ctry_wt_AU,ctry_wt_BE,ctry_wt_CA,ctry_wt_DE,ctry_wt_DK,ctry_wt_FI,ctry_wt_FR,ctry_wt_GB,ctry_wt_IL,ctry_wt_IT,ctry_wt_JP,ctry_wt_NL,ctry_wt_NO,ctry_wt_SE,top_sector,top_sector_wt,sector_hhi,wt_classified_sector,wt_classified_country,n_sectors,n_countries,ctry_wt_CH,ctry_wt_CN,ctry_wt_TW,ctry_wt_IE,ctry_wt_MX,ctry_wt_US,ctry_wt_UY,ctry_wt_AR,ctry_wt_ES,sect_wt_energy,efa_sect_wt_business_services,efa_sect_wt_consumer_cyclicals,efa_sect_wt_consumer_non_cyclicals,efa_sect_wt_consumer_services,efa_sect_wt_energy,efa_sect_wt_finance,efa_sect_wt_healthcare,efa_sect_wt_industrials,efa_sect_wt_non_corporate,efa_sect_wt_non_energy_materials,efa_sect_wt_technology,efa_sect_wt_telecommunications,efa_sect_wt_utilities,scz_sect_wt_business_services,scz_sect_wt_consumer_cyclicals,scz_sect_wt_consumer_non_cyclicals,scz_sect_wt_consumer_services,scz_sect_wt_energy,scz_sect_wt_finance,scz_sect_wt_healthcare,scz_sect_wt_industrials,scz_sect_wt_non_corporate,scz_sect_wt_non_energy_materials,scz_sect_wt_technology,scz_sect_wt_telecommunications,scz_sect_wt_utilities,vss_sect_wt_business_services,vss_sect_wt_consumer_cyclicals,vss_sect_wt_consumer_non_cyclicals,vss_sect_wt_consumer_services,vss_sect_wt_energy,vss_sect_wt_finance,vss_sect_wt_healthcare,vss_sect_wt_industrials,vss_sect_wt_non_corporate,vss_sect_wt_non_energy_materials,vss_sect_wt_technology,vss_sect_wt_telecommunications,vss_sect_wt_utilities,bench_sect_wt_business_services,bench_sect_wt_consumer_cyclicals,bench_sect_wt_consumer_non_cyclicals,bench_sect_wt_consumer_services,bench_sect_wt_energy,bench_sect_wt_finance,bench_sect_wt_healthcare,bench_sect_wt_industrials,bench_sect_wt_non_corporate,bench_sect_wt_non_energy_materials,bench_sect_wt_technology,bench_sect_wt_telecommunications,bench_sect_wt_utilities,active_sect_wt_business_services,active_sect_wt_consumer_cyclicals,active_sect_wt_consumer_non_cyclicals,active_sect_wt_consumer_services,active_sect_wt_energy,active_sect_wt_finance,active_sect_wt_healthcare,active_sect_wt_industrials,active_sect_wt_non_corporate,active_sect_wt_non_energy_materials,active_sect_wt_technology,active_sect_wt_telecommunications,active_sect_wt_utilities
2014-10,-0.014199999999999999,-0.002651399299434032,0.0008245670368638436,-0.014882975859818126,-0.0055699360407961045,-0.008630063959203894,-0.011548600700565967,-0.018,-0.0184,-0.023,0.0167,-0.0038,0.0,0.0109,14.03,-2.28,1.6840509711232077,1.7409458883681284,1.497249312328086,1.5548480585553692,6.049530473209352,2.35,0.5,0.01,1.85,2.3400000000000003,2.39,0.7700000000000005,2018.050048828125,2.320146066720308,14.887790995370542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138709563718619,0.0850677062739786,0.1148078587182509,0.0157852458560359,0.0639915576735881,0.264263831968871,0.112230466789142,0.1082824664253931,0.0002942993284925,0.0824078204180038,0.0455696021679957,0.0539906587097489,0.039437529298637,0.0369921537470543,0.0675190447344784,0.0760806844742853,0.0571441823229149,0.0352656980588864,0.2498504153773042,0.0637589119557832,0.1756311504276022,0.0010115777218533,0.119413111267226,0.0859850177426658,0.0177485968185533,0.0135994553513922,0.0284566927553642,0.074383999352964,0.0768459473855569,0.0477073661193427,0.0666371456636163,0.2317450519130971,0.0506971974189179,0.1596797721866573,0.0011758375531297,0.1190874575296951,0.1018973020147829,0.0166427382183191,0.0250434918885563,0.026439934291426798,0.07565691678714033,0.0892448301926977,0.040212264766097836,0.055298133798696934,0.24861976641975744,0.07556219205461437,0.14786446301321754,0.0008272382011585,0.10696946307164164,0.07781730730848146,0.029460664582207103,0.026026825512861836,,,,,,,,,,,,,
2014-11,0.014199999999999999,0.0006254324877930095,-0.01339100837749918,-0.018884781573042186,-0.010550119154249452,0.02475011915424945,0.01357456751220699,0.0081999999999999,-0.0207,-0.0113,0.0019,-0.0019,0.0,0.0053,13.33,-0.6999999999999993,1.6095417021513292,1.817632310436279,1.3329448612426242,1.4709143321753215,5.523242583945476,2.18,0.47,0.02,1.7100000000000002,2.16,2.52,0.8700000000000001,2067.56005859375,2.453358864631494,14.494879943455086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139986771900455,0.0878376122015988,0.1161297673303214,0.0160830686164168,0.0580670027804712,0.2622005097391172,0.1135295965789821,0.1089735431272057,0.0002838758506049,0.0822925696883715,0.0472773621737694,0.0550417198447107,0.0382846948783841,0.0371327278755,0.0718558428097392,0.074371636238464,0.0596189248451742,0.0316776860816419,0.2538176483114033,0.0661541767624236,0.1672471154095854,0.0011160002420276,0.1170534106771109,0.0880280316968702,0.0179149716189102,0.0140118274311487,0.0288195567631245,0.0754630083782864,0.0776816298789347,0.0476125567331486,0.0597420261262205,0.2357746369242461,0.0504618532069374,0.1595116202517378,0.0010473082778776,0.1194224184010306,0.101690723953731,0.0174345316345308,0.0253381294701932,0.02665032060955667,0.07838548779654146,0.08939434448257337,0.0411048500649132,0.0498289049961112,0.25059759832492223,0.0767152088494477,0.14524409292950965,0.0008157281235033667,0.106256132922171,0.07899870594145686,0.0301304076993839,0.02587821725990867,,,,,,,,,,,,,
2014-12,-0.0073,-0.039927438656320535,-0.010939087157902927,-0.020214883031879016,-0.023693802948700826,0.016393802948700825,0.032627438656320534,-0.0289999999999999,0.0182,-0.006,0.0085,-0.0108,0.0,0.0207,19.2,5.869999999999999,1.231524989320798,1.7415947552462452,1.0857594081832067,1.392578536791067,5.807777656517166,2.17,0.67,0.04,1.5,2.13,2.51,0.9500000000000002,2058.89990234375,-0.4188587515997044,11.390633786748117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0144987499650001,0.0896158333489986,0.1159445755506146,0.0159998240950058,0.0573441955619944,0.2610928204499288,0.1116775674602767,0.109963726292309,0.0003164855225581,0.0828037000684272,0.0479234379748828,0.0541734821263176,0.0386456015836856,0.0373933502970242,0.0734830970594891,0.0739821803592954,0.0583817176950887,0.0293496496996466,0.253712851322881,0.065659540707271,0.1693851086111173,0.0007406240835574,0.1184704055729382,0.0882867867317329,0.0178655130775608,0.0132891747823969,0.0301024817081352,0.0769827292905063,0.0780465713729468,0.0498664634461835,0.0549033971957763,0.2365163086347027,0.0495143615065432,0.1581892121579393,0.001342544546143,0.12133994456399,0.1016751118185498,0.0169225363377789,0.0245983374208044,0.027331527323386503,0.08002721989966467,0.08932444242761893,0.041416001745426,0.0471990808191391,0.2504406601358375,0.0756171565580303,0.14584601568712188,0.0007998847174195,0.10753801673511847,0.07929511217505517,0.0296538438472191,0.0255110379289623,,,,,,,,,,,,,
2015-01,0.0023,0.006245695271728247,0.002783082921017588,-0.0061903918879194775,0.0009461287682754523,0.0013538712317245475,-0.003945695271728247,-0.0027,-0.006,-0.0118,0.0178,-0.0016,0.0,0.0394,20.97,1.7699999999999996,0.6531213919623191,1.6224195046636636,0.7322588005891362,1.3563462895293863,5.9447925425629045,1.68,0.47,0.02,1.21,1.66,2.61,0.9900000000000002,1994.989990234375,-3.1040805838410623,11.91524851405299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146646591480188,0.0908505018884614,0.1207588149721151,0.0161155732831357,0.0536214772416274,0.2549057281003874,0.1148124825373691,0.1098677785941052,0.0003137774621022,0.0827422863759181,0.0471794749764338,0.0559876569246337,0.0381797884956916,0.0371312779110769,0.073028448093572,0.0740697324002897,0.0585054803057128,0.0269187193982247,0.2565342679696929,0.0664241711723004,0.1689376509143534,0.0007713533028098,0.117959470150239,0.0897345873006342,0.0173681541579745,0.0126166869231192,0.0289092934882365,0.077273351960642,0.0789522226651674,0.0504512961646282,0.0495614351826454,0.2380463133146537,0.0504897148038992,0.1582124924000403,0.001359926576039,0.1219109391965203,0.1034830114553117,0.016625620864452,0.0247243819277638,0.0269017435157774,0.08038410064755847,0.09126025667919073,0.0416907832511589,0.04336721060749917,0.2498287697949114,0.07724212283785624,0.14567264063616628,0.0008150191136503332,0.10753756524089246,0.08013235791079325,0.029993810649020066,0.025173619115524865,,,,,,,,,,,,,
2015-02,0.0182,0.0633780784805511,0.06959836035540179,0.06281671541509559,0.0652643847503495,-0.0470643847503495,-0.0451780784805511,0.0564,-0.0144,0.0076,-0.0103,-0.0037,0.0,-0.0313,13.34,-7.629999999999999,-0.2299309782054281,1.631625565241701,0.0414018672242111,1.2097113523521053,6.058863693535077,2.0,0.63,0.02,1.37,1.98,2.46,0.8999999999999999,2104.5,5.48925108906233,13.178631060959066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148648491879886,0.0915521977632237,0.118373869361177,0.0160301869872357,0.0548322669216147,0.2586667321043239,0.1127670812783039,0.1097231303974891,0.0003495724628741,0.0847443333301527,0.0474069787760175,0.0547386069482148,0.0359501944813838,0.0364472656329923,0.0733317153801736,0.0731081030611025,0.0564323702605406,0.0293206210067032,0.2547087558830731,0.0674985732469364,0.1692860028585872,0.000798236242318,0.1199966872798481,0.0898017887872879,0.0172139051811618,0.0120559751792748,0.0284469888217864,0.0765064821288464,0.0781271034076824,0.0499065052672216,0.05022397343487,0.241233368966892,0.050253760166375,0.1584861877677933,0.0013936241823939,0.1214358474570294,0.1040250774542191,0.0162675903363409,0.0236934906085491,0.026586367880922432,0.08046346509074791,0.08986969194332063,0.040789687504999304,0.04479228712106264,0.25153628565142966,0.0768398048972051,0.1458317736746232,0.000847144295862,0.10872562268901005,0.08041128167250818,0.029406700821905832,0.023899886756402564,,,,,,,,,,,,,
2015-03,-0.0161,-0.014285708402468789,-0.01257462559131961,-0.01336123969580505,-0.013407191229864482,-0.0026928087701355175,-0.0018142915975312111,-0.0127,0.0083,-0.0079,0.0065,-0.0043,0.0,0.0206,15.29,1.9499999999999995,-0.0870314629352053,1.6880834938713285,0.1707014276846719,1.277481626344512,6.483995427264944,1.94,0.56,0.03,1.38,1.91,2.55,0.8999999999999999,2067.889892578125,-1.7396107114219572,10.444146379802222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147392401239597,0.092721260358421,0.1163008316848291,0.0155820165270561,0.0520944873369275,0.2612762778699425,0.1158777201432392,0.1101639256265037,0.0003365587602556,0.0820665000104851,0.0495580769107566,0.0537517700748241,0.0355313345727993,0.0369633929664248,0.0744460353175225,0.0721357119025282,0.0580741826618247,0.0258350102637155,0.2529346213636363,0.0677152010148866,0.170724714865714,0.0007713971364337,0.1198552217261525,0.0917038540252239,0.0171973408318606,0.0116433159240761,0.0295493087019216,0.0734138013668442,0.0766670501502229,0.0511992705845546,0.0483813225695053,0.2374137513988153,0.0546329287960979,0.1617385397250832,0.0010122035912086,0.1182646834802485,0.1092266463926363,0.0164277986442639,0.0220726945985972,0.02708398059743537,0.08019369901426257,0.08836786457919339,0.04161848992447847,0.042103606723382765,0.250541550210798,0.0794086166514079,0.147542393405767,0.0007067198292993,0.10672880173896203,0.08349619244287226,0.02912563651698287,0.023082448365157535,,,,,,,,,,,,,
2015-04,0.0137,0.03646562560893729,0.042854199299011464,0.05581247364490349,0.04504409951761742,-0.03134409951761742,-0.02276562560893729,0.049,0.0233999999999999,0.0083,-0.0176,-0.01,0.0,-0.0132,14.55,-0.7399999999999984,-0.0220312844238734,1.7453777073428434,0.1993492743892932,1.2808398950131306,6.124138667806212,2.05,0.58,0.01,1.4699999999999998,2.04,2.6,0.9600000000000004,2085.510009765625,0.8520819822535275,10.69880112623871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149957740024584,0.0913377494647894,0.1156359122365597,0.0156142987708021,0.0552778763398658,0.2630375587859168,0.1136590466719471,0.1096303791544045,0.0003530966904226,0.0812886471276535,0.0486705645447083,0.0548184586819049,0.0356806375285665,0.03697742336471,0.0746820161196762,0.0728583875797559,0.0579116210139567,0.0286978681990876,0.2503023211469367,0.0686228324473006,0.1682365752711251,0.0008180508835482,0.1209941548709717,0.0900033653261736,0.0176732791206671,0.01222210465609,0.030933536087271,0.0740907442683405,0.076154294142984,0.0507883212678344,0.0541042844752953,0.234518810239642,0.0549114517584225,0.1593396335022922,0.0009536731416341,0.1192387364204073,0.1059668980159618,0.016777864342338,0.0222217523375763,0.027635577818146465,0.08003683661760204,0.08821619798643321,0.0414380803508644,0.046026676338082904,0.2492862300574985,0.07906444362589006,0.14573552930927394,0.0007082735718682999,0.10717384613967751,0.0815469426289479,0.029756534048303335,0.02337483150741093,,,,,,,,,,,,,
2015-05,0.0364,0.001954534420694376,0.017057664376173287,0.0018134978373360866,0.006941898878067916,0.029458101121932086,0.034445465579305626,-0.0042,0.0181,-0.0074,-0.0086,-0.0042,0.0,0.0334,13.84,-0.7100000000000009,-0.1040309893939106,1.802827832894649,0.110324064049827,1.2943728841981803,6.002110359381785,2.12,0.61,0.01,1.5100000000000002,2.1100000000000003,2.72,0.9099999999999996,2107.389892578125,1.0491382304589791,9.556187267517192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151867661841384,0.092097571173781,0.1153237333553745,0.0155417612432487,0.0525074878301431,0.2628193503732985,0.1131847891113474,0.1098004370082866,0.0003520466049743,0.0821767735556118,0.0499168890497301,0.0545501432243555,0.0365422512857094,0.0368205362375342,0.0773374379828914,0.0717036971202967,0.0561564933849516,0.0284646950867892,0.2486920161466062,0.067793054199047,0.1713723081453536,0.0007564921378413,0.1204420393406541,0.0910886440832348,0.0173164026174419,0.0120561835173574,0.0312372131519473,0.0763745691751622,0.0760574093272509,0.0515109585159098,0.0506485290410421,0.2304369042902329,0.0569972063880602,0.161585196384291,0.0009909155341266,0.1185970195066774,0.1072671014914409,0.0167871829418665,0.0215097942519913,0.027748171857873302,0.08193652611061154,0.08769494660097404,0.04106973771470337,0.04387357065265813,0.24731609027004586,0.07932501656615153,0.14758598051264374,0.0006998180923140666,0.10707194413431444,0.08275754487480193,0.029551242927887966,0.023369409685019365,,,,,,,,,,,,,
2015-06,0.038,-0.031182017120551686,-0.01640322660021387,-0.022747968436414467,-0.02344440405239334,0.06144440405239334,0.06918201712055169,-0.0259,0.0213,0.0013,0.0063,0.0032,0.0,0.0171,18.23,4.390000000000001,0.0350332182442958,1.75094409524732,0.1852862157349033,1.2472011216439594,5.640582572204411,2.35,0.64,0.01,1.71,2.3400000000000003,2.83,0.9399999999999996,2063.110107421875,-2.1011671979729973,5.248370241155231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01518085098665,0.0930376308131707,0.1172425697583687,0.0154347469925179,0.0511836669606237,0.2668585293787699,0.1122694902716033,0.1086544467806023,0.0003554785148082,0.0812922353568559,0.0492642295553505,0.0534196455976385,0.0358064790330398,0.0390533066769779,0.0708700507043793,0.0735949431277919,0.0560994532982725,0.0262002836234662,0.2571404858633229,0.0695498902948708,0.1707538033690162,0.0008779147641764,0.1148166869818096,0.0913044042021464,0.0175626547045483,0.012176122389221,0.032637143051919,0.0770630765546058,0.0768610285003309,0.0521895413921258,0.0493311361882897,0.2321941149649306,0.0598548666022417,0.1601178536238766,0.0010053380063722,0.1161594975751329,0.1024709448190073,0.0184943315040863,0.0216211272170805,0.028957100238515634,0.08032358602405193,0.0892328471288305,0.04124124722763873,0.04223836225745986,0.25206437673567444,0.08055808238957193,0.1465087012578317,0.0007462437617855999,0.10408947330459946,0.08101319285883474,0.02982554393542437,0.023201242879780436,,,,,,,,,,,,,
2015-07,-0.026600000000000002,0.020317699559260882,0.008624139402950037,-0.029238597205129113,-9.891941430606455e-05,-0.026501080585693938,-0.04691769955926088,0.0077,-0.0321,-0.0315,0.0249,0.0011,0.0,0.0123,12.12,-6.110000000000001,0.1795718097550525,1.777267624465506,0.2704286757220897,1.254154386404971,5.484247374562434,2.2,0.67,0.08,1.5300000000000002,2.12,2.94,1.0499999999999998,2103.840087890625,1.974202943518488,8.969427193858603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0154801036126875,0.0915880625402615,0.1203529220771733,0.0157815256054816,0.0489357225216963,0.2669716767866637,0.1175629508256725,0.1069909143046747,0.0003371508378567,0.07860888101893,0.0470589792923061,0.0541260523081244,0.0362050582684711,0.0394698976970218,0.0707360408709936,0.0766020780994633,0.0565494894639124,0.0245218497529039,0.2578684480348261,0.0735174439992028,0.1670405931244025,0.0009023018064014,0.1130898817725938,0.0906543853209221,0.0169995015651908,0.012048088492165,0.0339742782706908,0.0775167756262858,0.0788724793985331,0.0541209161625511,0.0436606541818507,0.2378322013479474,0.0621970658440692,0.1599779048020993,0.0010262471444177,0.1117994164428276,0.1001381443702869,0.0179837495238005,0.0209001668846394,0.029641426526800033,0.0799469596791803,0.09194249319172322,0.0421506437439817,0.03903940881881696,0.2542241087231457,0.0844258202229815,0.14466980407705884,0.0007552332628919333,0.1011660597447838,0.07928383632783836,0.0297031011323719,0.023051104548425166,,,,,,,,,,,,,
