Ticker,Name,Sector,Location,Exchange,Currency,Weight (%),YF_Ticker
NVDA,NVIDIA CORP,Information Technology,United States,NASDAQ,USD,5.19,NVDA
AAPL,APPLE INC,Information Technology,United States,NASDAQ,USD,4.66,AAPL
MSFT,MICROSOFT CORP,Information Technology,United States,NASDAQ,USD,3.21,MSFT
AMZN,AMAZON COM INC,Consumer Discretionary,United States,NASDAQ,USD,2.44,AMZN
GOOGL,ALPHABET INC CLASS A,Communication,United States,NASDAQ,USD,2.03,GOOGL
AVGO,BROADCOM INC,Information Technology,United States,NASDAQ,USD,1.73,AVGO
GOOG,ALPHABET INC CLASS C,Communication,United States,NASDAQ,USD,1.7,GOOG
META,META PLATFORMS INC CLASS A,Communication,United States,NASDAQ,USD,1.46,META
TSLA,TESLA INC,Consumer Discretionary,United States,NASDAQ,USD,1.3,TSLA
JPM,JPMORGAN CHASE & CO,Financials,United States,NYSE,USD,0.98,JPM
XOM,EXXON MOBIL CORP,Energy,United States,NYSE,USD,0.92,XOM
LLY,ELI LILLY,Health Care,United States,NYSE,USD,0.9,LLY
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,United States,NYSE,USD,0.82,BRKB
JNJ,JOHNSON & JOHNSON,Health Care,United States,NYSE,USD,0.73,JNJ
WMT,WALMART INC,Consumer Staples,United States,NASDAQ,USD,0.69,WMT
ASML,ASML HOLDING NV,Information Technology,Netherlands,Euronext Amsterdam,USD,0.65,ASML.AS
V,VISA INC CLASS A,Financials,United States,NYSE,USD,0.64,V
COST,COSTCO WHOLESALE CORP,Consumer Staples,United States,NASDAQ,USD,0.55,COST
MA,MASTERCARD INC CLASS A,Financials,United States,NYSE,USD,0.53,MA
CVX,CHEVRON CORP,Energy,United States,NYSE,USD,0.52,CVX
MU,MICRON TECHNOLOGY INC,Information Technology,United States,NASDAQ,USD,0.51,MU
NFLX,NETFLIX INC,Communication,United States,NASDAQ,USD,0.51,NFLX
ABBV,ABBVIE INC,Health Care,United States,NYSE,USD,0.47,ABBV
PG,PROCTER & GAMBLE,Consumer Staples,United States,NYSE,USD,0.42,PG
AMD,ADVANCED MICRO DEVICES INC,Information Technology,United States,NASDAQ,USD,0.42,AMD
CAT,CATERPILLAR INC,Industrials,United States,NYSE,USD,0.42,CAT
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,United States,NASDAQ,USD,0.41,PLTR
BAC,BANK OF AMERICA CORP,Financials,United States,NYSE,USD,0.41,BAC
HD,HOME DEPOT INC,Consumer Discretionary,United States,NYSE,USD,0.41,HD
CSCO,CISCO SYSTEMS INC,Information Technology,United States,NASDAQ,USD,0.4,CSCO
KO,COCA-COLA,Consumer Staples,United States,NYSE,USD,0.39,KO
MRK,MERCK & CO INC,Health Care,United States,NYSE,USD,0.38,MRK
GE,GE AEROSPACE,Industrials,United States,NYSE,USD,0.38,GE
AZN,ASTRAZENECA PLC,Health Care,United Kingdom,London Stock Exchange,USD,0.37,AZN.L
NOVN,NOVARTIS AG,Health Care,Switzerland,SIX Swiss Exchange,USD,0.36,NOVN.SW
ROP,ROCHE PS PAR AG,Health Care,Switzerland,SIX Swiss Exchange,USD,0.35,ROP.SW
HSBA,HSBC HOLDINGS PLC,Financials,United Kingdom,London Stock Exchange,USD,0.35,HSBA.L
AMAT,APPLIED MATERIAL INC,Information Technology,United States,NASDAQ,USD,0.34,AMAT
SHEL,SHELL PLC,Energy,United Kingdom,London Stock Exchange,USD,0.34,SHEL.L
LRCX,LAM RESEARCH CORP,Information Technology,United States,NASDAQ,USD,0.34,LRCX
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,United States,NYSE,USD,0.32,PM
RTX,RTX CORP,Industrials,United States,NYSE,USD,0.32,RTX
NESN,NESTLE SA,Consumer Staples,Switzerland,SIX Swiss Exchange,USD,0.31,NESN.SW
GS,GOLDMAN SACHS GROUP INC,Financials,United States,NYSE,USD,0.31,GS
WFC,WELLS FARGO,Financials,United States,NYSE,USD,0.31,WFC
ORCL,ORACLE CORP,Information Technology,United States,NYSE,USD,0.3,ORCL
UNH,UNITEDHEALTH GROUP INC,Health Care,United States,NYSE,USD,0.3,UNH
GEV,GE VERNOVA INC,Industrials,United States,NYSE,USD,0.3,GEV
LIN,LINDE PLC,Materials,United States,NASDAQ,USD,0.29,LIN
RY,ROYAL BANK OF CANADA,Financials,Canada,Toronto Stock Exchange,USD,0.28,RY.TO
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,United States,NYSE,USD,0.28,IBM
MCD,MCDONALDS CORP,Consumer Discretionary,United States,NYSE,USD,0.28,MCD
VZ,VERIZON COMMUNICATIONS INC,Communication,United States,NYSE,USD,0.27,VZ
PEP,PEPSICO INC,Consumer Staples,United States,NASDAQ,USD,0.27,PEP
T,AT&T INC,Communication,United States,NYSE,USD,0.26,T
7203,TOYOTA MOTOR CORP,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.26,7203.T
CBA,COMMONWEALTH BANK OF AUSTRALIA,Financials,Australia,Asx - All Markets,USD,0.26,CBA.AX
INTC,INTEL CORPORATION CORP,Information Technology,United States,NASDAQ,USD,0.25,INTC
C,CITIGROUP INC,Financials,United States,NYSE,USD,0.24,C
8306,MITSUBISHI UFJ FINANCIAL GROUP INC,Financials,Japan,Tokyo Stock Exchange,USD,0.24,8306.T
KLAC,KLA CORP,Information Technology,United States,NASDAQ,USD,0.24,KLAC
MS,MORGAN STANLEY,Financials,United States,NYSE,USD,0.24,MS
NEE,NEXTERA ENERGY INC,Utilities,United States,NYSE,USD,0.24,NEE
AMGN,AMGEN INC,Health Care,United States,NASDAQ,USD,0.24,AMGN
ABT,ABBOTT LABORATORIES,Health Care,United States,NYSE,USD,0.23,ABT
TTE,TOTALENERGIES,Energy,France,Nyse Euronext - Euronext Paris,USD,0.23,TTE.PA
SIE,SIEMENS N AG,Industrials,Germany,Xetra,USD,0.23,SIE.DE
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,United States,NYSE,USD,0.23,TMO
BHP,BHP GROUP LTD,Materials,Australia,Asx - All Markets,USD,0.22,BHP.AX
TJX,TJX INC,Consumer Discretionary,United States,NYSE,USD,0.22,TJX
TXN,TEXAS INSTRUMENT INC,Information Technology,United States,NASDAQ,USD,0.22,TXN
SAP,SAP,Information Technology,Germany,Xetra,USD,0.22,SAP.DE
CRM,SALESFORCE INC,Information Technology,United States,NYSE,USD,0.21,CRM
COP,CONOCOPHILLIPS,Energy,United States,NYSE,USD,0.21,COP
GILD,GILEAD SCIENCES INC,Health Care,United States,NASDAQ,USD,0.21,GILD
DIS,WALT DISNEY,Communication,United States,NYSE,USD,0.21,DIS
AXP,AMERICAN EXPRESS,Financials,United States,NYSE,USD,0.21,AXP
ISRG,INTUITIVE SURGICAL INC,Health Care,United States,NASDAQ,USD,0.21,ISRG
SAN,BANCO SANTANDER SA,Financials,Spain,Bolsa De Madrid,USD,0.2,SAN.MC
SCHW,CHARLES SCHWAB CORP,Financials,United States,NYSE,USD,0.2,SCHW
ALV,ALLIANZ,Financials,Germany,Xetra,USD,0.2,ALV.DE
TD,TORONTO DOMINION,Financials,Canada,Toronto Stock Exchange,USD,0.2,TD.TO
PFE,PFIZER INC,Health Care,United States,NYSE,USD,0.19,PFE
ADI,ANALOG DEVICES INC,Information Technology,United States,NASDAQ,USD,0.19,ADI
APH,AMPHENOL CORP CLASS A,Information Technology,United States,NYSE,USD,0.19,APH
BA,BOEING,Industrials,United States,NYSE,USD,0.19,BA
DE,DEERE,Industrials,United States,NYSE,USD,0.19,DE
SU,SCHNEIDER ELECTRIC,Industrials,France,Nyse Euronext - Euronext Paris,USD,0.18,SU.PA
IBE,IBERDROLA SA,Utilities,Spain,Bolsa De Madrid,USD,0.18,IBE.MC
UNP,UNION PACIFIC CORP,Industrials,United States,NYSE,USD,0.18,UNP
HON,HONEYWELL INTERNATIONAL INC,Industrials,United States,NASDAQ,USD,0.18,HON
ETN,EATON PLC,Industrials,United States,NYSE,USD,0.18,ETN
UBER,UBER TECHNOLOGIES INC,Industrials,United States,NYSE,USD,0.17,UBER
BLK,BLACKROCK INC,Financials,United States,NYSE,USD,0.17,BLK
6501,HITACHI LTD,Industrials,Japan,Tokyo Stock Exchange,USD,0.17,6501.T
SHOP,SHOPIFY SUBORDINATE VOTING INC CLA,Information Technology,Canada,Toronto Stock Exchange,USD,0.17,SHOP.TO
QCOM,QUALCOMM INC,Information Technology,United States,NASDAQ,USD,0.17,QCOM
DTE,DEUTSCHE TELEKOM N AG,Communication,Germany,Xetra,USD,0.17,DTE.DE
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,United States,NASDAQ,USD,0.17,BKNG
ULVR,UNILEVER PLC,Consumer Staples,United Kingdom,London Stock Exchange,USD,0.17,ULVR.L
MC,LVMH,Consumer Discretionary,France,Nyse Euronext - Euronext Paris,USD,0.17,MC.PA
WELL,WELLTOWER INC,Real Estate,United States,NYSE,USD,0.17,WELL
LMT,LOCKHEED MARTIN CORP,Industrials,United States,NYSE,USD,0.16,LMT
ENR,SIEMENS ENERGY N AG,Industrials,Germany,Xetra,USD,0.16,ENR.DE
LOW,LOWES COMPANIES INC,Consumer Discretionary,United States,NYSE,USD,0.16,LOW
ANET,ARISTA NETWORKS INC,Information Technology,United States,NYSE,USD,0.16,ANET
SPGI,S&P GLOBAL INC,Financials,United States,NYSE,USD,0.16,SPGI
BATS,BRITISH AMERICAN TOBACCO,Consumer Staples,United Kingdom,London Stock Exchange,USD,0.16,BATS.L
ABBN,ABB LTD,Industrials,Switzerland,SIX Swiss Exchange,USD,0.16,ABBN.SW
RR.,ROLLS-ROYCE HOLDINGS PLC,Industrials,United Kingdom,London Stock Exchange,USD,0.16,RR..L
BP.,BP PLC,Energy,United Kingdom,London Stock Exchange,USD,0.16,BP..L
6758,SONY GROUP CORP,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.16,6758.T
CB,CHUBB,Financials,United States,NYSE,USD,0.15,CB
ACN,ACCENTURE PLC CLASS A,Information Technology,United States,NYSE,USD,0.15,ACN
8316,SUMITOMO MITSUI FINANCIAL GROUP IN,Financials,Japan,Tokyo Stock Exchange,USD,0.15,8316.T
PLD,PROLOGIS REIT INC,Real Estate,United States,NYSE,USD,0.15,PLD
BMY,BRISTOL MYERS SQUIBB,Health Care,United States,NYSE,USD,0.15,BMY
ENB,ENBRIDGE INC,Energy,Canada,Toronto Stock Exchange,USD,0.15,ENB.TO
BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA,Financials,Spain,Bolsa De Madrid,USD,0.15,BBVA.MC
DHR,DANAHER CORP,Health Care,United States,NYSE,USD,0.15,DHR
1299,AIA GROUP LTD,Financials,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.15,1299.HK
UBSG,UBS GROUP AG,Financials,Switzerland,SIX Swiss Exchange,USD,0.15,UBSG.SW
8058,MITSUBISHI CORP,Industrials,Japan,Tokyo Stock Exchange,USD,0.15,8058.T
INTU,INTUIT INC,Information Technology,United States,NASDAQ,USD,0.15,INTU
PANW,PALO ALTO NETWORKS INC,Information Technology,United States,NASDAQ,USD,0.15,PANW
PGR,PROGRESSIVE CORP,Financials,United States,NYSE,USD,0.15,PGR
SAF,SAFRAN SA,Industrials,France,Nyse Euronext - Euronext Paris,USD,0.15,SAF.PA
AI,LAIR LIQUIDE SOCIETE ANONYME POUR,Materials,France,Nyse Euronext - Euronext Paris,USD,0.15,AI.PA
NOVO B,NOVO NORDISK CLASS B,Health Care,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,0.14,NOVO B.CO
PH,PARKER-HANNIFIN CORP,Industrials,United States,NYSE,USD,0.14,PH
COF,CAPITAL ONE FINANCIAL CORP,Financials,United States,NYSE,USD,0.14,COF
SYK,STRYKER CORP,Health Care,United States,NYSE,USD,0.14,SYK
NEM,NEWMONT,Materials,United States,NYSE,USD,0.14,NEM
MO,ALTRIA GROUP INC,Consumer Staples,United States,NYSE,USD,0.14,MO
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,United States,NASDAQ,USD,0.14,VRTX
MDT,MEDTRONIC PLC,Health Care,United States,NYSE,USD,0.14,MDT
GLW,CORNING INC,Information Technology,United States,NYSE,USD,0.14,GLW
8035,TOKYO ELECTRON LTD,Information Technology,Japan,Tokyo Stock Exchange,USD,0.14,8035.T
AIR,AIRBUS GROUP,Industrials,France,Nyse Euronext - Euronext Paris,USD,0.14,AIR.PA
GSK,GLAXOSMITHKLINE,Health Care,United Kingdom,London Stock Exchange,USD,0.14,GSK.L
TMUS,T MOBILE US INC,Communication,United States,NASDAQ,USD,0.14,TMUS
6857,ADVANTEST CORP,Information Technology,Japan,Tokyo Stock Exchange,USD,0.14,6857.T
MCK,MCKESSON CORP,Health Care,United States,NYSE,USD,0.14,MCK
SAN,SANOFI SA,Health Care,France,Nyse Euronext - Euronext Paris,USD,0.14,SAN.PA
CME,CME GROUP INC CLASS A,Financials,United States,NASDAQ,USD,0.13,CME
CMCSA,COMCAST CORP CLASS A,Communication,United States,NASDAQ,USD,0.13,CMCSA
SO,SOUTHERN,Utilities,United States,NYSE,USD,0.13,SO
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Canada,Toronto Stock Exchange,USD,0.13,CNQ.TO
NOW,SERVICENOW INC,Information Technology,United States,NYSE,USD,0.13,NOW
BSX,BOSTON SCIENTIFIC CORP,Health Care,United States,NYSE,USD,0.13,BSX
8031,MITSUI LTD,Industrials,Japan,Tokyo Stock Exchange,USD,0.13,8031.T
DUK,DUKE ENERGY CORP,Utilities,United States,NYSE,USD,0.13,DUK
ZURN,ZURICH INSURANCE GROUP AG,Financials,Switzerland,SIX Swiss Exchange,USD,0.13,ZURN.SW
RIO,RIO TINTO PLC,Materials,United Kingdom,London Stock Exchange,USD,0.13,RIO.L
8411,MIZUHO FINANCIAL GROUP INC,Financials,Japan,Tokyo Stock Exchange,USD,0.13,8411.T
SBUX,STARBUCKS CORP,Consumer Discretionary,United States,NASDAQ,USD,0.12,SBUX
ADBE,ADOBE INC,Information Technology,United States,NASDAQ,USD,0.12,ADBE
OR,LOREAL SA,Consumer Staples,France,Nyse Euronext - Euronext Paris,USD,0.12,OR.PA
UCG,UNICREDIT,Financials,Italy,Borsa Italiana,USD,0.12,UCG.MI
AEM,AGNICO EAGLE MINES LTD,Materials,Canada,Toronto Stock Exchange,USD,0.12,AEM.TO
WDC,WESTERN DIGITAL CORP,Information Technology,United States,NASDAQ,USD,0.12,WDC
WBC,WESTPAC BANKING CORPORATION CORP,Financials,Australia,Asx - All Markets,USD,0.12,WBC.AX
NOC,NORTHROP GRUMMAN CORP,Industrials,United States,NYSE,USD,0.12,NOC
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,Japan,Tokyo Stock Exchange,USD,0.12,7011.T
CEG,CONSTELLATION ENERGY CORP,Utilities,United States,NASDAQ,USD,0.12,CEG
9984,SOFTBANK GROUP CORP,Communication,Japan,Tokyo Stock Exchange,USD,0.12,9984.T
BMO,BANK OF MONTREAL,Financials,Canada,Toronto Stock Exchange,USD,0.12,BMO.TO
EQIX,EQUINIX REIT INC,Real Estate,United States,NASDAQ,USD,0.12,EQIX
CFR,COMPAGNIE FINANCIERE RICHEMONT SA,Consumer Discretionary,Switzerland,SIX Swiss Exchange,USD,0.12,CFR.SW
BNP,BNP PARIBAS SA,Financials,France,Nyse Euronext - Euronext Paris,USD,0.12,BNP.PA
TT,TRANE TECHNOLOGIES PLC,Industrials,United States,NYSE,USD,0.12,TT
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,United States,NASDAQ,USD,0.12,CRWD
VRT,VERTIV HOLDINGS CLASS A,Industrials,United States,NYSE,USD,0.12,VRT
WMB,WILLIAMS INC,Energy,United States,NYSE,USD,0.11,WMB
WM,WASTE MANAGEMENT INC,Industrials,United States,NYSE,USD,0.11,WM
CVS,CVS HEALTH CORP,Health Care,United States,NYSE,USD,0.11,CVS
NAB,NATIONAL AUSTRALIA BANK LTD,Financials,Australia,Asx - All Markets,USD,0.11,NAB.AX
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,United States,NYSE,USD,0.11,ICE
APP,APPLOVIN CORP CLASS A,Information Technology,United States,NASDAQ,USD,0.11,APP
HWM,HOWMET AEROSPACE INC,Industrials,United States,NYSE,USD,0.11,HWM
D05,DBS GROUP HOLDINGS LTD,Financials,Singapore,Singapore Exchange,USD,0.11,D05.SI
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Canada,Toronto Stock Exchange,USD,0.11,CM.TO
8766,TOKIO MARINE HOLDINGS INC,Financials,Japan,Tokyo Stock Exchange,USD,0.11,8766.T
ENEL,ENEL,Utilities,Italy,Borsa Italiana,USD,0.11,ENEL.MI
BNS,BANK OF NOVA SCOTIA,Financials,Canada,Toronto Stock Exchange,USD,0.11,BNS.TO
EOG,EOG RESOURCES INC,Energy,United States,NYSE,USD,0.11,EOG
ISP,INTESA SANPAOLO,Financials,Italy,Borsa Italiana,USD,0.11,ISP.MI
SU,SUNCOR ENERGY INC,Energy,Canada,Toronto Stock Exchange,USD,0.11,SU.TO
MRSH,MARSH INC,Financials,United States,NYSE,USD,0.1,MRSH
MRVL,MARVELL TECHNOLOGY INC,Information Technology,United States,NASDAQ,USD,0.1,MRVL
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,United States,NASDAQ,USD,0.1,ADP
BA.,BAE SYSTEMS PLC,Industrials,United Kingdom,London Stock Exchange,USD,0.1,BA..L
GD,GENERAL DYNAMICS CORP,Industrials,United States,NYSE,USD,0.1,GD
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,United States,NYSE,USD,0.1,JCI
SLB,SLB NV,Energy,United States,NYSE,USD,0.1,SLB
PWR,QUANTA SERVICES INC,Industrials,United States,NYSE,USD,0.1,PWR
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,United States,NASDAQ,USD,0.1,STX
MUV2,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Germany,Xetra,USD,0.1,MUV2.DE
BN,BROOKFIELD CORP CLASS A,Financials,Canada,Toronto Stock Exchange,USD,0.1,BN.TO
FCX,FREEPORT MCMORAN INC,Materials,United States,NYSE,USD,0.1,FCX
NG.,NATIONAL GRID PLC,Utilities,United Kingdom,London Stock Exchange,USD,0.1,NG..L
8001,ITOCHU CORP,Industrials,Japan,Tokyo Stock Exchange,USD,0.1,8001.T
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,United States,NYSE,USD,0.1,PNC
BK,BANK OF NEW YORK MELLON CORP,Financials,United States,NYSE,USD,0.1,BK
AMT,AMERICAN TOWER REIT CORP,Real Estate,United States,NYSE,USD,0.1,AMT
PSX,PHILLIPS,Energy,United States,NYSE,USD,0.1,PSX
BX,BLACKSTONE INC,Financials,United States,NYSE,USD,0.1,BX
USB,US BANCORP,Financials,United States,NYSE,USD,0.1,USB
REGN,REGENERON PHARMACEUTICALS INC,Health Care,United States,NASDAQ,USD,0.1,REGN
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,United States,NASDAQ,USD,0.1,ORLY
FDX,FEDEX CORP,Industrials,United States,NYSE,USD,0.1,FDX
VLO,VALERO ENERGY CORP,Energy,United States,NYSE,USD,0.1,VLO
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,United States,NASDAQ,USD,0.1,MDLZ
MPC,MARATHON PETROLEUM CORP,Energy,United States,NYSE,USD,0.1,MPC
HCA,HCA HEALTHCARE INC,Health Care,United States,NYSE,USD,0.1,HCA
MMM,3M,Industrials,United States,NYSE,USD,0.1,MMM
INGA,ING GROEP NV,Financials,Netherlands,Euronext Amsterdam,USD,0.1,INGA.AS
SHW,SHERWIN WILLIAMS,Materials,United States,NYSE,USD,0.1,SHW
ANZ,ANZ GROUP HOLDINGS LTD,Financials,Australia,Asx - All Markets,USD,0.1,ANZ.AX
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,United States,NASDAQ,USD,0.1,MAR
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,United States,NASDAQ,USD,0.09,CDNS
CSX,CSX CORP,Industrials,United States,NASDAQ,USD,0.09,CSX
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Sweden,NYSE,USD,0.09,SPOT
CS,AXA SA,Financials,France,Nyse Euronext - Euronext Paris,USD,0.09,CS.PA
MSI,MOTOROLA SOLUTIONS INC,Information Technology,United States,NYSE,USD,0.09,MSI
RHM,RHEINMETALL AG,Industrials,Germany,Xetra,USD,0.09,RHM.DE
DG,VINCI SA,Industrials,France,Nyse Euronext - Euronext Paris,USD,0.09,DG.PA
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Canada,Toronto Stock Exchange,USD,0.09,CP.TO
GLEN,GLENCORE PLC,Materials,United Kingdom,London Stock Exchange,USD,0.09,GLEN.L
MELI,MERCADOLIBRE INC,Consumer Discretionary,United States,NASDAQ,USD,0.09,MELI
ITW,ILLINOIS TOOL INC,Industrials,United States,NYSE,USD,0.09,ITW
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,United States,NYSE,USD,0.09,HLT
EMR,EMERSON ELECTRIC,Industrials,United States,NYSE,USD,0.09,EMR
ROST,ROSS STORES INC,Consumer Discretionary,United States,NASDAQ,USD,0.09,ROST
BARC,BARCLAYS PLC,Financials,United Kingdom,London Stock Exchange,USD,0.09,BARC.L
CMI,CUMMINS INC,Industrials,United States,NYSE,USD,0.09,CMI
GM,GENERAL MOTORS,Consumer Discretionary,United States,NYSE,USD,0.09,GM
CI,CIGNA,Health Care,United States,NYSE,USD,0.09,CI
SNPS,SYNOPSYS INC,Information Technology,United States,NASDAQ,USD,0.09,SNPS
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,United States,NYSE,USD,0.09,UPS
AEP,AMERICAN ELECTRIC POWER INC,Utilities,United States,NASDAQ,USD,0.09,AEP
CRH,CRH PUBLIC LIMITED PLC,Materials,United States,NYSE,USD,0.09,CRH
MCO,MOODYS CORP,Financials,United States,NYSE,USD,0.09,MCO
9983,FAST RETAILING LTD,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.09,9983.T
KMI,KINDER MORGAN INC,Energy,United States,NYSE,USD,0.09,KMI
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,United States,NYSE,USD,0.09,RCL
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,Belgium,Nyse Euronext - Euronext Brussels,USD,0.09,ABI.BR
ABX,BARRICK MINING CORP,Materials,Canada,Toronto Stock Exchange,USD,0.09,ABX.TO
ECL,ECOLAB INC,Materials,United States,NYSE,USD,0.09,ECL
6503,MITSUBISHI ELECTRIC CORP,Industrials,Japan,Tokyo Stock Exchange,USD,0.08,6503.T
INVE B,INVESTOR CLASS B,Financials,Sweden,Nasdaq Omx Nordic,USD,0.08,INVE B.ST
LNG,CHENIERE ENERGY INC,Energy,United States,NYSE,USD,0.08,LNG
EL,ESSILORLUXOTTICA SA,Health Care,France,Nyse Euronext - Euronext Paris,USD,0.08,EL.PA
LLOY,LLOYDS BANKING GROUP PLC,Financials,United Kingdom,London Stock Exchange,USD,0.08,LLOY.L
ELV,ELEVANCE HEALTH INC,Health Care,United States,NYSE,USD,0.08,ELV
4063,SHIN ETSU CHEMICAL LTD,Materials,Japan,Tokyo Stock Exchange,USD,0.08,4063.T
TRV,TRAVELERS COMPANIES INC,Financials,United States,NYSE,USD,0.08,TRV
CL,COLGATE-PALMOLIVE,Consumer Staples,United States,NYSE,USD,0.08,CL
AON,AON PLC CLASS A,Financials,United States,NYSE,USD,0.08,AON
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,United States,NYSE,USD,0.08,APD
TRP,TC ENERGY CORP,Energy,Canada,Toronto Stock Exchange,USD,0.08,TRP.TO
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,United States,NYSE,USD,0.08,LHX
NSC,NORFOLK SOUTHERN CORP,Industrials,United States,NYSE,USD,0.08,NSC
6861,KEYENCE CORP,Information Technology,Japan,Tokyo Stock Exchange,USD,0.08,6861.T
7974,NINTENDO LTD,Communication,Japan,Tokyo Stock Exchange,USD,0.08,7974.T
SRE,SEMPRA,Utilities,United States,NYSE,USD,0.08,SRE
TDG,TRANSDIGM GROUP INC,Industrials,United States,NYSE,USD,0.08,TDG
BKR,BAKER HUGHES CLASS A,Energy,United States,NASDAQ,USD,0.08,BKR
ITX,INDUSTRIA DE DISENO TEXTIL SA,Consumer Discretionary,Spain,Bolsa De Madrid,USD,0.08,ITX.MC
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,United States,NASDAQ,USD,0.08,WBD
NET,CLOUDFLARE INC CLASS A,Information Technology,United States,NYSE,USD,0.08,NET
NKE,NIKE INC CLASS B,Consumer Discretionary,United States,NYSE,USD,0.08,NKE
TEL,TE CONNECTIVITY PLC,Information Technology,United States,NYSE,USD,0.08,TEL
ENI,ENI,Energy,Italy,Borsa Italiana,USD,0.08,ENI.MI
CTAS,CINTAS CORP,Industrials,United States,NASDAQ,USD,0.08,CTAS
7741,HOYA CORP,Health Care,Japan,Tokyo Stock Exchange,USD,0.08,7741.T
PCAR,PACCAR INC,Industrials,United States,NASDAQ,USD,0.08,PCAR
4502,TAKEDA PHARMACEUTICAL LTD,Health Care,Japan,Tokyo Stock Exchange,USD,0.07,4502.T
PRX,PROSUS NV CLASS N,Consumer Discretionary,Netherlands,Euronext Amsterdam,USD,0.07,PRX.AS
RMS,HERMES INTERNATIONAL,Consumer Discretionary,France,Nyse Euronext - Euronext Paris,USD,0.07,RMS.PA
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,United States,NYSE,USD,0.07,SPG
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,United States,NYSE,USD,0.07,DLR
REL,RELX PLC,Industrials,United Kingdom,London Stock Exchange,USD,0.07,REL.L
NWG,NATWEST GROUP PLC,Financials,United Kingdom,London Stock Exchange,USD,0.07,NWG.L
TFC,TRUIST FINANCIAL CORP,Financials,United States,NYSE,USD,0.07,TFC
OKE,ONEOK INC,Energy,United States,NYSE,USD,0.07,OKE
CIEN,CIENA CORP,Information Technology,United States,NYSE,USD,0.07,CIEN
COR,CENCORA INC,Health Care,United States,NYSE,USD,0.07,COR
AZO,AUTOZONE INC,Consumer Discretionary,United States,NYSE,USD,0.07,AZO
WES,WESFARMERS LTD,Consumer Discretionary,Australia,Asx - All Markets,USD,0.07,WES.AX
6098,RECRUIT HOLDINGS LTD,Industrials,Japan,Tokyo Stock Exchange,USD,0.07,6098.T
MFC,MANULIFE FINANCIAL CORP,Financials,Canada,Toronto Stock Exchange,USD,0.07,MFC.TO
CTVA,CORTEVA INC,Materials,United States,NYSE,USD,0.07,CTVA
WPM,WHEATON PRECIOUS METALS CORP,Materials,Canada,Toronto Stock Exchange,USD,0.07,WPM.TO
DASH,DOORDASH INC CLASS A,Consumer Discretionary,United States,NASDAQ,USD,0.07,DASH
IFX,INFINEON TECHNOLOGIES AG,Information Technology,Germany,Xetra,USD,0.07,IFX.DE
ENGI,ENGIE SA,Utilities,France,Nyse Euronext - Euronext Paris,USD,0.07,ENGI.PA
DBK,DEUTSCHE BANK AG,Financials,Germany,Xetra,USD,0.07,DBK.DE
KKR,KKR AND CO INC,Financials,United States,NYSE,USD,0.07,KKR
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Canada,Toronto Stock Exchange,USD,0.07,CNR.TO
AFL,AFLAC INC,Financials,United States,NYSE,USD,0.07,AFL
TGT,TARGET CORP,Consumer Staples,United States,NYSE,USD,0.07,TGT
