Ticker,Name,Sector,Location,Exchange,Currency,Weight (%),YF_Ticker
ERIE,ERIE INDEMNITY CLASS A,Financials,United States,NASDAQ,USD,0.01,ERIE
5411,JFE HOLDINGS INC,Materials,Japan,Tokyo Stock Exchange,USD,0.01,5411.T
SHL,SONIC HEALTHCARE LTD,Health Care,Australia,Asx - All Markets,USD,0.01,SHL.AX
VCX,VICINITY CENTRES,Real Estate,Australia,Asx - All Markets,USD,0.01,VCX.AX
SRT3,SARTORIUS PREF AG,Health Care,Germany,Xetra,USD,0.01,SRT3.DE
RNO,RENAULT SA,Consumer Discretionary,France,Nyse Euronext - Euronext Paris,USD,0.01,RNO.PA
BEIJ B,BEIJER REF CLASS B,Industrials,Sweden,Nasdaq Omx Nordic,USD,0.01,BEIJ B.ST
AIA,AUCKLAND INTERNATIONAL AIRPORT LTD,Industrials,New Zealand,New Zealand Exchange Ltd,USD,0.01,AIA
IVN,IVANHOE MINES LTD CLASS A,Materials,Canada,Toronto Stock Exchange,USD,0.01,IVN.TO
IAG,INTERNATIONAL AIRLINES GROUP SA,Industrials,Spain,Bolsa De Madrid,USD,0.01,IAG.MC
8729,SONY FINANCIAL GROUP INC,Financials,Japan,Tokyo Stock Exchange,USD,0.01,8729.T
8331,CHIBA BANK LTD,Financials,Japan,Tokyo Stock Exchange,USD,0.01,8331.T
3088,MATSUKIYOKARA,Consumer Staples,Japan,Tokyo Stock Exchange,USD,0.01,3088.T
4151,KYOWA KIRIN LTD,Health Care,Japan,Tokyo Stock Exchange,USD,0.01,4151.T
SPX,SPIRAX GROUP PLC,Industrials,United Kingdom,London Stock Exchange,USD,0.01,SPX.L
IFT,INFRATIL LTD,Financials,New Zealand,New Zealand Exchange Ltd,USD,0.01,IFT
EMP.A,EMPIRE LTD CLASS A,Consumer Staples,Canada,Toronto Stock Exchange,USD,0.01,EMP.A.TO
4612,NIPPON PAINT HOLDINGS LTD,Materials,Japan,Tokyo Stock Exchange,USD,0.01,4612.T
4768,OTSUKA CORP,Information Technology,Japan,Tokyo Stock Exchange,USD,0.01,4768.T
OKLO,OKLO INC CLASS A,Utilities,United States,NYSE,USD,0.01,OKLO
7735,SCREEN HOLDINGS LTD,Information Technology,Japan,Tokyo Stock Exchange,USD,0.01,7735.T
SDLF,STANDARD LIFE PLC,Financials,United Kingdom,London Stock Exchange,USD,0.01,SDLF.L
BKW,BKW N AG,Utilities,Switzerland,SIX Swiss Exchange,USD,0.01,BKW.SW
7259,AISIN CORP,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.01,7259.T
RBI,RAIFFEISEN BANK INTERNATIONAL AG,Financials,Austria,Wiener Boerse Ag,USD,0.01,RBI.VI
SGH,SGH LTD,Industrials,Australia,Asx - All Markets,USD,0.01,SGH.AX
WTB,WHITBREAD PLC,Consumer Discretionary,United Kingdom,London Stock Exchange,USD,0.01,WTB.L
REC,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,Italy,Borsa Italiana,USD,0.01,REC.MI
9CI,CAPITALAND INVESTMENT LTD,Real Estate,Singapore,Singapore Exchange,USD,0.01,9CI.SI
KESKOB,KESKO CLASS B,Consumer Staples,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.01,KESKOB.HE
OTEX,OPEN TEXT CORP,Information Technology,Canada,Toronto Stock Exchange,USD,0.01,OTEX.TO
INDT,INDUTRADE,Industrials,Sweden,Nasdaq Omx Nordic,USD,0.01,INDT.ST
WTC,WISETECH GLOBAL LTD,Information Technology,Australia,Asx - All Markets,USD,0.01,WTC.AX
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Canada,Toronto Stock Exchange,USD,0.01,BEPC.TO
CAR,CAR GROUP LTD,Communication,Australia,Asx - All Markets,USD,0.01,CAR.AX
CSG,CSG CLASS A NV,Industrials,Netherlands,Euronext Amsterdam,USD,0.01,CSG.AS
LHA,DEUTSCHE LUFTHANSA AG,Industrials,Germany,Xetra,USD,0.01,LHA.DE
F34,WILMAR INTERNATIONAL LTD,Consumer Staples,Singapore,Singapore Exchange,USD,0.01,F34.SI
T,TELUS,Communication,Canada,Toronto Stock Exchange,USD,0.01,T.TO
7201,NISSAN MOTOR LTD,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.01,7201.T
INDU A,INDUSTRIVARDEN A,Financials,Sweden,Nasdaq Omx Nordic,USD,0.01,INDU A.ST
9024,SEIBU HOLDINGS INC,Industrials,Japan,Tokyo Stock Exchange,USD,0.01,9024.T
NIBE B,NIBE INDUSTRIER CLASS B,Industrials,Sweden,Nasdaq Omx Nordic,USD,0.01,NIBE B.ST
QAN,QANTAS AIRWAYS LTD,Industrials,Australia,Asx - All Markets,USD,0.01,QAN.AX
AZRG,AZRIELI GROUP LTD,Real Estate,Israel,Tel Aviv Stock Exchange,USD,0.01,AZRG.TA
AUTO,AUTOTRADER GROUP PLC,Communication,United Kingdom,London Stock Exchange,USD,0.01,AUTO.L
9005,TOKYU CORP,Industrials,Japan,Tokyo Stock Exchange,USD,0.01,9005.T
SDR,SCHRODERS PLC,Financials,United Kingdom,London Stock Exchange,USD,0.01,SDR.L
PAH3,PORSCHE AUTOMOBIL HOLDING PREF,Consumer Discretionary,Germany,Xetra,USD,0.01,PAH3.DE
REA,REA GROUP LTD,Communication,Australia,Asx - All Markets,USD,0.01,REA.AX
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Canada,Toronto Stock Exchange,USD,0.01,FSV.TO
1038,CHEUNG KONG INFRASTRUCTURE HOLDING,Utilities,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.01,1038.HK
BMW3,BMW PREF AG,Consumer Discretionary,Germany,Xetra,USD,0.01,BMW3.DE
DIM,SARTORIUS STEDIM BIOTECH SA,Health Care,France,Nyse Euronext - Euronext Paris,USD,0.01,DIM.PA
HAG,HENSOLDT AG,Industrials,Germany,Xetra,USD,0.01,HAG.DE
TITR,TELECOM ITALIA S.P.A.,Communication,Italy,Borsa Italiana,USD,0.01,TITR.MI
ZAL,ZALANDO,Consumer Discretionary,Germany,Xetra,USD,0.01,ZAL.DE
BCVN,BC VAUD N,Financials,Switzerland,SIX Swiss Exchange,USD,0.01,BCVN.SW
AMUN,AMUNDI SA,Financials,France,Nyse Euronext - Euronext Paris,USD,0.01,AMUN.PA
CPR,DAVIDE CAMPARI MILANO NV,Consumer Staples,Italy,Borsa Italiana,USD,0.01,CPR.MI
12,HENDERSON LAND DEVELOPMENT LTD,Real Estate,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.01,12.HK
EVK,EVONIK INDUSTRIES AG,Materials,Germany,Xetra,USD,0.01,EVK.DE
2801,KIKKOMAN CORP,Consumer Staples,Japan,Tokyo Stock Exchange,USD,0.01,2801.T
TUB,FINANCIERE DE TUBIZE SA,Health Care,Belgium,Nyse Euronext - Euronext Brussels,USD,0.01,TUB.BR
GJF,GJENSIDIGE FORSIKRING,Financials,Norway,Oslo Bors Asa,USD,0.01,GJF.OL
BOL,BOLLORE,Energy,France,Nyse Euronext - Euronext Paris,USD,0.01,BOL.PA
7309,SHIMANO INC,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.01,7309.T
3003,HULIC LTD,Real Estate,Japan,Tokyo Stock Exchange,USD,0.01,3003.T
P911,DR ING HC F PORSCHE PRF AG,Consumer Discretionary,Germany,Xetra,USD,0.01,P911.DE
VER,VERBUND AG,Utilities,Austria,Wiener Boerse Ag,USD,0.01,VER.VI
ICL,ICL GROUP LTD,Materials,Israel,Tel Aviv Stock Exchange,USD,0.01,ICL.TA
LAND,LAND SECURITIES GROUP REIT PLC,Real Estate,United Kingdom,London Stock Exchange,USD,0.01,LAND.L
PME,PRO MEDICUS LTD,Health Care,Australia,Asx - All Markets,USD,0.01,PME.AX
BTRW,BARRATT REDROW PLC,Consumer Discretionary,United Kingdom,London Stock Exchange,USD,0.01,BTRW.L
CU,CANADIAN UTILITIES LTD CLASS A,Utilities,Canada,Toronto Stock Exchange,USD,0.01,CU.TO
9843,NITORI HOLDINGS LTD,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.01,9843.T
8136,SANRIO LTD,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.01,8136.T
BMED,BANCA MEDIOLANUM,Financials,Italy,Borsa Italiana,USD,0.01,BMED.MI
U96,SEMBCORP INDUSTRIES LTD,Utilities,Singapore,Singapore Exchange,USD,0.01,U96.SI
2413,M3 INC,Health Care,Japan,Tokyo Stock Exchange,USD,0.01,2413.T
AAF,AIRTEL AFRICA PLC,Communication,United Kingdom,London Stock Exchange,USD,0.01,AAF.L
LEG,LEG IMMOBILIEN N,Real Estate,Germany,Xetra,USD,0.01,LEG.DE
SAGA B,SAGAX CLASS B,Real Estate,Sweden,Nasdaq Omx Nordic,USD,0.01,SAGA B.ST
SNAP,SNAP INC CLASS A,Communication,United States,NYSE,USD,0.01,SNAP
EDPR,EDP RENOVAVEIS SA,Utilities,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.01,EDPR
4091,NIPPON SANSO HOLDINGS CORP,Materials,Japan,Tokyo Stock Exchange,USD,0.01,4091.T
1928,SANDS CHINA LTD,Consumer Discretionary,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.01,1928.HK
NTGY,NATURGY ENERGY GROUP SA,Utilities,Spain,Bolsa De Madrid,USD,0.01,NTGY.MC
6586,MAKITA CORP,Industrials,Japan,Tokyo Stock Exchange,USD,0.01,6586.T
CEN,CONTACT ENERGY LTD,Utilities,New Zealand,New Zealand Exchange Ltd,USD,0.01,CEN
IDR,INDRA SISTEMAS SA,Information Technology,Spain,Bolsa De Madrid,USD,0.01,IDR.MC
1878,DAITO TRUST CONSTRUCTION LTD,Real Estate,Japan,Tokyo Stock Exchange,USD,0.01,1878.T
MAP,MAPFRE SA,Financials,Spain,Bolsa De Madrid,USD,0.01,MAP.MC
SW,SODEXO SA,Consumer Discretionary,France,Nyse Euronext - Euronext Paris,USD,0.01,SW.PA
DIE,DIETEREN (D) SA,Consumer Discretionary,Belgium,Nyse Euronext - Euronext Brussels,USD,0.01,DIE.BR
3064,MONOTARO LTD,Industrials,Japan,Tokyo Stock Exchange,USD,0.01,3064.T
ENT,ENTAIN PLC,Consumer Discretionary,United Kingdom,London Stock Exchange,USD,0.01,ENT.L
AYV,AYVENS SA,Industrials,France,Nyse Euronext - Euronext Paris,USD,0.01,AYV.PA
LUND B,LUNDBERGFORETAGEN CLASS B,Financials,Sweden,Nasdaq Omx Nordic,USD,0.01,LUND B.ST
BIM,BIOMERIEUX SA,Health Care,France,Nyse Euronext - Euronext Paris,USD,0.01,BIM.PA
3626,TIS INC,Information Technology,Japan,Tokyo Stock Exchange,USD,0.01,3626.T
6869,SYSMEX CORP,Health Care,Japan,Tokyo Stock Exchange,USD,0.01,6869.T
SYENS,SYENSQO NV,Materials,Belgium,Nyse Euronext - Euronext Brussels,USD,0.01,SYENS.BR
MEL,MERIDIAN ENERGY LTD,Utilities,New Zealand,New Zealand Exchange Ltd,USD,0.01,MEL
9602,TOHO (TOKYO) LTD,Communication,Japan,Tokyo Stock Exchange,USD,0.01,9602.T
IGM,IGM FINANCIAL INC,Financials,Canada,Toronto Stock Exchange,USD,0.0,IGM.TO
BZU,BUZZI,Materials,Italy,Borsa Italiana,USD,0.0,BZU.MI
7181,JAPAN POST INSURANCE LTD,Financials,Japan,Tokyo Stock Exchange,USD,0.0,7181.T
NEM,NEMETSCHEK,Information Technology,Germany,Xetra,USD,0.0,NEM.DE
DHER,DELIVERY HERO,Consumer Discretionary,Germany,Xetra,USD,0.0,DHER.DE
1997,WHARF REAL ESTATE INVESTMENT COMPA,Real Estate,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.0,1997.HK
SALM,SALMAR,Consumer Staples,Norway,Oslo Bors Asa,USD,0.0,SALM.OL
83,SINO LAND LTD,Real Estate,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.0,83.HK
19,SWIRE PACIFIC LTD A,Industrials,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.0,19.HK
9435,HIKARI TSUSHIN INC,Industrials,Japan,Tokyo Stock Exchange,USD,0.0,9435.T
INPST,INPOST SA,Industrials,Netherlands,Euronext Amsterdam,USD,0.0,INPST.AS
BALD B,FASTIGHETS BALDER CLASS B,Real Estate,Sweden,Nasdaq Omx Nordic,USD,0.0,BALD B.ST
EVD,CTS EVENTIM AG,Communication,Germany,Xetra,USD,0.0,EVD.DE
5201,AGC INC,Industrials,Japan,Tokyo Stock Exchange,USD,0.0,5201.T
GFC,GECINA SA,Real Estate,France,Nyse Euronext - Euronext Paris,USD,0.0,GFC.PA
RAND,RANDSTAD HOLDING,Industrials,Netherlands,Euronext Amsterdam,USD,0.0,RAND.AS
SOF,SOFINA SA,Financials,Belgium,Nyse Euronext - Euronext Brussels,USD,0.0,SOF.BR
RAA,RATIONAL AG,Industrials,Germany,Xetra,USD,0.0,RAA.DE
ADP,AEROPORTS DE PARIS SA,Industrials,France,Nyse Euronext - Euronext Paris,USD,0.0,ADP.PA
7550,ZENSHO HOLDINGS LTD,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.0,7550.T
MNDY,MONDAYCOM LTD,Information Technology,Israel,NASDAQ,USD,0.0,MNDY
DEMANT,DEMANT,Health Care,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,0.0,DEMANT.CO
LATO B,LATOUR INVESTMENT CLASS B,Industrials,Sweden,Nasdaq Omx Nordic,USD,0.0,LATO B.ST
COV,COVIVIO SA,Real Estate,France,Nyse Euronext - Euronext Paris,USD,0.0,COV.PA
3092,ZOZO INC,Consumer Discretionary,Japan,Tokyo Stock Exchange,USD,0.0,3092.T
HOLM B,HOLMEN CLASS B,Materials,Sweden,Nasdaq Omx Nordic,USD,0.0,HOLM B.ST
CVC,CVC CAPITAL PARTNERS PLC,Financials,Netherlands,Euronext Amsterdam,USD,0.0,CVC.AS
LOTB,LOTUS BAKERIES NV,Consumer Staples,Belgium,Nyse Euronext - Euronext Brussels,USD,0.0,LOTB.BR
GRF,GRIFOLS SA CLASS A,Health Care,Spain,Bolsa De Madrid,USD,0.0,GRF.MC
ROCK B,ROCKWOOL CLASS B,Industrials,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,0.0,ROCK B.CO
2587,SUNTORY BEVERAGE & FOOD LTD,Consumer Staples,Japan,Tokyo Stock Exchange,USD,0.0,2587.T
JD.,JD SPORTS FASHION PLC,Consumer Discretionary,United Kingdom,London Stock Exchange,USD,0.0,JD..L
-,CYBERARK SOFTWARE CONTRA,Information Technology,Israel,NO MARKET (E.G. UNLISTED),USD,0.0,-
1308,SITC INTERNATIONAL HOLDINGS LTD,Industrials,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.0,1308.HK
BCE,BCE INC,Communication,Canada,Toronto Stock Exchange,USD,0.0,BCE.TO
4,WHARF (HOLDINGS) LTD,Real Estate,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,0.0,4.HK
RED,REDEIA CORPORACION SA,Utilities,Spain,Bolsa De Madrid,USD,0.0,RED.MC
9202,ANA HOLDINGS INC,Industrials,Japan,Tokyo Stock Exchange,USD,0.0,9202.T
9201,JAPAN AIRLINES LTD,Industrials,Japan,Tokyo Stock Exchange,USD,0.0,9201.T
4716,ORACLE JAPAN CORP,Information Technology,Japan,Tokyo Stock Exchange,USD,0.0,4716.T
2299955D,CONSTELLATION SOFTWARE INC,Information Technology,Canada,Toronto Stock Exchange,USD,0.0,2299955D.TO
