Date Posted,Activity,Description,Principal Cash
01/27/20,Purchase,"Purchased 3,000 Shares Of -148,823.43 148,823.43 Hugo Boss Ag Net Cost 148,823.43 USD Trade Date 1/23/20 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 74.37 USD Brokerage Book Value 134,829.48 EUR Traded At 0.90596944 EUR To 1 USD Valued At 0.90596944 EUR For 148,823.43 USD 3,000 Shares At 44.9207 EUR","-140,634.08"
01/27/20,Sale,"Sold 300 Shares Of 140,634.08 -41,342.22 Shopify Inc A Trade Date 1/23/20 Sold Through J.P. Morgan Securities LLC Paid 3.00 USD Brokerage Paid 2.92 USD Sec Fee 300 Shares At 468.80 USD Transfer From Another Account",0.00
01/28/20,Sale,"Sold 74,426.23 Units Of 74,426.23 -74,426.23 First Am Govt Ob Fd Cl X Trade Date 1/28/20","241,236.43"
01/28/20,Purchase,"Purchased 3,000 Shares Of -56,639.40 56,639.40 Materialise Nv A D R Trade Date 1/24/20 Purchased Through J.P. Morgan Securities LLC Paid 30.00 USD Brokerage 3,000 Shares At 18.8698 USD","184,597.03"
01/28/20,Purchase,"Purchased 5,000 Shares Of -3,318.78 3,318.78 Iqe Plc Net Cost 3,318.78 USD Trade Date 1/24/20 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 1.66 USD Brokerage Book Value 2,538.77 GBP Traded At 0.76497086 GBP To 1 USD Valued At 0.76497086 GBP For 3,318.78 USD 5,000 Shares At 0.5075 GBP 21880 00- -A -UC-UZ -001-04","181,278.25"
01/28/20,Purchase,"Purchased 20,000 Shares Of -103,114.87 103,114.87 Boozt Ab Net Cost 103,114.87 USD Trade Date 1/24/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 51.53 USD Brokerage Book Value 986,737.12 SEK Traded At 9.56929995 SEK To 1 USD Valued At 9.56929995 SEK For 103,114.87 USD 20,000 Shares At 49.3122 SEK","78,163.38"
01/28/20,Purchase,"Purchased 10,000 Shares Of -78,163.38 78,163.38 Dustin Group Ab Net Cost 78,163.38 USD Trade Date 1/24/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 39.06 USD Brokerage Book Value 747,968.80 SEK Traded At 9.56929959 SEK To 1 USD Valued At 9.56929959 SEK For 78,163.38 USD 10,000 Shares At 74.7595 SEK Transfer From Another Account",0.00
01/29/20,Purchase,"Purchased 208,629.27 Units Of -208,629.27 208,629.27 First Am Govt Ob Fd Cl X Trade Date 1/29/20","-196,116.73"
01/29/20,Sale,"Sold 4,000 Shares Of 196,116.73 -152,428.05 Line Corp A D R Trade Date 1/27/20 Sold Through J.P. Morgan Securities LLC Paid 40.00 USD Brokerage Paid 4.07 USD Sec Fee 4,000 Shares At 49.0402 USD",0.00
01/30/20,Sale,"Sold 1,971.77 Units Of 1,971.77 -1,971.77 First Am Govt Ob Fd Cl X Trade Date 1/30/20",0.00
01/31/20,Sale,"Sold 260,657.56 Units Of 260,657.56 -260,657.56 First Am Govt Ob Fd Cl X Trade Date 1/31/20","258,613.04"
01/31/20,Purchase,"Purchased 4,000 Shares Of -99,919.78 99,919.78 Monotaro Co Ltd First Section Net Cost 99,919.78 USD Trade Date 1/29/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 49.93 USD Brokerage Book Value 10,901,448 JPY Traded At 109.10200162 JPY To 1 USD Valued At 109.10200162 JPY For 99,919.78 USD 4,000 Shares At 2,724 JPY","158,693.26"
01/31/20,Purchase,"Purchased 4,000 Shares Of -91,635.31 91,635.31 Comture Corp Net Cost 91,635.31 USD Trade Date 1/29/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 45.79 USD Brokerage Purchased On The Jasdaq Securities Exchange Book Value 9,997,596 JPY Traded At 109.10200445 JPY To 1 USD Valued At 109.10200445 JPY For 91,635.31 USD 4,000 Shares At 2,498.15 JPY 21880 00- -A -UC-UZ -001-04","67,057.95"
01/31/20,Purchase,"Purchased 2,500 Shares Of -67,057.95 67,057.95 Thk Co Ltd Net Cost 67,057.95 USD Trade Date 1/29/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 33.51 USD Brokerage Book Value 7,316,156 JPY Traded At 109.10199312 JPY To 1 USD Valued At 109.10199312 JPY For 67,057.95 USD 2,500 Shares At 2,925 JPY",0.00
02/03/20,Purchase,"Purchased 175,559.86 Units Of -175,559.86 175,559.86 First Am Govt Ob Fd Cl X Trade Date 2/3/20","-175,559.86"
02/03/20,Sale,"Sold 4,000 Shares Of 175,559.86 -164,767.99 Moncler Spa Net Proceeds 175,559.86 USD Trade Date 1/30/20 Sold Through Jpmsgb2l Jp Morgan Sec London Paid 87.82 USD Brokerage Book Value 146,160.46 EUR Local Proceeds 159,178.77 EUR Traded At 0.90669228 EUR To 1 USD Valued At 0.90669228 EUR For 175,559.86 USD 4,000 Shares At 39.8146 EUR First Am Govt Ob Fd Cl X Interest From 1/1/20 To 1/31/20 Transfer From Another Account",0.00
02/04/20,Purchase,"Purchased 175,873.84 Units Of -175,873.84 175,873.84 First Am Govt Ob Fd Cl X Trade Date 2/4/20 21880 00- -A -UC-UZ -001-04","-136,680.20"
02/04/20,Sale,"Sold 2,650 Shares Of 136,680.20 -127,803.81 B H P Billiton Limited A D R Trade Date 1/31/20 Sold Through J.P. Morgan Securities LLC Paid 26.50 USD Brokerage Paid 2.83 USD Sec Fee 2,650 Shares At 51.5885 USD Transfer From Another Account",0.00
02/05/20,Purchase,"Purchased 93,600.12 Units Of -93,600.12 93,600.12 First Am Govt Ob Fd Cl X Trade Date 2/5/20 Transfer From Another Account",0.00
02/06/20,Purchase,"Purchased 5,766.64 Units Of -5,766.64 5,766.64 First Am Govt Ob Fd Cl X Trade Date 2/6/20 Transfer From Another Account",0.00
02/07/20,Sale,"Sold 461,343.44 Units Of 461,343.44 -461,343.44 First Am Govt Ob Fd Cl X Trade Date 2/7/20 21880 00- -A -UC-UZ -001-04","469,606.44"
02/07/20,Purchase,"Purchased 30,000 Shares Of -146,767.47 146,767.47 Ds Smith Plc Net Cost 146,767.47 USD Trade Date 2/5/20 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 72.98 USD Brokerage Paid 731.48 USD Misc Fee1 Book Value 112,957.14 GBP Traded At 0.76963335 GBP To 1 USD Valued At 0.76963335 GBP For 146,767.47 USD 30,000 Shares At 3.7446 GBP","322,838.97"
02/07/20,Purchase,"Purchased 12,000 Shares Of -79,199.96 79,199.96 Biocartis Nv Net Cost 79,199.96 USD Trade Date 2/5/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 39.58 USD Brokerage Book Value 71,978.37 EUR Traded At 0.90881828 EUR To 1 USD Valued At 0.90881828 EUR For 79,199.96 USD 12,000 Shares At 5.9952 EUR","243,639.01"
02/07/20,Purchase,"Purchased 4,669 Shares Of -55,699.20 55,699.20 Slm Solutions Group Ag Net Cost 55,699.20 USD Trade Date 2/5/20 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 27.84 USD Brokerage Book Value 50,620.45 EUR Traded At 0.90881829 EUR To 1 USD Valued At 0.90881829 EUR For 55,699.20 USD 4,669 Shares At 10.83639966 EUR","187,939.81"
02/07/20,Purchase,"Purchased 310 Shares Of -94,124.31 94,124.31 Asml Holding Nv Ny Reg Shs Trade Date 2/5/20 Purchased Through J.P. Morgan Securities LLC Paid 3.10 USD Brokerage 310 Shares At 303.6168 USD 21880 00- -A -UC-UZ -001-04","93,815.50"
02/07/20,Purchase,"Purchased 5,000 Shares Of -93,815.50 93,815.50 Materialise Nv A D R Trade Date 2/5/20 Purchased Through J.P. Morgan Securities LLC Paid 50.00 USD Brokerage 5,000 Shares At 18.7531 USD Transfer From Another Account",0.00
02/10/20,Sale,"Sold 202,004.86 Units Of 202,004.86 -202,004.86 First Am Govt Ob Fd Cl X Trade Date 2/10/20","343,664.13"
02/10/20,Purchase,"Purchased 14,000 Shares Of -157,060.97 157,060.97 Tomtom Net Cost 157,060.97 USD Trade Date 2/6/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 78.49 USD Brokerage Purchased On The NYSE Euronext - Euronext Amste Book Value 142,759.34 EUR Traded At 0.90894218 EUR To 1 USD Valued At 0.90894218 EUR For 157,060.97 USD 14,000 Shares At 10.192 EUR","186,603.16"
02/10/20,Purchase,"Purchased 2,331 Shares Of -27,402.09 27,402.09 Slm Solutions Group Ag Net Cost 27,402.09 USD Trade Date 2/6/20 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 13.69 USD Brokerage Book Value 24,934.11 EUR Traded At 0.90993461 EUR To 1 USD Valued At 0.90993461 EUR For 27,402.09 USD 2,331 Shares At 10.6914 EUR 21880 00- -A -UC-UZ -001-04","159,201.07"
02/10/20,Purchase,"Purchased 1,200 Shares Of -159,201.07 159,201.07 Nidec Corp Net Cost 159,201.07 USD Trade Date 2/6/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 79.56 USD Brokerage Book Value 17,498,745 JPY Traded At 109.91600119 JPY To 1 USD Valued At 109.91600119 JPY For 159,201.07 USD 1,200 Shares At 14,575 JPY Transfer From Another Account",0.00
02/11/20,Sale,"Sold 130,806.33 Units Of 130,806.33 -130,806.33 First Am Govt Ob Fd Cl X Trade Date 2/11/20","151,049.81"
02/11/20,Purchase,"Purchased 15,000 Shares Of -151,049.81 151,049.81 Raysearch Laboratories Ab Net Cost 151,049.81 USD Trade Date 2/7/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 75.49 USD Brokerage Book Value 1,456,905.59 SEK Traded At 9.64519975 SEK To 1 USD Valued At 9.64519975 SEK For 151,049.81 USD 15,000 Shares At 97.0785 SEK Transfer From Another Account",0.00
02/12/20,Sale,"Sold 141,309.74 Units Of 141,309.74 -141,309.74 First Am Govt Ob Fd Cl X Trade Date 2/12/20 21880 00- -A -UC-UZ -001-04","152,755.26"
02/12/20,Purchase,"Purchased 1,000 Shares Of -152,755.26 152,755.26 Wirecard Ag Net Cost 152,755.26 USD Trade Date 2/10/20 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 76.34 USD Brokerage Book Value 139,870.40 EUR Traded At 0.9156503 EUR To 1 USD Valued At 0.9156503 EUR For 152,755.26 USD 1,000 Shares At 139.8005 EUR",0.00
02/13/20,Sale,"Sold 8,267.5 Units Of 8,267.50 -8,267.50 First Am Govt Ob Fd Cl X Trade Date 2/13/20",-60.00
02/13/20,Sale,Sold 60 Units Of 60.00 -60.00 First Am Govt Ob Fd Cl X Trade Date 2/13/20 Transfer From Another Account,0.00
02/14/20,Purchase,"Purchased 156,126.01 Units Of -156,126.01 156,126.01 First Am Govt Ob Fd Cl X Trade Date 2/14/20 21880 00- -A -UC-UZ -001-04","-144,892.28"
02/14/20,Sale,"Sold 5,000 Shares Of 144,892.28 -119,522.43 Fancl Corp Net Proceeds 144,892.28 USD Trade Date 2/12/20 Sold Through Jpmsgb2l Jp Morgan Sec London Paid 72.48 USD Brokerage Book Value 12,941,467 JPY Local Proceeds 15,934,529 JPY Traded At 109.97500349 JPY To 1 USD Valued At 109.97500349 JPY For 144,892.28 USD 5,000 Shares At 3,188.5 JPY Future Plc 0.01 GBP/Share On 14,000 Shares Due 2/14/20 Received 140.00 GBP Valued At 0.76935 GBP For 181.97 USD",0.00
02/18/20,Sale,Sold 140.00 Units Of 181.97 -181.97 British Pound Trade Date 2/14/20 Value Date 2/18/20 Book Value 140.00 GBP Traded At 0.76935 GBP To 1 USD Valued At 0.76935 GBP For 181.97 USD Net Proceeds 181.97 USD Repatriating Future Plc Transfer To Income Future Plc Repatriating Future Plc Transfer From Principal Future Plc Repatriating Future Plc Transfer From Another Account 21880 00- -A -UC-UZ -001-04,363.94
02/18/20,Purchase,Purchased 181.97 Units Of -181.97 181.97 First Am Govt Ob Fd Cl X Trade Date 2/18/20,"8,228.35"
02/18/20,Sale,"Sold 1,900.68 Units Of 1,900.68 -1,900.68 First Am Govt Ob Fd Cl X Trade Date 2/18/20","10,129.03"
02/18/20,Purchase,"Purchased 25,000 Shares Of -115,723.28 115,723.28 Tobii Ab Net Cost 115,723.28 USD Trade Date 2/13/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 57.83 USD Brokerage Book Value 1,117,678.56 SEK Traded At 9.6581998 SEK To 1 USD Valued At 9.6581998 SEK For 115,723.28 USD 25,000 Shares At 44.6848 SEK","-105,594.25"
02/18/20,Sale,"Sold 3,500 Shares Of 105,776.22 -103,719.17 Schibsted Asa A-Shares Net Proceeds 105,776.22 USD Trade Date 2/13/20 Sold Through Jpmsgb2l Jp Morgan Sec London Paid 52.91 USD Brokerage Book Value 847,463.43 NOK Local Proceeds 978,705.05 NOK Traded At 9.25259997 NOK To 1 USD Valued At 9.25259997 NOK For 105,776.22 USD 3,500 Shares At 279.7699 NOK 140.00 British Pound 99999GBP3 Transfer From Another Account",181.97
02/19/20,Purchase,"Purchased 24,868.58 Units Of -24,868.58 24,868.58 First Am Govt Ob Fd Cl X Trade Date 2/19/20",30.00
02/19/20,Purchase,Purchased 30 Units Of -30.00 30.00 First Am Govt Ob Fd Cl X Trade Date 2/19/20,0.00
02/20/20,Sale,"Sold 34,701.99 Units Of 34,701.99 -34,701.99 First Am Govt Ob Fd Cl X Trade Date 2/20/20 Transfer From Another Account",0.00
02/21/20,Purchase,"Purchased 32,148.61 Units Of -32,148.61 32,148.61 First Am Govt Ob Fd Cl X Trade Date 2/21/20 Transfer From Another Account",0.00
02/24/20,Purchase,"Purchased 41,749.82 Units Of -41,749.82 41,749.82 First Am Govt Ob Fd Cl X Trade Date 2/24/20 Infineon Technologies A G 0.27 EUR/Share On 6,000 Shares Due 2/25/20 Received 1,620.00 EUR Valued At 0.922157 EUR For 1,756.75 USD 21880 00- -A -UC-UZ -001-04",0.00
02/25/20,Sale,"Sold 1,192.72 Units Of 1,293.40 -1,293.40 Euro Trade Date 2/25/20 Value Date 2/25/20 Book Value 1,192.72 EUR Traded At 0.922157 EUR To 1 USD Valued At 0.922157 EUR For 1,293.40 USD Net Proceeds 1,293.40 USD Repatriating Infineon Technologies A G Transfer To Income Infineon Technologies A G Repatriating Infineon Technologies A G Transfer From Principal Infineon Technologies A G Repatriating Infineon Technologies A G Transfer From Another Account","2,586.80"
02/25/20,Purchase,"Purchased 15,950.81 Units Of -15,950.81 15,950.81 First Am Govt Ob Fd Cl X Trade Date 2/25/20 1,192.72 Euro 99999EUR3 21880 00- -A -UC-UZ -001-04","2,586.80"
02/26/20,Purchase,"Purchased 3,167.94 Units Of -3,167.94 3,167.94 First Am Govt Ob Fd Cl X Trade Date 2/26/20",0.00
02/26/20,Sale,"Sold 143,713.39 Units Of 143,713.39 -143,713.39 First Am Govt Ob Fd Cl X Trade Date 2/26/20","143,713.39"
02/26/20,Purchase,"Purchased 5,600 Shares Of -143,713.39 143,713.39 Af Ab B Shs Net Cost 143,713.39 USD Trade Date 2/14/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 71.82 USD Brokerage Book Value 1,396,161.17 SEK Traded At 9.7148997 SEK To 1 USD Valued At 9.7148997 SEK For 143,713.39 USD 5,600 Shares At 249.1899 SEK Transfer From Another Account",0.00
02/27/20,Purchase,"Purchased 9,513.41 Units Of -9,513.41 9,513.41 First Am Govt Ob Fd Cl X Trade Date 2/27/20 Comture Corp 7.25 JPY/Share On 8,000 Shares Due 2/28/20 Received 58,000 JPY Valued At 109.92 JPY For 527.66 USD 21880 00- -A -UC-UZ -001-04",0.00
02/28/20,Sale,"Sold 49,117.00 Units Of 446.84 -446.84 Yen Trade Date 2/28/20 Value Date 2/28/20 Book Value 49,117 JPY Traded At 109.92 JPY To 1 USD Valued At 109.92 JPY For 446.84 USD Net Proceeds 446.84 USD Repatriating Comture Corp Transfer To Income Comture Corp Repatriating Comture Corp Transfer From Principal Comture Corp Repatriating Comture Corp Transfer From Another Account",893.68
02/28/20,Purchase,"Purchased 16,706 Units Of -16,706.00 16,706.00 First Am Govt Ob Fd Cl X Trade Date 2/28/20 49,117 Yen 99999JPY3 Transfer From Another Account 21880 00- -A -UC-UZ -001-04",893.68
03/02/20,Sale,"Sold 11,432.44 Units Of 11,432.44 -11,432.44 First Am Govt Ob Fd Cl X Trade Date 3/2/20","69,680.47"
03/02/20,Purchase,"Purchased 5,000 Shares Of -69,680.47 69,680.47 Ocado Group Plc Net Cost 69,680.47 USD Trade Date 2/27/20 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 34.65 USD Brokerage Paid 347.95 USD Misc Fee1 Book Value 54,141.78 GBP Traded At 0.77700079 GBP To 1 USD Valued At 0.77700079 GBP For 69,680.47 USD 5,000 Shares At 10.7689 GBP First Am Govt Ob Fd Cl X Interest From 2/1/20 To 2/29/20 Transfer From Another Account",0.00
03/03/20,Purchase,"Purchased 130,258.85 Units Of -130,258.85 130,258.85 First Am Govt Ob Fd Cl X Trade Date 3/3/20 21880 00- -A -UC-UZ -001-04",0.00
03/04/20,Purchase,"Purchased 90,122.93 Units Of -90,122.93 90,122.93 First Am Govt Ob Fd Cl X Trade Date 3/4/20","-51,779.22"
03/04/20,Purchase,"Purchased 2,000 Shares Of -110,009.00 110,009.00 Taiwan Semiconductor A D R Trade Date 3/2/20 Purchased Through J.P. Morgan Securities LLC Paid 20.00 USD Brokerage 2,000 Shares At 54.9945 USD","-161,788.22"
03/04/20,Sale,"Sold 12,474 Shares Of 161,788.22 -196,481.41 Pva Tepla Ag Net Proceeds 161,788.22 USD Trade Date 3/2/20 Sold Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 80.93 USD Brokerage Sold On The Boerse Frankfurt - Regulierter Book Value 172,405.92 EUR Local Proceeds 144,874.16 EUR Traded At 0.89545555 EUR To 1 USD Valued At 0.910374 EUR For 159,136.97 USD 12,474 Shares At 11.61989973 EUR",0.00
03/05/20,Purchase,"Purchased 17,954.46 Units Of -17,954.46 17,954.46 First Am Govt Ob Fd Cl X Trade Date 3/5/20 21880 00- -A -UC-UZ -001-04","-20,156.45"
03/05/20,Sale,"Sold 1,526 Shares Of 20,156.45 -19,387.50 Pva Tepla Ag Net Proceeds 20,156.45 USD Trade Date 3/3/20 Sold Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 10.09 USD Brokerage Sold On The Boerse Frankfurt - Regulierter Book Value 21,091.18 EUR Local Proceeds 18,145.89 EUR Traded At 0.90025228 EUR To 1 USD Valued At 0.90025228 EUR For 20,156.45 USD 1,526 Shares At 11.8971 EUR",0.00
03/05/20,Purchase,"Purchased 5,000 Shares Of -80,200.94 80,200.94 Frontier Developments Plc Net Cost 62,922.45 GBP Trade Date 3/3/20 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 31.45 GBP Brokerage Paid 1.00 GBP Misc Fee1 Purchased On The London Stock Exchange Book Value 62,922.45 GBP Valued At 0.78456 GBP For 80,200.94 USD Fed Tax Cost Reduction 80,200.94- USD 5,000 Shares At 12.578 GBP -62,922.45 British Pound 99999GBP3 Lasertec Corp 31 JPY/Share On 3,000 Shares Due 3/6/20 Received 93,000 JPY Valued At 106.6 JPY For 872.42 USD Lasertec Corp Non-USD Taxes 14,243 JPY Valued At 106.6 JPY For 133.61 USD 15.3150000% Foreign Taxes Withheld 21880 00- -A -UC-UZ -001-04","-80,200.94"
03/06/20,Sale,"Sold 78,757.00 Units Of 738.81 -738.81 Yen Trade Date 3/6/20 Value Date 3/6/20 Book Value 78,757 JPY Traded At 106.6 JPY To 1 USD Valued At 106.6 JPY For 738.81 USD Net Proceeds 738.81 USD Repatriating Lasertec Corp Transfer To Income Lasertec Corp Repatriating Lasertec Corp Transfer From Principal Lasertec Corp Repatriating Lasertec Corp Transfer From Another Account","1,477.62"
03/06/20,Purchase,Purchased 738.81 Units Of -738.81 738.81 First Am Govt Ob Fd Cl X Trade Date 3/6/20,"7,516.55"
03/06/20,Sale,"Sold 74,869.47 Units Of 74,869.47 -74,869.47 First Am Govt Ob Fd Cl X Trade Date 3/6/20","82,386.02"
03/06/20,Purchase,"Purchased 3,000 Shares Of -81,647.21 81,647.21 Amplifon Spa Net Cost 81,647.21 USD Trade Date 3/4/20 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 40.76 USD Brokerage Paid 81.53 USD Misc Fee1 Book Value 73,446.21 EUR Traded At 0.89955566 EUR To 1 USD Valued At 0.89955566 EUR For 81,647.21 USD 3,000 Shares At 24.4454 EUR 21880 00- -A -UC-UZ -001-04",738.81
