Date Posted,Activity,Description,Principal Cash
03/08/22,Purchase,"Purchased 341,914.52 Units Of -373,196.20 373,196.20 Euro Trade Date 3/7/22 Value Date 3/8/22 Book Value 341,914.52 EUR Traded At 0.916179 EUR To 1 USD Valued At 0.916179 EUR For 373,196.20 USD Net Cost 373,196.20 USD 341,914.52 Units At 1 EUR Fx7429584-Aset",0.00
03/08/22,Purchase,"Purchased 20,000 Shares Of -378,243.06 378,243.06 Ebro Foods Sa Net Cost 341,914.52 EUR Trade Date 3/4/22 Purchased Through Jeffus33 Jefferies Jersey City Paid 511.08 EUR Brokerage Paid 681.44 EUR Misc Fee1 Book Value 341,914.52 EUR Valued At 0.9039545 EUR For 378,243.06 USD Fed Tax Cost Reduction 373,196.20- USD Fed ST Currency Gain Of 5,046.86 USD 20,000 Shares At 17.0361 EUR -341,914.52 Euro 99999EUR3 Transfer From Another Account Paid From Account # Cuschecksus US Bank Invoice 25233 00- -A -UC-UZ -365-04","-378,243.06"
03/09/22,Sale,"Sold 119,501.6 Units Of 119,501.60 -119,501.60 First Am Govt Ob Fd Cl X Trade Date 3/9/22","1,396.74"
03/10/22,Sale,"Sold 748,111.89 Units Of 748,111.89 -748,111.89 First Am Govt Ob Fd Cl X Trade Date 3/10/22","-6,985,320.67"
03/10/22,Sale,"Sold 6,000 Shares Of 154,796.71 -164,687.52 Comture Corp Net Proceeds 17,861,218 JPY Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 26,832 JPY Brokerage Sold On The Jasdaq Securities Exchange Book Value 15,538,754 JPY Valued At 115.385 JPY For 154,796.71 USD Fed Tax Cost Of Proceeds 6,000 Shares At 2,981.34166667 JPY 25233 00- -A -UC-UZ -365-04","-6,830,523.96"
03/10/22,Sale,"Sold 600 Shares Of 146,056.10 -172,085.56 Disco Corporation Net Proceeds 16,852,683 JPY Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 25,317 JPY Brokerage Book Value 17,589,437 JPY Valued At 115.385 JPY For 146,056.10 USD Fed Tax Cost Of Proceeds 600 Shares At 28,130 JPY","-6,684,467.86"
03/10/22,Sale,"Sold 6,000 Shares Of 116,512.58 -124,315.06 Monotaro Co Ltd First Section Net Proceeds 13,443,804 JPY Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 20,196 JPY Brokerage Book Value 12,277,979 JPY Valued At 115.385 JPY For 116,512.58 USD Fed Tax Cost Of Proceeds 6,000 Shares At 2,244 JPY","-6,567,955.28"
03/10/22,Sale,"Sold 20,000 Shares Of 84,978.72 -121,825.22 Z Holdings Corp Net Proceeds 9,805,270 JPY Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 14,730 JPY Brokerage Book Value 11,903,941 JPY Valued At 115.385 JPY For 84,978.72 USD Fed Tax Cost Of Proceeds 20,000 Shares At 491 JPY","-6,482,976.56"
03/10/22,Sale,"Sold 2,000 Shares Of 155,730.87 -222,095.31 Nidec Corp Net Proceeds 17,969,006 JPY Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 26,994 JPY Brokerage Book Value 20,284,803 JPY Valued At 115.385 JPY For 155,730.87 USD Fed Tax Cost Of Proceeds 2,000 Shares At 8,998 JPY 25233 00- -A -UC-UZ -365-04","-6,327,245.69"
03/10/22,Sale,"Sold 1,300 Shares Of 10,124.76 -13,256.96 Rakuten Group Inc Net Proceeds 1,168,245 JPY Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 1,755 JPY Brokerage Book Value 1,430,063 JPY Valued At 115.385 JPY For 10,124.76 USD Fed Tax Cost Of Proceeds 1,300 Shares At 900 JPY","-6,317,120.93"
03/10/22,Sale,"Sold 5,000 Shares Of 57,676.50 -82,916.20 Cyberagent Inc Npv Net Proceeds 6,655,003 JPY Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 9,997 JPY Brokerage Book Value 8,949,629 JPY Valued At 115.385 JPY For 57,676.50 USD Fed Tax Cost Of Proceeds 5,000 Shares At 1,333 JPY","-6,259,444.43"
03/10/22,Sale,"Sold 10,000 Shares Of 125,933.80 -262,729.12 Japan Elevator Ser Net Proceeds 14,530,871 JPY Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 21,829 JPY Brokerage Book Value 20,853,372 JPY Valued At 115.385 JPY For 125,933.80 USD Fed Tax Cost Of Proceeds 10,000 Shares At 1,455.27 JPY","-6,133,510.63"
03/10/22,Sale,"Sold 10,000 Shares Of 99,027.02 -212,885.53 Adevinta Asa B Net Proceeds 895,575.62 NOK Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 1,345.38 NOK Brokerage Sold On The Oslo Bors Asa Book Value 1,472,142.80 NOK Valued At 9.04375 NOK For 99,027.02 USD Fed Tax Cost Of Proceeds 10,000 Shares At 89.6921 NOK 25233 00- -A -UC-UZ -365-04","-6,034,483.61"
03/10/22,Sale,"Sold 50,000 Shares Of 128,797.25 -399,195.61 Kahoot Asa Net Proceeds 1,164,810.16 NOK Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 1,749.84 NOK Brokerage Sold On The Norwegian Over The Counter Mar Book Value 2,613,280.04 NOK Valued At 9.04375 NOK For 128,797.25 USD Fed Tax Cost Of Proceeds 50,000 Shares At 23.3312 NOK","-5,905,686.36"
03/10/22,Sale,"Sold 4,500 Shares Of 110,316.66 -113,593.88 Nordic Semiconductor Asa Net Proceeds 997,676.29 NOK Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 1,498.76 NOK Brokerage Book Value 867,481.66 NOK Valued At 9.04375 NOK For 110,316.66 USD Fed Tax Cost Of Proceeds 4,500 Shares At 222.0389 NOK","-5,795,369.70"
03/10/22,Sale,"Sold 80 Shares Of 129,954.92 -170,902.34 Adyen Bv Net Proceeds 119,493.29 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 179.51 EUR Brokerage Sold On The NYSE Euronext - Euronext Amste Book Value 101,636.93 EUR Valued At 0.919498 EUR For 129,954.92 USD Fed Tax Cost Of Proceeds 80 Shares At 1,495.91 EUR 25233 00- -A -UC-UZ -365-04","-5,665,414.78"
03/10/22,Sale,"Sold 20,000 Shares Of 176,083.44 -241,481.07 Accesso Technology Group Plc Net Proceeds 134,051.62 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 201.38 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 93,131.98 GBP Valued At 0.761296 GBP For 176,083.44 USD Fed Tax Cost Of Proceeds 20,000 Shares At 6.7127 GBP","-5,489,331.34"
03/10/22,Sale,"Sold 6,000 Shares Of 113,948.69 -84,623.29 Entain Plc Net Proceeds 86,748.68 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 130.32 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 82,668.10 GBP Valued At 0.761296 GBP For 113,948.69 USD Fed Tax Cost Of Proceeds 6,000 Shares At 14.48 GBP","-5,375,382.65"
03/10/22,Sale,"Sold 4,400 Shares Of 166,826.77 -535,109.83 Orpea Net Proceeds 153,396.88 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 230.44 EUR Brokerage Book Value 310,693.64 EUR Valued At 0.919498 EUR For 166,826.77 USD Fed Tax Cost Of Proceeds 4,400 Shares At 34.9153 EUR 25233 00- -A -UC-UZ -365-04","-5,208,555.88"
03/10/22,Sale,"Sold 6,600 Shares Of 135,124.94 -148,384.76 Lumibird Net Proceeds 124,247.11 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 186.65 EUR Brokerage Sold On The NYSE Euronext - Euronext Paris Book Value 108,904.46 EUR Valued At 0.919498 EUR For 135,124.94 USD Fed Tax Cost Of Proceeds 6,600 Shares At 18.8536 EUR","-5,073,430.94"
03/10/22,Sale,"Sold 3,000 Shares Of 143,622.40 -191,120.48 Hugo Boss Ag Net Proceeds 132,060.51 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 198.39 EUR Brokerage Book Value 162,646.70 EUR Valued At 0.919498 EUR For 143,622.40 USD Fed Tax Cost Of Proceeds 3,000 Shares At 44.0863 EUR","-4,929,808.54"
03/10/22,Sale,"Sold 14,000 Shares Of 138,358.19 -205,453.82 Mister Spex SE Npv Net Proceeds 127,220.08 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 191.12 EUR Brokerage Sold On The Deutsche Boerse Ag Book Value 167,493.21 EUR Valued At 0.919498 EUR For 138,358.19 USD Fed Tax Cost Of Proceeds 14,000 Shares At 9.1008 EUR 25233 00- -A -UC-UZ -365-04","-4,791,450.35"
03/10/22,Sale,"Sold 10,000 Shares Of 130,770.66 -274,577.70 Slm Solutions Group Ag Net Proceeds 120,243.36 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 180.64 EUR Brokerage Book Value 172,307.94 EUR Valued At 0.919498 EUR For 130,770.66 USD Fed Tax Cost Of Proceeds 10,000 Shares At 12.0424 EUR","-4,660,679.69"
03/10/22,Sale,"Sold 30,000 Shares Of 117,356.17 -159,322.01 Ds Smith Plc Net Proceeds 89,342.78 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 134.22 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 116,160.66 GBP Valued At 0.761296 GBP For 117,356.17 USD Fed Tax Cost Of Proceeds 30,000 Shares At 2.9826 GBP","-4,543,323.52"
03/10/22,Sale,"Sold 5,000 Shares Of 111,857.22 -202,802.71 Musti Group Oy Net Proceeds 102,852.49 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 154.51 EUR Brokerage Sold On The Omx Nordic Exchange Helsinki O Book Value 163,280.56 EUR Valued At 0.919498 EUR For 111,857.22 USD Fed Tax Cost Of Proceeds 5,000 Shares At 20.6014 EUR 25233 00- -A -UC-UZ -365-04","-4,431,466.30"
03/10/22,Sale,"Sold 4,400 Shares Of 100,365.63 -179,584.79 Basware Oyj Npv Net Proceeds 92,286.00 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 138.64 EUR Brokerage Book Value 138,620.12 EUR Valued At 0.919498 EUR For 100,365.63 USD Fed Tax Cost Of Proceeds 4,400 Shares At 21.0056 EUR","-4,331,100.67"
03/10/22,Sale,"Sold 400 Shares Of 154,580.25 -194,874.59 Alk Abello A S Net Proceeds 1,057,784.94 DKK Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 1,589.06 DKK Brokerage Book Value 968,427.46 DKK Valued At 6.84295 DKK For 154,580.25 USD Fed Tax Cost Of Proceeds 400 Shares At 2,648.435 DKK","-4,176,520.42"
03/10/22,Sale,"Sold 3,000 Shares Of 141,466.09 -200,200.22 Fnac Darty Net Proceeds 130,077.79 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 195.41 EUR Brokerage Book Value 147,730.83 EUR Valued At 0.919498 EUR For 141,466.09 USD Fed Tax Cost Of Proceeds 3,000 Shares At 43.4244 EUR","-4,035,054.33"
03/10/22,Sale,"Sold 18,000 Shares Of 35,309.33 -0.20 Tobii Dynavox Ab Npv Net Proceeds 351,961.66 SEK Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 528.74 SEK Brokerage Sold On The Omx Nordic Exchange Stockholm Book Value 19.80 SEK Valued At 9.96795 SEK For 35,309.33 USD Fed Tax Cost Of Proceeds 18,000 Shares At 19.5828 SEK 25233 00- -A -UC-UZ -365-04","-3,999,745.00"
03/10/22,Sale,"Sold 3,000 Shares Of 115,098.97 -164,505.61 Vitec Software Group Ab B Sh Net Proceeds 1,147,300.76 SEK Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 1,723.54 SEK Brokerage Book Value 903,604.03 SEK Valued At 9.96795 SEK For 115,098.97 USD Fed Tax Cost Of Proceeds 3,000 Shares At 383.0081 SEK","-3,884,646.03"
03/10/22,Sale,"Sold 24,000 Shares Of 66,160.01 -175,992.66 Tobii Ab Net Proceeds 659,479.69 SEK Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 990.71 SEK Brokerage Book Value 1,150,652.56 SEK Valued At 9.96795 SEK For 66,160.01 USD Fed Tax Cost Of Proceeds 24,000 Shares At 27.5196 SEK","-3,818,486.02"
03/10/22,Sale,"Sold 8,030 Shares Of 240,865.09 -449,142.59 Future Plc Net Proceeds 183,369.63 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 275.47 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 126,717.05 GBP Valued At 0.761296 GBP For 240,865.09 USD Fed Tax Cost Of Proceeds 8,030 Shares At 22.87 GBP 25233 00- -A -UC-UZ -365-04","-3,577,620.93"
03/10/22,Sale,"Sold 3,000 Shares Of 123,008.96 -155,799.22 Amplifon Spa Net Proceeds 113,106.49 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 169.91 EUR Brokerage Book Value 113,934.86 EUR Valued At 0.919498 EUR For 123,008.96 USD Fed Tax Cost Of Proceeds 3,000 Shares At 37.7588 EUR","-3,454,611.97"
03/10/22,Sale,"Sold 10,000 Shares Of 15,476.63 -24,079.15 Boku Inc Net Proceeds 11,782.30 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 17.70 GBP Brokerage Sold On The London Stock Exchange Book Value 16,488.37 GBP Valued At 0.761296 GBP For 15,476.63 USD Fed Tax Cost Of Proceeds 10,000 Shares At 1.18 GBP","-3,439,135.34"
03/10/22,Sale,"Sold 10,000 Shares Of 135,548.26 -218,554.44 Boozt Ab Net Proceeds 1,351,138.25 SEK Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 2,029.75 SEK Brokerage Book Value 1,354,031.19 SEK Valued At 9.96795 SEK For 135,548.26 USD Fed Tax Cost Of Proceeds 10,000 Shares At 135.3168 SEK 25233 00- -A -UC-UZ -365-04","-3,303,587.08"
03/10/22,Sale,"Sold 6,600 Shares Of 146,494.04 -301,876.07 Pva Tepla Ag Net Proceeds 134,700.98 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 202.36 EUR Brokerage Sold On The Boerse Frankfurt - Regulierter Book Value 213,759.24 EUR Valued At 0.919498 EUR For 146,494.04 USD Fed Tax Cost Of Proceeds 6,600 Shares At 20.4399 EUR","-3,157,093.04"
03/10/22,Sale,"Sold 12,000 Shares Of 122,291.91 -292,324.15 Aston Martin Lagonda Gbl Hldgs Plc O Net Proceeds 93,100.34 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 139.86 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 196,770.67 GBP Valued At 0.761296 GBP For 122,291.91 USD Fed Tax Cost Of Proceeds 12,000 Shares At 7.7701 GBP","-3,034,801.13"
03/10/22,Sale,"Sold 2,400 Shares Of 116,614.63 -260,207.27 Zalando SE Net Proceeds 107,226.92 EUR Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 161.08 EUR Brokerage Book Value 174,222.09 EUR Valued At 0.919498 EUR For 116,614.63 USD Fed Tax Cost Of Proceeds 2,400 Shares At 44.745 EUR 25233 00- -A -UC-UZ -365-04","-2,918,186.50"
03/10/22,Sale,"Sold 6,415 Shares Of 143,248.34 -421,211.44 Asos Plc Net Proceeds 109,054.39 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 163.83 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 192,001.16 GBP Valued At 0.761296 GBP For 143,248.34 USD Fed Tax Cost Of Proceeds 6,415 Shares At 17.02559938 GBP","-2,774,938.16"
03/10/22,Sale,"Sold 6,000 Shares Of 92,701.10 -203,103.08 Frontier Developments Plc Net Proceeds 70,572.98 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 106.02 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 130,744.80 GBP Valued At 0.761296 GBP For 92,701.10 USD Fed Tax Cost Of Proceeds 6,000 Shares At 11.78 GBP","-2,682,237.06"
03/10/22,Sale,"Sold 60,000 Shares Of 117,230.26 -127,631.19 Learning Technologies Group Net Proceeds 89,246.93 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 134.07 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 85,360.59 GBP Valued At 0.761296 GBP For 117,230.26 USD Fed Tax Cost Of Proceeds 60,000 Shares At 1.4897 GBP 25233 00- -A -UC-UZ -365-04","-2,565,006.80"
03/10/22,Sale,"Sold 30,000 Shares Of 138,894.92 -211,419.49 Pets At Home Group Plc Net Proceeds 105,740.15 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 158.85 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 144,017.62 GBP Valued At 0.761296 GBP For 138,894.92 USD Fed Tax Cost Of Proceeds 30,000 Shares At 3.53 GBP","-2,426,111.88"
03/10/22,Sale,"Sold 10,000 Shares Of 125,766.01 -137,174.34 Watches Of Switzerland Group Net Proceeds 95,745.16 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 143.84 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 76,385.54 GBP Valued At 0.761296 GBP For 125,766.01 USD Fed Tax Cost Of Proceeds 10,000 Shares At 9.589 GBP","-2,300,345.87"
03/10/22,Sale,"Sold 5,000 Shares Of 6,557.90 -7,633.68 Zoo Digital Group Net Proceeds 4,992.50 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 7.50 GBP Brokerage Sold On The London Stock Exchange Book Value 3,454.15 GBP Valued At 0.761296 GBP For 6,557.90 USD Fed Tax Cost Of Proceeds 5,000 Shares At 1 GBP 25233 00- -A -UC-UZ -365-04","-2,293,787.97"
03/10/22,Sale,"Sold 12,000 Shares Of 179,683.99 -278,247.75 Ocado Group Plc Net Proceeds 136,792.70 GBP Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 205.50 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 196,775.11 GBP Valued At 0.761296 GBP For 179,683.99 USD Fed Tax Cost Of Proceeds 12,000 Shares At 11.4166 GBP","-2,114,103.98"
03/10/22,Sale,"Sold 600 Shares Of 87,248.05 -282,264.71 Zur Rose Group Ag Net Proceeds 80,769.88 CHF Trade Date 3/8/22 Sold Through Jeffus33 Jefferies Jersey City Paid 121.34 CHF Brokerage Sold On The Swiss Exchange Book Value 198,584.69 CHF Valued At 0.92575 CHF For 87,248.05 USD Fed Tax Cost Of Proceeds 600 Shares At 134.8187 CHF","-2,026,855.93"
03/10/22,Sale,"Sold 50,000 Shares Of 99,501.64 -118,078.75 Capital Counties Properties Plc Net Proceeds 75,750.20 GBP Trade Date 3/8/22 Sold Through Jeffgb2x Jefferies Intl London Paid 113.80 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 80,326.49 GBP Valued At 0.761296 GBP For 99,501.64 USD Fed Tax Cost Of Proceeds 50,000 Shares At 1.5173 GBP 25233 00- -A -UC-UZ -365-04","-1,927,354.29"
03/10/22,Sale,"Sold 210 Shares Of 196,491.79 -253,142.80 Mercadolibre Inc Trade Date 3/8/22 Sold Through Jefferies LLC Paid 8.40 USD Brokerage Paid 1.01 USD Sec Fee Sold On The OTC Bulletin Board 210 Shares At 935.72 USD","-1,730,862.50"
03/10/22,Sale,"Sold 700 Shares Of 128,343.64 -144,644.01 Grupo Aeroportuario Sure Spon A D R Trade Date 3/8/22 Sold Through Jefferies LLC Paid 28.00 USD Brokerage Paid 0.66 USD Sec Fee 700 Shares At 183.389 USD","-1,602,518.86"
03/10/22,Sale,"Sold 1,000 Shares Of 155,231.80 -169,461.40 Jazz Pharmaceuticals Plc Trade Date 3/8/22 Sold Through Jefferies LLC Paid 40.00 USD Brokerage Paid 0.80 USD Sec Fee Sold On The OTC Bulletin Board 1,000 Shares At 155.2726 USD","-1,447,287.06"
03/10/22,Sale,"Sold 1,600 Shares Of 159,153.42 -189,634.08 Taiwan Semiconductor A D R Trade Date 3/8/22 Sold Through Jefferies LLC Paid 64.00 USD Brokerage Paid 0.82 USD Sec Fee 1,600 Shares At 99.5114 USD","-1,288,133.64"
03/10/22,Sale,"Sold 7,000 Shares Of 132,834.82 -161,835.48 Materialise Nv A D R Trade Date 3/8/22 Sold Through Jefferies LLC Paid 280.00 USD Brokerage Paid 0.68 USD Sec Fee Sold On The OTC Bulletin Board 7,000 Shares At 19.0165 USD 25233 00- -A -UC-UZ -365-04","-1,155,298.82"
03/10/22,Sale,"Sold 28,000 Shares Of 177,157.89 -290,659.90 Blackberry Ltd Trade Date 3/8/22 Sold Through Jefferies LLC Paid 1,120.00 USD Brokerage Paid 0.91 USD Sec Fee Sold On The OTC Bulletin Board 28,000 Shares At 6.3671 USD","-978,140.93"
03/10/22,Sale,"Sold 17,861,218.00 Units Of 154,281.92 -154,796.72 Yen Trade Date 3/8/22 Value Date 3/10/22 Book Value 17,861,218 JPY Traded At 115.77000079 JPY To 1 USD Valued At 115.77000079 JPY For 154,281.92 USD Net Proceeds 154,281.92 USD Fed ST Currency Loss On JPY Of 514.79- USD Fx7432884-Aset","-823,859.01"
03/10/22,Sale,"Sold 9,805,270.00 Units Of 84,725.40 -84,978.73 Yen Trade Date 3/8/22 Value Date 3/10/22 Book Value 9,805,270 JPY Traded At 115.7299936 JPY To 1 USD Valued At 115.7299936 JPY For 84,725.40 USD Net Proceeds 84,725.40 USD Fed ST Currency Loss On JPY Of 253.32- USD Fx7432969-Aset","-739,133.61"
03/10/22,Sale,"Sold 13,443,804.00 Units Of 116,155.21 -116,512.58 Yen Trade Date 3/8/22 Value Date 3/10/22 Book Value 13,443,804 JPY Traded At 115.73999995 JPY To 1 USD Valued At 115.73999995 JPY For 116,155.21 USD Net Proceeds 116,155.21 USD Fed ST Currency Loss On JPY Of 357.37- USD Fx7432975-Aset 25233 00- -A -UC-UZ -365-04","-622,978.40"
03/10/22,Sale,"Sold 16,852,683.00 Units Of 145,608.11 -146,056.10 Yen Trade Date 3/8/22 Value Date 3/10/22 Book Value 16,852,683 JPY Traded At 115.74000239 JPY To 1 USD Valued At 115.74000239 JPY For 145,608.11 USD Net Proceeds 145,608.11 USD Fed ST Currency Loss On JPY Of 447.99- USD Fx7432974-Aset","-477,370.29"
03/10/22,Sale,"Sold 1,168,245.00 Units Of 10,092.83 -10,124.76 Yen Trade Date 3/8/22 Value Date 3/10/22 Book Value 1,168,245 JPY Traded At 115.74999282 JPY To 1 USD Valued At 115.74999282 JPY For 10,092.83 USD Net Proceeds 10,092.83 USD Fed ST Currency Loss On JPY Of 31.93- USD Fx7432979-Aset","-467,277.46"
03/10/22,Sale,"Sold 6,655,003.00 Units Of 57,499.59 -57,676.50 Yen Trade Date 3/8/22 Value Date 3/10/22 Book Value 6,655,003 JPY Traded At 115.74000789 JPY To 1 USD Valued At 115.74000789 JPY For 57,499.59 USD Net Proceeds 57,499.59 USD Fed ST Currency Loss On JPY Of 176.91- USD Fx7432984-Aset 25233 00- -A -UC-UZ -365-04","-409,777.87"
03/10/22,Sale,"Sold 14,530,871.00 Units Of 125,525.84 -125,933.79 Yen Trade Date 3/8/22 Value Date 3/10/22 Book Value 14,530,871 JPY Traded At 115.7599981 JPY To 1 USD Valued At 115.7599981 JPY For 125,525.84 USD Net Proceeds 125,525.84 USD Fed ST Currency Loss On JPY Of 407.95- USD Fx7432987-Aset","-284,252.03"
03/10/22,Sale,"Sold 17,969,006.00 Units Of 155,226.38 -155,730.86 Yen Trade Date 3/8/22 Value Date 3/10/22 Book Value 17,969,006 JPY Traded At 115.76000162 JPY To 1 USD Valued At 115.76000162 JPY For 155,226.38 USD Net Proceeds 155,226.38 USD Fed ST Currency Loss On JPY Of 504.48- USD Fx7432986-Aset","-129,025.65"
03/10/22,Sale,"Sold 1,164,810.16 Units Of 130,379.10 -128,797.25 Norwegian Krone Trade Date 3/9/22 Value Date 3/10/22 Book Value 1,164,810.16 NOK Traded At 8.93402516 NOK To 1 USD Valued At 8.93402516 NOK For 130,379.10 USD Net Proceeds 130,379.10 USD Fed ST Currency Gain On NOK Of 1,581.85 USD Fx7436507-Aset 25233 00- -A -UC-UZ -365-04","1,353.45"
03/10/22,Sale,"Sold 997,676.29 Units Of 111,675.29 -110,316.66 Norwegian Krone Trade Date 3/9/22 Value Date 3/10/22 Book Value 997,676.29 NOK Traded At 8.93372464 NOK To 1 USD Valued At 8.93372464 NOK For 111,675.29 USD Net Proceeds 111,675.29 USD Fed ST Currency Gain On NOK Of 1,358.63 USD Fx7436509-Aset","113,028.74"
03/10/22,Sale,"Sold 895,575.62 Units Of 100,237.62 -99,027.02 Norwegian Krone Trade Date 3/9/22 Value Date 3/10/22 Book Value 895,575.62 NOK Traded At 8.93452598 NOK To 1 USD Valued At 8.93452598 NOK For 100,237.62 USD Net Proceeds 100,237.62 USD Fed ST Currency Gain On NOK Of 1,210.60 USD Fx7436506-Aset","213,266.36"
03/10/22,Sale,"Sold 132,060.51 Units Of 145,992.10 -143,622.40 Euro Trade Date 3/9/22 Value Date 3/10/22 Book Value 132,060.51 EUR Traded At 0.90457299 EUR To 1 USD Valued At 0.90457299 EUR For 145,992.10 USD Net Proceeds 145,992.10 USD Fed ST Currency Gain On EUR Of 2,369.70 USD Fx7436518-Aset 25233 00- -A -UC-UZ -365-04","359,258.46"
03/10/22,Sale,"Sold 119,493.29 Units Of 132,099.11 -129,954.92 Euro Trade Date 3/9/22 Value Date 3/10/22 Book Value 119,493.29 EUR Traded At 0.90457301 EUR To 1 USD Valued At 0.90457301 EUR For 132,099.11 USD Net Proceeds 132,099.11 USD Fed ST Currency Gain On EUR Of 2,144.19 USD Fx7436510-Aset","491,357.57"
03/10/22,Sale,"Sold 124,247.11 Units Of 137,354.43 -135,124.94 Euro Trade Date 3/9/22 Value Date 3/10/22 Book Value 124,247.11 EUR Traded At 0.90457301 EUR To 1 USD Valued At 0.90457301 EUR For 137,354.43 USD Net Proceeds 137,354.43 USD Fed ST Currency Gain On EUR Of 2,229.50 USD Fx7436517-Aset","628,712.00"
03/10/22,Sale,"Sold 89,342.78 Units Of 117,644.99 -117,356.17 British Pound Trade Date 3/9/22 Value Date 3/10/22 Book Value 89,342.78 GBP Traded At 0.75942698 GBP To 1 USD Valued At 0.75942698 GBP For 117,644.99 USD Net Proceeds 117,644.99 USD Fed ST Currency Gain On GBP Of 288.83 USD Fx7436521-Aset 25233 00- -A -UC-UZ -365-04","746,356.99"
03/10/22,Sale,"Sold 1,057,784.94 Units Of 157,145.98 -154,580.25 Danish Krone Trade Date 3/9/22 Value Date 3/10/22 Book Value 1,057,784.94 DKK Traded At 6.73122494 DKK To 1 USD Valued At 6.73122494 DKK For 157,145.98 USD Net Proceeds 157,145.98 USD Fed ST Currency Gain On DKK Of 2,565.73 USD Fx7436524-Aset","903,502.97"
