Date Posted,Activity,Description,Principal Cash
01/05/22,Purchase,"Purchased 244,253.24 Units Of -244,253.24 244,253.24 First Am Govt Ob Fd Cl X Trade Date 1/5/22","-352,389.12"
01/05/22,Sale,"Sold 3,000 Shares Of 353,293.58 -339,857.71 Nidec Corp Net Proceeds 40,605,798 JPY Trade Date 12/31/21 Sold Through Jeffus33 Jefferies Jersey City Paid 61,000 JPY Brokerage Book Value 30,427,205 JPY Valued At 114.935 JPY For 353,293.58 USD Fed Tax Cost Of Proceeds 3,000 Shares At 13,555.59933333 JPY 25233 00- -A -UC-UZ -365-04",904.46
01/05/22,Sale,"Sold 40,605,798.00 Units Of 352,389.12 -353,293.58 Yen Trade Date 12/31/21 Value Date 1/5/22 Book Value 40,605,798 JPY Traded At 115.22999916 JPY To 1 USD Valued At 116.12 JPY For 349,688.24 USD Net Proceeds 352,389.12 USD Fed ST Currency Loss On JPY Of 3,605.34- USD Fx7338303-Aset 40,605,798 Yen 99999JPY3 Transfer From Another Account","353,293.58"
01/06/22,Purchase,"Purchased 777,818.91 Units Of -777,818.91 777,818.91 First Am Govt Ob Fd Cl X Trade Date 1/6/22 25233 00- -A -UC-UZ -365-04","-794,044.12"
01/06/22,Sale,"Sold 10,000 Shares Of 212,028.31 -137,174.35 Watches Of Switzerland Group Net Proceeds 157,671.14 GBP Trade Date 1/4/22 Sold Through Parbfrpp Banque Paribas Fr Paid 236.86 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 76,385.54 GBP Valued At 0.7436325 GBP For 212,028.31 USD Fed Tax Cost Of Proceeds 10,000 Shares At 15.7909 GBP","-582,015.81"
01/06/22,Sale,"Sold 5,000 Shares Of 580,249.78 -307,401.92 Eurofins Scientific Net Proceeds 513,859.05 EUR Trade Date 1/4/22 Sold Through Parbfrpp Banque Paribas Fr Paid 771.95 EUR Brokerage Sold On The NYSE Euronext - Euronext Paris Book Value 451,968.41 EUR Valued At 0.8855825 EUR For 580,249.78 USD Fed Tax Cost Of Proceeds 5,000 Shares At 102.9262 EUR","-1,766.03"
01/06/22,Sale,"Sold 157,671.14 Units Of 213,399.30 -212,028.31 British Pound Trade Date 1/5/22 Value Date 1/6/22 Book Value 157,671.14 GBP Traded At 0.738855 GBP To 1 USD Valued At 0.738855 GBP For 213,399.30 USD Net Proceeds 213,399.30 USD Fed ST Currency Gain On GBP Of 1,370.99 USD Fx7344248-Aset 25233 00- -A -UC-UZ -365-04","211,633.27"
01/06/22,Sale,"Sold 513,859.05 Units Of 580,644.82 -580,249.78 Euro Trade Date 1/5/22 Value Date 1/6/22 Book Value 513,859.05 EUR Traded At 0.88498 EUR To 1 USD Valued At 0.88498 EUR For 580,644.82 USD Net Proceeds 580,644.82 USD Fed ST Currency Gain On EUR Of 395.04 USD Fx7344383-Aset 157,671.14 British Pound 99999GBP3 513,859.05 Euro 99999EUR3 Pets At Home Group Plc 0.043 GBP/Share On 150,000 Shares Due 1/7/22 Received 6,450.00 GBP Valued At 0.739073 GBP For 8,727.15 USD","792,278.09"
01/07/22,Sale,"Sold 6,450.00 Units Of 8,727.14 -8,727.15 British Pound Trade Date 1/7/22 Value Date 1/7/22 Book Value 6,450.00 GBP Traded At 0.739073 GBP To 1 USD Valued At 0.739073 GBP For 8,727.14 USD Net Proceeds 8,727.14 USD Repatriating Pets At Home Group Plc Transfer To Income Pets At Home Group Plc Repatriating Pets At Home Group Plc 25233 00- -A -UC-UZ -365-04","17,454.29"
01/07/22,Purchase,"Purchased 349,014.09 Units Of -349,014.09 349,014.09 First Am Govt Ob Fd Cl X Trade Date 1/7/22","-291,385.54"
01/07/22,Sale,"Sold 1,977 Shares Of 115,731.26 -108,409.19 Vitec Software Group Ab B Sh Net Proceeds 1,055,260.81 SEK Trade Date 1/4/22 Sold Through Parbfrpp Banque Paribas Fr Paid 1,585.27 SEK Brokerage Book Value 595,475.06 SEK Valued At 9.1182 SEK For 115,731.26 USD Fed Tax Cost Of Proceeds 1,977 Shares At 534.5706 SEK","-175,654.28"
01/07/22,Sale,"Sold 3,123 Shares Of 184,299.80 -171,250.33 Vitec Software Group Ab B Sh Net Proceeds 1,672,990.61 SEK Trade Date 1/5/22 Sold Through Parbfrpp Banque Paribas Fr Paid 2,513.26 SEK Brokerage Book Value 940,651.80 SEK Valued At 9.07755 SEK For 184,299.80 USD Fed Tax Cost Of Proceeds 3,123 Shares At 536.5046 SEK","8,645.52"
01/07/22,Sale,"Sold 1,055,260.81 Units Of 116,277.49 -116,249.52 Swedish Krona Trade Date 1/5/22 Value Date 1/7/22 Book Value 1,055,260.81 SEK Traded At 9.07536626 SEK To 1 USD Valued At 9.07536626 SEK For 116,277.49 USD Net Proceeds 116,277.49 USD Fed ST Currency Gain On SEK Of 27.97 USD 25233 00- -A -UC-UZ -365-04","124,923.01"
01/07/22,Sale,"Sold 1,672,990.61 Units Of 183,835.20 -183,781.54 Swedish Krona Trade Date 1/5/22 Value Date 1/7/22 Book Value 1,672,990.61 SEK Traded At 9.10049115 SEK To 1 USD Valued At 9.10049115 SEK For 183,835.20 USD Net Proceeds 183,835.20 USD Fed ST Currency Gain On SEK Of 53.66 USD Fx7343861-Aset 6,450.00 British Pound 99999GBP3 1,055,260.81 Swedish Krona 99999SEK5 1,672,990.61 Swedish Krona 99999SEK5","308,758.21"
01/10/22,Sale,"Sold 3,299.84 Units Of 3,299.84 -3,299.84 First Am Govt Ob Fd Cl X Trade Date 1/10/22",0.00
01/11/22,Sale,"Sold 20,069.07 Units Of 20,069.07 -20,069.07 First Am Govt Ob Fd Cl X Trade Date 1/11/22 Raccoon Holdings I Npv 10 JPY/Share On 56,000 Shares Due 1/11/22 Received 560,000 JPY Valued At 115.38 JPY For 4,853.53 USD Raccoon Holdings I Npv Non-USD Taxes 85,764 JPY Valued At 115.38 JPY For 743.32 USD 15.3150000% Foreign Taxes Withheld 25233 00- -A -UC-UZ -365-04",0.00
01/12/22,Sale,"Sold 474,236.00 Units Of 4,110.21 -4,110.21 Yen Trade Date 1/11/22 Value Date 1/12/22 Book Value 474,236 JPY Traded At 115.38 JPY To 1 USD Valued At 115.38 JPY For 4,110.21 USD Net Proceeds 4,110.21 USD Repatriating Raccoon Holdings I Npv Transfer To Income Raccoon Holdings I Npv Repatriating Raccoon Holdings I Npv Transfer From Principal Raccoon Holdings I Npv Repatriating Raccoon Holdings I Npv","8,220.42"
01/12/22,Sale,"Sold 1,347,717.33 Units Of 1,347,717.33 -1,347,717.33 First Am Govt Ob Fd Cl X Trade Date 1/12/22 474,236 Yen 99999JPY3 Taiwan Semiconductor A D R 0.496981 USD/Share On 8,050 Shares Due 1/13/22 21.0000000% Foreign Taxes Withheld Non-USD Taxes Taiwan Semiconductor A D R 25233 00- -A -UC-UZ -365-04","-1,082,105.86"
01/14/22,Purchase,"Purchased 1,066,462.07 Units Of -1,066,462.07 1,066,462.07 First Am Govt Ob Fd Cl X Trade Date 1/14/22","-1,515,597.15"
01/14/22,Sale,"Sold 6,145 Shares Of 34,782.35 -82,866.66 Raysearch Laboratories Ab Net Proceeds 315,964.57 SEK Trade Date 1/12/22 Sold Through Jeffus33 Jefferies Jersey City Paid 474.66 SEK Brokerage Book Value 527,346.48 SEK Valued At 9.08405 SEK For 34,782.35 USD Fed Tax Cost Of Proceeds 6,145 Shares At 51.4954 SEK","-1,480,814.80"
01/14/22,Sale,"Sold 6,000 Shares Of 515,302.69 -547,054.55 Dermapharm Hldg Net Proceeds 454,391.59 EUR Trade Date 1/12/22 Sold Through Jeffus33 Jefferies Jersey City Paid 682.61 EUR Brokerage Sold On The Deutsche Boerse Ag Book Value 413,570.40 EUR Valued At 0.8817955 EUR For 515,302.69 USD Fed Tax Cost Of Proceeds 6,000 Shares At 75.8457 EUR 25233 00- -A -UC-UZ -365-04","-965,512.11"
01/14/22,Sale,"Sold 25,000 Shares Of 479,151.53 -700,043.53 Aston Martin Lagonda Gbl Hldgs Plc O Net Proceeds 352,174.94 GBP Trade Date 1/12/22 Sold Through Jeffgb2x Jefferies Intl London Paid 529.06 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 409,938.90 GBP Valued At 0.734997 GBP For 479,151.53 USD Fed Tax Cost Of Proceeds 25,000 Shares At 14.1082 GBP","-486,360.58"
01/14/22,Sale,"Sold 10,000 Shares Of 475,971.26 -276,208.20 Future Plc Net Proceeds 349,837.45 GBP Trade Date 1/12/22 Sold Through Jeffgb2x Jefferies Intl London Paid 525.55 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 129,746.35 GBP Valued At 0.734997 GBP For 475,971.26 USD Fed Tax Cost Of Proceeds 10,000 Shares At 35.0364 GBP","-10,389.32"
01/14/22,Sale,"Sold 454,391.59 Units Of 519,440.62 -515,302.69 Euro Trade Date 1/12/22 Value Date 1/14/22 Book Value 454,391.59 EUR Traded At 0.874771 EUR To 1 USD Valued At 0.874771 EUR For 519,440.62 USD Net Proceeds 519,440.62 USD Fed ST Currency Gain On EUR Of 4,137.93 USD Fx7353680-Aset 25233 00- -A -UC-UZ -365-04","509,051.30"
01/14/22,Sale,"Sold 352,174.94 Units Of 482,102.54 -479,151.53 British Pound Trade Date 1/12/22 Value Date 1/14/22 Book Value 352,174.94 GBP Traded At 0.730498 GBP To 1 USD Valued At 0.730498 GBP For 482,102.54 USD Net Proceeds 482,102.54 USD Fed ST Currency Gain On GBP Of 2,951.01 USD Fx7353684-Aset","991,153.84"
01/14/22,Sale,"Sold 349,837.45 Units Of 478,763.08 -475,971.26 British Pound Trade Date 1/12/22 Value Date 1/14/22 Book Value 349,837.45 GBP Traded At 0.730711 GBP To 1 USD Valued At 0.730711 GBP For 478,763.08 USD Net Proceeds 478,763.08 USD Fed ST Currency Gain On GBP Of 2,791.82 USD Fx7353688-Aset","1,469,916.92"
01/14/22,Sale,"Sold 315,964.57 Units Of 35,290.91 -34,782.35 Swedish Krona Trade Date 1/12/22 Value Date 1/14/22 Book Value 315,964.57 SEK Traded At 8.95314317 SEK To 1 USD Valued At 8.95314317 SEK For 35,290.91 USD Net Proceeds 35,290.91 USD Fed ST Currency Gain On SEK Of 508.56 USD Fx7353703-Aset 315,964.57 Swedish Krona 99999SEK5 454,391.59 Euro 99999EUR3 25233 00- -A -UC-UZ -365-04","1,505,207.83"
01/18/22,Sale,"Sold 1,066,462.07 Units Of 1,066,462.07 -1,066,462.07 First Am Govt Ob Fd Cl X Trade Date 1/18/22","-597,449.65"
01/18/22,Sale,"Sold 4,574 Shares Of 25,744.20 -56,409.98 Raysearch Laboratories Ab Net Proceeds 230,733.69 SEK Trade Date 1/13/22 Sold Through Jeffus33 Jefferies Jersey City Paid 346.62 SEK Brokerage Book Value 392,527.71 SEK Valued At 8.96255 SEK For 25,744.20 USD Fed Tax Cost Of Proceeds 4,574 Shares At 50.5204 SEK","-571,705.45"
01/18/22,Sale,"Sold 12,025 Shares Of 66,544.41 -127,405.18 Raysearch Laboratories Ab Net Proceeds 593,895.59 SEK Trade Date 1/14/22 Sold Through Jeffus33 Jefferies Jersey City Paid 892.18 SEK Brokerage Book Value 1,031,951.41 SEK Valued At 8.9248 SEK For 66,544.41 USD Fed Tax Cost Of Proceeds 12,025 Shares At 49.4626 SEK 25233 00- -A -UC-UZ -365-04","-505,161.04"
01/18/22,Sale,"Sold 230,733.69 Units Of 25,776.14 -25,853.09 Swedish Krona Trade Date 1/13/22 Value Date 1/18/22 Book Value 230,733.69 SEK Traded At 8.95144463 SEK To 1 USD Valued At 8.95144463 SEK For 25,776.14 USD Net Proceeds 25,776.14 USD Fed ST Currency Loss On SEK Of 76.95- USD Fx7355735-Aset","-479,384.90"
01/18/22,Sale,"Sold 593,895.59 Units Of 65,675.10 -66,435.52 Swedish Krona Trade Date 1/14/22 Value Date 1/18/22 Book Value 593,895.59 SEK Traded At 9.04293393 SEK To 1 USD Valued At 9.04293393 SEK For 65,675.10 USD Net Proceeds 65,675.10 USD Fed ST Currency Loss On SEK Of 760.42- USD Fx7357602-Aset 230,733.69 Swedish Krona 99999SEK5 593,895.59 Swedish Krona 99999SEK5 Transfer From Another Account","-413,709.80"
01/19/22,Purchase,"Purchased 352,113.54 Units Of -352,113.54 352,113.54 First Am Govt Ob Fd Cl X Trade Date 1/19/22 25233 00- -A -UC-UZ -365-04","-847,583.40"
01/19/22,Sale,"Sold 30,000 Shares Of 287,479.54 -315,379.23 Rakuten Group Inc Net Proceeds 32,710,860 JPY Trade Date 1/17/22 Sold Through Jeffus33 Jefferies Jersey City Paid 49,140 JPY Brokerage Book Value 33,001,451 JPY Valued At 113.785 JPY For 287,479.54 USD Fed Tax Cost Of Proceeds 30,000 Shares At 1,092 JPY","-560,103.86"
01/19/22,Sale,"Sold 30,120 Shares Of 477,732.74 -576,465.52 Cyberagent Inc Npv Net Proceeds 54,358,820 JPY Trade Date 1/17/22 Sold Through Jeffus33 Jefferies Jersey City Paid 81,661 JPY Brokerage Book Value 53,912,562 JPY Valued At 113.785 JPY For 477,732.74 USD Fed Tax Cost Of Proceeds 30,120 Shares At 1,807.45288845 JPY","-82,371.12"
01/19/22,Sale,"Sold 16,845 Shares Of 89,373.08 -151,202.99 Raysearch Laboratories Ab Net Proceeds 804,053.86 SEK Trade Date 1/17/22 Sold Through Jeffus33 Jefferies Jersey City Paid 1,207.89 SEK Brokerage Book Value 1,445,590.15 SEK Valued At 8.9966 SEK For 89,373.08 USD Fed Tax Cost Of Proceeds 16,845 Shares At 47.8042 SEK","7,001.96"
01/19/22,Sale,"Sold 54,358,820.00 Units Of 474,004.36 -477,732.74 Yen Trade Date 1/18/22 Value Date 1/19/22 Book Value 54,358,820 JPY Traded At 114.67999999 JPY To 1 USD Valued At 114.67999999 JPY For 474,004.36 USD Net Proceeds 474,004.36 USD Fed ST Currency Loss On JPY Of 3,728.38- USD Fx7359225-Aset 25233 00- -A -UC-UZ -365-04","481,006.32"
01/19/22,Sale,"Sold 32,710,860.00 Units Of 285,235.96 -287,479.54 Yen Trade Date 1/18/22 Value Date 1/19/22 Book Value 32,710,860 JPY Traded At 114.68000038 JPY To 1 USD Valued At 114.68000038 JPY For 285,235.96 USD Net Proceeds 285,235.96 USD Fed ST Currency Loss On JPY Of 2,243.58- USD Fx7359224-Aset","766,242.28"
01/19/22,Sale,"Sold 804,053.86 Units Of 88,343.08 -89,373.08 Swedish Krona Trade Date 1/18/22 Value Date 1/19/22 Book Value 804,053.86 SEK Traded At 9.10149227 SEK To 1 USD Valued At 9.10149227 SEK For 88,343.08 USD Net Proceeds 88,343.08 USD Fed ST Currency Loss On SEK Of 1,030.00- USD Fx7359267-Aset 32,710,860 Yen 99999JPY3 54,358,820 Yen 99999JPY3 804,053.86 Swedish Krona 99999SEK5 Transfer From Another Account","854,585.36"
01/20/22,Purchase,"Purchased 78,478.57 Units Of -78,478.57 78,478.57 First Am Govt Ob Fd Cl X Trade Date 1/20/22 25233 00- -A -UC-UZ -365-04","-52,095.33"
01/20/22,Sale,"Sold 10,280 Shares Of 52,924.53 -72,441.01 Raysearch Laboratories Ab Net Proceeds 476,961.16 SEK Trade Date 1/18/22 Sold Through Jeffus33 Jefferies Jersey City Paid 716.52 SEK Brokerage Book Value 882,200.46 SEK Valued At 9.0121 SEK For 52,924.53 USD Fed Tax Cost Of Proceeds 10,280 Shares At 46.4667 SEK",829.20
01/20/22,Sale,"Sold 476,961.16 Units Of 52,095.33 -52,924.53 Swedish Krona Trade Date 1/18/22 Value Date 1/20/22 Book Value 476,961.16 SEK Traded At 9.15554542 SEK To 1 USD Valued At 9.15554542 SEK For 52,095.33 USD Net Proceeds 52,095.33 USD Fed ST Currency Loss On SEK Of 829.20- USD Fx7360145-Aset 476,961.16 Swedish Krona 99999SEK5","52,924.53"
01/21/22,Purchase,"Purchased 21,174.77 Units Of -21,174.77 21,174.77 First Am Govt Ob Fd Cl X Trade Date 1/21/22","-42,278.51"
01/21/22,Sale,"Sold 8,260 Shares Of 42,277.57 -56,647.49 Raysearch Laboratories Ab Net Proceeds 385,009.16 SEK Trade Date 1/19/22 Sold Through Jeffus33 Jefferies Jersey City Paid 578.38 SEK Brokerage Book Value 708,849.79 SEK Valued At 9.1067 SEK For 42,277.57 USD Fed Tax Cost Of Proceeds 8,260 Shares At 46.68130024 SEK",-0.94
01/21/22,Sale,"Sold 385,009.16 Units Of 42,278.51 -42,277.57 Swedish Krona Trade Date 1/19/22 Value Date 1/21/22 Book Value 385,009.16 SEK Traded At 9.10649784 SEK To 1 USD Valued At 9.10649784 SEK For 42,278.51 USD Net Proceeds 42,278.51 USD Fed ST Currency Gain On SEK Of 0.94 USD Fx7362420-Aset 385,009.16 Swedish Krona 99999SEK5","42,277.57"
01/24/22,Sale,"Sold 50,291.2 Units Of 50,291.20 -50,291.20 First Am Govt Ob Fd Cl X Trade Date 1/24/22 Transfer From Another Account",0.00
01/25/22,Purchase,"Purchased 299,509.03 Units Of -299,509.03 299,509.03 First Am Govt Ob Fd Cl X Trade Date 1/25/22","-290,030.90"
01/25/22,Sale,"Sold 11,568 Shares Of 58,926.08 -78,108.60 Raysearch Laboratories Ab Net Proceeds 536,660.43 SEK Trade Date 1/21/22 Sold Through Jeffus33 Jefferies Jersey City Paid 806.20 SEK Brokerage Book Value 992,732.97 SEK Valued At 9.10735 SEK For 58,926.08 USD Fed Tax Cost Of Proceeds 11,568 Shares At 46.46149983 SEK","-231,104.82"
01/25/22,Sale,"Sold 2,879 Shares Of 233,034.46 -211,011.70 Dermapharm Hldg Net Proceeds 205,352.88 EUR Trade Date 1/21/22 Sold Through Parbfrpp Banque Paribas Fr Paid 308.49 EUR Brokerage Sold On The Deutsche Boerse Ag Book Value 198,444.87 EUR Valued At 0.8812125 EUR For 233,034.46 USD Fed Tax Cost Of Proceeds 2,879 Shares At 71.43500174 EUR","1,929.64"
01/25/22,Sale,"Sold 536,660.43 Units Of 58,255.38 -58,926.08 Swedish Krona Trade Date 1/21/22 Value Date 1/25/22 Book Value 536,660.43 SEK Traded At 9.21220375 SEK To 1 USD Valued At 9.21220375 SEK For 58,255.38 USD Net Proceeds 58,255.38 USD Fed ST Currency Loss On SEK Of 670.70- USD 25233 00- -A -UC-UZ -365-04","60,185.02"
01/25/22,Sale,"Sold 205,352.88 Units Of 231,775.52 -233,034.46 Euro Trade Date 1/24/22 Value Date 1/25/22 Book Value 205,352.88 EUR Traded At 0.885999 EUR To 1 USD Valued At 0.885999 EUR For 231,775.52 USD Net Proceeds 231,775.52 USD Fed ST Currency Loss On EUR Of 1,258.94- USD Fx7367668-Aset 536,660.43 Swedish Krona 99999SEK5 205,352.88 Euro 99999EUR3 Transfer From Another Account","291,960.54"
01/26/22,Purchase,"Purchased 850,680.6 Units Of -850,680.60 850,680.60 First Am Govt Ob Fd Cl X Trade Date 1/26/22","-825,588.51"
01/26/22,Purchase,"Purchased 25,092.09 Units Of -25,092.09 25,092.09 First Am Govt Ob Fd Cl X Trade Date 1/26/22","-850,680.60"
01/26/22,Sale,"Sold 100,000 Shares Of 232,610.50 -219,601.51 Capital Counties Properties Plc Net Proceeds 171,611.19 GBP Trade Date 1/24/22 Sold Through Crst 871 Paid 257.81 GBP Brokerage Paid 1.00 GBP Misc Fee1 Sold On The London Stock Exchange Book Value 160,652.99 GBP Valued At 0.737762 GBP For 232,610.50 USD Fed Tax Cost Of Proceeds 100,000 Shares At 1.7187 GBP 25233 00- -A -UC-UZ -365-04","-618,070.10"
01/26/22,Sale,"Sold 105,000 Shares Of 230,216.32 -262,276.30 Boku Inc Net Proceeds 169,844.85 GBP Trade Date 1/24/22 Sold Through Crst 871 Paid 255.15 GBP Brokerage Sold On The London Stock Exchange Book Value 183,149.31 GBP Valued At 0.737762 GBP For 230,216.32 USD Fed Tax Cost Of Proceeds 105,000 Shares At 1.62 GBP","-387,853.78"
01/26/22,Sale,"Sold 10,000 Shares Of 173,748.63 -219,112.53 Boozt Ab Net Proceeds 1,594,621.47 SEK Trade Date 1/24/22 Sold Through Jeffus33 Jefferies Jersey City Paid 2,395.53 SEK Brokerage Book Value 1,354,031.19 SEK Valued At 9.17775 SEK For 173,748.63 USD Fed Tax Cost Of Proceeds 10,000 Shares At 159.7017 SEK","-214,105.15"
01/26/22,Sale,"Sold 3,000 Shares Of 219,441.01 -344,959.75 Zalando SE Net Proceeds 193,391.28 EUR Trade Date 1/24/22 Sold Through Jeffus33 Jefferies Jersey City Paid 290.52 EUR Brokerage Book Value 235,011.54 EUR Valued At 0.8812905 EUR For 219,441.01 USD Fed Tax Cost Of Proceeds 3,000 Shares At 64.5606 EUR","5,335.86"
01/26/22,Sale,"Sold 171,611.19 Units Of 231,340.54 -232,610.51 British Pound Trade Date 1/25/22 Value Date 1/26/22 Book Value 171,611.19 GBP Traded At 0.74181201 GBP To 1 USD Valued At 0.74181201 GBP For 231,340.54 USD Net Proceeds 231,340.54 USD Fed ST Currency Loss On GBP Of 1,269.97- USD 25233 00- -A -UC-UZ -365-04","236,676.40"
01/26/22,Sale,"Sold 169,844.85 Units Of 228,976.40 -230,216.31 British Pound Trade Date 1/25/22 Value Date 1/26/22 Book Value 169,844.85 GBP Traded At 0.74175701 GBP To 1 USD Valued At 0.74175701 GBP For 228,976.40 USD Net Proceeds 228,976.40 USD Fed ST Currency Loss On GBP Of 1,239.92- USD Fx7370414-Aset","465,652.80"
01/26/22,Sale,"Sold 1,594,621.47 Units Of 172,146.71 -173,748.63 Swedish Krona Trade Date 1/25/22 Value Date 1/26/22 Book Value 1,594,621.47 SEK Traded At 9.26315391 SEK To 1 USD Valued At 9.26315391 SEK For 172,146.71 USD Net Proceeds 172,146.71 USD Fed ST Currency Loss On SEK Of 1,601.92- USD Fx7370749-Aset","637,799.51"
01/26/22,Sale,"Sold 193,391.28 Units Of 218,216.95 -219,441.01 Euro Trade Date 1/25/22 Value Date 1/26/22 Book Value 193,391.28 EUR Traded At 0.886234 EUR To 1 USD Valued At 0.886234 EUR For 218,216.95 USD Net Proceeds 218,216.95 USD Fed ST Currency Loss On EUR Of 1,224.06- USD Fx7370754-Aset 171,611.19 British Pound 99999GBP3 169,844.85 British Pound 99999GBP3 25233 00- -A -UC-UZ -365-04","856,016.46"
01/27/22,Purchase,"Purchased 688,568.25 Units Of -688,568.25 688,568.25 First Am Govt Ob Fd Cl X Trade Date 1/27/22","-710,788.71"
01/27/22,Sale,"Sold 43,296.97 Units Of 43,296.97 -43,296.97 First Am Govt Ob Fd Cl X Trade Date 1/27/22","-667,491.74"
01/27/22,Sale,"Sold 2,000 Shares Of 171,945.14 -172,601.01 Advantest Corp Ord(Jp) Net Proceeds 19,590,570 JPY Trade Date 1/25/22 Sold Through Jeffus33 Jefferies Jersey City Paid 29,430 JPY Brokerage Book Value 15,200,141 JPY Valued At 113.935 JPY For 171,945.14 USD Fed Tax Cost Of Proceeds 2,000 Shares At 9,810 JPY","-495,546.60"
01/27/22,Sale,"Sold 5,000 Shares Of 210,111.36 -269,411.32 Mercari Inc Net Proceeds 23,939,038 JPY Trade Date 1/25/22 Sold Through Jeffus33 Jefferies Jersey City Paid 35,962 JPY Brokerage Sold On The Tokyo Stock Exchange Book Value 27,446,069 JPY Valued At 113.935 JPY For 210,111.36 USD Fed Tax Cost Of Proceeds 5,000 Shares At 4,795 JPY 25233 00- -A -UC-UZ -365-04","-285,435.24"
01/27/22,Sale,"Sold 1,000 Shares Of 285,698.86 -335,209.28 Disco Corporation Net Proceeds 32,551,100 JPY Trade Date 1/25/22 Sold Through Jeffus33 Jefferies Jersey City Paid 48,900 JPY Brokerage Book Value 29,315,729 JPY Valued At 113.935 JPY For 285,698.86 USD Fed Tax Cost Of Proceeds 1,000 Shares At 32,600 JPY",263.62
