Date Posted,Activity,Description,Principal Cash
01/15/21,Purchase,"Purchased 9,152.88 Units Of -9,152.88 9,152.88 First Am Govt Ob Fd Cl X Trade Date 1/15/21","-305,460.59"
01/15/21,Sale,"Sold 13,093 Shares Of 305,460.59 -305,460.59 Ams Ag Net Proceeds 305,460.59 USD Trade Date 1/11/21 Sold Through Jpmsgb2l Jp Morgan Sec London Paid 458.88 USD Brokerage Book Value 271,991.27 CHF Local Proceeds 271,991.27 CHF Traded At 0.89042999 CHF To 1 USD Valued At 0.8832 CHF For 307,961.13 USD 13,093 Shares At 20.80500038 CHF 13523 00- -A -UC-UZ -001-04",0.00
01/19/21,Sale,"Sold 187,560.34 Units Of 187,560.34 -187,560.34 First Am Govt Ob Fd Cl X Trade Date 1/19/21","192,619.73"
01/19/21,Purchase,"Purchased 10,000 Shares Of -192,619.73 192,619.73 Gvc Holdings Plc Net Cost 192,619.73 USD Trade Date 1/15/21 Purchased Through Crst 871 Paid 288.50 USD Brokerage Paid 1.36 USD Misc Fee1 Purchased On The London Stock Exchange Book Value 141,759.32 GBP Traded At 0.73595431 GBP To 1 USD Valued At 0.73595431 GBP For 192,619.73 USD 10,000 Shares At 14.1546 GBP Transfer From Another Account",0.00
01/20/21,Sale,"Sold 51,007.24 Units Of 51,007.24 -51,007.24 First Am Govt Ob Fd Cl X Trade Date 1/20/21 13523 00- -A -UC-UZ -001-04","83,047.82"
01/20/21,Purchase,"Purchased 5,000 Shares Of -83,006.32 82,920.82 Uuum Inc Net Cost 83,006.32 USD Trade Date 1/18/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Purchased On The Tokyo Stock Exchange Book Value 8,613,400 JPY Traded At 103.76799776 JPY To 1 USD Valued At 103.875 JPY For 82,920.82 USD 5,000 Shares At 1,722.68 JPY",41.50
01/20/21,Purchase,Accrued Interest Paid Accrued Dividend On Purchase Of -41.50 Uuum Inc Accrued Interest 41.50 USD Traded At 103.76799776 JPY To 1 USD Valued At 103.905 JPY For 41.44 USD,0.00
01/21/21,Purchase,"Purchased 290,615.42 Units Of -290,615.42 290,615.42 First Am Govt Ob Fd Cl X Trade Date 1/21/21","-293,654.16"
01/21/21,Sale,"Sold 3,098 Shares Of 73,093.50 -91,371.08 Slm Solutions Group Ag Net Proceeds 73,093.50 USD Trade Date 1/19/21 Sold Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 36.57 USD Brokerage Book Value 35,571.66 EUR Local Proceeds 60,287.28 EUR Traded At 0.82479673 EUR To 1 USD Valued At 0.82479673 EUR For 73,093.50 USD 3,098 Shares At 19.46979987 EUR 13523 00- -A -UC-UZ -001-04","-220,560.66"
01/21/21,Sale,"Sold 118,839 Shares Of 220,560.66 -306,566.14 Capital Counties Properties Plc Net Proceeds 220,560.66 USD Trade Date 1/19/21 Sold Through Crst 871 Paid 331.34 USD Brokerage Paid 1.36 USD Misc Fee1 Sold On The London Stock Exchange Book Value 185,986.33 GBP Local Proceeds 161,970.92 GBP Traded At 0.73435997 GBP To 1 USD 118,839 Shares At 1.36500004 GBP Transfer From Another Account",0.00
01/22/21,Sale,Sold 163.02 Units Of 163.02 -163.02 First Am Govt Ob Fd Cl X Trade Date 1/22/21 13523 00- -A -UC-UZ -001-04,"38,273.00"
01/22/21,Sale,"Sold 260,501.18 Units Of 260,501.18 -260,501.18 First Am Govt Ob Fd Cl X Trade Date 1/22/21","298,774.18"
01/22/21,Sale,Sold 0.8 Units Of 0.80 -0.80 First Am Govt Ob Fd Cl X Trade Date 1/22/21,"298,774.98"
01/22/21,Purchase,"Purchased 200,000 Shares Of -231,619.93 231,619.93 Iqe Plc Net Cost 231,619.93 USD Trade Date 1/20/21 Purchased Through Crst 871 Paid 346.91 USD Brokerage Paid 1.37 USD Misc Fee1 Purchased On The London Stock Exchange Book Value 169,655.10 GBP Traded At 0.73247198 GBP To 1 USD Valued At 0.73247198 GBP For 231,619.93 USD 200,000 Shares At 0.847 GBP","67,155.05"
01/22/21,Purchase,"Purchased 1,500 Shares Of -403,725.22 404,509.18 Asm International N V Net Cost 403,725.22 USD Trade Date 1/20/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 201.76 USD Brokerage Book Value 333,546.94 EUR Traded At 0.82617316 EUR To 1 USD Valued At 0.824572 EUR For 404,509.18 USD 1,500 Shares At 222.2535 EUR","-336,570.17"
01/22/21,Sale,"Sold 31,161 Shares Of 58,442.32 -54,303.68 Capital Counties Properties Plc Net Proceeds 58,442.32 USD Trade Date 1/20/21 Sold Through Crst 871 Paid 87.79 USD Brokerage Paid 1.36 USD Misc Fee1 Sold On The London Stock Exchange Book Value 48,767.83 GBP Local Proceeds 42,830.89 GBP Traded At 0.73287457 GBP To 1 USD 31,161 Shares At 1.37659978 GBP 13523 00- -A -UC-UZ -001-04","-278,127.85"
01/22/21,Sale,"Sold 11,952 Shares Of 278,127.85 -154,973.25 Slm Solutions Group Ag Net Proceeds 278,127.85 USD Trade Date 1/20/21 Sold Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 139.14 USD Brokerage Book Value 137,234.50 EUR Local Proceeds 229,781.77 EUR Traded At 0.82617318 EUR To 1 USD Valued At 0.824572 EUR For 278,667.93 USD 11,952 Shares At 19.235 EUR Transfer From Another Account",0.00
01/25/21,Purchase,"Purchased 6,556.3 Units Of -6,556.30 6,556.30 First Am Govt Ob Fd Cl X Trade Date 1/25/21 Transfer From Another Account",0.00
01/26/21,Purchase,"Purchased 15,606.43 Units Of -15,606.43 15,606.43 First Am Govt Ob Fd Cl X Trade Date 1/26/21 Transfer From Another Account",0.00
01/27/21,Purchase,"Purchased 7,989.25 Units Of -7,989.25 7,989.25 First Am Govt Ob Fd Cl X Trade Date 1/27/21 Transfer From Another Account",0.00
01/28/21,Purchase,"Purchased 766,208.88 Units Of -766,208.88 766,208.88 First Am Govt Ob Fd Cl X Trade Date 1/28/21 13523 00- -A -UC-UZ -001-04","-759,085.36"
01/28/21,Sale,"Sold 31,050 Shares Of 605,154.22 -297,211.44 Blackberry Ltd Trade Date 1/26/21 Sold Through J.P. Morgan Securities LLC Paid 310.50 USD Brokerage Paid 13.39 USD Sec Fee 31,050 Shares At 19.5001 USD","-153,931.14"
01/28/21,Sale,"Sold 50 Shares Of 153,931.14 -106,518.31 Interroll Holding Ag Net Proceeds 153,931.14 USD Trade Date 1/26/21 Sold Through Jpmsgb2l Jp Morgan Sec London Paid 77.01 USD Brokerage Book Value 96,869.99 CHF Local Proceeds 136,681.62 CHF Traded At 0.88794002 CHF To 1 USD Valued At 0.88794002 CHF For 153,931.14 USD 50 Shares At 2,735 CHF",0.00
01/29/21,Purchase,"Purchased 888,078.97 Units Of -888,078.97 888,078.97 First Am Govt Ob Fd Cl X Trade Date 1/29/21","-982,845.25"
01/29/21,Sale,"Sold 25,000 Shares Of 517,113.56 -142,557.00 Blackberry Ltd Trade Date 1/27/21 Sold Through J.P. Morgan Securities LLC Paid 250.00 USD Brokerage Paid 11.44 USD Sec Fee 25,000 Shares At 20.695 USD","-465,731.69"
01/29/21,Sale,"Sold 10,000 Shares Of 219,895.13 -40,050.00 Blackberry Ltd Trade Date 1/27/21 Sold Through J.P. Morgan Securities LLC Paid 100.00 USD Brokerage Paid 4.87 USD Sec Fee 10,000 Shares At 22.00 USD 13523 00- -A -UC-UZ -001-04","-245,836.56"
01/29/21,Sale,"Sold 10,000 Shares Of 245,836.56 -34,954.80 Blackberry Ltd Trade Date 1/27/21 Sold Through J.P. Morgan Securities LLC Paid 100.00 USD Brokerage Paid 5.44 USD Sec Fee 10,000 Shares At 24.5942 USD Transfer From Another Account",0.00
02/01/21,Purchase,"Purchased 6,955.39 Units Of -6,955.39 6,955.39 First Am Govt Ob Fd Cl X Trade Date 2/1/21 First Am Govt Ob Fd Cl X Interest From 1/1/21 To 1/31/21",0.00
02/02/21,Purchase,"Purchased 155,808.44 Units Of -155,808.44 155,808.44 First Am Govt Ob Fd Cl X Trade Date 2/2/21","-273,333.96"
02/02/21,Sale,"Sold 251,030 Shares Of 273,333.96 -261,744.61 Iqe Plc Net Proceeds 273,333.96 USD Trade Date 1/29/21 Sold Through Crst 871 Paid 410.63 USD Brokerage Paid 1.37 USD Misc Fee1 Sold On The London Stock Exchange Book Value 153,664.00 GBP Local Proceeds 199,143.17 GBP Traded At 0.7285709 GBP To 1 USD 251,030 Shares At 0.79450002 GBP Transfer From Another Account",0.00
02/03/21,Sale,"Sold 42,714.7 Units Of 42,714.70 -42,714.70 First Am Govt Ob Fd Cl X Trade Date 2/3/21","42,906.93"
02/03/21,Purchase,"Purchased 30,000 Shares Of -265,028.50 265,028.50 Watches Of Switzerland Group Net Cost 265,028.50 USD Trade Date 2/1/21 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 131.80 USD Brokerage Paid 1,319.91 USD Misc Fee1 Purchased On The London Stock Exchange Book Value 193,751.28 GBP Traded At 0.73105831 GBP To 1 USD Valued At 0.73105831 GBP For 265,028.50 USD 30,000 Shares At 6.423 GBP 13523 00- -A -UC-UZ -001-04","-222,121.57"
02/03/21,Sale,"Sold 5,000 Shares Of 222,121.57 -69,317.68 Frontier Developments Plc Net Proceeds 222,121.57 USD Trade Date 2/1/21 Sold Through Plhcgb3l United Kingdom Paid 333.68 USD Brokerage Paid 1.37 USD Misc Fee1 Sold On The London Stock Exchange Book Value 55,281.38 GBP Local Proceeds 162,457.45 GBP Traded At 0.7313898 GBP To 1 USD 5,000 Shares At 32.5405 GBP",0.00
02/04/21,Sale,"Reversal- 15,000 Shares Of 232,844.22 -232,704.93 Adevinta Asa B Net Proceeds 232,844.22 USD Trade Date 2/2/21 Sold Through Jpmsgb2l Jp Morgan Sec London Paid 116.36- USD Brokerage Sold On The Oslo Bors Asa Book Value 2,003,438.22 NOK Local Proceeds 2,003,438.22 NOK Traded At 8.60419992 NOK To 1 USD Valued At 8.60935 NOK For 232,704.93 USD 15,000 Shares At 133.49579997 NOK Trade Cancelled","232,844.22"
02/04/21,Purchase,"Purchased 232,844.22 Units Of -232,844.22 232,844.22 First Am Govt Ob Fd Cl X Trade Date 2/4/21","-153,283.08"
02/04/21,Sale,"Sold 910,031.07 Units Of 910,031.07 -910,031.07 First Am Govt Ob Fd Cl X Trade Date 2/4/21 13523 00- -A -UC-UZ -001-04","756,747.99"
02/04/21,Purchase,"Purchased 15,000 Shares Of -232,844.22 232,844.22 Adevinta Asa B Net Cost 232,844.22 USD Trade Date 2/2/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 116.36 USD Brokerage Purchased On The Oslo Bors Asa Book Value 2,003,438.18 NOK Traded At 8.60419975 NOK To 1 USD Valued At 8.60419975 NOK For 232,844.22 USD 15,000 Shares At 133.49579997 NOK","523,903.77"
02/04/21,Purchase,"Purchased 4,000 Shares Of -291,059.55 292,451.23 Dermapharm Hldg Net Cost 291,059.55 USD Trade Date 2/2/21 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 145.45 USD Brokerage Purchased On The Deutsche Boerse Ag Book Value 242,045.36 EUR Traded At 0.83160082 EUR To 1 USD Valued At 0.8276435 EUR For 292,451.23 USD 4,000 Shares At 60.4811 EUR","232,844.22"
02/04/21,Purchase,"Purchased 15,000 Shares Of -232,844.22 232,704.93 Adevinta Asa B Net Cost 232,844.22 USD Trade Date 2/2/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 116.36 USD Brokerage Purchased On The Oslo Bors Asa Book Value 2,003,438.22 NOK Traded At 8.60419992 NOK To 1 USD Valued At 8.60935 NOK For 232,704.93 USD 15,000 Shares At 133.4958 NOK Transfer From Another Account",0.00
02/05/21,Sale,"Sold 293,173.6 Units Of 293,173.60 -293,173.60 First Am Govt Ob Fd Cl X Trade Date 2/5/21 13523 00- -A -UC-UZ -001-04","300,862.75"
02/05/21,Sale,"Sold 126,026.72 Units Of 126,026.72 -126,026.72 First Am Govt Ob Fd Cl X Trade Date 2/5/21","426,889.47"
02/05/21,Purchase,"Purchased 500 Shares Of -133,715.87 133,738.08 Asm International N V Net Cost 133,715.87 USD Trade Date 2/3/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 66.82 USD Brokerage Book Value 111,184.36 EUR Traded At 0.83149711 EUR To 1 USD Valued At 0.831359 EUR For 133,738.08 USD 500 Shares At 222.2576 EUR","293,173.60"
02/05/21,Purchase,"Purchased 4,000 Shares Of -293,173.60 293,173.60 Dermapharm Hldg Net Cost 293,173.60 USD Trade Date 2/3/21 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 146.51 USD Brokerage Purchased On The Deutsche Boerse Ag Book Value 243,805.44 EUR Traded At 0.83160776 EUR To 1 USD Valued At 0.83160776 EUR For 293,173.60 USD 4,000 Shares At 60.9209 EUR",0.00
02/08/21,Sale,"Sold 365,486.5 Units Of 365,486.50 -365,486.50 First Am Govt Ob Fd Cl X Trade Date 2/8/21 13523 00- -A -UC-UZ -001-04","262,520.24"
02/08/21,Purchase,"Purchased 30,000 Shares Of -262,520.24 262,095.63 Watches Of Switzerland Group Net Cost 262,520.24 USD Trade Date 2/4/21 Purchased Through Crst 871 Paid 391.23 USD Brokerage Paid 1.36 USD Misc Fee1 Paid 1,303.96 USD Misc Fee2 Purchased On The London Stock Exchange Book Value 192,081.89 GBP Traded At 0.73168412 GBP To 1 USD 30,000 Shares At 6.3613 GBP",0.00
02/09/21,Sale,"Sold 150,929.67 Units Of 150,929.67 -150,929.67 First Am Govt Ob Fd Cl X Trade Date 2/9/21",0.00
02/10/21,Sale,"Sold 673,456.09 Units Of 673,456.09 -673,456.09 First Am Govt Ob Fd Cl X Trade Date 2/10/21 Transfer From Another Account",0.00
02/11/21,Sale,"Sold 295,655.77 Units Of 295,655.77 -295,655.77 First Am Govt Ob Fd Cl X Trade Date 2/11/21 13523 00- -A -UC-UZ -001-04","320,993.06"
02/11/21,Purchase,"Purchased 55,000 Shares Of -320,993.06 320,993.06 Moonpig Group Plc Ord Net Cost 320,993.06 USD Trade Date 2/9/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 159.61 USD Brokerage Paid 1,598.36 USD Misc Fee1 Purchased On The London Stock Exchange Book Value 232,720.03 GBP Traded At 0.72500019 GBP To 1 USD Valued At 0.72500019 GBP For 320,993.06 USD 55,000 Shares At 4.2081 GBP Transfer From Another Account",0.00
02/12/21,Purchase,"Purchased 1,901,379.95 Units Of -1,901,379.95 1,901,379.95 First Am Govt Ob Fd Cl X Trade Date 2/12/21","-862,053.86"
02/12/21,Sale,"Sold 4,020 Shares Of 862,053.86 -456,155.44 Gw Pharmaceuticals A D R Trade Date 2/10/21 Sold Through J.P. Morgan Securities LLC Paid 40.20 USD Brokerage Paid 19.06 USD Sec Fee 4,020 Shares At 214.456 USD Future Plc 0.016 GBP/Share On 30,150 Shares Due 2/16/21 Received 482.40 GBP Valued At 0.719937 GBP For 670.06 USD",0.00
02/16/21,Sale,Sold 482.40 Units Of 670.06 -670.06 British Pound Trade Date 2/16/21 Value Date 2/16/21 Book Value 482.40 GBP Traded At 0.719937 GBP To 1 USD Valued At 0.719937 GBP For 670.06 USD Net Proceeds 670.06 USD Repatriating Future Plc 13523 00- -A -UC-UZ -001-04,"1,340.12"
02/16/21,Purchase,Purchased 670.06 Units Of -670.06 670.06 First Am Govt Ob Fd Cl X Trade Date 2/16/21,"12,664.98"
02/16/21,Sale,"Sold 606,626.89 Units Of 606,626.89 -606,626.89 First Am Govt Ob Fd Cl X Trade Date 2/16/21","619,291.87"
02/16/21,Purchase,"Purchased 6,000 Shares Of -322,468.36 323,293.58 Mercari Inc Net Cost 322,468.36 USD Trade Date 2/12/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 161.15 USD Brokerage Purchased On The Tokyo Stock Exchange Book Value 33,856,920 JPY Traded At 104.99299838 JPY To 1 USD Valued At 104.725 JPY For 323,293.58 USD 6,000 Shares At 5,640 JPY 13523 00- -A -UC-UZ -001-04","296,823.51"
02/16/21,Purchase,"Purchased 50,000 Shares Of -296,153.45 296,153.45 Moonpig Group Plc Ord Net Cost 296,153.45 USD Trade Date 2/12/21 Purchased Through Crst 871 Paid 441.36 USD Brokerage Paid 1.38 USD Misc Fee1 Paid 1,473.39 USD Misc Fee2 Purchased On The London Stock Exchange Book Value 213,974.43 GBP Traded At 0.72251203 GBP To 1 USD 50,000 Shares At 4.2518 GBP 482.40 British Pound 99999GBP3 Transfer From Another Account",670.06
02/17/21,Sale,"Sold 319,827.4 Units Of 319,827.40 -319,827.40 First Am Govt Ob Fd Cl X Trade Date 2/17/21","335,209.28"
02/17/21,Purchase,"Purchased 1,000 Shares Of -335,209.28 335,209.28 Disco Corporation Net Cost 335,209.28 USD Trade Date 2/15/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 167.52 USD Brokerage Book Value 35,317,650 JPY Traded At 105.36000077 JPY To 1 USD Valued At 105.36000077 JPY For 335,209.28 USD 1,000 Shares At 35,300 JPY Transfer From Another Account",0.00
02/18/21,Sale,"Sold 303,129.57 Units Of 303,129.57 -303,129.57 First Am Govt Ob Fd Cl X Trade Date 2/18/21","345,839.44"
02/18/21,Purchase,"Purchased 3,900 Shares Of -345,839.44 345,839.44 Advantest Corp Ord(Jp) Net Cost 345,839.44 USD Trade Date 2/16/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 172.83 USD Brokerage Book Value 36,472,227 JPY Traded At 105.459999 JPY To 1 USD Valued At 105.459999 JPY For 345,839.44 USD 3,900 Shares At 9,347.17948718 JPY Transfer From Another Account",0.00
02/19/21,Purchase,"Purchased 7,554,391.88 Units Of -7,554,391.88 7,554,391.88 First Am Govt Ob Fd Cl X Trade Date 2/19/21 Transfer From Another Account 13523 00- -A -UC-UZ -001-04",0.00
02/22/21,Purchase,"Purchased 39,848.14 Units Of -39,848.14 39,848.14 First Am Govt Ob Fd Cl X Trade Date 2/22/21 Transfer From Another Account",0.00
02/23/21,Sale,"Sold 2,629,063.88 Units Of 2,629,063.88 -2,629,063.88 First Am Govt Ob Fd Cl X Trade Date 2/23/21","2,915,642.91"
02/23/21,Purchase,"Purchased 8,000 Shares Of -713,840.00 713,840.00 Rio Tinto Plc A D R Trade Date 2/19/21 Purchased Through J.P. Morgan Securities LLC Paid 80.00 USD Brokerage 8,000 Shares At 89.22 USD","2,201,802.91"
02/23/21,Purchase,"Purchased 9,000 Shares Of -687,600.00 687,600.00 B H P Billiton Limited A D R Trade Date 2/19/21 Purchased Through J.P. Morgan Securities LLC Paid 90.00 USD Brokerage 9,000 Shares At 76.39 USD","1,514,202.91"
02/23/21,Purchase,"Purchased 25,000 Shares Of -272,750.00 272,750.00 Blackberry Ltd Trade Date 2/19/21 Purchased Through J.P. Morgan Securities LLC Paid 250.00 USD Brokerage 25,000 Shares At 10.90 USD","1,241,452.91"
02/23/21,Purchase,"Purchased 30,000 Shares Of -161,602.63 161,602.63 Ds Smith Plc Net Cost 161,602.63 USD Trade Date 2/19/21 Purchased Through Crst 871 Paid 240.83 USD Brokerage Paid 1.40 USD Misc Fee1 Paid 803.99 USD Misc Fee2 Purchased On The London Stock Exchange Book Value 115,268.25 GBP Traded At 0.71328202 GBP To 1 USD 30,000 Shares At 3.8174 GBP 13523 00- -A -UC-UZ -001-04","1,079,850.28"
02/23/21,Purchase,"Purchased 100,000 Shares Of -236,157.50 236,157.50 Capital Counties Properties Plc Net Cost 236,157.50 USD Trade Date 2/19/21 Purchased Through Crst 871 Paid 351.95 USD Brokerage Paid 1.40 USD Misc Fee1 Paid 1,174.90 USD Misc Fee2 Purchased On The London Stock Exchange Book Value 168,379.64 GBP Traded At 0.71299722 GBP To 1 USD 100,000 Shares At 1.6729 GBP","843,692.78"
02/23/21,Purchase,"Purchased 7,389 Shares Of -40,195.86 40,195.86 Biocartis Nv Net Cost 40,195.86 USD Trade Date 2/19/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 20.09 USD Brokerage Book Value 33,119.27 EUR Traded At 0.82394729 EUR To 1 USD Valued At 0.82394729 EUR For 40,195.86 USD 7,389 Shares At 4.48 EUR","803,496.92"
02/23/21,Purchase,"Purchased 1,000 Shares Of -102,288.25 101,751.39 Ucb Sa Net Cost 102,288.25 USD Trade Date 2/19/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 51.12 USD Brokerage Book Value 84,280.12 EUR Traded At 0.82394723 EUR To 1 USD Valued At 0.8282945 EUR For 101,751.39 USD 1,000 Shares At 84.238 EUR 13523 00- -A -UC-UZ -001-04","701,208.67"
02/23/21,Purchase,"Purchased 5,000 Shares Of -289,860.64 289,860.64 Umicore Net Cost 289,860.64 USD Trade Date 2/19/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 144.86 USD Brokerage Book Value 238,829.86 EUR Traded At 0.82394719 EUR To 1 USD Valued At 0.82394719 EUR For 289,860.64 USD 5,000 Shares At 47.7421 EUR","411,348.03"
02/23/21,Purchase,"Purchased 811 Shares Of -16,426.10 16,339.89 Lumibird Net Cost 16,426.10 USD Trade Date 2/19/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 8.20 USD Brokerage Purchased On The NYSE Euronext - Euronext Paris Book Value 13,534.24 EUR Traded At 0.82394725 EUR To 1 USD Valued At 0.8282945 EUR For 16,339.89 USD 811 Shares At 16.68 EUR","394,921.93"
02/23/21,Purchase,"Purchased 5,000 Shares Of -289,514.30 289,514.30 Publicis Groupe Net Cost 289,514.30 USD Trade Date 2/19/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 144.26 USD Brokerage Paid 865.52 USD Misc Fee1 Book Value 238,544.49 EUR Traded At 0.8239472 EUR To 1 USD Valued At 0.8239472 EUR For 289,514.30 USD 5,000 Shares At 47.542498 EUR 13523 00- -A -UC-UZ -001-04","105,407.63"
02/23/21,Purchase,"Purchased 2,394 Shares Of -105,407.63 104,854.40 Basware Oyj Npv Net Cost 105,407.63 USD Trade Date 2/19/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 52.67 USD Brokerage Book Value 86,850.32 EUR Traded At 0.82394718 EUR To 1 USD Valued At 0.8282945 EUR For 104,854.40 USD 2,394 Shares At 36.2602005 EUR Transfer From Another Account",0.00
02/24/21,Sale,"Sold 14,926.05 Units Of 14,926.05 -14,926.05 First Am Govt Ob Fd Cl X Trade Date 2/24/21","118,769.70"
02/24/21,Purchase,"Purchased 8,308 Shares Of -45,266.68 45,180.26 Biocartis Nv Net Cost 45,266.68 USD Trade Date 2/22/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 22.63 USD Brokerage Book Value 37,255.91 EUR Traded At 0.82303164 EUR To 1 USD Valued At 0.824606 EUR For 45,180.26 USD 8,308 Shares At 4.48209976 EUR","73,503.02"
02/24/21,Purchase,"Purchased 1,215 Shares Of -53,573.89 53,471.61 Basware Oyj Npv Net Cost 53,573.89 USD Trade Date 2/22/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 26.78 USD Brokerage Book Value 44,093.01 EUR Traded At 0.82303172 EUR To 1 USD Valued At 0.824606 EUR For 53,471.61 USD 1,215 Shares At 36.27240329 EUR 13523 00- -A -UC-UZ -001-04","19,929.13"
02/24/21,Purchase,"Purchased 991 Shares Of -19,929.13 19,891.09 Lumibird Net Cost 19,929.13 USD Trade Date 2/22/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 9.96 USD Brokerage Purchased On The NYSE Euronext - Euronext Paris Book Value 16,402.31 EUR Traded At 0.82303191 EUR To 1 USD Valued At 0.824606 EUR For 19,891.09 USD 991 Shares At 16.54299697 EUR Transfer From Another Account",0.00
02/25/21,Sale,"Sold 2,401,261.98 Units Of 2,401,261.98 -2,401,261.98 First Am Govt Ob Fd Cl X Trade Date 2/25/21","2,422,882.36"
02/25/21,Purchase,"Purchased 4,000 Shares Of -265,331.83 265,331.83 Cyberagent Inc Npv Net Cost 265,331.83 USD Trade Date 2/22/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 132.60 USD Brokerage Book Value 28,014,000 JPY Traded At 105.58100021 JPY To 1 USD Valued At 105.58100021 JPY For 265,331.83 USD 4,000 Shares At 7,000 JPY 13523 00- -A -UC-UZ -001-04","2,157,550.53"
02/25/21,Purchase,"Purchased 7,000 Shares Of -153,150.47 153,150.47 Japan Elevator Ser Net Cost 153,150.47 USD Trade Date 2/22/21 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 76.53 USD Brokerage Book Value 16,169,780 JPY Traded At 105.58100148 JPY To 1 USD Valued At 105.58100148 JPY For 153,150.47 USD 7,000 Shares At 2,308.81428571 JPY","2,004,400.06"
