Date Posted,Activity,Description,Principal Cash
11/09/18,Purchase,"Purchased 89,964.00 Units Of -9,948.19 10,028.03","-19,976.22"
11/13/18,Sale,"Sold 14,070.49 Units Of 14,070.49 -14,070.49",0.00
11/15/18,Sale,"Sold 6,508.65 Units Of 6,508.65 -6,508.65",0.00
11/16/18,Sale,Sold 239.5 Units Of 239.50 -239.50,0.00
11/19/18,Sale,Sold 467.62 Units Of 467.62 -467.62,0.00
11/23/18,Purchase,Purchased 766.5 Units Of -766.50 766.50,0.00
11/26/18,Sale,"Sold 12,703.00 Units Of 112.47 -112.47",224.94
11/26/18,Purchase,"Purchased 7,518.43 Units Of -7,518.43 7,518.43",224.94
11/27/18,Sale,Sold 182.61 Units Of 182.61 -182.61,0.00
11/28/18,Sale,"Sold 4,314.92 Units Of 4,314.92 -4,314.92",0.00
11/30/18,Purchase,"Purchased 2,139 Units Of -2,139.00 2,139.00",0.00
12/03/18,Sale,Sold 781.09 Units Of 781.09 -781.09,0.00
12/04/18,Sale,"Sold 9,333.48 Units Of 9,333.48 -9,333.48",0.00
12/06/18,Sale,"Sold 1,662.49 Units Of 1,662.49 -1,662.49",0.00
12/07/18,Sale,"Sold 21,181.13 Units Of 21,181.13 -21,181.13","-51,491.85"
12/10/18,Sale,"Sold 53,097.00 Units Of 470.80 -470.80","-50,550.25"
12/10/18,Sale,"Sold 38,108.00 Units Of 337.33 -338.14","-50,212.92"
12/11/18,Sale,"Sold 169,370.00 Units Of 1,490.10 -1,490.10","-82,108.21"
12/11/18,Sale,Sold 154.00 Units Of 195.86 -195.86,"-81,716.49"
12/11/18,Sale,"Sold 3,250 Shares Of 41,844.83 -59,329.50","-39,871.66"
12/12/18,Purchase,"Purchased 79,960.07 Units Of -79,960.07 79,960.07","-121,479.28"
12/12/18,Sale,"Sold 5,000 Shares Of 52,292.46 -42,312.43","-69,186.82"
12/12/18,Sale,"Sold 23,000 Shares Of 71,116.73 -80,732.03","1,929.91"
12/13/18,Purchase,"Purchased 1,929.91 Units Of -1,929.91 1,929.91",0.00
12/14/18,Purchase,"Purchased 20,647.44 Units Of -20,647.44 20,647.44",0.00
12/17/18,Sale,"Sold 54,198.00 Units Of 477.35 -477.35","3,037.57"
12/18/18,Sale,"Sold 21,678.92 Units Of 2,395.32 -2,395.32","7,675.30"
12/18/18,Purchase,"Purchased 29,935.22 Units Of -29,935.22 29,935.22","5,145.08"
12/19/18,Purchase,"Purchased 2,749.76 Units Of -2,749.76 2,749.76",0.00
12/20/18,Sale,"Sold 21,472.07 Units Of 21,472.07 -21,472.07","45,885.61"
12/20/18,Purchase,"Purchased 30,000 Shares Of -45,885.61 45,802.05",0.00
12/21/18,Purchase,"Purchased 6,748.54 Units Of -6,748.54 6,748.54","-13,497.08"
12/21/18,Sale,"Sold 13,497.08 Units Of 13,497.08 -13,497.08",0.00
12/24/18,Sale,"Sold 11,213.19 Units Of 11,213.19 -11,213.19",0.00
12/26/18,Sale,"Sold 22,241.87 Units Of 22,241.87 -22,241.87",0.00
12/27/18,Sale,"Sold 64,798.38 Units Of 64,798.38 -64,798.38","64,798.38"
12/27/18,Purchase,"Purchased 1,000 Shares Of -23,277.96 23,277.96","41,520.42"
12/27/18,Purchase,"Purchased 50,000 Shares Of -41,520.42 41,520.42",0.00
12/28/18,Purchase,"Purchased 49,981.19 Units Of -49,981.19 49,981.19",178.50
12/31/18,Purchase,"Purchased 73,818.14 Units Of -73,818.14 73,818.14","-59,909.22"
12/31/18,Sale,"Sold 3,000 Shares Of 59,909.22 -38,264.01",0.00
