Trade_Date,Clean_Name,Ticker,Action,Qty,Price,Currency,FX_Rate_to_USD,Price_USD,Transaction_Value_USD
2018-05-17,Materialise Nv A D R,MTLS,1,500.0,12.61,USD,1.0,12.61,6305.0
2018-05-17,Intrum Justitia Ab,INTRUM.ST,1,200.0,222.4,SEK,0.115007,25.5776,5115.52
2018-05-17,Hsbc Holdings Plc Spons A D R,HSBC,1,150.0,49.605,USD,1.0,49.605,7440.75
2018-05-17,Umicore,UMI.BR,1,120.0,48.6533,EUR,1.181698,57.4935,6899.22
2018-05-17,Raysearch Laboratories Ab,RAY.ST,1,400.0,106.477,SEK,0.115007,12.2456,4898.24
2018-05-17,Amplifon Spa,AMP.MI,1,500.0,16.138,EUR,1.181698,19.0702,9535.1
2018-05-18,Amplifon Spa,AMP.MI,1,500.0,0.85066442,EUR,1.179523,1.0034,501.7
2018-05-18,Advantest Corp Ord(Jp),6857.T,1,400.0,8.6714153,SEK,0.114457,0.9925,397.0
2018-05-22,Shopify Inc A,SHOP,1,40.0,138.38,USD,1.0,138.38,5535.2
2018-05-24,Solaredge Technologies Inc,SEDG,1,150.0,55.8083,USD,1.0,55.8083,8371.25
2018-05-28,Zalando SE,ZAL.DE,1,150.0,45.03,EUR,1.168893,52.6353,7895.3
2018-05-28,Aixtron SE,AIXA.DE,1,700.0,13.4916,EUR,1.168893,15.7702,11039.14
2018-05-28,Air France Klm,AF.PA,1,800.0,7.29000734,EUR,1.168893,8.5212,6816.96
2018-05-28,Jeol Ltd,6951.T,1,1000.0,1185.0,JPY,0.009122,10.8098,10809.8
2018-05-28,Cyberagent Inc Npv,4751.T,1,130.0,5970.0,JPY,0.009122,54.4594,7079.72
2018-05-28,Stroeer SE and Co Kgaa,SAX.DE,1,100.0,58.45,EUR,1.168893,68.3218,6832.18
2018-05-28,Disco Corporation,6146.T,1,50.0,20149.99999959,JPY,0.009122,183.8118,9190.59
2018-05-28,Askul Corp Npv,2678.T,1,300.0,3215.0,JPY,0.009122,29.3278,8798.34
2018-05-28,Slm Solutions Group Ag,AM3D.DE,1,200.0,32.6,EUR,1.168893,38.1059,7621.18
2018-05-28,Advantest Corp Ord(Jp),6857.T,1,400.0,2632.0,JPY,0.009122,24.0096,9603.84
2018-05-28,Ucb Sa,UCB.BR,1,100.0,66.36,EUR,1.168893,77.5678,7756.78
2018-05-28,Umicore,UMI.BR,1,100.0,48.0908,EUR,1.168893,56.213,5621.3
2018-05-28,Schibsted Asa A-Shares,SCHA.OL,1,300.0,231.0717,NOK,0.12265,28.3409,8502.27
2018-05-28,Norwegian Air Shut,NAS.OL,1,100.0,261.0,NOK,0.12265,32.0116,3201.16
2018-05-28,Nordic Semiconductor Asa,NOD.OL,1,1100.0,54.7705,NOK,0.12265,6.7176,7389.36
2018-05-28,Alk Abello A S,ALK-B.CO,1,50.0,1024.76,DKK,0.156927,160.8123,8040.62
2018-05-28,Dustin Group Ab,DUST.ST,1,800.0,79.0765,SEK,0.114485,9.053,7242.4
2018-05-28,Boozt Ab,BOOZT.ST,1,800.0,74.7856,SEK,0.114485,8.5618,6849.44
2018-05-28,Fagerhult Ab,FAG.ST,1,700.0,84.4451,SEK,0.114485,9.6677,6767.39
2018-05-28,Ovs Spa,OVS.MI,1,1000.0,3.29999486,EUR,1.168893,3.8573,3857.3
2018-05-31,Blackberry Ltd,BB,1,1000.0,0.8559098,EUR,1.166725,0.9986,998.6
2018-05-31,Stmicroelectronics N V,STM,1,300.0,23.7733,USD,1.0,23.7733,7131.99
2018-05-31,Pandora A S Sponsored A D R,PNDORA.CO,1,200.0,19.62,USD,1.0,19.62,3924.0
2018-05-31,Sodastream International Ltd,SODA,1,100.0,85.25,USD,1.0,85.25,8525.0
2018-05-31,B H P Billiton Limited A D R,BHP,1,170.0,49.8138,USD,1.0,49.8138,8468.35
2018-05-31,Accesso Technology Group Plc,ACSO.L,1,200.0,25.1,GBP,1.328356,33.3417,6668.34
2018-05-31,Asos Plc,ASC.L,1,100.0,66.14,GBP,1.328356,87.8575,8785.75
2018-05-31,Entertainment One Ltd,ETO.L,1,2000.0,3.02,GBP,1.328356,4.0116,8023.2
2018-05-31,Shopify Inc A,SHOP,1,50.0,147.74,USD,1.0,147.74,7387.0
2018-06-05,Ferrari Nv,RACE,1,40.0,135.8475,USD,1.0,135.8475,5433.9
2018-06-05,Asml Holding Nv Ny Reg Shs,ASML,1,50.0,208.6544,USD,1.0,208.6544,10432.72
2018-06-05,Solaredge Technologies Inc,SEDG,1,100.0,56.2465,USD,1.0,56.2465,5624.65
2018-06-11,Keyence Corp,6861.T,1,10.0,67472.035,JPY,0.009137,616.5039,6165.04
2018-06-11,Fanuc Corporation A D R,FANUY,1,400.0,20.79,USD,1.0,20.79,8316.0
2018-06-11,Nintendo Co Ltd Unspons A D R,NTDOY,1,80.0,47.44,USD,1.0,47.44,3795.2
2018-06-11,Fnac Darty Eur1,FNAC.PA,1,50.0,85.9,EUR,1.178398,101.2244,5061.22
2018-06-11,Basware Oyj Npv,BAS1V.HE,1,100.0,38.8,EUR,1.178398,45.7218,4572.18
2018-06-11,Gw Pharmaceuticals A D R,GWPH,1,50.0,156.82,USD,1.0,156.82,7841.0
2018-06-12,Hsbc Holdings Plc Spons A D R,HSBC,1,200.0,49.465,USD,1.0,49.465,9893.0
2018-06-12,Pandora A S Sponsored A D R,PNDORA.CO,1,250.0,0.86306968,EUR,1.177413,1.0162,254.05
2018-06-12,Aixtron SE,AIXA.DE,1,650.0,12.875,EUR,1.177413,15.1592,9853.48
2018-06-12,Baozun Inc Spon A D R,BZUN,1,150.0,65.3333,USD,1.0,65.3333,9799.99
2018-06-12,Ovs Spa,OVS.MI,1,1500.0,2.8121,EUR,1.177413,3.311,4966.5
2018-06-12,Stroeer SE and Co Kgaa,SAX.DE,1,160.0,55.75,EUR,1.177413,65.6407,10502.51
2018-06-12,Raysearch Laboratories Ab,RAY.ST,1,800.0,113.8036,SEK,0.115433,13.1367,10509.36
2018-06-12,Intrum Justitia Ab,INTRUM.ST,1,400.0,220.8,SEK,0.115433,25.4877,10195.08
2018-06-13,Norwegian Air Shut,NAS.OL,1,160.0,238.9,NOK,0.124246,29.6823,4749.17
2018-06-19,Nintendo Co Ltd Unspons A D R,NTDOY,1,200.0,40.71,USD,1.0,40.71,8142.0
2018-06-19,Thk Co Ltd,6481.T,1,100.0,3289.99999955,JPY,0.00908,29.8716,2987.16
2018-06-20,Thk Co Ltd,6481.T,1,200.0,3325.0,JPY,0.009085,30.2078,6041.56
2018-06-25,G5 Entertainment Ab,G5EN.ST,1,200.0,456.198,SEK,0.112878,51.4946,10298.92
2018-06-25,Fagerhult Ab,FAG.ST,1,1000.0,80.3406,SEK,0.112878,9.0687,9068.7
2018-06-25,Blackberry Ltd,BB,1,600.0,10.0063,USD,1.0,10.0063,6003.78
2018-06-25,Solaredge Technologies Inc,SEDG,1,200.0,48.8375,USD,1.0,48.8375,9767.5
2018-06-27,Ams Ag,AMS.SW,1,150.0,80.12,CHF,1.009387,80.8721,12130.82
2018-06-27,Af Ab B Shs,AF-B.ST,1,660.0,202.0,SEK,0.112647,22.7548,15018.17
2018-06-28,Ams Ag,AMS.SW,1,100.0,73.92,CHF,1.00324,74.1595,7415.95
2018-06-28,Gw Pharmaceuticals A D R,GWPH,1,70.0,0.86257928,EUR,1.156363,0.9975,69.82
2018-06-29,Moncler Spa,MONC.MI,1,250.0,38.65,EUR,1.156297,44.6909,11172.72
2018-07-02,Materialise Nv A D R,MTLS,1,1088.0,12.7139,USD,1.0,12.7139,13832.72
2018-07-02,Nintendo Co Ltd Unspons A D R,NTDOY,1,2000.0,40.3,USD,1.0,40.3,80600.0
2018-07-02,Solaredge Technologies Inc,SEDG,1,1800.0,50.3444,USD,1.0,50.3444,90619.92
2018-07-02,Baozun Inc Spon A D R,BZUN,1,1800.0,55.8838,USD,1.0,55.8838,100590.84
2018-07-02,B H P Billiton Limited A D R,BHP,1,1320.0,48.5577,USD,1.0,48.5577,64096.16
2018-07-02,Hsbc Holdings Plc Spons A D R,HSBC,1,2400.0,46.449,USD,1.0,46.449,111477.6
2018-07-02,Sodastream International Ltd,SODA,1,880.0,85.1041,USD,1.0,85.1041,74891.61
2018-07-02,Direxion Daily Gold Miners Bear Etf,JDST,1,8000.0,24.7274,USD,1.0,24.7274,197819.2
2018-07-02,Gw Pharmaceuticals A D R,GWPH,1,800.0,140.2646,USD,1.0,140.2646,112211.68
2018-07-02,Ferrari Nv,RACE,1,480.0,134.4974,USD,1.0,134.4974,64558.75
2018-07-02,Asml Holding Nv Ny Reg Shs,ASML,1,440.0,194.4914,USD,1.0,194.4914,85576.22
2018-07-02,Ev Tax Adv Global Div Opps Etf,EYLD,1,3618.0,24.3348,USD,1.0,24.3348,88043.31
2018-07-02,Ameriprise Finl Inc,AMP,1,4000.0,140.9079,USD,1.0,140.9079,563631.6
2018-07-02,Enerplus Corp,ERF,1,120.0,12.2517,USD,1.0,12.2517,1470.2
2018-07-02,Pandora A S Sponsored A D R,PNDORA.CO,1,2600.0,17.25,USD,1.0,17.25,44850.0
2018-07-02,Brunswick Corp,BC,1,1600.0,66.4709,USD,1.0,66.4709,106353.44
2018-07-02,Shopify Inc A,SHOP,1,840.0,148.3669,USD,1.0,148.3669,124628.2
2018-07-02,Stmicroelectronics N V,STM,1,2800.0,22.0441,USD,1.0,22.0441,61723.48
2018-07-02,Ardmore Shipping Corp,ASC,1,1000.0,8.205,USD,1.0,8.205,8205.0
2018-07-02,Nokia Corp Spon A D R,NOK,1,10400.0,5.6503,USD,1.0,5.6503,58763.12
2018-07-02,Blackberry Ltd,BB,1,12000.0,9.8922,USD,1.0,9.8922,118706.4
2018-07-02,Schwab US Small Cap Etf,SCHA,1,2800.0,73.7009,USD,1.0,73.7009,206362.52
2018-07-02,Keyence Corp,6861.T,1,120.0,553.97,JPY,0.009033,5.0038,600.46
2018-07-02,Fanuc Corporation A D R,FANUY,1,4000.0,19.5,USD,1.0,19.5,78000.0
2018-07-03,Materialise Nv A D R,MTLS,1,2912.0,12.7556,USD,1.0,12.7556,37144.31
2018-07-03,Advantest Corp Ord(Jp),6857.T,1,3200.0,2261.34707931,JPY,0.009019,20.3962,65267.84
2018-07-03,Thk Co Ltd,6481.T,1,1200.0,3240.49703573,JPY,0.009019,29.2276,35073.12
2018-07-03,Jeol Ltd,6951.T,1,8000.0,1148.05122066,JPY,0.009019,10.3548,82838.4
2018-07-03,Askul Corp Npv,2678.T,1,2400.0,3511.78886086,JPY,0.009019,31.6745,76018.8
2018-07-03,Cyberagent Inc Npv,4751.T,1,1600.0,6561.00702762,JPY,0.009019,59.1769,94683.04
2018-07-03,Direxion Daily Gold Miners Bear Etf,JDST,-1 ,8000.0,23.5986,USD,1.0,23.5986,188788.8
2018-07-03,Ameriprise Finl Inc,AMP,-1 ,4000.0,141.0039,USD,1.0,141.0039,564015.6
2018-07-03,Schwab US Small Cap Etf,SCHA,-1 ,2800.0,74.2689,USD,1.0,74.2689,207952.92
2018-07-03,Brunswick Corp,BC,-1 ,1600.0,66.8438,USD,1.0,66.8438,106950.08
2018-07-03,Ardmore Shipping Corp,ASC,-1 ,1000.0,8.3675,USD,1.0,8.3675,8367.5
2018-07-03,Enerplus Corp,ERF,-1 ,120.0,12.8,USD,1.0,12.8,1536.0
2018-07-03,Disco Corporation,6146.T,1,440.0,18696.50558667,JPY,0.009019,168.633,74198.52
2018-07-03,Ev Tax Adv Global Div Opps Etf,EYLD,-1 ,3618.0,24.3694,USD,1.0,24.3694,88168.49
2018-07-03,Alk Abello A S,ALK-B.CO,1,440.0,1067.88066585,DKK,0.15626,166.8668,73421.39
2018-07-03,Norwegian Air Shut,NAS.OL,1,1840.0,245.41876113,NOK,0.122447,30.0507,55293.29
2018-07-03,Fagerhult Ab,FAG.ST,1,10000.0,79.11901819,SEK,0.111592,8.8291,88291.0
2018-07-03,Af Ab B Shs,AF-B.ST,1,2640.0,203.67417889,SEK,0.111592,22.7285,60003.24
2018-07-03,Boozt Ab,BOOZT.ST,1,8000.0,72.33946333,SEK,0.111592,8.0725,64580.0
2018-07-03,Dustin Group Ab,DUST.ST,1,8000.0,81.41813261,SEK,0.111592,9.0856,72684.8
2018-07-03,G5 Entertainment Ab,G5EN.ST,1,1600.0,452.71712064,SEK,0.111592,50.5198,80831.68
2018-07-03,Intrum Justitia Ab,INTRUM.ST,1,3200.0,206.17213884,SEK,0.111592,23.0072,73623.04
2018-07-03,Schibsted Asa A-Shares,SCHA.OL,1,2800.0,245.65654637,NOK,0.122447,30.0799,84223.72
2018-07-03,Asos Plc,ASC.L,1,1000.0,63.10677801,GBP,1.314406,82.9479,82947.9
2018-07-03,Entertainment One Ltd,ETO.L,1,16000.0,3.61397348,GBP,1.314406,4.7502,76003.2
2018-07-03,Ocado Group Plc,OCDO.L,1,4800.0,10.48937163,GBP,1.314406,13.7873,66179.04
2018-07-03,Accesso Technology Group Plc,ACSO.L,1,1600.0,24.10588006,GBP,1.314406,31.6849,50695.84
2018-07-03,Air France Klm,AF.PA,1,8000.0,6.99108974,EUR,1.164212,8.1391,65112.8
2018-07-03,Fnac Darty Eur1,FNAC.PA,1,640.0,81.11328593,EUR,1.164212,94.4331,60437.18
2018-07-03,Raysearch Laboratories Ab,RAY.ST,1,6400.0,103.83205063,SEK,0.111592,11.5869,74156.16
2018-07-03,Slm Solutions Group Ag,AM3D.DE,1,1600.0,32.2758809,EUR,1.164212,37.576,60121.6
2018-07-03,Stroeer SE and Co Kgaa,SAX.DE,1,1560.0,51.8912463,EUR,1.164212,60.4124,94243.34
2018-07-03,Zalando SE,ZAL.DE,1,1240.0,49.34001283,EUR,1.164212,57.4422,71228.33
2018-07-03,Amplifon Spa,AMP.MI,1,4000.0,17.98530619,EUR,1.164212,20.9387,83754.8
2018-07-03,Brunello Cucinelli Spa,BC.MI,1,1600.0,38.1637313,EUR,1.164212,44.4307,71089.12
2018-07-03,Moncler Spa,MONC.MI,1,1000.0,39.52354836,EUR,1.164212,46.0138,46013.8
2018-07-03,Ovs Spa,OVS.MI,1,14800.0,2.80218009,EUR,1.164212,3.2623,48282.04
2018-07-03,Ams Ag,AMS.SW,1,1600.0,73.57560133,CHF,1.006745,74.0719,118515.04
2018-07-03,Basware Oyj Npv,BAS1V.HE,1,1600.0,36.59634698,EUR,1.164212,42.6059,68169.44
2018-07-03,Biocartis Nv,BCART.BR,1,4000.0,12.37200879,EUR,1.164212,14.4036,57614.4
2018-07-03,Ucb Sa,UCB.BR,1,1000.0,67.4946363,EUR,1.164212,78.5781,78578.1
2018-07-03,Umicore,UMI.BR,1,1360.0,49.82817034,EUR,1.164212,58.0106,78894.42
2018-07-03,Nordic Semiconductor Asa,NOD.OL,1,10000.0,52.90197928,NOK,0.122447,6.4777,64777.0
2018-07-03,Aixtron SE,AIXA.DE,1,5400.0,11.00697224,EUR,1.164212,12.8145,69198.3
2018-07-13,Interroll Holding Ag,INRN.SW,1,40.0,1719.1,CHF,0.997307,1714.471,68578.84
2018-07-19,Line Corp A D R,LN,1,1000.0,45.295,USD,1.0,45.295,45295.0
2018-07-19,Blackberry Ltd,BB,1,5000.0,10.3591,USD,1.0,10.3591,51795.5
2018-08-07,Rakuten Inc A D R,RKUNY,1,10000.0,7.454,USD,1.0,7.454,74540.0
2018-08-07,Intrum Justitia Ab,INTRUM.ST,-1 ,4000.0,234.1069,SEK,0.111912,26.1993,104797.2
2018-08-14,Line Corp A D R,LN,1,500.0,42.08,USD,1.0,42.08,21040.0
2018-08-21,Biocartis Nv,BCART.BR,1,2000.0,11.98,EUR,1.149135,13.7666,27533.2
2018-08-21,Basware Oyj Npv,BAS1V.HE,1,1000.0,30.5649,EUR,1.149135,35.1232,35123.2
2018-08-21,Nokia Corp Spon A D R,NOK,1,10000.0,5.3289,USD,1.0,5.3289,53289.0
2018-08-23,Sodastream International Ltd,SODA,-1 ,1100.0,141.9871,USD,1.0,141.9871,156185.81
2018-08-24,Solaredge Technologies Inc,SEDG,1,1000.0,47.6775,USD,1.0,47.6775,47677.5
2018-08-30,Nokia Corp Spon A D R,NOK,1,7000.0,5.6208,USD,1.0,5.6208,39345.6
2018-08-31,Adyen Bv,ADYEN.AS,1,100.0,603.6,EUR,1.166466,704.0791,70407.91
2018-09-12,Asml Holding Nv Ny Reg Shs,ASML,1,250.0,174.322,USD,1.0,174.322,43580.5
2018-09-13,Adyen Bv,ADYEN.AS,-1 ,140.0,656.60430303,EUR,1.162926,763.5822,106901.51
2018-09-13,Adyen Bv,ADYEN.AS,1,180.0,644.83897615,EUR,1.162926,749.9,134982.0
2018-09-21,Hsbc Holdings Plc Spons A D R,HSBC,-1 ,1500.0,44.8333,USD,1.0,44.8333,67249.95
2018-09-25,Aixtron SE,AIXA.DE,-1 ,6750.0,10.1002,EUR,1.175295,11.8707,80127.22
2018-09-28,Capital Counties Properties Plc,CAPC.L,1,23000.0,2.6614,GBP,1.307873,3.4808,80058.4
2018-09-28,First Derivatives Plc,FDP.L,1,1500.0,41.1531,GBP,1.307873,53.823,80734.5
2018-10-01,Hsbc Holdings Plc Spons A D R,HSBC,-1 ,0.4389,,USD,1.0,,
2018-10-01,Boozt Ab,BOOZT.ST,1,5000.0,75.7299,SEK,0.112501,8.5197,42598.5
2018-10-01,Interroll Holding Ag,INRN.SW,1,30.0,1945.6,CHF,1.01916,1982.8782,59486.35
2018-10-04,First Derivatives Plc,FDP.L,1,500.0,37.8,GBP,1.294063,48.9156,24457.8
2018-10-09,Ocado Group Plc,OCDO.L,1,5000.0,7.76020015,GBP,1.309312,10.1605,50802.5
2018-10-11,Ferrari Nv,RACE,1,400.0,116.56,USD,1.0,116.56,46624.0
2018-10-17,Basware Oyj Npv,BAS1V.HE,1,1000.0,27.1,EUR,1.157528,31.369,31369.0
2018-10-29,Ds Smith Plc,SMDS.L,1,10000.0,3.80219949,GBP,1.283104,4.8786,48786.0
2018-10-31,Taiwan Semiconductor A D R,TSM,1,1500.0,38.637,USD,1.0,38.637,57955.5
2018-11-01,Baozun Inc Spon A D R,BZUN,1,750.0,42.0933,USD,1.0,42.0933,31569.98
2018-11-06,G5 Entertainment Ab,G5EN.ST,-1 ,2000.0,216.4,SEK,0.110456,23.9026,47805.2
2018-11-09,Dustin Group Ab,DUST.ST,1,1428.0,63.0,SEK,0.11089,6.986,9976.01
2018-12-07,Pandora A S Sponsored A D R,PNDORA.CO,-1 ,3250.0,12.8855,USD,1.0,12.8855,41877.88
2018-12-10,Air France Klm,AF.PA,-1 ,5000.0,9.1705,EUR,1.140095,10.4552,52276.0
2018-12-10,Capital Counties Properties Plc,CAPC.L,-1 ,23000.0,2.44919982,GBP,1.272103,3.1156,71658.8
2018-12-18,Zoo Digital Group,ZOO.L,1,30000.0,1.21,GBP,1.261575,1.5265,45795.0
2018-12-21,Ams Ag,AMS.SW,1,1000.0,23.11277222,CHF,1.013171,23.4172,23417.2
2018-12-21,Iqe Plc,IQE.L,1,50000.0,0.65695328,GBP,1.266978,0.8323,41615.0
2018-12-27,Materialise Nv A D R,MTLS,-1 ,3000.0,55.1,USD,1.0,55.1,165300.0
2019-01-09,Lvmh Moet Hennessy Vuitton SE,MC.PA,1,250.0,266.19850916,EUR,1.145607,304.9588,76239.7
2019-01-17,Fnac Darty Eur1,FNAC.PA,-1 ,800.0,61.6999978,EUR,1.139809,70.3262,56260.96
2019-01-17,Ds Smith Plc,SMDS.L,1,5000.0,3.29400053,GBP,1.288577,4.2446,21223.0
2019-01-17,Orpea,ORP.PA,1,500.0,87.49978321,EUR,1.139809,99.733,49866.5
2019-02-14,Pva Tepla Ag,TPE.DE,1,4000.0,11.25,EUR,1.126494,12.6731,50692.4
2019-02-21,Ferrari Nv,RACE,-1 ,400.0,125.8825,USD,1.0,125.8825,50353.0
2019-02-22,Basware Oyj Npv,BAS1V.HE,-1 ,2000.0,37.7397,EUR,1.134301,42.8082,85616.4
2019-02-25,Fancl Corp,4921.T,1,2000.0,2556.0,JPY,0.009028,23.0744,46148.8
2019-02-27,Line Corp A D R,LN,1,1000.0,37.9905,USD,1.0,37.9905,37990.5
2019-03-05,Monotaro Co Ltd First Section,3064.T,1,2500.0,2653.0,JPY,0.008946,23.7348,59337.0
2019-03-06,Asml Holding Nv Ny Reg Shs,ASML,-1 ,200.0,181.9892,USD,1.0,181.9892,36397.84
2019-03-07,Comture Corp,3844.T,1,1500.0,3400.0,JPY,0.008959,30.4597,45689.55
2019-03-07,Uuum Inc,3990.T,1,1000.0,5530.0,JPY,0.008959,49.5418,49541.8
2019-03-07,Nidec Corp,6594.T,1,400.0,13460.00000007,JPY,0.008959,120.5845,48233.8
2019-03-07,Stroeer SE and Co Kgaa,SAX.DE,-1 ,950.0,51.8032,EUR,1.131401,58.6102,55679.69
2019-03-07,Ocado Group Plc,OCDO.L,-1 ,5000.0,10.3626,GBP,1.318218,13.6602,68301.0
2019-03-13,Norwegian Air Shut,NAS.OL,1,4600.0,33.0,NOK,0.115803,3.8215,17578.9
2019-03-13,Dustin Group Ab,DUST.ST,-1 ,5428.0,111.55,JPY,0.008984,1.0022,5439.94
2019-03-20,Learning Technologies Group,LTG.L,1,50000.0,0.7582,GBP,1.32714,1.0062,50310.0
2019-03-22,Blackberry Ltd,BB,1,5000.0,9.0762,USD,1.0,9.0762,45381.0
2019-03-28,Asml Holding Nv Ny Reg Shs,ASML,-1 ,10.0,183.46,USD,1.0,183.46,1834.6
2019-03-28,Hsbc Holdings Plc Spons A D R,HSBC,-1 ,1533.0,40.3667,USD,1.0,40.3667,61882.15
2019-04-03,Ferrari Nv,RACE,-1 ,300.0,136.045,USD,1.0,136.045,40813.5
2019-04-05,Air France Klm,AF.PA,-1 ,5000.0,10.7806,EUR,1.122586,12.1022,60511.0
2019-04-05,Ferrari Nv,RACE,-1 ,300.0,137.0526,USD,1.0,137.0526,41115.78
2019-04-11,Capgemini,CAP.PA,1,500.0,110.5372,EUR,1.12765,124.6473,62323.65
2019-04-11,Lasertec Corp,6920.T,1,1000.0,5067.0,JPY,0.00901,45.6548,45654.8
2019-04-12,Af Poyry Ab Bta,AF-B.ST,1,1100.0,99.0,SEK,0.107732,10.6655,11732.05
2019-04-25,Adevinta Asa A,ADE.OL,1,3000.0,86.9792,NOK,0.115741,10.067,30201.0
2019-04-25,Zoo Digital Group,ZOO.L,1,30000.0,0.5075,GBP,1.290489,0.6549,19647.0
2019-04-25,Zoo Digital Group,ZOO.L,1,30000.0,0.89543,EUR,1.115349,0.9987,29961.0
2019-04-26,Baozun Inc Spon A D R,BZUN,1,1500.0,0.76811,GBP,1.289607,0.9906,1485.9
2019-04-26,Capgemini,CAP.PA,1,500.0,109.0486,EUR,1.113685,121.4458,60722.9
2019-04-26,Moncler Spa,MONC.MI,1,1000.0,36.293,EUR,1.113685,40.419,40419.0
2019-04-29,Mediawan Sa,MDW.PA,1,4500.0,12.1705,EUR,1.115026,13.5704,61066.8
2019-05-03,Basware Oyj Npv,BAS1V.HE,1,2000.0,9.58235,SEK,0.104418,1.0006,2001.2
2019-05-09,Materialise Nv A D R,MTLS,1,2000.0,8.762354,NOK,0.11414,1.0001,2000.2
2019-05-15,Ut Group Co Ltd,2146.T,1,2000.0,2815.0,JPY,0.009118,25.6677,51335.4
2019-05-22,Fagerhult Ab,FAG.ST,1,5000.0,44.0,SEK,0.103519,4.5548,22774.0
2019-05-22,Lvmh Moet Hennessy Vuitton SE,MC.PA,-1 ,250.0,335.9243,EUR,1.116857,375.1793,93794.82
2019-05-24,Quantel,LBIRD.PA,1,3000.0,16.9283,EUR,1.118456,18.9336,56800.8
2019-05-28,Shopify Inc A,SHOP,-1 ,250.0,285.17,USD,1.0,285.17,71292.5
2019-05-30,Frontier Developments Plc,FDEV.L,1,2471.0,108.49,JPY,0.009129,0.9904,2447.28
2019-05-31,Frontier Developments Plc,FDEV.L,1,743.0,10.7214,GBP,1.26097,13.5194,10044.91
2019-06-04,Blackberry Ltd,BB,1,5000.0,8.0251,USD,1.0,8.0251,40125.5
2019-06-05,Frontier Developments Plc,FDEV.L,1,1000.0,10.8683,GBP,1.270277,13.8057,13805.7
2019-06-05,Asos Plc,ASC.L,1,750.0,33.6957,GBP,1.270277,42.8029,32102.18
2019-06-05,Iqe Plc,IQE.L,1,20000.0,0.7596,GBP,1.270277,0.9649,19298.0
2019-06-05,Shopify Inc A,SHOP,-1 ,200.0,0.882483,EUR,1.125404,0.9931,198.62
2019-06-12,Lasertec Corp,6920.T,1,1000.0,4010.0,JPY,0.009219,36.9674,36967.4
2019-06-12,Ut Group Co Ltd,2146.T,1,1000.0,2449.1,JPY,0.009219,22.5778,22577.8
2019-06-12,Thk Co Ltd,6481.T,1,1000.0,2427.0,JPY,0.009219,22.374,22374.0
2019-06-12,Uuum Inc,3990.T,1,1000.0,4150.0,JPY,0.009219,38.258,38258.0
2019-06-13,Orpea,ORP.PA,1,500.0,103.404,EUR,1.129561,116.8011,58400.55
2019-06-13,Ds Smith Plc,SMDS.L,1,10000.0,108.8,JPY,0.009218,1.0029,10029.0
2019-06-24,Taiwan Semiconductor A D R,TSM,1,1500.0,39.9763,USD,1.0,39.9763,59964.45
2019-06-24,Stmicroelectronics N V,STM,1,2000.0,17.0335,USD,1.0,17.0335,34067.0
2019-06-24,Shopify Inc A,SHOP,-1 ,300.0,107.86,JPY,0.009319,1.0051,301.53
2019-06-25,Learning Technologies Group,LTG.L,1,50000.0,0.9258,GBP,1.273966,1.1794,58970.0
2019-06-25,Learning Technologies Group,LTG.L,1,50000.0,0.9258,GBP,1.273966,1.1794,58970.0
2019-06-25,Umicore,UMI.BR,1,1300.0,26.7,EUR,1.14003,30.4388,39570.44
2019-06-25,Umicore,UMI.BR,1,1300.0,26.7,EUR,1.14003,30.4388,39570.44
2019-06-25,Fancl Corp,4921.T,1,1000.0,2863.0,JPY,0.009317,26.6755,26675.5
2019-06-25,Learning Technologies Group,LTG.L,1,50000.0,0.92580008,GBP,1.273966,1.1794,58970.0
2019-06-25,Iqe Plc,IQE.L,1,30000.0,0.5501,GBP,1.273966,0.7008,21024.0
2019-06-25,Monotaro Co Ltd First Section,3064.T,1,2000.0,2599.0,JPY,0.009317,24.2157,48431.4
2019-06-25,Learning Technologies Group,LTG.L,1,50000.0,0.9258,GBP,1.273966,1.1794,58970.0
2019-06-25,Iqe Plc,IQE.L,1,30000.0,0.5501,GBP,1.273966,0.7008,21024.0
2019-06-25,Frontier Developments Plc,FDEV.L,1,2000.0,10.6434,GBP,1.273966,13.5593,27118.6
2019-06-25,Dustin Group Ab,DUST.ST,1,3000.0,86.8842,SEK,0.107798,9.366,28098.0
2019-06-25,Umicore,UMI.BR,1,1300.0,26.7,EUR,1.14003,30.4388,39570.44
2019-06-25,Ams Ag,AMS.SW,1,1000.0,32.3077,CHF,1.029018,33.2452,33245.2
2019-06-25,Nordic Semiconductor Asa,NOD.OL,1,6000.0,35.71879998,NOK,0.117928,4.2122,25273.2
2019-06-25,Frontier Developments Plc,FDEV.L,1,2000.0,10.6434,GBP,1.273966,13.5593,27118.6
2019-06-28,Pva Tepla Ag,TPE.DE,1,3000.0,13.4217,EUR,1.137294,15.2644,45793.2
2019-06-28,Asos Plc,ASC.L,1,2000.0,25.7326,GBP,1.267748,32.6225,65245.0
2019-06-28,Slm Solutions Group Ag,AM3D.DE,1,2000.0,12.5741,EUR,1.137294,14.3005,28601.0
2019-07-01,Aston Martin Lagonda Global,AML.L,1,6000.0,10.34559894,GBP,1.269454,13.1333,78799.8
2019-07-01,Asos Plc,ASC.L,1,2000.0,25.74460277,GBP,1.269454,32.6816,65363.2
2019-07-01,Entertainment One Ltd,ETO.L,1,10000.0,3.9962,GBP,1.269454,5.073,50730.0
