Trade_Date,Clean_Name,Ticker,Action,Qty,Price,Currency,FX_Rate_to_USD,Price_USD,Transaction_Value_USD
2019-07-01,Biocartis Nv,BCART.BR,1,3000.0,10.4434,EUR,1.136493,11.8688,35606.4
2019-07-01,Iqe Plc,IQE.L,1,50000.0,0.65800013,GBP,1.269454,0.8353,41765.0
2019-07-01,Stroeer SE and Co Kgaa,SAX.DE,1,500.0,65.2629,EUR,1.136493,74.1708,37085.4
2019-07-01,Boozt Ab,BOOZT.ST,1,5000.0,51.0311,SEK,0.107638,5.4929,27464.5
2019-07-09,Raysearch Laboratories Ab,RAY.ST,1,2000.0,130.4931,SEK,0.105726,13.7965,27593.0
2019-07-12,Baozun Inc Spon A D R,BZUN,-1 ,4500.0,53.1098,USD,1.0,53.1098,238994.1
2019-07-17,Comture Corp,3844.T,1,1000.0,4073.5,JPY,0.009242,37.6475,37647.5
2019-07-17,Uuum Inc,3990.T,1,2000.0,4820.0,JPY,0.009242,44.5467,89093.4
2019-07-22,Taiwan Semiconductor A D R,TSM,1,1000.0,44.45,USD,1.0,44.45,44450.0
2019-07-23,Vitec Software Group Ab B Sh,VITB.ST,1,5000.0,129.4736,SEK,0.106229,13.7539,68769.5
2019-07-23,Stmicroelectronics N V,STM,1,4500.0,19.0022,USD,1.0,19.0022,85509.9
2019-07-25,Aston Martin Lagonda Global,AML.L,1,2000.0,6.5196,GBP,1.248595,8.1403,16280.6
2019-08-08,Tobii Ab,TOBII.ST,1,24000.0,42.4079,SEK,0.103882,4.4054,105729.6
2019-08-12,Zalando SE,ZAL.DE,1,1000.0,42.15,EUR,1.12085,47.2438,47243.8
2019-08-12,Ocado Group Plc,OCDO.L,1,4000.0,11.9296,GBP,1.202198,14.3417,57366.8
2019-08-12,Ds Smith Plc,SMDS.L,1,10000.0,3.2729,GBP,1.202198,3.9347,39347.0
2019-08-12,First Derivatives Plc,FDP.L,1,1000.0,26.4299,GBP,1.202198,31.774,31774.0
2019-08-12,Frontier Developments Plc,FDEV.L,1,3000.0,9.1667,GBP,1.202198,11.0202,33060.6
2019-08-12,Zalando SE,ZAL.DE,1,1000.0,42.15,EUR,1.12085,47.2438,47243.8
2019-08-12,Ocado Group Plc,OCDO.L,1,4000.0,11.92960189,GBP,1.202198,14.3417,57366.8
2019-08-12,Quantel,LBIRD.PA,1,3000.0,15.6572,EUR,1.12085,17.5494,52648.2
2019-08-12,Frontier Developments Plc,FDEV.L,1,3000.0,9.1667,GBP,1.202198,11.0202,33060.6
2019-08-12,First Derivatives Plc,FDP.L,1,1000.0,26.4299,GBP,1.202198,31.774,31774.0
2019-08-12,Ds Smith Plc,SMDS.L,1,10000.0,3.2729,GBP,1.202198,3.9347,39347.0
2019-08-12,Quantel,LBIRD.PA,1,3000.0,15.6572,EUR,1.12085,17.5494,52648.2
2019-08-12,Dustin Group Ab,DUST.ST,1,5000.0,80.66000002,SEK,0.104827,8.4554,42277.0
2019-08-13,Ut Group Co Ltd,2146.T,-1 ,3000.0,1829.0,JPY,0.009491,17.3599,52079.7
2019-08-13,Nidec Corp,6594.T,1,400.0,13625.0,JPY,0.009491,129.321,51728.4
2019-08-13,Cyberagent Inc Npv,4751.T,1,1000.0,4430.0,JPY,0.009491,42.0471,42047.1
2019-08-13,Comture Corp,3844.T,1,1500.0,3985.0,JPY,0.009491,37.8234,56735.1
2019-08-13,Rakuten Inc,4755.T,1,5000.0,1038.0,JPY,0.009491,9.8521,49260.5
2019-08-15,Orpea,ORP.PA,1,500.0,106.65241028,EUR,1.11433,118.846,59423.0
2019-08-15,Raysearch Laboratories Ab,RAY.ST,1,5000.0,127.05,SEK,0.103913,13.2021,66010.5
2019-08-15,Line Corp A D R,LN,1,1500.0,32.0417,USD,1.0,32.0417,48062.55
2019-08-15,Materialise Nv A D R,MTLS,1,2000.0,17.6994,USD,1.0,17.6994,35398.8
2019-08-20,Disco Corporation,6146.T,1,400.0,19260.0,JPY,0.009383,180.7195,72287.8
2019-08-20,Fancl Corp,4921.T,1,2000.0,2480.0,JPY,0.009383,23.2702,46540.4
2019-08-20,Adevinta Asa B,ADE.OL,1,4500.0,106.1987,NOK,0.111356,11.8259,53216.55
2019-08-20,Moncler Spa,MONC.MI,1,1750.0,34.55,EUR,1.108316,38.2923,67011.52
2019-08-21,Zoo Digital Group,ZOO.L,1,10000.0,0.75,GBP,1.216234,0.9122,9122.0
2019-08-21,Vitec Software Group Ab B Sh,VITB.ST,1,5000.0,131.2004,SEK,0.103256,13.5472,67736.0
2019-08-21,Zalando SE,ZAL.DE,1,1500.0,42.1513,EUR,1.109779,46.7786,70167.9
2019-08-22,Ion Beam Applications,IBAB.BR,1,6000.0,0.901072,EUR,1.109078,0.9994,5996.4
2019-08-22,Zoo Digital Group,ZOO.L,1,40000.0,0.75,GBP,1.213224,0.9099,36396.0
2019-08-23,Entertainment One Ltd,ETO.L,-1 ,20000.0,5.995,GBP,1.22519,7.345,146900.0
2019-08-27,Biocartis Nv,BCART.BR,1,8000.0,106.66,JPY,0.009436,1.0064,8051.2
2019-08-30,Slm Solutions Group Ag,AM3D.DE,1,4000.0,13.3895,EUR,1.106195,14.8114,59245.6
2019-09-03,Adyen Bv,ADYEN.AS,1,120.0,650.0,EUR,1.096852,712.9538,85554.46
2019-09-04,Frontier Developments Plc,FDEV.L,1,5000.0,106.9,JPY,0.009446,1.0098,5049.0
2019-09-05,Infineon Technologies A G,IFX.DE,1,6000.0,107.25,JPY,0.009405,1.0087,6052.2
2019-09-13,Keyence Corp,6861.T,1,100.0,67140.00000015,JPY,0.009244,620.6552,62065.52
2019-09-13,Lasertec Corp,6920.T,1,1000.0,6500.0,JPY,0.009244,60.0873,60087.3
2019-09-18,Nordic Semiconductor Asa,NOD.OL,1,18500.0,0.911326,EUR,1.107469,1.0093,18672.05
2019-09-23,Ovs Spa,OVS.MI,-1 ,18500.0,1.6718,EUR,1.101904,1.8422,34080.7
2019-09-27,Basware Oyj Npv,BAS1V.HE,1,3000.0,22.525,EUR,1.092275,24.6035,73810.5
2019-09-27,Quantel,LBIRD.PA,1,5000.0,14.5351,EUR,1.092275,15.8763,79381.5
2019-10-04,Mediawan Sa,MDW.PA,1,4500.0,10.091,EUR,1.097538,11.0753,49838.85
2019-10-04,Gw Pharmaceuticals A D R,GWPH,1,500.0,116.924,USD,1.0,116.924,58462.0
2019-10-04,B H P Billiton Limited A D R,BHP,1,1000.0,47.8348,USD,1.0,47.8348,47834.8
2019-10-16,Mediawan Sa,MDW.PA,1,2202.0,9.3137,EUR,1.103473,10.2774,22630.83
2019-10-17,Mediawan Sa,MDW.PA,1,3991.0,9.3043,EUR,1.107493,10.3044,41124.86
2019-10-18,Mediawan Sa,MDW.PA,1,1042.0,9.33909789,EUR,1.112718,10.3918,10828.26
2019-10-21,Mediawan Sa,MDW.PA,1,3765.0,9.3362,EUR,1.115573,10.4152,39213.23
2019-10-28,Baozun Inc Spon A D R,BZUN,1,4000.0,44.5892,USD,1.0,44.5892,178356.8
2019-10-28,Learning Technologies Group,LTG.L,1,50000.0,1.0721,GBP,1.283203,1.3757,68785.0
2019-10-28,Basware Oyj Npv,BAS1V.HE,1,2000.0,21.0,EUR,1.108426,23.277,46554.0
2019-10-28,Ion Beam Applications,IBAB.BR,1,4000.0,14.0353,EUR,1.108426,15.5571,62228.4
2019-10-29,Nidec Corp,6594.T,1,600.0,0.77375,GBP,1.285744,0.9948,596.88
2019-11-01,Fevertree Drinks Plc,FEVR.L,1,5000.0,108.75,JPY,0.00926,1.007,5035.0
2019-11-06,Gw Pharmaceuticals A D R,GWPH,1,500.0,111.802,USD,1.0,111.802,55901.0
2019-11-06,Accesso Technology Group Plc,ACSO.L,-1 ,2000.0,5.55,GBP,1.288062,7.1487,14297.4
2019-11-06,Norwegian Air Shut,NAS.OL,-1 ,6900.0,40.9672,NOK,0.109023,4.4664,30818.16
2019-11-06,Brunello Cucinelli Spa,BC.MI,-1 ,2000.0,28.8059,EUR,1.10742,31.9002,63800.4
2019-11-11,Wirecard Ag,WDI.DE,1,1000.0,116.95,EUR,1.102244,128.9075,128907.5
2019-11-13,Capital Counties Properties Plc,CAPC.L,1,50000.0,2.51340012,GBP,1.285215,3.2303,161515.0
2019-11-15,Tobii Ab,TOBII.ST,1,21000.0,38.2618,SEK,0.10333,3.9536,83025.6
2019-11-22,Adevinta Asa B,ADE.OL,1,80.0,1.0,NOK,0.109403,0.1094,8.75
2019-11-22,Nintendo Co Ltd Unspons A D R,NTDOY,-1 ,2500.0,47.6595,USD,1.0,47.6595,119148.75
2019-11-25,Dustin Group Ab,DUST.ST,1,7000.0,77.7378,SEK,0.103894,8.0765,56535.5
2019-11-25,Ucb Sa,UCB.BR,1,750.0,74.2204,EUR,1.102256,81.8099,61357.42
2019-11-25,Adevinta Asa B,ADE.OL,1,5000.0,99.2527,NOK,0.10921,10.8394,54197.0
2019-11-25,Nokia Corp Spon A D R,NOK,-1 ,30000.0,3.4708,USD,1.0,3.4708,104124.0
2019-11-26,Yahoo Japan Corporation,4689.T,1,60000.0,109.55,JPY,0.009175,1.0051,60306.0
2019-11-29,Pva Tepla Ag,TPE.DE,1,7000.0,15.4479,EUR,1.101176,17.0109,119076.3
2019-12-04,Future Plc,FUTR.L,1,8000.0,13.40150057,GBP,1.299782,17.419,139352.0
2019-12-05,Stroeer SE and Co Kgaa,SAX.DE,1,1000.0,9.402693,SEK,0.105266,0.9898,989.8
2019-12-10,Future Plc,FUTR.L,1,6000.0,13.7837,GBP,1.314579,18.1198,108718.8
2019-12-10,Learning Technologies Group,LTG.L,1,50000.0,1.1459,GBP,1.314579,1.5064,75320.0
