Date Posted,Activity,Description,Principal Cash
04/29/19,Purchase,"Purchased 30,000 Shares Of -19,644.04 19,735.90 Zoo Digital Group Net Cost 19,644.04 USD Trade Date 4/25/19 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 9.81 USD Brokerage Paid 1.30 USD Misc Fee1 Book Value 15,233.61 GBP Traded At 0.77548254 GBP To 1 USD Valued At 0.771873 GBP For 19,735.90 USD 30,000 Shares At 0.5075 GBP 16664 00- -A -UC-UZ -001-04","21,204.74"
04/29/19,Purchase,"Purchased 30,000 Shares Of -19,644.04 19,735.90 Zoo Digital Group Net Cost 19,644.04 USD Trade Date 4/25/19 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 9.81 USD Brokerage Paid 1.30 USD Misc Fee1 Book Value 15,233.61 GBP Traded At 0.77548254 GBP To 1 USD Valued At 0.771873 GBP For 19,735.90 USD 30,000 Shares At 0.5075 GBP 700.00 Euro 99999EUR3 Ucb Sa 1.21 EUR/Share On 1,250 Shares Due 4/30/19 Received 1,512.50 EUR Valued At 0.89543 EUR For 1,689.13 USD Ucb Sa Non-USD Taxes 453.75 EUR Valued At 0.89543 EUR For 506.74 USD 30.0000000% Foreign Taxes Withheld","1,560.70"
04/30/19,Sale,"Sold 1,058.75 Units Of 1,182.39 -1,182.39 Euro Trade Date 4/30/19 Value Date 4/30/19 Book Value 1,058.75 EUR Traded At 0.89543 EUR To 1 USD Valued At 0.89543 EUR For 1,182.39 USD Net Proceeds 1,182.39 USD Repatriating Ucb Sa Transfer To Income Ucb Sa Repatriating Ucb Sa 16664 00- -A -UC-UZ -001-04","3,145.13"
04/30/19,Sale,"Sold 103,277.74 Units Of 103,277.74 -103,277.74 First Am Govt Ob Fd Cl X Trade Date 4/30/19","103,911.38"
04/30/19,Sale,"Sold 66,805.05 Units Of 66,805.05 -66,805.05 First Am Govt Ob Fd Cl X Trade Date 4/30/19","170,716.43"
04/30/19,Purchase,"Purchased 500 Shares Of -61,014.48 60,974.53 Capgemini Net Cost 61,014.48 USD Trade Date 4/26/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 30.38 USD Misc Fee1 Paid 182.28 USD Misc Fee2 Book Value 54,715.13 EUR Traded At 0.89675647 EUR To 1 USD Valued At 0.897344 EUR For 60,974.53 USD 500 Shares At 109.0486 EUR","109,701.95"
04/30/19,Purchase,"Purchased 1,000 Shares Of -40,532.12 40,505.58 Moncler Spa Net Cost 40,532.12 USD Trade Date 4/26/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 20.24 USD Brokerage Paid 40.44 USD Misc Fee1 Book Value 36,347.44 EUR Traded At 0.89675645 EUR To 1 USD Valued At 0.897344 EUR For 40,505.58 USD 1,000 Shares At 36.293 EUR 16664 00- -A -UC-UZ -001-04","69,169.83"
04/30/19,Purchase,"Purchased 1,500 Shares Of -66,805.05 66,805.05 Baozun Inc Spon A D R Trade Date 4/26/19 Purchased Through J.P. Morgan Securities LLC Paid 15.00 USD Brokerage 1,500 Shares At 44.5267 USD 1,058.75 Euro 99999EUR3 Ds Smith Plc 0.052 GBP/Share On 15,000 Shares Due 5/1/19 Received 780.00 GBP Valued At 0.76811 GBP For 1,015.48 USD","2,364.78"
05/01/19,Sale,"Sold 780.00 Units Of 1,015.48 -1,015.48 British Pound Trade Date 5/1/19 Value Date 5/1/19 Book Value 780.00 GBP Traded At 0.76811 GBP To 1 USD Valued At 0.76811 GBP For 1,015.48 USD Net Proceeds 1,015.48 USD Repatriating Ds Smith Plc Transfer To Income Ds Smith Plc Repatriating Ds Smith Plc Transfer From Principal Ds Smith Plc Repatriating Ds Smith Plc Transfer From Another Account","3,213.35"
05/01/19,Purchase,"Purchased 18,420.34 Units Of -18,420.34 18,420.34 First Am Govt Ob Fd Cl X Trade Date 5/1/19 16664 00- -A -UC-UZ -001-04","2,030.96"
05/02/19,Sale,Sold 476.00 Units Of 534.63 -534.63 Euro Trade Date 5/2/19 Value Date 5/2/19 Book Value 476.00 EUR Traded At 0.890332 EUR To 1 USD Valued At 0.890332 EUR For 534.63 USD Net Proceeds 534.63 USD Repatriating Umicore Transfer To Income Umicore Repatriating Umicore Transfer From Principal Umicore Repatriating Umicore Transfer From Another Account 16664 00- -A -UC-UZ -001-04,"2,487.95"
05/02/19,Sale,"Sold 32,546.9 Units Of 32,546.90 -32,546.90 First Am Govt Ob Fd Cl X Trade Date 5/2/19","62,261.71"
05/02/19,Purchase,"Purchased 4,500 Shares Of -61,192.45 61,164.48 Mediawan Sa Net Cost 61,192.45 USD Trade Date 4/29/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 30.58 USD Brokerage Purchased On The NYSE Euronext - Euronext Paris Book Value 54,794.63 EUR Traded At 0.89544756 EUR To 1 USD Valued At 0.895857 EUR For 61,164.48 USD 4,500 Shares At 12.1705 EUR 476.00 Euro 99999EUR3","1,069.26"
05/03/19,Purchase,Purchased 534.63 Units Of -534.63 534.63 First Am Govt Ob Fd Cl X Trade Date 5/3/19 Transfer From Another Account,0.00
05/07/19,Sale,"Sold 20,029.38 Units Of 20,029.38 -20,029.38 First Am Govt Ob Fd Cl X Trade Date 5/7/19 16664 00- -A -UC-UZ -001-04","48,393.27"
05/07/19,Purchase,"Purchased 2,000 Shares Of -48,393.27 48,348.77 Basware Oyj Npv Net Cost 48,393.27 USD Trade Date 5/3/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 24.19 USD Brokerage Book Value 43,232.21 EUR Traded At 0.8933517 EUR To 1 USD Valued At 0.894174 EUR For 48,348.77 USD 2,000 Shares At 21.6053 EUR Asml Holding Nv Ny Reg Shs 2.3436 USD/Share On 590 Shares Due 5/8/19 15.0000000% Foreign Taxes Withheld Non-USD Taxes Asml Holding Nv Ny Reg Shs Fagerhult Ab Rt 5/22/19 Valued At 9.58235 SEK For 0.00 USD Market Value Of 1,304.48 USD Ca Rights Distribution Sedol Bd8p085 Exdt 5/3/19 Transfer From Another Account",0.00
05/09/19,Purchase,"Purchased 54,248.29 Units Of -54,248.29 54,248.29 First Am Govt Ob Fd Cl X Trade Date 5/9/19 Interroll Holding Ag 22.00 CHF/Share On 70 Shares Due 5/9/19 Received 1,540.00 CHF Valued At 1.015515 CHF For 1,516.47 USD 16664 00- -A -UC-UZ -001-04",0.00
05/10/19,Sale,"Sold 1,001.00 Units Of 985.71 -985.71 Swiss Franc Trade Date 5/9/19 Value Date 5/10/19 Book Value 1,001.00 CHF Traded At 1.015515 CHF To 1 USD Valued At 1.015515 CHF For 985.71 USD Net Proceeds 985.71 USD Repatriating Interroll Holding Ag Transfer To Income Interroll Holding Ag Repatriating Interroll Holding Ag Transfer From Principal Interroll Holding Ag Repatriating Interroll Holding Ag","1,971.42"
05/10/19,Sale,"Sold 9,376 Units Of 9,376.00 -9,376.00 First Am Govt Ob Fd Cl X Trade Date 5/10/19 1,001.00 Swiss Franc 99999CHF8","1,971.42"
05/13/19,Sale,"Sold 29,988.89 Units Of 29,988.89 -29,988.89 First Am Govt Ob Fd Cl X Trade Date 5/13/19 16664 00- -A -UC-UZ -001-04","30,974.60"
05/13/19,Purchase,"Purchased 2,000 Shares Of -30,974.60 30,974.60 Materialise Nv A D R Trade Date 5/9/19 Purchased Through J.P. Morgan Securities LLC Paid 20.00 USD Brokerage 2,000 Shares At 15.4773 USD Schibsted Asa A-Shares 2.00 NOK/Share On 3,500 Shares Due 5/14/19 Received 7,000.00 NOK Valued At 8.762354 NOK For 798.87 USD Schibsted Asa A-Shares Non-USD Taxes 1,750.00 NOK Valued At 8.762354 NOK For 199.72 USD 25.0000000% Foreign Taxes Withheld",0.00
05/14/19,Sale,"Sold 5,250.00 Units Of 599.15 -599.15 Norwegian Krone Trade Date 5/14/19 Value Date 5/14/19 Book Value 5,250.00 NOK Traded At 8.762354 NOK To 1 USD Valued At 8.762354 NOK For 599.15 USD Net Proceeds 599.15 USD Repatriating Schibsted Asa A-Shares Transfer To Income Schibsted Asa A-Shares Repatriating Schibsted Asa A-Shares Transfer From Principal Schibsted Asa A-Shares Repatriating Schibsted Asa A-Shares Transfer From Another Account 16664 00- -A -UC-UZ -001-04","1,198.30"
05/14/19,Purchase,"Purchased 89,046.1 Units Of -89,046.10 89,046.10 First Am Govt Ob Fd Cl X Trade Date 5/14/19 5,250.00 Norwegian Krone 99999NOK5","1,198.30"
05/15/19,Purchase,Purchased 599.15 Units Of -599.15 599.15 First Am Govt Ob Fd Cl X Trade Date 5/15/19 Transfer From Another Account,0.00
05/17/19,Purchase,"Purchased 33,029.56 Units Of -33,029.56 33,029.56 First Am Govt Ob Fd Cl X Trade Date 5/17/19 Fagerhult Ab 2.00 SEK/Share On 12,500 Shares Due 5/20/19 Received 25,000.00 SEK Valued At 9.652243 SEK For 2,590.07 USD Fagerhult Ab Non-USD Taxes 7,500.00 SEK Valued At 9.652243 SEK For 777.02 USD 30.0000000% Foreign Taxes Withheld",0.00
05/20/19,Sale,"Sold 17,500.00 Units Of 1,813.05 -1,813.05 Swedish Krona Trade Date 5/20/19 Value Date 5/20/19 Book Value 17,500.00 SEK Traded At 9.652243 SEK To 1 USD Valued At 9.652243 SEK For 1,813.05 USD Net Proceeds 1,813.05 USD Repatriating Fagerhult Ab 16664 00- -A -UC-UZ -001-04","3,626.10"
05/20/19,Sale,"Sold 68,097.62 Units Of 68,097.62 -68,097.62 First Am Govt Ob Fd Cl X Trade Date 5/20/19","55,113.88"
05/20/19,Purchase,"Purchased 2,000 Shares Of -51,487.78 51,403.68 Ut Group Co Ltd Net Cost 51,487.78 USD Trade Date 5/15/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 25.73 USD Brokerage Book Value 5,632,815 JPY Traded At 109.40100738 JPY To 1 USD Valued At 109.58 JPY For 51,403.68 USD 2,000 Shares At 2,815 JPY 17,500.00 Swedish Krona 99999SEK5","3,626.10"
05/21/19,Purchase,"Purchased 1,813.05 Units Of -1,813.05 1,813.05 First Am Govt Ob Fd Cl X Trade Date 5/21/19 Af Ab B Shs 5.00 SEK/Share On 4,400 Shares Due 5/22/19 Received 22,000.00 SEK Valued At 9.666757 SEK For 2,275.84 USD 16664 00- -A -UC-UZ -001-04",0.00
05/22/19,Sale,"Sold 15,400.00 Units Of 1,593.09 -1,593.09 Swedish Krona Trade Date 5/22/19 Value Date 5/22/19 Book Value 15,400.00 SEK Traded At 9.666757 SEK To 1 USD Valued At 9.666757 SEK For 1,593.09 USD Net Proceeds 1,593.09 USD Repatriating Af Ab B Shs Transfer To Income Af Ab B Shs Repatriating Af Ab B Shs Transfer From Principal Af Ab B Shs Repatriating Af Ab B Shs","3,186.18"
05/22/19,Purchase,"Purchased 5,000 Shares Of -22,808.21 22,808.21 Fagerhult Ab Net Cost 220,000.00 SEK Trade Date 5/22/19 Purchased Through Global Corporate Actions Book Value 220,000.00 SEK Valued At 9.64565 SEK For 22,808.21 USD Fed Tax Cost Reduction 22,808.21- USD 5,000 Shares At 44 SEK Ca Rights Exercise Sedol 7Gb2399 16664 00- -A -UC-UZ -001-04","-19,622.03"
05/22/19,Purchase,"Purchased 220,000.00 Units Of -22,808.12 22,808.21 Swedish Krona Trade Date 5/22/19 Value Date 5/22/19 Purchased Through Bny-Mellon Foreign Exchange Book Value 220,000.00 SEK Traded At 9.64568759 SEK To 1 USD Valued At 9.64568759 SEK For 22,808.12 USD Net Cost 22,808.12 USD Repayment Of Currency Overdraft Resulted In Fed ST Currency Gain On SEK Of 0.09 USD 220,000 Units At 1 SEK Ca Rights Exercise Sedol 7Gb2399 Fagerhult Ab Rt 5/22/19 Pay From Acct On Corp Action Valued At 9.64565 SEK For 0.00 USD Market Value Of 0.00 USD Ca Rights Exercise Sedol 7Gb2399","-42,430.15"
05/22/19,Sale,"Sold 21,215.03 Units Of 21,215.03 -21,215.03 First Am Govt Ob Fd Cl X Trade Date 5/22/19 15,400.00 Swedish Krona 99999SEK5 -220,000.00 Swedish Krona 99999SEK5 Transfer From Another Account","-21,215.12"
05/24/19,Purchase,"Purchased 94,028.45 Units Of -94,028.45 94,028.45 First Am Govt Ob Fd Cl X Trade Date 5/24/19 16664 00- -A -UC-UZ -001-04","-93,659.24"
05/24/19,Sale,"Sold 250 Shares Of 93,659.24 -76,142.78 Lvmh Moet Hennessy Vuitton SE Net Proceeds 93,659.24 USD Trade Date 5/22/19 Sold Through Jpmsgb2l Jp Morgan Sec London Paid 46.85 USD Brokerage Book Value 66,549.63 EUR Local Proceeds 83,939.09 EUR Traded At 0.89621793 EUR To 1 USD Valued At 0.894334 EUR For 93,856.53 USD 250 Shares At 335.9243 EUR",0.00
05/28/19,Sale,"Sold 75,389.49 Units Of 75,389.49 -75,389.49 First Am Govt Ob Fd Cl X Trade Date 5/28/19","56,912.61"
05/28/19,Purchase,"Purchased 3,000 Shares Of -56,912.61 56,653.47 Quantel Net Cost 56,912.61 USD Trade Date 5/24/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 28.44 USD Brokerage Purchased On The NYSE Euronext - Euronext Paris Book Value 50,810.29 EUR Traded At 0.89277737 EUR To 1 USD Valued At 0.896861 EUR For 56,653.47 USD 3,000 Shares At 16.9283 EUR",0.00
05/30/19,Sale,"Sold 5,193.82 Units Of 5,193.82 -5,193.82 First Am Govt Ob Fd Cl X Trade Date 5/30/19",0.00
05/30/19,Sale,"Sold 250 Shares Of 71,288.52 -37,094.23 Shopify Inc A Trade Date 5/28/19 Sold Through J.P. Morgan Securities LLC Paid 2.50 USD Brokerage Paid 1.48 USD Sec Fee 250 Shares At 285.17 USD","71,288.52"
05/31/19,Purchase,"Purchased 71,040.2 Units Of -71,040.20 71,040.20 First Am Govt Ob Fd Cl X Trade Date 5/31/19 Nidec Corp 55 JPY/Share On 400 Shares Due 6/3/19 Received 22,000 JPY Valued At 108.76 JPY For 202.28 USD Nidec Corp Non-USD Taxes 3,369 JPY Valued At 108.76 JPY For 30.98 USD 15.3150000% Foreign Taxes Withheld",0.00
06/03/19,Sale,"Sold 18,631.00 Units Of 171.30 -171.30 Yen Trade Date 6/3/19 Value Date 6/3/19 Book Value 18,631 JPY Traded At 108.76 JPY To 1 USD Valued At 108.76 JPY For 171.30 USD Net Proceeds 171.30 USD Repatriating Nidec Corp 16664 00- -A -UC-UZ -001-04",342.60
06/03/19,Sale,"Sold 11,838.2 Units Of 11,838.20 -11,838.20 First Am Govt Ob Fd Cl X Trade Date 6/3/19","33,341.80"
06/03/19,Purchase,"Purchased 2,471 Shares Of -32,999.20 33,040.51 Frontier Developments Plc Net Cost 32,999.20 USD Trade Date 5/30/19 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 16.49 USD Brokerage Paid 1.26 USD Misc Fee1 Purchased On The London Stock Exchange Book Value 26,157.25 GBP Traded At 0.79266316 GBP To 1 USD Valued At 0.791672 GBP For 33,040.51 USD 2,471 Shares At 10.58 GBP First Am Govt Ob Fd Cl X Interest From 5/1/19 To 5/31/19 18,631 Yen 99999JPY3 Advantest Corp Ord(Jp) 42 JPY/Share On 4,000 Shares Due 6/4/19 Received 168,000 JPY Valued At 108.49 JPY For 1,548.53 USD 16664 00- -A -UC-UZ -001-04",342.60
06/04/19,Sale,"Sold 142,271.00 Units Of 1,311.37 -1,311.37 Yen Trade Date 6/4/19 Value Date 6/4/19 Book Value 142,271 JPY Traded At 108.49 JPY To 1 USD Valued At 108.49 JPY For 1,311.37 USD Net Proceeds 1,311.37 USD Repatriating Advantest Corp Ord(Jp) Transfer To Income Advantest Corp Ord(Jp) Repatriating Advantest Corp Ord(Jp) Transfer From Principal Advantest Corp Ord(Jp) Repatriating Advantest Corp Ord(Jp)","3,618.16"
06/04/19,Sale,"Sold 9,316.37 Units Of 9,316.37 -9,316.37 First Am Govt Ob Fd Cl X Trade Date 6/4/19 16664 00- -A -UC-UZ -001-04","12,686.75"
06/04/19,Purchase,"Purchased 743 Shares Of -10,064.01 10,035.80 Frontier Developments Plc Net Cost 10,064.01 USD Trade Date 5/31/19 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 5.03 USD Brokerage Purchased On The London Stock Exchange Book Value 7,969.98 GBP Traded At 0.79192886 GBP To 1 USD Valued At 0.794155 GBP For 10,035.80 USD 743 Shares At 10.7214 GBP 142,271 Yen 99999JPY3","2,622.74"
06/05/19,Sale,"Sold 10,784.58 Units Of 10,784.58 -10,784.58 First Am Govt Ob Fd Cl X Trade Date 6/5/19 Transfer From Another Account",0.00
06/06/19,Purchase,"Purchased 20,670 Units Of -20,670.00 20,670.00 First Am Govt Ob Fd Cl X Trade Date 6/6/19",0.00
06/06/19,Sale,"Sold 40,175.5 Units Of 40,175.50 -40,175.50 First Am Govt Ob Fd Cl X Trade Date 6/6/19","40,175.50"
06/06/19,Purchase,"Purchased 5,000 Shares Of -40,175.50 40,175.50 Blackberry Ltd Trade Date 6/4/19 Purchased Through J.P. Morgan Securities LLC Paid 50.00 USD Brokerage 5,000 Shares At 8.0251 USD 16664 00- -A -UC-UZ -001-04",0.00
06/07/19,Sale,"Sold 7,912.26 Units Of 7,912.26 -7,912.26 First Am Govt Ob Fd Cl X Trade Date 6/7/19","7,912.26"
06/07/19,Purchase,"Purchased 750 Shares Of -32,141.56 32,046.74 Asos Plc Net Cost 32,141.56 USD Trade Date 6/5/19 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 16.07 USD Brokerage Paid 1.27 USD Misc Fee1 Book Value 25,285.42 GBP Traded At 0.78668926 GBP To 1 USD Valued At 0.789017 GBP For 32,046.74 USD 750 Shares At 33.6957 GBP","-24,229.30"
06/07/19,Purchase,"Purchased 20,000 Shares Of -19,322.24 19,265.24 Iqe Plc Net Cost 19,322.24 USD Trade Date 6/5/19 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 9.66 USD Brokerage Paid 1.27 USD Misc Fee1 Book Value 15,200.60 GBP Traded At 0.78668933 GBP To 1 USD Valued At 0.789017 GBP For 19,265.24 USD 20,000 Shares At 0.7596 GBP","-43,551.54"
06/07/19,Purchase,"Purchased 1,000 Shares Of -13,823.41 13,782.63 Frontier Developments Plc Net Cost 13,823.41 USD Trade Date 6/5/19 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 6.90 USD Brokerage Paid 1.27 USD Misc Fee1 Purchased On The London Stock Exchange Book Value 10,874.73 GBP Traded At 0.78668939 GBP To 1 USD Valued At 0.789017 GBP For 13,782.63 USD 1,000 Shares At 10.8683 GBP 16664 00- -A -UC-UZ -001-04","-57,374.95"
06/07/19,Sale,"Sold 200 Shares Of 57,374.95 -29,675.38 Shopify Inc A Trade Date 6/5/19 Sold Through J.P. Morgan Securities LLC Paid 2.00 USD Brokerage Paid 1.19 USD Sec Fee 200 Shares At 286.8907 USD Capgemini 1.70 EUR/Share On 1,000 Shares Due 6/7/19 Received 1,700.00 EUR Valued At 0.882483 EUR For 1,926.38 USD Capgemini Non-USD Taxes 510.00 EUR Valued At 0.882483 EUR For 577.91 USD 30.0000000% Foreign Taxes Withheld",0.00
06/10/19,Sale,"Sold 1,190.00 Units Of 1,348.47 -1,348.47 Euro Trade Date 6/7/19 Value Date 6/10/19 Book Value 1,190.00 EUR Traded At 0.882483 EUR To 1 USD Valued At 0.882483 EUR For 1,348.47 USD Net Proceeds 1,348.47 USD Repatriating Capgemini Transfer To Income Capgemini Repatriating Capgemini Transfer From Principal Capgemini Repatriating Capgemini 1,190.00 Euro 99999EUR3 16664 00- -A -UC-UZ -001-04","2,696.94"
06/11/19,Purchase,"Purchased 173,783.45 Units Of -173,783.45 173,783.45 First Am Govt Ob Fd Cl X Trade Date 6/11/19","1,281.90"
06/12/19,Purchase,"Purchased 1,281.9 Units Of -1,281.90 1,281.90 First Am Govt Ob Fd Cl X Trade Date 6/12/19 16664 00- -A -UC-UZ -001-04",0.00
06/13/19,Purchase,"Purchased 68,521.65 Units Of -68,521.65 68,521.65 First Am Govt Ob Fd Cl X Trade Date 6/13/19 Comture Corp 19.5 JPY/Share On 1,500 Shares Due 6/17/19 Received 29,250 JPY Valued At 108.52 JPY For 269.54 USD Comture Corp Non-USD Taxes 4,480 JPY Valued At 108.52 JPY For 41.29 USD 15.3150000% Foreign Taxes Withheld",0.00
06/17/19,Sale,"Sold 24,770.00 Units Of 228.25 -228.25 Yen Trade Date 6/17/19 Value Date 6/17/19 Book Value 24,770 JPY Traded At 108.52 JPY To 1 USD Valued At 108.52 JPY For 228.25 USD Net Proceeds 228.25 USD Repatriating Comture Corp Transfer To Income Comture Corp Repatriating Comture Corp Transfer From Principal Comture Corp Repatriating Comture Corp Transfer From Another Account 16664 00- -A -UC-UZ -001-04",456.50
06/17/19,Sale,"Sold 208,802.11 Units Of 208,802.11 -208,802.11 First Am Govt Ob Fd Cl X Trade Date 6/17/19","225,873.61"
06/17/19,Purchase,"Purchased 1,000 Shares Of -38,317.06 38,241.54 Uuum Inc Net Cost 38,317.06 USD Trade Date 6/12/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 19.15 USD Brokerage Purchased On The Tokyo Stock Exchange Book Value 4,152,075 JPY Traded At 108.3610016 JPY To 1 USD Valued At 108.575 JPY For 38,241.54 USD 1,000 Shares At 4,150 JPY","187,556.55"
06/17/19,Purchase,"Purchased 1,000 Shares Of -22,408.55 22,364.38 Thk Co Ltd Net Cost 22,408.55 USD Trade Date 6/12/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 11.19 USD Brokerage Book Value 2,428,213 JPY Traded At 108.36100506 JPY To 1 USD Valued At 108.575 JPY For 22,364.38 USD 1,000 Shares At 2,427 JPY","165,148.00"
06/17/19,Purchase,"Purchased 1,000 Shares Of -22,612.60 22,568.03 Ut Group Co Ltd Net Cost 22,612.60 USD Trade Date 6/12/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 11.30 USD Brokerage Book Value 2,450,324 JPY Traded At 108.36100227 JPY To 1 USD Valued At 108.575 JPY For 22,568.03 USD 1,000 Shares At 2,449.1 JPY 16664 00- -A -UC-UZ -001-04","142,535.40"
06/17/19,Purchase,"Purchased 1,000 Shares Of -37,024.44 36,951.46 Lasertec Corp Net Cost 37,024.44 USD Trade Date 6/12/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 18.50 USD Brokerage Book Value 4,012,005 JPY Traded At 108.36099074 JPY To 1 USD Valued At 108.575 JPY For 36,951.46 USD 1,000 Shares At 4,010 JPY","105,510.96"
06/17/19,Purchase,"Purchased 500 Shares Of -58,505.30 58,734.12 Orpea Net Cost 58,505.30 USD Trade Date 6/13/19 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 29.15 USD Brokerage Paid 175.59 USD Misc Fee1 Book Value 51,882.96 EUR Traded At 0.88680786 EUR To 1 USD Valued At 0.883353 EUR For 58,734.12 USD 500 Shares At 103.404 EUR","47,005.66"
06/17/19,Purchase,"Purchased 10,000 Shares Of -46,549.16 46,695.60 Ds Smith Plc Net Cost 46,549.16 USD Trade Date 6/13/19 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 23.15 USD Brokerage Paid 1.27 USD Misc Fee1 Paid 232.31 USD Misc Fee2 Book Value 36,698.82 GBP Traded At 0.78838866 GBP To 1 USD Valued At 0.785916 GBP For 46,695.60 USD 10,000 Shares At 3.64969946 GBP 24,770 Yen 99999JPY3 16664 00- -A -UC-UZ -001-04",456.50
06/18/19,Sale,"Sold 12,703.00 Units Of 116.76 -116.76 Yen Trade Date 6/17/19 Value Date 6/18/19 Book Value 12,703 JPY Traded At 108.8 JPY To 1 USD Valued At 108.8 JPY For 116.76 USD Net Proceeds 116.76 USD Repatriating Keyence Corp Transfer To Income Keyence Corp Repatriating Keyence Corp Transfer From Principal Keyence Corp Repatriating Keyence Corp",461.77
06/18/19,Purchase,"Purchased 228.25 Units Of -228.25 228.25 First Am Govt Ob Fd Cl X Trade Date 6/18/19 12,703 Yen 99999JPY3 Transfer From Another Account 16664 00- -A -UC-UZ -001-04",233.52
06/19/19,Purchase,"Purchased 23,610.76 Units Of -23,610.76 23,610.76 First Am Govt Ob Fd Cl X Trade Date 6/19/19 Transfer From Another Account",0.00
06/20/19,Purchase,"Purchased 35,836.56 Units Of -35,836.56 35,836.56 First Am Govt Ob Fd Cl X Trade Date 6/20/19",0.00
06/21/19,Sale,"Sold 5,104.14 Units Of 5,104.14 -5,104.14 First Am Govt Ob Fd Cl X Trade Date 6/21/19 Fancl Corp 15 JPY/Share On 2,000 Shares Due 6/24/19 Received 30,000 JPY Valued At 107.66 JPY For 278.66 USD Fancl Corp Non-USD Taxes 4,595 JPY Valued At 107.66 JPY For 42.69 USD 15.3150000% Foreign Taxes Withheld",0.00
06/24/19,Sale,"Sold 25,405.00 Units Of 235.97 -235.97 Yen Trade Date 6/24/19 Value Date 6/24/19 Book Value 25,405 JPY Traded At 107.66 JPY To 1 USD Valued At 107.66 JPY For 235.97 USD Net Proceeds 235.97 USD Repatriating Fancl Corp 16664 00- -A -UC-UZ -001-04",471.94
06/25/19,Sale,"Sold 1,472.50 Units Of 1,675.21 -1,675.21 Euro Trade Date 6/25/19 Value Date 6/25/19 Book Value 1,472.50 EUR Traded At 0.878996 EUR To 1 USD Valued At 0.878996 EUR For 1,675.21 USD Net Proceeds 1,675.21 USD Repatriating Stroeer SE and Co Kgaa 16664 00- -A -UC-UZ -001-04","3,764.89"
06/25/19,Purchase,"Purchased 607,255.12 Units Of -607,255.12 607,255.12 First Am Govt Ob Fd Cl X Trade Date 6/25/19 1,472.50 Euro 99999EUR3","3,528.92"
06/26/19,Purchase,"Purchased 1,853.71 Units Of -1,853.71 1,853.71 First Am Govt Ob Fd Cl X Trade Date 6/26/19",0.00
06/26/19,Purchase,"Purchased 1,370.94 Units Of -1,370.94 1,370.94 First Am Govt Ob Fd Cl X Trade Date 6/26/19","-1,370.94"
06/26/19,Sale,Sold 685.47 Units Of 685.47 -685.47 First Am Govt Ob Fd Cl X Trade Date 6/26/19,-685.47
06/26/19,Purchase,"Purchased 1,500 Shares Of -59,979.45 59,979.45 Taiwan Semiconductor A D R Trade Date 6/24/19 Purchased Through J.P. Morgan Securities LLC Paid 15.00 USD Brokerage 1,500 Shares At 39.9763 USD 16664 00- -A -UC-UZ -001-04","-60,664.92"
06/26/19,Purchase,"Purchased 2,000 Shares Of -34,087.00 34,087.00 Stmicroelectronics N V Trade Date 6/24/19 Purchased Through J.P. Morgan Securities LLC Paid 20.00 USD Brokerage 2,000 Shares At 17.0335 USD","-94,751.92"
06/26/19,Sale,"Sold 300 Shares Of 94,751.92 -44,513.07 Shopify Inc A Trade Date 6/24/19 Sold Through J.P. Morgan Securities LLC Paid 3.00 USD Brokerage Paid 1.97 USD Sec Fee 300 Shares At 315.8563 USD Disco Corporation 208 JPY/Share On 550 Shares Due 6/26/19 Received 114,400 JPY Valued At 107.86 JPY For 1,060.63 USD Disco Corporation Non-USD Taxes 17,520 JPY Valued At 107.86 JPY For 162.43 USD 15.3150000% Foreign Taxes Withheld",0.00
06/27/19,Sale,"Sold 96,880.00 Units Of 898.20 -898.20 Yen Trade Date 6/26/19 Value Date 6/27/19 Book Value 96,880 JPY Traded At 107.86 JPY To 1 USD Valued At 107.86 JPY For 898.20 USD Net Proceeds 898.20 USD Repatriating Disco Corporation Transfer To Income Disco Corporation Repatriating Disco Corporation 16664 00- -A -UC-UZ -001-04","1,796.40"
06/27/19,Sale,"Sold 50,811.00 Units Of 470.69 -470.69 Yen Trade Date 6/27/19 Value Date 6/27/19 Book Value 50,811 JPY Traded At 107.95 JPY To 1 USD Valued At 107.95 JPY For 470.69 USD Net Proceeds 470.69 USD Repatriating Jeol Ltd Transfer To Income Jeol Ltd Repatriating Jeol Ltd Transfer From Principal Jeol Ltd Repatriating Jeol Ltd","2,737.78"
