Date Posted,Activity,Quantity,Unit Type,Asset Name,Trade Date,Broker,Price Per Unit,Principal Cash
02/07/20,Purchase,"12,000",Shares,"Biocartis Nv Net Cost 79,199.96 USD",2/5/20,Jpmsgb2l Jp Morgan Sec London,5.9952 EUR,"243,639.01"
02/07/20,Purchase,"4,669",Shares,"Slm Solutions Group Ag Net Cost 55,699.20 USD",2/5/20,Jpmsgb2leql Jp Morgan Eq Lndn,10.83639966 EUR,"187,939.81"
02/07/20,Purchase,310,Shares,Asml Holding Nv Ny Reg Shs,2/5/20,J.P. Morgan Securities LLC,303.6168 USD,"93,815.50"
02/07/20,Purchase,"5,000",Shares,Materialise Nv A D R,2/5/20,J.P. Morgan Securities LLC,18.7531 USD,0.00
02/10/20,Sale,"202,004.86",Units,"202,004.86 -202,004.86 First Am Govt Ob Fd Cl X",2/10/20,,,"343,664.13"
02/10/20,Purchase,"14,000",Shares,"Tomtom Net Cost 157,060.97 USD",2/6/20,Jpmsgb2l Jp Morgan Sec London,10.192 EUR,"186,603.16"
02/10/20,Purchase,"2,331",Shares,"Slm Solutions Group Ag Net Cost 27,402.09 USD",2/6/20,Jpmsgb2leql Jp Morgan Eq Lndn,10.6914 EUR,"159,201.07"
02/10/20,Purchase,"1,200",Shares,"Nidec Corp Net Cost 159,201.07 USD",2/6/20,Jpmsgb2l Jp Morgan Sec London,"14,575 JPY",0.00
02/11/20,Sale,"130,806.33",Units,"130,806.33 -130,806.33 First Am Govt Ob Fd Cl X",2/11/20,,,"151,049.81"
02/11/20,Purchase,"15,000",Shares,"Raysearch Laboratories Ab Net Cost 151,049.81 USD",2/7/20,Jpmsgb2l Jp Morgan Sec London,97.0785 SEK,0.00
02/12/20,Sale,"141,309.74",Units,"141,309.74 -141,309.74 First Am Govt Ob Fd Cl X",2/12/20,,,"152,755.26"
02/12/20,Purchase,"1,000",Shares,"Wirecard Ag Net Cost 152,755.26 USD",2/10/20,Jpmsgb2leql Jp Morgan Eq Lndn,139.8005 EUR,0.00
02/13/20,Sale,"8,267.5",Units,"8,267.50 -8,267.50 First Am Govt Ob Fd Cl X",2/13/20,,,-60.00
02/13/20,Sale,60,Units,60.00 -60.00 First Am Govt Ob Fd Cl X,2/13/20,,,0.00
02/14/20,Purchase,"156,126.01",Units,First Am Govt Ob Fd Cl X,2/14/20,,,"-144,892.28"
02/14/20,Sale,"5,000",Shares,"144,892.28 -119,522.43 Fancl Corp Net Proceeds 144,892.28 USD",2/12/20,Jpmsgb2l Jp Morgan Sec London,0.76935 GBP,0.00
02/18/20,Sale,140.00,Units,181.97 -181.97 British Pound,2/14/20,,0.76935 GBP,363.94
02/18/20,Purchase,181.97,Units,First Am Govt Ob Fd Cl X,2/18/20,,,"8,228.35"
02/18/20,Sale,"1,900.68",Units,"1,900.68 -1,900.68 First Am Govt Ob Fd Cl X",2/18/20,,,"10,129.03"
02/18/20,Purchase,"25,000",Shares,"Tobii Ab Net Cost 115,723.28 USD",2/13/20,Jpmsgb2l Jp Morgan Sec London,44.6848 SEK,"-105,594.25"
02/18/20,Sale,"3,500",Shares,"105,776.22 -103,719.17 Schibsted Asa A-Shares Net Proceeds 105,776.22 USD",2/13/20,Jpmsgb2l Jp Morgan Sec London,279.7699 NOK,181.97
02/19/20,Purchase,"24,868.58",Units,First Am Govt Ob Fd Cl X,2/19/20,,,30.00
02/19/20,Purchase,30,Units,First Am Govt Ob Fd Cl X,2/19/20,,,0.00
02/20/20,Sale,"34,701.99",Units,"34,701.99 -34,701.99 First Am Govt Ob Fd Cl X",2/20/20,,,0.00
02/21/20,Purchase,"32,148.61",Units,First Am Govt Ob Fd Cl X,2/21/20,,,0.00
02/24/20,Purchase,"41,749.82",Units,First Am Govt Ob Fd Cl X,2/24/20,,0.922157 EUR,0.00
02/25/20,Sale,"1,192.72",Units,"1,293.40 -1,293.40 Euro",2/25/20,,0.922157 EUR,"2,586.80"
02/25/20,Purchase,"15,950.81",Units,First Am Govt Ob Fd Cl X,2/25/20,,,"2,586.80"
02/26/20,Purchase,"3,167.94",Units,First Am Govt Ob Fd Cl X,2/26/20,,,0.00
02/26/20,Sale,"143,713.39",Units,"143,713.39 -143,713.39 First Am Govt Ob Fd Cl X",2/26/20,,,"143,713.39"
02/26/20,Purchase,"5,600",Shares,"Af Ab B Shs Net Cost 143,713.39 USD",2/14/20,Jpmsgb2l Jp Morgan Sec London,249.1899 SEK,0.00
02/27/20,Purchase,"9,513.41",Units,First Am Govt Ob Fd Cl X,2/27/20,,109.92 JPY,0.00
02/28/20,Sale,"49,117.00",Units,446.84 -446.84 Yen,2/28/20,,109.92 JPY,893.68
02/28/20,Purchase,"16,706",Units,First Am Govt Ob Fd Cl X,2/28/20,,,893.68
03/02/20,Sale,"11,432.44",Units,"11,432.44 -11,432.44 First Am Govt Ob Fd Cl X",3/2/20,,,"69,680.47"
03/02/20,Purchase,"5,000",Shares,"Ocado Group Plc Net Cost 69,680.47 USD",2/27/20,Crst 784 Jpmorgan Secs Ltd,10.7689 GBP,0.00
03/03/20,Purchase,"130,258.85",Units,First Am Govt Ob Fd Cl X,3/3/20,,,0.00
03/04/20,Purchase,"90,122.93",Units,First Am Govt Ob Fd Cl X,3/4/20,,,"-51,779.22"
03/04/20,Purchase,"2,000",Shares,Taiwan Semiconductor A D R,3/2/20,J.P. Morgan Securities LLC,54.9945 USD,"-161,788.22"
03/04/20,Sale,"12,474",Shares,"161,788.22 -196,481.41 Pva Tepla Ag Net Proceeds 161,788.22 USD",3/2/20,Jpmsgb2leql Jp Morgan Eq Lndn,11.61989973 EUR,0.00
03/05/20,Purchase,"17,954.46",Units,First Am Govt Ob Fd Cl X,3/5/20,,,"-20,156.45"
03/05/20,Sale,"1,526",Shares,"20,156.45 -19,387.50 Pva Tepla Ag Net Proceeds 20,156.45 USD",3/3/20,Jpmsgb2leql Jp Morgan Eq Lndn,11.8971 EUR,0.00
03/05/20,Purchase,"5,000",Shares,"Frontier Developments Plc Net Cost 62,922.45 GBP",3/3/20,Crst 784 Jpmorgan Secs Ltd,106.6 JPY,"-80,200.94"
03/06/20,Sale,"78,757.00",Units,738.81 -738.81 Yen,3/6/20,,106.6 JPY,"1,477.62"
03/06/20,Purchase,738.81,Units,First Am Govt Ob Fd Cl X,3/6/20,,,"7,516.55"
03/06/20,Sale,"74,869.47",Units,"74,869.47 -74,869.47 First Am Govt Ob Fd Cl X",3/6/20,,,"82,386.02"
03/06/20,Purchase,"3,000",Shares,"Amplifon Spa Net Cost 81,647.21 USD",3/4/20,Jpmsgb2l Jp Morgan Sec London,24.4454 EUR,738.81
03/09/20,Sale,"11,704.72",Units,"11,704.72 -11,704.72 First Am Govt Ob Fd Cl X",3/9/20,,,0.00
03/10/20,Purchase,"28,329.77",Units,First Am Govt Ob Fd Cl X,3/10/20,,,0.00
03/11/20,Purchase,60,Units,First Am Govt Ob Fd Cl X,3/11/20,,,"-49,685.82"
03/11/20,Sale,"201,590.76",Units,"201,590.76 -201,590.76 First Am Govt Ob Fd Cl X",3/11/20,,,"151,904.94"
03/11/20,Sale,"1,143.25",Units,"1,143.25 -1,143.25 First Am Govt Ob Fd Cl X",3/11/20,,,"153,048.19"
03/11/20,Sale,30,Units,30.00 -30.00 First Am Govt Ob Fd Cl X,3/11/20,,,"153,078.19"
03/11/20,Purchase,"7,000",Shares,"Japan Elevator Ser Net Cost 153,078.19 USD",3/5/20,Jpmsgb2l Jp Morgan Sec London,"2,336.68557143 JPY",0.00
03/12/20,Sale,"82,747.41",Units,"82,747.41 -82,747.41 First Am Govt Ob Fd Cl X",3/12/20,,,"80,100.00"
03/12/20,Purchase,"20,000",Shares,Blackberry Ltd,3/10/20,J.P. Morgan Securities LLC,105.2 JPY,0.00
03/13/20,Sale,"19,054.00",Units,181.12 -181.12 Yen,3/13/20,,105.2 JPY,362.24
03/13/20,Purchase,"126,347.96",Units,First Am Govt Ob Fd Cl X,3/13/20,,,"-110,650.19"
03/13/20,Purchase,181.12,Units,First Am Govt Ob Fd Cl X,3/13/20,,,"-110,831.31"
03/13/20,Sale,"3,000",Shares,"90,285.39 -137,527.65 First Derivatives Plc Net Proceeds 90,285.39 USD",3/11/20,Crst 784 Jpmorgan Secs Ltd,23.3838 GBP,"-20,545.92"
03/13/20,Sale,"8,000",Shares,"20,727.04 -95,306.15 Aston Martin Lagonda Global Net Proceeds 20,727.04 USD",3/11/20,Crst 784 Jpmorgan Secs Ltd,2.01320064 GBP,181.12
03/16/20,Purchase,"257,863.17",Units,First Am Govt Ob Fd Cl X,3/16/20,,,"-59,349.59"
03/16/20,Sale,"155,000",Shares,"59,349.59 -126,745.65 Iqe Plc Net Proceeds 59,349.59 USD",3/12/20,Crst 784 Jpmorgan Secs Ltd,0.3056 GBP,0.00
03/17/20,Sale,,,"80,200.94 -80,200.94 Frontier Developments Plc Net Proceeds 62,922.45 GBP",3/3/20,Crst 784 Jpmorgan Secs Ltd,1.00 CHF,"80,200.94"
03/17/20,Purchase,"476,671.42",Units,First Am Govt Ob Fd Cl X,3/17/20,,,"80,200.94"
03/17/20,Purchase,"5,000",Shares,"Frontier Developments Plc Net Cost 80,416.78 GBP",3/3/20,Crst 784 Jpmorgan Secs Ltd,16.075062 GBP,"-22,298.27"
03/18/20,Sale,"218,228.96",Units,"218,228.96 -218,228.96 First Am Govt Ob Fd Cl X",3/18/20,,,"269,185.96"
03/18/20,Sale,315.58,Units,315.58 -315.58 First Am Govt Ob Fd Cl X,3/18/20,,,"269,501.54"
03/18/20,Sale,"45,883.12",Units,"45,883.12 -45,883.12 First Am Govt Ob Fd Cl X",3/18/20,,,"315,384.66"
03/18/20,Sale,315.58,Units,315.58 -315.58 First Am Govt Ob Fd Cl X,3/18/20,,,"315,700.24"
03/18/20,Purchase,315.58,Units,First Am Govt Ob Fd Cl X,3/18/20,,,"315,384.66"
03/18/20,Purchase,200,Shares,"Eurofins Scientific Net Cost 97,155.70 USD",3/16/20,Jpmsgb2l Jp Morgan Sec London,434.41 EUR,"218,228.96"
03/18/20,Purchase,300,Shares,Shopify Inc A,3/16/20,J.P. Morgan Securities LLC,326.67 USD,"120,224.96"
03/18/20,Purchase,"1,000",Shares,"Dassault Systemes Sa Net Cost 120,224.96 USD",3/16/20,Jpmsgb2l Jp Morgan Sec London,107.1903944 EUR,0.00
03/19/20,Sale,"387,241.42",Units,"387,241.42 -387,241.42 First Am Govt Ob Fd Cl X",3/19/20,,,"410,999.87"
03/19/20,Purchase,450,Shares,"Alk Abello A S Net Cost 85,172.60 USD",3/17/20,Jpmsgb2l Jp Morgan Sec London,"1,286.75 DKK","325,827.27"
03/19/20,Purchase,750,Shares,"Orpea Net Cost 58,822.05 USD",3/17/20,Jpmsgb2l Jp Morgan Sec London,71.1342 EUR,"267,005.22"
03/19/20,Purchase,"4,000",Shares,"Asos Plc Net Cost 58,487.97 USD",3/17/20,Crst 784 Jpmorgan Secs Ltd,12.08 GBP,"208,517.25"
03/19/20,Purchase,150,Shares,Shopify Inc A,3/17/20,J.P. Morgan Securities LLC,314.945 USD,"161,274.00"
03/19/20,Purchase,300,Shares,Asml Holding Nv Ny Reg Shs,3/17/20,J.P. Morgan Securities LLC,229.71 USD,"92,358.00"
03/19/20,Purchase,"30,000",Shares,Blackberry Ltd,3/17/20,J.P. Morgan Securities LLC,3.0686 USD,0.00
03/20/20,Purchase,"53,299.28",Units,First Am Govt Ob Fd Cl X,3/20/20,,110.94 JPY,360.59
03/23/20,Sale,"16,937.00",Units,152.67 -152.67 Yen,3/23/20,,110.94 JPY,665.93
03/23/20,Purchase,"212,398.62",Units,First Am Govt Ob Fd Cl X,3/23/20,,,"-270,725.75"
03/23/20,Sale,"212,398.62",Units,"212,398.62 -212,398.62 First Am Govt Ob Fd Cl X",3/23/20,,,"-58,327.13"
03/23/20,Sale,"212,398.62",Units,"212,398.62 -212,398.62 First Am Govt Ob Fd Cl X",3/23/20,,,"154,071.49"
03/23/20,Purchase,"10,000",Shares,"Future Plc Net Cost 64,560.35 USD",3/19/20,Crst 784 Jpmorgan Secs Ltd,5.5277 GBP,"89,511.14"
03/23/20,Purchase,"2,000",Shares,Taiwan Semiconductor A D R,3/19/20,J.P. Morgan Securities LLC,44.5929 USD,305.34
03/24/20,Sale,"96,341.3",Units,"96,341.30 -96,341.30 First Am Govt Ob Fd Cl X",3/24/20,,,"67,186.74"
03/24/20,Purchase,"15,000",Shares,"Dustin Group Ab Net Cost 67,186.74 USD",3/20/20,Jpmsgb2l Jp Morgan Sec London,46.2063 SEK,0.00
03/24/20,Purchase,"5,000",Shares,"Frontier Developments Plc Net Cost 80,416.78 USD",3/3/20,Crst 784 Jpmorgan Secs Ltd,12.61185064 GBP,"-80,416.78"
03/25/20,Purchase,"70,154.88",Units,First Am Govt Ob Fd Cl X,3/25/20,,,"-140,233.26"
03/25/20,Purchase,"9,828.4",Units,First Am Govt Ob Fd Cl X,3/25/20,,,"-150,061.66"
03/25/20,Sale,"79,983.28",Units,"79,983.28 -79,983.28 First Am Govt Ob Fd Cl X",3/24/20,,,"-70,078.38"
03/25/20,Sale,"70,154.88",Units,"70,154.88 -70,154.88 First Am Govt Ob Fd Cl X",3/25/20,,,76.50
03/26/20,Purchase,"25,325.73",Units,First Am Govt Ob Fd Cl X,3/26/20,,109.82 JPY,0.00
03/27/20,Sale,"28,581.00",Units,260.25 -260.25 Yen,3/27/20,,109.82 JPY,520.50
03/27/20,Purchase,"95,375.9",Units,First Am Govt Ob Fd Cl X,3/27/20,,,520.50
03/30/20,Purchase,"83,855.63",Units,First Am Govt Ob Fd Cl X,3/30/20,,,"-37,806.84"
03/30/20,Purchase,"15,000",Shares,"Biocartis Nv Net Cost 62,139.50 USD",3/26/20,Jpmsgb2l Jp Morgan Sec London,3.75 EUR,"-99,946.34"
03/30/20,Sale,"10,000",Shares,"99,946.34 -148,049.91 Ushio Inc Net Proceeds 99,946.34 USD",3/26/20,Jpmsgb2l Jp Morgan Sec London,"1,092.28 JPY",0.00
03/31/20,Purchase,"88,989.16",Units,First Am Govt Ob Fd Cl X,3/31/20,,,0.00
04/01/20,Purchase,"67,798.12",Units,First Am Govt Ob Fd Cl X,4/1/20,,,0.00
04/02/20,Purchase,"4,679.01",Units,First Am Govt Ob Fd Cl X,4/2/20,,,0.00
04/03/20,Sale,,,"80,416.78 -80,416.78 Frontier Developments Plc Net Proceeds 80,416.78 USD",3/3/20,Crst 784 Jpmorgan Secs Ltd,12.61185064 GBP,"80,416.78"
04/03/20,Purchase,"80,416.78",Units,First Am Govt Ob Fd Cl X,4/3/20,,,"2,426.27"
04/03/20,Purchase,"2,426.27",Units,First Am Govt Ob Fd Cl X,4/3/20,,1.00 CHF,0.00
04/06/20,Purchase,"82,800.00",Units,Swiss Franc,4/3/20,,1 CHF,"-84,853.45"
04/06/20,Purchase,"9,000",Shares,"Ams Ag Net Cost 82,800.00 CHF",4/6/20,"Global Corporate Actions Book Value 82,800.00 CHF Valued At 0.9776 CHF For 84,697.22 USD Fed Tax Cost Reduction 84,853.45- USD Fed ST Currency Loss Of 156.23- USD 9,000 Shares At 9.2 CHF Ca Rights Exercise Bjp50b3",9.2 CHF,"-169,550.67"
04/06/20,Sale,"116,385.34",Units,"116,385.34 -116,385.34 First Am Govt Ob Fd Cl X",4/6/20,,,"-53,996.02"
04/06/20,Sale,"84,853.45",Units,"84,853.45 -84,853.45 First Am Govt Ob Fd Cl X",4/6/20,,,"30,857.43"
04/06/20,Purchase,"1,000",Shares,"Dassault Systemes Sa Net Cost 115,554.65 USD",4/2/20,Jpmsgb2l Jp Morgan Sec London,125.1203 EUR,"-84,697.22"
04/07/20,Sale,"150,509.76",Units,"150,509.76 -150,509.76 First Am Govt Ob Fd Cl X",4/7/20,,,0.00
04/08/20,Sale,,,"102,499.21 -102,499.21 Frontier Developments Plc Net Proceeds 80,416.78 GBP",3/3/20,Crst 784 Jpmorgan Secs Ltd,16.075062 GBP,"102,499.21"
04/08/20,Sale,"80,416.71",Units,"80,416.71 -80,416.71 First Am Govt Ob Fd Cl X",4/8/20,,,"175,708.25"
04/08/20,Sale,"166,837.55",Units,"166,837.55 -166,837.55 First Am Govt Ob Fd Cl X",4/8/20,,,"342,545.80"
04/08/20,Purchase,"10,000",Shares,"Asos Plc Net Cost 94,468.61 USD",4/6/20,Crst 784 Jpmorgan Secs Ltd,11.60750071 GBP,"248,077.19"
04/08/20,Purchase,"5,000",Shares,"Infineon Technologies A G Net Cost 65,161.27 USD",4/6/20,Jpmsgb2leql Jp Morgan Eq Lndn,14.0678 EUR,"182,915.92"
04/08/20,Purchase,"5,000",Shares,"Frontier Developments Plc Net Cost 80,416.78 USD",3/3/20,Crst 784 Jpmorgan Secs Ltd,12.61185064 GBP,"102,499.14"
04/09/20,Sale,"4,335.1",Units,"4,335.10 -4,335.10 First Am Govt Ob Fd Cl X",4/9/20,,,0.00
04/10/20,Sale,,,"94,468.61 -94,468.61 Asos Plc Net Proceeds 94,468.61 USD",4/6/20,Crst 784 Jpmorgan Secs Ltd,11.60750071 GBP,"94,468.61"
04/10/20,Purchase,"10,000",Shares,"Asos Plc Net Cost 142,768.22 USD",4/6/20,Crst 784 Jpmorgan Secs Ltd,11.64006863 GBP,"-48,299.61"
04/13/20,Purchase,"174,057.87",Units,First Am Govt Ob Fd Cl X,4/13/20,,,"-124,695.24"
04/13/20,Sale,"7,000",Shares,"124,695.24 -131,691.80 Materialise Nv A D R",4/8/20,J.P. Morgan Securities LLC,17.824 USD,0.00
04/14/20,Purchase,"19,494.12",Units,First Am Govt Ob Fd Cl X,4/14/20,,,0.00
04/15/20,Sale,"264,485.1",Units,"264,485.10 -264,485.10 First Am Govt Ob Fd Cl X",4/15/20,,,"-72,066.02"
04/16/20,Purchase,"1,000",Shares,"Diasorin Spa Net Cost 131,584.92 USD",4/14/20,Jpmsgb2l Jp Morgan Sec London,143.98400688 EUR,"-202,080.98"
04/17/20,Purchase,"51,446.77",Units,First Am Govt Ob Fd Cl X,4/17/20,,,"-237,669.14"
04/17/20,Sale,"8,000",Shares,"237,669.14 -314,892.00 Baozun Inc Spon A D R",4/15/20,J.P. Morgan Securities LLC,29.7193 USD,0.00
04/20/20,Purchase,"157,819.88",Units,First Am Govt Ob Fd Cl X,4/20/20,,,"-151,184.88"
04/20/20,Sale,"5,000",Shares,"151,184.88 -234,546.05 Asos Plc Net Proceeds 151,184.88 USD",4/16/20,Crst 784 Jpmorgan Secs Ltd,24.2013 GBP,0.00
04/21/20,Sale,"125,816.96",Units,"125,816.96 -125,816.96 First Am Govt Ob Fd Cl X",4/21/20,,,"136,260.48"
04/21/20,Purchase,"2,300",Shares,Ryanair Holdings Plc Sp A D R,4/17/20,J.P. Morgan Securities LLC,59.2076 USD,60.00
04/22/20,Purchase,"3,564.57",Units,First Am Govt Ob Fd Cl X,4/22/20,,,0.00
04/23/20,Sale,"5,484.27",Units,"5,484.27 -5,484.27 First Am Govt Ob Fd Cl X",4/23/20,,,0.00
04/24/20,Sale,,,"115,554.65 -115,554.65 Dassault Systemes Sa Net Proceeds 115,554.65 USD",4/2/20,Jpmsgb2l Jp Morgan Sec London,125.1203 EUR,"115,554.65"
04/24/20,Purchase,"75,891.49",Units,First Am Govt Ob Fd Cl X,4/24/20,,,"39,663.16"
04/24/20,Sale,"3,000",Shares,"75,891.49 -148,823.43 Hugo Boss Ag Net Proceeds 75,891.49 USD",4/22/20,Jpmsgb2leql Jp Morgan Eq Lndn,23.3049 EUR,"115,554.65"
04/24/20,Purchase,"1,000",Shares,"Dassault Systemes Sa Net Cost 136,427.80 USD",4/2/20,Jpmsgb2l Jp Morgan Sec London,147.80043898 EUR,"-20,873.15"
04/27/20,Sale,,,"65,161.27 -65,161.27 Infineon Technologies A G Net Proceeds 65,161.27 USD",4/6/20,Jpmsgb2leql Jp Morgan Eq Lndn,14.0678 EUR,"44,288.12"
04/27/20,Sale,,,"131,584.92 -131,584.92 Diasorin Spa Net Proceeds 131,584.92 USD",4/14/20,Jpmsgb2l Jp Morgan Sec London,143.98400688 EUR,"175,873.04"
04/27/20,Sale,"88,808.9",Units,"88,808.90 -88,808.90 First Am Govt Ob Fd Cl X",4/27/20,,,"196,746.19"
04/27/20,Sale,"37,282.22",Units,"37,282.22 -37,282.22 First Am Govt Ob Fd Cl X",4/27/20,,,"234,028.41"
04/27/20,Purchase,"5,000",Shares,"Infineon Technologies A G Net Cost 76,004.10 USD",4/6/20,Jpmsgb2leql Jp Morgan Eq Lndn,14.07076489 EUR,"158,024.31"
04/27/20,Purchase,"1,000",Shares,"Diasorin Spa Net Cost 158,024.31 USD",4/14/20,Jpmsgb2l Jp Morgan Sec London,144.78897388 EUR,0.00
