Date Posted,Activity,Quantity,Unit Type,Asset Name,Trade Date,Broker,Price Per Unit,Principal Cash
02/24/22,Sale,"10,000",Shares,"163,043.67 -384,559.36 Frontier Developments Plc Net Proceeds 119,819.00 GBP",2/22/22,Parbfrpp Banque Paribas Fr,12 GBP,"-1,014,411.28"
02/24/22,Sale,"15,000",Shares,"335,131.59 -384,754.37 Entain Plc Net Proceeds 246,284.52 GBP",2/22/22,Crst 871,16.4437 GBP,"-679,279.69"
02/24/22,Sale,"2,000",Shares,"501,157.44 -146,055.52 Solaredge Technologies Inc",2/22/22,Jefferies LLC,250.62 USD,"-178,122.25"
02/24/22,Sale,"246,284.52",Units,"334,341.33 -335,131.59 British Pound",2/22/22,,0.73662601 GBP,"156,219.08"
02/24/22,Sale,"119,819.00",Units,"162,683.06 -163,043.67 British Pound",2/22/22,,"401,800.00 USD","318,902.14"
02/25/22,Purchase,"342,498.41",Units,First Am Govt Ob Fd Cl X,2/25/22,,,"-425,493.97"
02/25/22,Sale,"10,000",Shares,"180,533.98 -272,291.89 Ocado Group Plc Net Proceeds 132,789.51 GBP",2/23/22,Crest 393,13.299 GBP,"-244,959.99"
02/25/22,Sale,"50,000",Shares,"246,671.90 -291,545.79 Ds Smith Plc Net Proceeds 181,436.43 GBP",2/23/22,Crest 393,3.6342 GBP,"1,711.91"
02/25/22,Sale,"132,789.51",Units,"179,802.95 -180,533.98 British Pound",2/23/22,,0.73852798 GBP,"181,514.86"
02/25/22,Sale,"181,436.43",Units,"245,691.02 -246,671.90 British Pound",2/23/22,,115.7 JPY,"427,205.88"
02/28/22,Sale,"251,294.00",Units,"2,171.94 -2,171.94 Yen",2/28/22,,115.7 JPY,"4,343.88"
02/28/22,Purchase,"305,706.03",Units,First Am Govt Ob Fd Cl X,2/28/22,,,"-231,102.55"
02/28/22,Sale,"50,000",Shares,"236,746.10 -317,766.46 Z Holdings Corp Net Proceeds 27,234,088 JPY",2/24/22,Jeffus33 Jefferies Jersey City,545.5 JPY,"5,643.55"
02/28/22,Sale,"27,234,088.00",Units,"235,446.43 -236,746.10 Yen",2/25/22,,115.66999763 JPY,"241,089.98"
03/01/22,Sale,"347,442.28",Units,"347,442.28 -347,442.28 First Am Govt Ob Fd Cl X",3/1/22,,,"371,555.61"
03/01/22,Purchase,"137,205.50",Units,British Pound,2/25/22,,1 GBP,"187,337.95"
03/01/22,Purchase,"166,075.84",Units,Euro,2/25/22,,1 EUR,0.00
03/01/22,Purchase,"100,000",Shares,"Boku Inc Net Cost 137,205.50 GBP",2/25/22,Crst 871,1.37 GBP,"-182,160.90"
03/01/22,Purchase,"3,000",Shares,"Zalando SE Net Cost 166,075.84 EUR",2/25/22,Parbfrpp Banque Paribas Fr,55.2757 EUR,"-366,737.60"
03/03/22,Purchase,"717,318.92",Units,First Am Govt Ob Fd Cl X,3/3/22,,,"-706,545.32"
03/03/22,Sale,"15,000",Shares,"283,489.91 -347,832.88 Monotaro Co Ltd First Section Net Proceeds 32,650,950 JPY",3/1/22,Jeffus33 Jefferies Jersey City,"2,180 JPY","-423,055.41"
03/03/22,Sale,"20,000",Shares,"423,543.42 -412,891.61 Entain Plc Net Proceeds 315,664.79 GBP",3/1/22,Crst 871,15.807 GBP,488.01
03/03/22,Sale,"32,650,950.00",Units,"283,946.00 -283,489.91 Yen",3/1/22,,114.9899981 JPY,"284,434.01"
03/03/22,Sale,"315,664.79",Units,"422,599.32 -423,543.42 British Pound",3/2/22,,115.71 JPY,"707,033.33"
03/04/22,Sale,"81,298.00",Units,702.60 -702.60 Yen,3/4/22,,115.71 JPY,"1,405.20"
03/04/22,Sale,"30,847.65",Units,"30,847.65 -30,847.65 First Am Govt Ob Fd Cl X",3/4/22,,,"1,405.20"
03/07/22,Purchase,"245,853.93",Units,First Am Govt Ob Fd Cl X,3/7/22,,,"-273,157.91"
03/07/22,Sale,"4,121",Shares,"276,921.92 -301,319.73 Dermapharm Hldg Net Proceeds 250,211.83 EUR",3/3/22,Parbfrpp Banque Paribas Fr,60.8075 EUR,"3,764.01"
03/07/22,Sale,"250,211.83",Units,"273,157.91 -276,921.92 Euro",3/4/22,,0.91599701 EUR,"276,921.92"
03/08/22,Sale,"365,473.87",Units,"365,473.87 -365,473.87 First Am Govt Ob Fd Cl X",3/8/22,,,"373,196.20"
03/08/22,Purchase,"341,914.52",Units,Euro,3/7/22,,1 EUR,0.00
03/08/22,Purchase,"20,000",Shares,"Ebro Foods Sa Net Cost 341,914.52 EUR",3/4/22,Jeffus33 Jefferies Jersey City,17.0361 EUR,"-378,243.06"
03/09/22,Sale,"119,501.6",Units,"119,501.60 -119,501.60 First Am Govt Ob Fd Cl X",3/9/22,,,"1,396.74"
03/10/22,Sale,"748,111.89",Units,"748,111.89 -748,111.89 First Am Govt Ob Fd Cl X",3/10/22,,,"-6,985,320.67"
03/10/22,Sale,"6,000",Shares,"154,796.71 -164,687.52 Comture Corp Net Proceeds 17,861,218 JPY",3/8/22,Jeffus33 Jefferies Jersey City,"2,981.34166667 JPY","-6,830,523.96"
03/10/22,Sale,600,Shares,"146,056.10 -172,085.56 Disco Corporation Net Proceeds 16,852,683 JPY",3/8/22,Jeffus33 Jefferies Jersey City,"28,130 JPY","-6,684,467.86"
03/10/22,Sale,"6,000",Shares,"116,512.58 -124,315.06 Monotaro Co Ltd First Section Net Proceeds 13,443,804 JPY",3/8/22,Jeffus33 Jefferies Jersey City,"2,244 JPY","-6,567,955.28"
03/10/22,Sale,"20,000",Shares,"84,978.72 -121,825.22 Z Holdings Corp Net Proceeds 9,805,270 JPY",3/8/22,Jeffus33 Jefferies Jersey City,491 JPY,"-6,482,976.56"
03/10/22,Sale,"2,000",Shares,"155,730.87 -222,095.31 Nidec Corp Net Proceeds 17,969,006 JPY",3/8/22,Jeffus33 Jefferies Jersey City,"8,998 JPY","-6,327,245.69"
03/10/22,Sale,"1,300",Shares,"10,124.76 -13,256.96 Rakuten Group Inc Net Proceeds 1,168,245 JPY",3/8/22,Jeffus33 Jefferies Jersey City,900 JPY,"-6,317,120.93"
03/10/22,Sale,"5,000",Shares,"57,676.50 -82,916.20 Cyberagent Inc Npv Net Proceeds 6,655,003 JPY",3/8/22,Jeffus33 Jefferies Jersey City,"1,333 JPY","-6,259,444.43"
03/10/22,Sale,"10,000",Shares,"125,933.80 -262,729.12 Japan Elevator Ser Net Proceeds 14,530,871 JPY",3/8/22,Jeffus33 Jefferies Jersey City,"1,455.27 JPY","-6,133,510.63"
03/10/22,Sale,"10,000",Shares,"99,027.02 -212,885.53 Adevinta Asa B Net Proceeds 895,575.62 NOK",3/8/22,Jeffus33 Jefferies Jersey City,89.6921 NOK,"-6,034,483.61"
03/10/22,Sale,"50,000",Shares,"128,797.25 -399,195.61 Kahoot Asa Net Proceeds 1,164,810.16 NOK",3/8/22,Jeffus33 Jefferies Jersey City,23.3312 NOK,"-5,905,686.36"
03/10/22,Sale,"4,500",Shares,"110,316.66 -113,593.88 Nordic Semiconductor Asa Net Proceeds 997,676.29 NOK",3/8/22,Jeffus33 Jefferies Jersey City,222.0389 NOK,"-5,795,369.70"
03/10/22,Sale,80,Shares,"129,954.92 -170,902.34 Adyen Bv Net Proceeds 119,493.29 EUR",3/8/22,Jeffus33 Jefferies Jersey City,"1,495.91 EUR","-5,665,414.78"
03/10/22,Sale,"20,000",Shares,"176,083.44 -241,481.07 Accesso Technology Group Plc Net Proceeds 134,051.62 GBP",3/8/22,Jeffus33 Jefferies Jersey City,6.7127 GBP,"-5,489,331.34"
03/10/22,Sale,"6,000",Shares,"113,948.69 -84,623.29 Entain Plc Net Proceeds 86,748.68 GBP",3/8/22,Jeffus33 Jefferies Jersey City,14.48 GBP,"-5,375,382.65"
03/10/22,Sale,"4,400",Shares,"166,826.77 -535,109.83 Orpea Net Proceeds 153,396.88 EUR",3/8/22,Jeffus33 Jefferies Jersey City,34.9153 EUR,"-5,208,555.88"
03/10/22,Sale,"6,600",Shares,"135,124.94 -148,384.76 Lumibird Net Proceeds 124,247.11 EUR",3/8/22,Jeffus33 Jefferies Jersey City,18.8536 EUR,"-5,073,430.94"
03/10/22,Sale,"3,000",Shares,"143,622.40 -191,120.48 Hugo Boss Ag Net Proceeds 132,060.51 EUR",3/8/22,Jeffus33 Jefferies Jersey City,44.0863 EUR,"-4,929,808.54"
03/10/22,Sale,"14,000",Shares,"138,358.19 -205,453.82 Mister Spex SE Npv Net Proceeds 127,220.08 EUR",3/8/22,Jeffus33 Jefferies Jersey City,9.1008 EUR,"-4,791,450.35"
03/10/22,Sale,"10,000",Shares,"130,770.66 -274,577.70 Slm Solutions Group Ag Net Proceeds 120,243.36 EUR",3/8/22,Jeffus33 Jefferies Jersey City,12.0424 EUR,"-4,660,679.69"
03/10/22,Sale,"30,000",Shares,"117,356.17 -159,322.01 Ds Smith Plc Net Proceeds 89,342.78 GBP",3/8/22,Jeffus33 Jefferies Jersey City,2.9826 GBP,"-4,543,323.52"
03/10/22,Sale,"5,000",Shares,"111,857.22 -202,802.71 Musti Group Oy Net Proceeds 102,852.49 EUR",3/8/22,Jeffus33 Jefferies Jersey City,20.6014 EUR,"-4,431,466.30"
