Trade_Date,Clean_Name,Action,Qty,Price,Currency,Ticker
2018-05-03,Stroeer SE and Co Kgaa,1,40.0,63.3,EUR,SAX.DE
2018-05-03,Slm Solutions Group Ag,1,100.0,31.6,EUR,AM3D.DE
2018-05-03,Ucb Sa,1,40.0,62.4,EUR,UCB.BR
2018-05-03,Umicore,1,60.0,47.0,EUR,UMI.BR
2018-05-03,Biocartis Nv,1,300.0,12.72,EUR,BCART.BR
2018-05-03,Groupe Fnac Sa,1,30.0,91.6,EUR,FNAC.PA
2018-05-03,Air France Klm,1,300.0,8.318,EUR,AF.PA
2018-05-03,Raysearch Laboratories Ab,1,200.0,134.6,SEK,RAY.ST
2018-05-03,Brunello Cucinelli Spa,1,100.0,27.8,EUR,BC.MI
2018-05-03,Intrum Justitia Ab,1,100.0,224.59999996,SEK,INTRUM.ST
2018-05-03,Ams Ag,1,40.0,88.26,CHF,AMS.SW
2018-05-03,G5 Entertainment Ab,1,50.0,374.2,SEK,G5EN.ST
2018-05-03,Dustin Group Ab,1,300.0,73.89994453,SEK,DUST.ST
2018-05-03,Boozt Ab,1,600.0,78.6,SEK,BOOZT.ST
2018-05-03,Fagerhult Ab,1,200.0,89.332,SEK,FAG.ST
2018-05-03,Ovs Spa,1,600.0,3.71,EUR,OVS.MI
2018-05-04,Alk Abello A S,1,60.0,830.0,DKK,ALK-B.CO
2018-05-07,Disco Corporation,1,20.0,20490.01035571,JPY,6146.T
2018-05-07,Askul Corp Npv,1,100.0,3485.0,JPY,2678.T
2018-05-07,Disco Corporation,1,20.0,20490.0,JPY,6146.T
2018-05-07,Askul Corp Npv,1,100.0,3490.0,JPY,2678.T
2018-05-07,Cyberagent Inc Npv,1,90.0,6020.0,JPY,4751.T
2018-05-07,Sodastream International Ltd,1,60.0,89.43,USD,SODA
2018-05-07,Schibsted Asa A-Shares,1,200.0,228.2,NOK,SCHA.OL
2018-05-07,Brunello Cucinelli Spa,1,200.0,28.55,EUR,BC.MI
2018-05-07,Cyberagent Inc Npv,1,90.0,6020.0,JPY,4751.T
2018-05-09,Stroeer SE and Co Kgaa,1,50.0,63.0,EUR,SAX.DE
2018-05-09,Fanuc Corporation A D R,1,200.0,21.42,USD,FANUY
2018-05-10,Hsbc Holdings Plc Spons A D R,1,150.0,49.84,USD,HSBC
2018-05-10,Stmicroelectronics N V,1,400.0,8.05214724,NOK,STM
2018-05-14,Elbit Systems Ltd,-1,40.0,113.97,USD,ESLT
2018-05-14,Baozun Inc Spon A D R,1,200.0,49.51,USD,BZUN
2018-05-15,Baozun Inc Spon A D R,1,100.0,44.89,USD,BZUN
2018-05-15,Jeol Ltd,1,1000.0,1025.00000021,JPY,6951.T
2018-05-16,Ferrari Nv,1,40.0,134.04,USD,RACE
2018-05-16,Nokia Corp Spon A D R,1,1000.0,6.26,USD,NOK
2018-05-16,Fanuc Corporation A D R,1,200.0,21.55,USD,FANUY
2018-05-16,Keyence Corp,1,10.0,68288.08,JPY,6861.T
2018-05-16,Nintendo Co Ltd Unspons A D R,1,100.0,52.26,USD,NTDOY
2018-05-16,Hsbc Holdings Plc Spons A D R,1,100.0,50.41,USD,HSBC
2018-05-16,Gw Pharmaceuticals A D R,1,40.0,151.38,USD,GWPH
2018-05-16,Asos Plc,1,70.0,62.84,GBP,ASC.L
2018-05-16,G5 Entertainment Ab,1,100.0,491.6,SEK,G5EN.ST
2018-05-16,Biocartis Nv,1,400.0,12.82,EUR,BCART.BR
2018-05-16,Ams Ag,1,70.0,90.96,CHF,AMS.SW
2018-05-16,Groupe Fnac Sa,1,50.0,92.45,EUR,FNAC.PA
2018-05-16,Air France Klm,1,600.0,7.108,EUR,AF.PA
2018-05-16,Dustin Group Ab,1,600.0,75.9,SEK,DUST.ST
2018-05-16,Fagerhult Ab,1,400.0,81.9,SEK,FAG.ST
2018-05-16,Ucb Sa,1,70.0,64.46,EUR,UCB.BR
2018-05-17,Materialise Nv A D R,1,500.0,12.61,USD,MTLS
2018-05-17,Intrum Justitia Ab,1,200.0,222.4,SEK,INTRUM.ST
2018-05-17,Hsbc Holdings Plc Spons A D R,1,150.0,49.605,USD,HSBC
2018-05-17,Umicore,1,120.0,48.6533,EUR,UMI.BR
2018-05-17,Raysearch Laboratories Ab,1,400.0,106.477,SEK,RAY.ST
2018-05-17,Amplifon Spa,1,500.0,16.138,EUR,AMP.MI
2018-05-18,Amplifon Spa,1,500.0,0.85066442,EUR,AMP.MI
2018-05-18,Advantest Corp Ord(Jp),1,400.0,8.6714153,SEK,6857.T
2018-05-22,Shopify Inc A,1,40.0,138.38,USD,SHOP
2018-05-24,Solaredge Technologies Inc,1,150.0,55.8083,USD,SEDG
2018-05-28,Zalando SE,1,150.0,45.03,EUR,ZAL.DE
2018-05-28,Aixtron SE,1,700.0,13.4916,EUR,AIXA.DE
2018-05-28,Air France Klm,1,800.0,7.29000734,EUR,AF.PA
2018-05-28,Jeol Ltd,1,1000.0,1185.0,JPY,6951.T
2018-05-28,Cyberagent Inc Npv,1,130.0,5970.0,JPY,4751.T
2018-05-28,Stroeer SE and Co Kgaa,1,100.0,58.45,EUR,SAX.DE
2018-05-28,Disco Corporation,1,50.0,20149.99999959,JPY,6146.T
2018-05-28,Askul Corp Npv,1,300.0,3215.0,JPY,2678.T
2018-05-28,Slm Solutions Group Ag,1,200.0,32.6,EUR,AM3D.DE
2018-05-28,Advantest Corp Ord(Jp),1,400.0,2632.0,JPY,6857.T
2018-05-28,Ucb Sa,1,100.0,66.36,EUR,UCB.BR
2018-05-28,Umicore,1,100.0,48.0908,EUR,UMI.BR
2018-05-28,Schibsted Asa A-Shares,1,300.0,231.0717,NOK,SCHA.OL
2018-05-28,Norwegian Air Shut,1,100.0,261.0,NOK,NAS.OL
2018-05-28,Nordic Semiconductor Asa,1,1100.0,54.7705,NOK,NOD.OL
2018-05-28,Alk Abello A S,1,50.0,1024.76,DKK,ALK-B.CO
2018-05-28,Dustin Group Ab,1,800.0,79.0765,SEK,DUST.ST
2018-05-28,Boozt Ab,1,800.0,74.7856,SEK,BOOZT.ST
2018-05-28,Fagerhult Ab,1,700.0,84.4451,SEK,FAG.ST
2018-05-28,Ovs Spa,1,1000.0,3.29999486,EUR,OVS.MI
2018-05-31,Blackberry Ltd,1,1000.0,0.8559098,EUR,BB
2018-05-31,Stmicroelectronics N V,1,300.0,23.7733,USD,STM
2018-05-31,Pandora A S Sponsored A D R,1,200.0,19.62,USD,PNDORA.CO
2018-05-31,Sodastream International Ltd,1,100.0,85.25,USD,SODA
2018-05-31,B H P Billiton Limited A D R,1,170.0,49.8138,USD,BHP
2018-05-31,Accesso Technology Group Plc,1,200.0,25.1,GBP,ACSO.L
2018-05-31,Asos Plc,1,100.0,66.14,GBP,ASC.L
2018-05-31,Entertainment One Ltd,1,2000.0,3.02,GBP,ETO.L
2018-05-31,Shopify Inc A,1,50.0,147.74,USD,SHOP
2018-06-05,Ferrari Nv,1,40.0,135.8475,USD,RACE
2018-06-05,Asml Holding Nv Ny Reg Shs,1,50.0,208.6544,USD,ASML
2018-06-05,Solaredge Technologies Inc,1,100.0,56.2465,USD,SEDG
2018-06-11,Keyence Corp,1,10.0,67472.035,JPY,6861.T
2018-06-11,Fanuc Corporation A D R,1,400.0,20.79,USD,FANUY
2018-06-11,Nintendo Co Ltd Unspons A D R,1,80.0,47.44,USD,NTDOY
2018-06-11,Fnac Darty Eur1,1,50.0,85.9,EUR,FNAC.PA
2018-06-11,Basware Oyj Npv,1,100.0,38.8,EUR,BAS1V.HE
2018-06-11,Gw Pharmaceuticals A D R,1,50.0,156.82,USD,GWPH
2018-06-12,Hsbc Holdings Plc Spons A D R,1,200.0,49.465,USD,HSBC
2018-06-12,Pandora A S Sponsored A D R,1,250.0,0.86306968,EUR,PNDORA.CO
2018-06-12,Aixtron SE,1,650.0,12.875,EUR,AIXA.DE
2018-06-12,Baozun Inc Spon A D R,1,150.0,65.3333,USD,BZUN
2018-06-12,Ovs Spa,1,1500.0,2.8121,EUR,OVS.MI
2018-06-12,Stroeer SE and Co Kgaa,1,160.0,55.75,EUR,SAX.DE
2018-06-12,Raysearch Laboratories Ab,1,800.0,113.8036,SEK,RAY.ST
2018-06-12,Intrum Justitia Ab,1,400.0,220.8,SEK,INTRUM.ST
2018-06-13,Norwegian Air Shut,1,160.0,238.9,NOK,NAS.OL
2018-06-19,Nintendo Co Ltd Unspons A D R,1,200.0,40.71,USD,NTDOY
2018-06-19,Thk Co Ltd,1,100.0,3289.99999955,JPY,6481.T
2018-06-20,Thk Co Ltd,1,200.0,3325.0,JPY,6481.T
2018-06-25,G5 Entertainment Ab,1,200.0,456.198,SEK,G5EN.ST
2018-06-25,Fagerhult Ab,1,1000.0,80.3406,SEK,FAG.ST
2018-06-25,Blackberry Ltd,1,600.0,10.0063,USD,BB
2018-06-25,Solaredge Technologies Inc,1,200.0,48.8375,USD,SEDG
2018-06-27,Ams Ag,1,150.0,80.12,CHF,AMS.SW
2018-06-27,Af Ab B Shs,1,660.0,202.0,SEK,AF-B.ST
2018-06-28,Ams Ag,1,100.0,73.92,CHF,AMS.SW
2018-06-28,Gw Pharmaceuticals A D R,1,70.0,0.86257928,EUR,GWPH
2018-06-29,Moncler Spa,1,250.0,38.65,EUR,MONC.MI
2018-07-02,Materialise Nv A D R,1,1088.0,12.7139,USD,MTLS
2018-07-02,Nintendo Co Ltd Unspons A D R,1,2000.0,40.3,USD,NTDOY
2018-07-02,Solaredge Technologies Inc,1,1800.0,50.3444,USD,SEDG
2018-07-02,Baozun Inc Spon A D R,1,1800.0,55.8838,USD,BZUN
2018-07-02,B H P Billiton Limited A D R,1,1320.0,48.5577,USD,BHP
2018-07-02,Hsbc Holdings Plc Spons A D R,1,2400.0,46.449,USD,HSBC
2018-07-02,Sodastream International Ltd,1,880.0,85.1041,USD,SODA
2018-07-02,Direxion Daily Gold Miners Bear Etf,1,8000.0,24.7274,USD,JDST
2018-07-02,Gw Pharmaceuticals A D R,1,800.0,140.2646,USD,GWPH
2018-07-02,Ferrari Nv,1,480.0,134.4974,USD,RACE
2018-07-02,Asml Holding Nv Ny Reg Shs,1,440.0,194.4914,USD,ASML
2018-07-02,Ev Tax Adv Global Div Opps Etf,1,3618.0,24.3348,USD,EYLD
2018-07-02,Ameriprise Finl Inc,1,4000.0,140.9079,USD,AMP
2018-07-02,Enerplus Corp,1,120.0,12.2517,USD,ERF
2018-07-02,Pandora A S Sponsored A D R,1,2600.0,17.25,USD,PNDORA.CO
2018-07-02,Brunswick Corp,1,1600.0,66.4709,USD,BC
2018-07-02,Shopify Inc A,1,840.0,148.3669,USD,SHOP
2018-07-02,Stmicroelectronics N V,1,2800.0,22.0441,USD,STM
2018-07-02,Ardmore Shipping Corp,1,1000.0,8.205,USD,ASC
2018-07-02,Nokia Corp Spon A D R,1,10400.0,5.6503,USD,NOK
2018-07-02,Blackberry Ltd,1,12000.0,9.8922,USD,BB
2018-07-02,Schwab US Small Cap Etf,1,2800.0,73.7009,USD,SCHA
2018-07-02,Keyence Corp,1,120.0,553.97,JPY,6861.T
2018-07-02,Fanuc Corporation A D R,1,4000.0,19.5,USD,FANUY
2018-07-03,Materialise Nv A D R,1,2912.0,12.7556,USD,MTLS
2018-07-03,Advantest Corp Ord(Jp),1,3200.0,2261.34707931,JPY,6857.T
2018-07-03,Thk Co Ltd,1,1200.0,3240.49703573,JPY,6481.T
2018-07-03,Jeol Ltd,1,8000.0,1148.05122066,JPY,6951.T
2018-07-03,Askul Corp Npv,1,2400.0,3511.78886086,JPY,2678.T
2018-07-03,Cyberagent Inc Npv,1,1600.0,6561.00702762,JPY,4751.T
2018-07-03,Direxion Daily Gold Miners Bear Etf,-1,8000.0,23.5986,USD,JDST
2018-07-03,Ameriprise Finl Inc,-1,4000.0,141.0039,USD,AMP
2018-07-03,Schwab US Small Cap Etf,-1,2800.0,74.2689,USD,SCHA
2018-07-03,Brunswick Corp,-1,1600.0,66.8438,USD,BC
2018-07-03,Ardmore Shipping Corp,-1,1000.0,8.3675,USD,ASC
2018-07-03,Enerplus Corp,-1,120.0,12.8,USD,ERF
2018-07-03,Disco Corporation,1,440.0,18696.50558667,JPY,6146.T
2018-07-03,Ev Tax Adv Global Div Opps Etf,-1,3618.0,24.3694,USD,EYLD
2018-07-03,Alk Abello A S,1,440.0,1067.88066585,DKK,ALK-B.CO
2018-07-03,Norwegian Air Shut,1,1840.0,245.41876113,NOK,NAS.OL
2018-07-03,Fagerhult Ab,1,10000.0,79.11901819,SEK,FAG.ST
2018-07-03,Af Ab B Shs,1,2640.0,203.67417889,SEK,AF-B.ST
2018-07-03,Boozt Ab,1,8000.0,72.33946333,SEK,BOOZT.ST
2018-07-03,Dustin Group Ab,1,8000.0,81.41813261,SEK,DUST.ST
2018-07-03,G5 Entertainment Ab,1,1600.0,452.71712064,SEK,G5EN.ST
2018-07-03,Intrum Justitia Ab,1,3200.0,206.17213884,SEK,INTRUM.ST
2018-07-03,Schibsted Asa A-Shares,1,2800.0,245.65654637,NOK,SCHA.OL
2018-07-03,Asos Plc,1,1000.0,63.10677801,GBP,ASC.L
2018-07-03,Entertainment One Ltd,1,16000.0,3.61397348,GBP,ETO.L
2018-07-03,Ocado Group Plc,1,4800.0,10.48937163,GBP,OCDO.L
2018-07-03,Accesso Technology Group Plc,1,1600.0,24.10588006,GBP,ACSO.L
2018-07-03,Air France Klm,1,8000.0,6.99108974,EUR,AF.PA
2018-07-03,Fnac Darty Eur1,1,640.0,81.11328593,EUR,FNAC.PA
2018-07-03,Raysearch Laboratories Ab,1,6400.0,103.83205063,SEK,RAY.ST
2018-07-03,Slm Solutions Group Ag,1,1600.0,32.2758809,EUR,AM3D.DE
2018-07-03,Stroeer SE and Co Kgaa,1,1560.0,51.8912463,EUR,SAX.DE
2018-07-03,Zalando SE,1,1240.0,49.34001283,EUR,ZAL.DE
2018-07-03,Amplifon Spa,1,4000.0,17.98530619,EUR,AMP.MI
2018-07-03,Brunello Cucinelli Spa,1,1600.0,38.1637313,EUR,BC.MI
2018-07-03,Moncler Spa,1,1000.0,39.52354836,EUR,MONC.MI
2018-07-03,Ovs Spa,1,14800.0,2.80218009,EUR,OVS.MI
2018-07-03,Ams Ag,1,1600.0,73.57560133,CHF,AMS.SW
2018-07-03,Basware Oyj Npv,1,1600.0,36.59634698,EUR,BAS1V.HE
2018-07-03,Biocartis Nv,1,4000.0,12.37200879,EUR,BCART.BR
2018-07-03,Ucb Sa,1,1000.0,67.4946363,EUR,UCB.BR
2018-07-03,Umicore,1,1360.0,49.82817034,EUR,UMI.BR
2018-07-03,Nordic Semiconductor Asa,1,10000.0,52.90197928,NOK,NOD.OL
2018-07-03,Aixtron SE,1,5400.0,11.00697224,EUR,AIXA.DE
2018-07-13,Interroll Holding Ag,1,40.0,1719.1,CHF,INRN.SW
2018-07-19,Line Corp A D R,1,1000.0,45.295,USD,LN
2018-07-19,Blackberry Ltd,1,5000.0,10.3591,USD,BB
2018-08-07,Rakuten Inc A D R,1,10000.0,7.454,USD,RKUNY
2018-08-07,Intrum Justitia Ab,-1,4000.0,234.1069,SEK,INTRUM.ST
2018-08-14,Line Corp A D R,1,500.0,42.08,USD,LN
2018-08-21,Biocartis Nv,1,2000.0,11.98,EUR,BCART.BR
2018-08-21,Basware Oyj Npv,1,1000.0,30.5649,EUR,BAS1V.HE
2018-08-21,Nokia Corp Spon A D R,1,10000.0,5.3289,USD,NOK
2018-08-23,Sodastream International Ltd,-1,1100.0,141.9871,USD,SODA
2018-08-24,Solaredge Technologies Inc,1,1000.0,47.6775,USD,SEDG
2018-08-30,Nokia Corp Spon A D R,1,7000.0,5.6208,USD,NOK
2018-08-31,Adyen Bv,1,100.0,603.6,EUR,ADYEN.AS
2018-09-12,Asml Holding Nv Ny Reg Shs,1,250.0,174.322,USD,ASML
2018-09-13,Adyen Bv,-1,140.0,656.60430303,EUR,ADYEN.AS
2018-09-13,Adyen Bv,1,180.0,644.83897615,EUR,ADYEN.AS
2018-09-21,Hsbc Holdings Plc Spons A D R,-1,1500.0,44.8333,USD,HSBC
2018-09-25,Aixtron SE,-1,6750.0,10.1002,EUR,AIXA.DE
2018-09-28,Capital Counties Properties Plc,1,23000.0,2.6614,GBP,CAPC.L
2018-09-28,First Derivatives Plc,1,1500.0,41.1531,GBP,FDP.L
2018-10-01,Hsbc Holdings Plc Spons A D R,-1,0.4389,,USD,HSBC
2018-10-01,Boozt Ab,1,5000.0,75.7299,SEK,BOOZT.ST
2018-10-01,Interroll Holding Ag,1,30.0,1945.6,CHF,INRN.SW
2018-10-04,First Derivatives Plc,1,500.0,37.8,GBP,FDP.L
2018-10-09,Ocado Group Plc,1,5000.0,7.76020015,GBP,OCDO.L
2018-10-11,Ferrari Nv,1,400.0,116.56,USD,RACE
2018-10-17,Basware Oyj Npv,1,1000.0,27.1,EUR,BAS1V.HE
2018-10-29,Ds Smith Plc,1,10000.0,3.80219949,GBP,SMDS.L
2018-10-31,Taiwan Semiconductor A D R,1,1500.0,38.637,USD,TSM
2018-11-01,Baozun Inc Spon A D R,1,750.0,42.0933,USD,BZUN
2018-11-06,G5 Entertainment Ab,-1,2000.0,216.4,SEK,G5EN.ST
2018-11-09,Dustin Group Ab,1,1428.0,63.0,SEK,DUST.ST
2018-12-07,Pandora A S Sponsored A D R,-1,3250.0,12.8855,USD,PNDORA.CO
2018-12-10,Air France Klm,-1,5000.0,9.1705,EUR,AF.PA
2018-12-10,Capital Counties Properties Plc,-1,23000.0,2.44919982,GBP,CAPC.L
2018-12-18,Zoo Digital Group,1,30000.0,1.21,GBP,ZOO.L
2018-12-21,Ams Ag,1,1000.0,23.11277222,CHF,AMS.SW
2018-12-21,Iqe Plc,1,50000.0,0.65695328,GBP,IQE.L
2018-12-27,Materialise Nv A D R,-1,3000.0,55.1,USD,MTLS
2019-01-09,Lvmh Moet Hennessy Vuitton SE,1,250.0,266.19850916,EUR,MC.PA
2019-01-17,Fnac Darty Eur1,-1,800.0,61.6999978,EUR,FNAC.PA
2019-01-17,Ds Smith Plc,1,5000.0,3.29400053,GBP,SMDS.L
2019-01-17,Orpea,1,500.0,87.49978321,EUR,ORP.PA
2019-02-14,Pva Tepla Ag,1,4000.0,11.25,EUR,TPE.DE
2019-02-21,Ferrari Nv,-1,400.0,125.8825,USD,RACE
2019-02-22,Basware Oyj Npv,-1,2000.0,37.7397,EUR,BAS1V.HE
2019-02-25,Fancl Corp,1,2000.0,2556.0,JPY,4921.T
2019-02-27,Line Corp A D R,1,1000.0,37.9905,USD,LN
2019-03-05,Monotaro Co Ltd First Section,1,2500.0,2653.0,JPY,3064.T
2019-03-06,Asml Holding Nv Ny Reg Shs,-1,200.0,181.9892,USD,ASML
2019-03-07,Comture Corp,1,1500.0,3400.0,JPY,3844.T
2019-03-07,Uuum Inc,1,1000.0,5530.0,JPY,3990.T
2019-03-07,Nidec Corp,1,400.0,13460.00000007,JPY,6594.T
2019-03-07,Stroeer SE and Co Kgaa,-1,950.0,51.8032,EUR,SAX.DE
2019-03-07,Ocado Group Plc,-1,5000.0,10.3626,GBP,OCDO.L
2019-03-13,Norwegian Air Shut,1,4600.0,33.0,NOK,NAS.OL
2019-03-13,Dustin Group Ab,-1,5428.0,111.55,JPY,DUST.ST
2019-03-20,Learning Technologies Group,1,50000.0,0.7582,GBP,LTG.L
2019-03-22,Blackberry Ltd,1,5000.0,9.0762,USD,BB
2019-03-28,Asml Holding Nv Ny Reg Shs,-1,10.0,183.46,USD,ASML
2019-03-28,Hsbc Holdings Plc Spons A D R,-1,1533.0,40.3667,USD,HSBC
2019-04-03,Ferrari Nv,-1,300.0,136.045,USD,RACE
2019-04-05,Air France Klm,-1,5000.0,10.7806,EUR,AF.PA
2019-04-05,Ferrari Nv,-1,300.0,137.0526,USD,RACE
2019-04-11,Capgemini,1,500.0,110.5372,EUR,CAP.PA
2019-04-11,Lasertec Corp,1,1000.0,5067.0,JPY,6920.T
2019-04-12,Af Poyry Ab Bta,1,1100.0,99.0,SEK,AF-B.ST
2019-04-25,Adevinta Asa A,1,3000.0,86.9792,NOK,ADE.OL
2019-04-25,Zoo Digital Group,1,30000.0,0.5075,GBP,ZOO.L
2019-04-25,Zoo Digital Group,1,30000.0,0.89543,EUR,ZOO.L
2019-04-26,Baozun Inc Spon A D R,1,1500.0,0.76811,GBP,BZUN
2019-04-26,Capgemini,1,500.0,109.0486,EUR,CAP.PA
2019-04-26,Moncler Spa,1,1000.0,36.293,EUR,MONC.MI
2019-04-29,Mediawan Sa,1,4500.0,12.1705,EUR,MDW.PA
2019-05-03,Basware Oyj Npv,1,2000.0,9.58235,SEK,BAS1V.HE
2019-05-09,Materialise Nv A D R,1,2000.0,8.762354,NOK,MTLS
2019-05-15,Ut Group Co Ltd,1,2000.0,2815.0,JPY,2146.T
2019-05-22,Fagerhult Ab,1,5000.0,44.0,SEK,FAG.ST
2019-05-22,Lvmh Moet Hennessy Vuitton SE,-1,250.0,335.9243,EUR,MC.PA
2019-05-24,Quantel,1,3000.0,16.9283,EUR,LBIRD.PA
2019-05-28,Shopify Inc A,-1,250.0,285.17,USD,SHOP
2019-05-30,Frontier Developments Plc,1,2471.0,108.49,JPY,FDEV.L
2019-05-31,Frontier Developments Plc,1,743.0,10.7214,GBP,FDEV.L
2019-06-04,Blackberry Ltd,1,5000.0,8.0251,USD,BB
2019-06-05,Frontier Developments Plc,1,1000.0,10.8683,GBP,FDEV.L
2019-06-05,Asos Plc,1,750.0,33.6957,GBP,ASC.L
2019-06-05,Iqe Plc,1,20000.0,0.7596,GBP,IQE.L
2019-06-05,Shopify Inc A,-1,200.0,0.882483,EUR,SHOP
2019-06-12,Lasertec Corp,1,1000.0,4010.0,JPY,6920.T
2019-06-12,Ut Group Co Ltd,1,1000.0,2449.1,JPY,2146.T
2019-06-12,Thk Co Ltd,1,1000.0,2427.0,JPY,6481.T
2019-06-12,Uuum Inc,1,1000.0,4150.0,JPY,3990.T
2019-06-13,Orpea,1,500.0,103.404,EUR,ORP.PA
2019-06-13,Ds Smith Plc,1,10000.0,108.8,JPY,SMDS.L
2019-06-24,Taiwan Semiconductor A D R,1,1500.0,39.9763,USD,TSM
2019-06-24,Stmicroelectronics N V,1,2000.0,17.0335,USD,STM
2019-06-24,Shopify Inc A,-1,300.0,107.86,JPY,SHOP
2019-06-25,Learning Technologies Group,1,50000.0,0.9258,GBP,LTG.L
2019-06-25,Learning Technologies Group,1,50000.0,0.9258,GBP,LTG.L
2019-06-25,Umicore,1,1300.0,26.7,EUR,UMI.BR
2019-06-25,Umicore,1,1300.0,26.7,EUR,UMI.BR
2019-06-25,Fancl Corp,1,1000.0,2863.0,JPY,4921.T
2019-06-25,Learning Technologies Group,1,50000.0,0.92580008,GBP,LTG.L
2019-06-25,Iqe Plc,1,30000.0,0.5501,GBP,IQE.L
2019-06-25,Monotaro Co Ltd First Section,1,2000.0,2599.0,JPY,3064.T
2019-06-25,Learning Technologies Group,1,50000.0,0.9258,GBP,LTG.L
2019-06-25,Iqe Plc,1,30000.0,0.5501,GBP,IQE.L
2019-06-25,Frontier Developments Plc,1,2000.0,10.6434,GBP,FDEV.L
2019-06-25,Dustin Group Ab,1,3000.0,86.8842,SEK,DUST.ST
2019-06-25,Umicore,1,1300.0,26.7,EUR,UMI.BR
2019-06-25,Ams Ag,1,1000.0,32.3077,CHF,AMS.SW
2019-06-25,Nordic Semiconductor Asa,1,6000.0,35.71879998,NOK,NOD.OL
2019-06-25,Frontier Developments Plc,1,2000.0,10.6434,GBP,FDEV.L
2019-06-28,Pva Tepla Ag,1,3000.0,13.4217,EUR,TPE.DE
2019-06-28,Asos Plc,1,2000.0,25.7326,GBP,ASC.L
2019-06-28,Slm Solutions Group Ag,1,2000.0,12.5741,EUR,AM3D.DE
2019-07-01,Aston Martin Lagonda Global,1,6000.0,10.34559894,GBP,AML.L
2019-07-01,Asos Plc,1,2000.0,25.74460277,GBP,ASC.L
2019-07-01,Entertainment One Ltd,1,10000.0,3.9962,GBP,ETO.L
2019-07-01,Biocartis Nv,1,3000.0,10.4434,EUR,BCART.BR
2019-07-01,Iqe Plc,1,50000.0,0.65800013,GBP,IQE.L
2019-07-01,Stroeer SE and Co Kgaa,1,500.0,65.2629,EUR,SAX.DE
2019-07-01,Boozt Ab,1,5000.0,51.0311,SEK,BOOZT.ST
2019-07-09,Raysearch Laboratories Ab,1,2000.0,130.4931,SEK,RAY.ST
2019-07-12,Baozun Inc Spon A D R,-1,4500.0,53.1098,USD,BZUN
2019-07-17,Comture Corp,1,1000.0,4073.5,JPY,3844.T
2019-07-17,Uuum Inc,1,2000.0,4820.0,JPY,3990.T
2019-07-22,Taiwan Semiconductor A D R,1,1000.0,44.45,USD,TSM
2019-07-23,Vitec Software Group Ab B Sh,1,5000.0,129.4736,SEK,VITB.ST
2019-07-23,Stmicroelectronics N V,1,4500.0,19.0022,USD,STM
2019-07-25,Aston Martin Lagonda Global,1,2000.0,6.5196,GBP,AML.L
2019-08-08,Tobii Ab,1,24000.0,42.4079,SEK,TOBII.ST
2019-08-12,Zalando SE,1,1000.0,42.15,EUR,ZAL.DE
2019-08-12,Ocado Group Plc,1,4000.0,11.9296,GBP,OCDO.L
2019-08-12,Ds Smith Plc,1,10000.0,3.2729,GBP,SMDS.L
2019-08-12,First Derivatives Plc,1,1000.0,26.4299,GBP,FDP.L
2019-08-12,Frontier Developments Plc,1,3000.0,9.1667,GBP,FDEV.L
2019-08-12,Zalando SE,1,1000.0,42.15,EUR,ZAL.DE
2019-08-12,Ocado Group Plc,1,4000.0,11.92960189,GBP,OCDO.L
2019-08-12,Quantel,1,3000.0,15.6572,EUR,LBIRD.PA
2019-08-12,Frontier Developments Plc,1,3000.0,9.1667,GBP,FDEV.L
2019-08-12,First Derivatives Plc,1,1000.0,26.4299,GBP,FDP.L
2019-08-12,Ds Smith Plc,1,10000.0,3.2729,GBP,SMDS.L
2019-08-12,Quantel,1,3000.0,15.6572,EUR,LBIRD.PA
2019-08-12,Dustin Group Ab,1,5000.0,80.66000002,SEK,DUST.ST
2019-08-13,Ut Group Co Ltd,-1,3000.0,1829.0,JPY,2146.T
2019-08-13,Nidec Corp,1,400.0,13625.0,JPY,6594.T
2019-08-13,Cyberagent Inc Npv,1,1000.0,4430.0,JPY,4751.T
2019-08-13,Comture Corp,1,1500.0,3985.0,JPY,3844.T
2019-08-13,Rakuten Inc,1,5000.0,1038.0,JPY,4755.T
2019-08-15,Orpea,1,500.0,106.65241028,EUR,ORP.PA
2019-08-15,Raysearch Laboratories Ab,1,5000.0,127.05,SEK,RAY.ST
2019-08-15,Line Corp A D R,1,1500.0,32.0417,USD,LN
2019-08-15,Materialise Nv A D R,1,2000.0,17.6994,USD,MTLS
2019-08-20,Disco Corporation,1,400.0,19260.0,JPY,6146.T
2019-08-20,Fancl Corp,1,2000.0,2480.0,JPY,4921.T
2019-08-20,Adevinta Asa B,1,4500.0,106.1987,NOK,ADE.OL
2019-08-20,Moncler Spa,1,1750.0,34.55,EUR,MONC.MI
2019-08-21,Zoo Digital Group,1,10000.0,0.75,GBP,ZOO.L
2019-08-21,Vitec Software Group Ab B Sh,1,5000.0,131.2004,SEK,VITB.ST
2019-08-21,Zalando SE,1,1500.0,42.1513,EUR,ZAL.DE
2019-08-22,Ion Beam Applications,1,6000.0,0.901072,EUR,IBAB.BR
2019-08-22,Zoo Digital Group,1,40000.0,0.75,GBP,ZOO.L
2019-08-23,Entertainment One Ltd,-1,20000.0,5.995,GBP,ETO.L
2019-08-27,Biocartis Nv,1,8000.0,106.66,JPY,BCART.BR
2019-08-30,Slm Solutions Group Ag,1,4000.0,13.3895,EUR,AM3D.DE
2019-09-03,Adyen Bv,1,120.0,650.0,EUR,ADYEN.AS
