Trade_Date,Clean_Name,Action,Qty,Price,Currency,Ticker
2019-09-04,Frontier Developments Plc,1,5000.0,106.9,JPY,FDEV.L
2019-09-05,Infineon Technologies A G,1,6000.0,107.25,JPY,IFX.DE
2019-09-13,Keyence Corp,1,100.0,67140.00000015,JPY,6861.T
2019-09-13,Lasertec Corp,1,1000.0,6500.0,JPY,6920.T
2019-09-18,Nordic Semiconductor Asa,1,18500.0,0.911326,EUR,NOD.OL
2019-09-23,Ovs Spa,-1,18500.0,1.6718,EUR,OVS.MI
2019-09-27,Basware Oyj Npv,1,3000.0,22.525,EUR,BAS1V.HE
2019-09-27,Quantel,1,5000.0,14.5351,EUR,LBIRD.PA
2019-10-04,Mediawan Sa,1,4500.0,10.091,EUR,MDW.PA
2019-10-04,Gw Pharmaceuticals A D R,1,500.0,116.924,USD,GWPH
2019-10-04,B H P Billiton Limited A D R,1,1000.0,47.8348,USD,BHP
2019-10-16,Mediawan Sa,1,2202.0,9.3137,EUR,MDW.PA
2019-10-17,Mediawan Sa,1,3991.0,9.3043,EUR,MDW.PA
2019-10-18,Mediawan Sa,1,1042.0,9.33909789,EUR,MDW.PA
2019-10-21,Mediawan Sa,1,3765.0,9.3362,EUR,MDW.PA
2019-10-28,Baozun Inc Spon A D R,1,4000.0,44.5892,USD,BZUN
2019-10-28,Learning Technologies Group,1,50000.0,1.0721,GBP,LTG.L
2019-10-28,Basware Oyj Npv,1,2000.0,21.0,EUR,BAS1V.HE
2019-10-28,Ion Beam Applications,1,4000.0,14.0353,EUR,IBAB.BR
2019-10-29,Nidec Corp,1,600.0,0.77375,GBP,6594.T
2019-11-01,Fevertree Drinks Plc,1,5000.0,108.75,JPY,FEVR.L
2019-11-06,Gw Pharmaceuticals A D R,1,500.0,111.802,USD,GWPH
2019-11-06,Accesso Technology Group Plc,-1,2000.0,5.55,GBP,ACSO.L
2019-11-06,Norwegian Air Shut,-1,6900.0,40.9672,NOK,NAS.OL
2019-11-06,Brunello Cucinelli Spa,-1,2000.0,28.8059,EUR,BC.MI
2019-11-11,Wirecard Ag,1,1000.0,116.95,EUR,WDI.DE
2019-11-13,Capital Counties Properties Plc,1,50000.0,2.51340012,GBP,CAPC.L
2019-11-15,Tobii Ab,1,21000.0,38.2618,SEK,TOBII.ST
2019-11-22,Adevinta Asa B,1,80.0,1.0,NOK,ADE.OL
2019-11-22,Nintendo Co Ltd Unspons A D R,-1,2500.0,47.6595,USD,NTDOY
2019-11-25,Dustin Group Ab,1,7000.0,77.7378,SEK,DUST.ST
2019-11-25,Ucb Sa,1,750.0,74.2204,EUR,UCB.BR
2019-11-25,Adevinta Asa B,1,5000.0,99.2527,NOK,ADE.OL
2019-11-25,Nokia Corp Spon A D R,-1,30000.0,3.4708,USD,NOK
2019-11-26,Yahoo Japan Corporation,1,60000.0,109.55,JPY,4689.T
2019-11-29,Pva Tepla Ag,1,7000.0,15.4479,EUR,TPE.DE
2019-12-04,Future Plc,1,8000.0,13.40150057,GBP,FUTR.L
2019-12-05,Stroeer SE and Co Kgaa,1,1000.0,9.402693,SEK,SAX.DE
2019-12-10,Future Plc,1,6000.0,13.7837,GBP,FUTR.L
2019-12-10,Learning Technologies Group,1,50000.0,1.1459,GBP,LTG.L
2019-12-10,Ocado Group Plc,1,5000.0,12.1023,GBP,OCDO.L
2019-12-16,Fagerhult Ab,-1,9380.0,60.6847,SEK,FAG.ST
2019-12-16,Baozun Inc Spon A D R,1,4000.0,34.1138,USD,BZUN
2019-12-17,Fagerhult Ab,-1,8120.0,60.4001,SEK,FAG.ST
2019-12-20,Blackberry Ltd,1,20000.0,6.171,USD,BB
