Month,Ticker,Shares
2020-07,PCELL.ST,5000.0
2020-08,BB,100000.0
2020-08,AMS.SW,13000.0
2020-08,BCART.BR,45000.0
2020-08,UCB.BR,2000.0
2020-08,ASML,540.0
2020-08,RAY.ST,40000.0
2020-08,UMI.BR,7600.0
2020-08,BOOZT.ST,40000.0
2020-08,GWPH,2000.0
2020-08,MTLS,7000.0
2020-08,NOD.OL,37000.0
2020-08,AM3D.DE,25000.0
2020-08,BAS1V.HE,9000.0
2020-08,6861.T,250.0
2020-08,ASC.L,20000.0
2020-08,SEDG,2500.0
2020-08,DUST.ST,46000.0
2020-08,ZAL.DE,5050.0
2020-08,FNAC.PA,4500.0
2020-08,6146.T,950.0
2020-08,ACSO.L,75000.0
2020-08,SAX.DE,3500.0
2020-08,OCDO.L,24000.0
2020-08,4751.T,5000.0
2020-08,ALK-B.CO,1000.0
2020-08,STM,10000.0
2020-08,6951.T,10000.0
2020-08,AMP.MI,8000.0
2020-08,6857.T,4000.0
2020-08,6481.T,10000.0
2020-08,INRN.SW,150.0
2020-08,RKUNY,10000.0
2020-08,ADYEN.AS,160.0
2020-08,CAPC.L,150000.0
2020-08,FDP.L,1000.0
2020-08,SMDS.L,95000.0
2020-08,TSM,6000.0
2020-08,ZOO.L,240000.0
2020-08,IQE.L,329030.0
2020-08,ORP.PA,2000.0
2020-08,3064.T,8500.0
2020-08,6594.T,2600.0
2020-08,3990.T,4000.0
2020-08,3844.T,8000.0
2020-08,LTG.L,400000.0
2020-08,6920.T,1000.0
2020-08,ADE.OL,12580.0
2020-08,LBIRD.PA,16092.0
2020-08,FDEV.L,39214.0
2020-08,AML.L,300000.0
2020-08,VITB.ST,10000.0
2020-08,TOBII.ST,100000.0
2020-08,4755.T,15000.0
2020-08,IFX.DE,16000.0
2020-08,4689.T,60000.0
2020-08,FUTR.L,30000.0
2020-08,TOM2.AS,28000.0
2020-08,6544.T,7000.0
2020-08,DSY.PA,2300.0
2020-08,DIA.MI,1000.0
2020-08,RYAAY,4300.0
2020-08,ASR,3000.0
2020-08,AGL.MI,30000.0
2020-08,PCELL.ST,5000.0
2020-08,PUB.PA,5000.0
2020-09,BB,100000.0
2020-09,AMS.SW,13000.0
2020-09,BCART.BR,45000.0
2020-09,UCB.BR,2000.0
2020-09,ASML,540.0
2020-09,RAY.ST,40000.0
2020-09,UMI.BR,7600.0
2020-09,BOOZT.ST,40000.0
2020-09,GWPH,2000.0
2020-09,MTLS,7000.0
2020-09,NOD.OL,37000.0
2020-09,AM3D.DE,25000.0
2020-09,BAS1V.HE,9000.0
2020-09,6861.T,250.0
2020-09,ASC.L,20000.0
2020-09,SEDG,2500.0
2020-09,DUST.ST,46000.0
2020-09,ZAL.DE,5050.0
2020-09,FNAC.PA,4500.0
2020-09,6146.T,950.0
2020-09,ACSO.L,75000.0
2020-09,SAX.DE,3500.0
2020-09,OCDO.L,24000.0
2020-09,4751.T,5000.0
2020-09,ALK-B.CO,1000.0
2020-09,STM,10000.0
2020-09,6951.T,10000.0
2020-09,AMP.MI,8000.0
2020-09,6857.T,4000.0
2020-09,6481.T,10000.0
2020-09,INRN.SW,150.0
2020-09,RKUNY,10000.0
2020-09,ADYEN.AS,160.0
2020-09,CAPC.L,150000.0
2020-09,FDP.L,1000.0
2020-09,SMDS.L,95000.0
2020-09,TSM,6000.0
2020-09,ZOO.L,240000.0
2020-09,IQE.L,329030.0
2020-09,ORP.PA,2000.0
2020-09,3064.T,8500.0
2020-09,6594.T,2600.0
2020-09,3990.T,4000.0
2020-09,3844.T,8000.0
2020-09,LTG.L,400000.0
2020-09,6920.T,1000.0
2020-09,ADE.OL,12580.0
2020-09,LBIRD.PA,16092.0
2020-09,FDEV.L,39214.0
2020-09,AML.L,300000.0
2020-09,VITB.ST,10000.0
2020-09,TOBII.ST,70000.0
2020-09,4755.T,15000.0
2020-09,IFX.DE,16000.0
2020-09,4689.T,60000.0
2020-09,FUTR.L,30000.0
2020-09,TOM2.AS,28000.0
2020-09,6544.T,7000.0
2020-09,DSY.PA,2300.0
2020-09,DIA.MI,1000.0
2020-09,RYAAY,4300.0
2020-09,ASR,3000.0
2020-09,AGL.MI,30000.0
2020-09,PUB.PA,5235.0
2020-09,WMH.L,100000.0
2020-10,BB,100000.0
2020-10,AMS.SW,13000.0
2020-10,BCART.BR,45000.0
2020-10,UCB.BR,2000.0
2020-10,ASML,540.0
2020-10,RAY.ST,40000.0
2020-10,UMI.BR,7600.0
2020-10,BOOZT.ST,40000.0
2020-10,GWPH,2000.0
2020-10,MTLS,4450.0
2020-10,NOD.OL,37000.0
2020-10,AM3D.DE,35000.0
2020-10,BAS1V.HE,9000.0
2020-10,6861.T,250.0
2020-10,ASC.L,20000.0
2020-10,SEDG,1750.0
2020-10,DUST.ST,46000.0
2020-10,ZAL.DE,5050.0
2020-10,FNAC.PA,4500.0
2020-10,6146.T,950.0
2020-10,ACSO.L,75000.0
2020-10,SAX.DE,3500.0
2020-10,OCDO.L,24000.0
2020-10,4751.T,5000.0
2020-10,ALK-B.CO,1000.0
2020-10,STM,10000.0
2020-10,6951.T,10000.0
2020-10,AMP.MI,8000.0
2020-10,6857.T,4000.0
2020-10,6481.T,10000.0
2020-10,SCHA,2050.0
2020-10,INRN.SW,150.0
2020-10,RKUNY,10000.0
2020-10,ADYEN.AS,160.0
2020-10,CAPC.L,150000.0
2020-10,FDP.L,1000.0
2020-10,SMDS.L,95000.0
2020-10,TSM,6000.0
2020-10,ZOO.L,240000.0
2020-10,IQE.L,329030.0
2020-10,ORP.PA,2000.0
2020-10,3064.T,8500.0
2020-10,6594.T,2600.0
2020-10,3990.T,4000.0
2020-10,3844.T,8000.0
2020-10,LTG.L,400000.0
2020-10,6920.T,1000.0
2020-10,ADE.OL,12580.0
2020-10,LBIRD.PA,16092.0
2020-10,FDEV.L,39214.0
2020-10,AML.L,300000.0
2020-10,VITB.ST,10000.0
2020-10,TOBII.ST,70000.0
2020-10,4755.T,15000.0
2020-10,IFX.DE,16000.0
2020-10,4689.T,60000.0
2020-10,FUTR.L,30000.0
2020-10,TOM2.AS,28000.0
2020-10,6544.T,7000.0
2020-10,DSY.PA,1000.0
2020-10,DIA.MI,990.0
2020-10,ASR,3000.0
2020-10,PUB.PA,5235.0
2020-10,GVC.L,20000.0
2020-10,ROSE.SW,1000.0
2020-11,BB,100000.0
2020-11,AMS.SW,13000.0
2020-11,BCART.BR,45000.0
2020-11,UCB.BR,2000.0
2020-11,ASML,540.0
2020-11,RAY.ST,40000.0
2020-11,UMI.BR,7600.0
2020-11,BOOZT.ST,29800.0
2020-11,GWPH,4000.0
2020-11,MTLS,4450.0
2020-11,NOD.OL,37000.0
2020-11,AM3D.DE,35000.0
2020-11,BAS1V.HE,9000.0
2020-11,6861.T,250.0
2020-11,ASC.L,20000.0
2020-11,SEDG,1750.0
2020-11,DUST.ST,46000.0
2020-11,ZAL.DE,5050.0
2020-11,FNAC.PA,9000.0
2020-11,6146.T,950.0
2020-11,ACSO.L,75000.0
2020-11,SAX.DE,3500.0
2020-11,OCDO.L,24000.0
2020-11,4751.T,5000.0
2020-11,ALK-B.CO,1000.0
2020-11,STM,10000.0
2020-11,6951.T,10000.0
2020-11,AMP.MI,8000.0
2020-11,6857.T,4000.0
2020-11,6481.T,10000.0
2020-11,SCHA,2050.0
2020-11,INRN.SW,150.0
2020-11,RKUNY,10000.0
2020-11,ADYEN.AS,160.0
2020-11,CAPC.L,300000.0
2020-11,FDP.L,1000.0
2020-11,SMDS.L,95000.0
2020-11,TSM,6000.0
2020-11,ZOO.L,429000.0
2020-11,IQE.L,329030.0
2020-11,ORP.PA,2000.0
2020-11,3064.T,8500.0
2020-11,6594.T,2600.0
2020-11,3990.T,4000.0
2020-11,3844.T,8000.0
2020-11,LTG.L,400000.0
2020-11,6920.T,1000.0
2020-11,ADE.OL,12580.0
2020-11,LBIRD.PA,16092.0
2020-11,FDEV.L,34800.0
2020-11,AML.L,597000.0
2020-11,VITB.ST,10000.0
2020-11,TOBII.ST,70000.0
2020-11,4755.T,15000.0
2020-11,IFX.DE,16000.0
2020-11,4689.T,60000.0
2020-11,FUTR.L,30000.0
2020-11,TOM2.AS,28000.0
2020-11,6544.T,7000.0
2020-11,DSY.PA,1000.0
2020-11,DIA.MI,990.0
2020-11,PUB.PA,5235.0
2020-11,GVC.L,30000.0
2020-11,ROSE.SW,1000.0
2020-12,BB,100000.0
2020-12,AMS.SW,13000.0
2020-12,BCART.BR,45000.0
2020-12,UCB.BR,2000.0
2020-12,ASML,30.0
2020-12,RAY.ST,40000.0
2020-12,UMI.BR,7600.0
2020-12,BOOZT.ST,29800.0
2020-12,GWPH,4000.0
2020-12,MTLS,4450.0
2020-12,NOD.OL,37000.0
2020-12,AM3D.DE,35000.0
2020-12,BAS1V.HE,9000.0
2020-12,ASC.L,20000.0
2020-12,SEDG,1750.0
2020-12,DUST.ST,46000.0
2020-12,ZAL.DE,5050.0
2020-12,FNAC.PA,9000.0
2020-12,6146.T,950.0
2020-12,ACSO.L,75000.0
2020-12,SAX.DE,3500.0
2020-12,OCDO.L,24000.0
2020-12,4751.T,5000.0
2020-12,ALK-B.CO,1000.0
2020-12,STM,10000.0
2020-12,6951.T,10000.0
2020-12,AMP.MI,8000.0
2020-12,6857.T,4000.0
2020-12,6481.T,10000.0
2020-12,SCHA,2050.0
2020-12,INRN.SW,150.0
2020-12,RKUNY,10000.0
2020-12,ADYEN.AS,160.0
2020-12,CAPC.L,300000.0
2020-12,FDP.L,1000.0
2020-12,SMDS.L,95000.0
2020-12,TSM,6000.0
2020-12,ZOO.L,429000.0
2020-12,IQE.L,329030.0
2020-12,3064.T,8500.0
2020-12,6594.T,2600.0
2020-12,3990.T,4000.0
2020-12,3844.T,18000.0
2020-12,LTG.L,400000.0
2020-12,6920.T,1000.0
2020-12,ADE.OL,12580.0
2020-12,LBIRD.PA,16092.0
2020-12,FDEV.L,34800.0
2020-12,AML.L,597000.0
2020-12,VITB.ST,10000.0
2020-12,TOBII.ST,70000.0
2020-12,4755.T,15000.0
2020-12,IFX.DE,16000.0
2020-12,4689.T,60000.0
2020-12,FUTR.L,30000.0
2020-12,6544.T,7000.0
2020-12,DSY.PA,1000.0
2020-12,DIA.MI,990.0
2020-12,PUB.PA,5235.0
2020-12,GVC.L,30000.0
2020-12,ROSE.SW,1000.0
2021-01,BB,23950.0
2021-01,BCART.BR,45000.0
2021-01,UCB.BR,2000.0
2021-01,ASML,30.0
2021-01,RAY.ST,40000.0
2021-01,UMI.BR,7600.0
2021-01,BOOZT.ST,29800.0
2021-01,GWPH,4000.0
2021-01,NOD.OL,37000.0
2021-01,AM3D.DE,19950.0
2021-01,BAS1V.HE,9000.0
2021-01,ASC.L,20000.0
2021-01,SEDG,1750.0
2021-01,DUST.ST,46000.0
2021-01,ZAL.DE,5050.0
2021-01,FNAC.PA,9000.0
2021-01,6146.T,950.0
2021-01,ACSO.L,75000.0
2021-01,SAX.DE,3500.0
2021-01,OCDO.L,24000.0
2021-01,4751.T,5000.0
2021-01,ALK-B.CO,1000.0
2021-01,STM,10000.0
2021-01,6951.T,10000.0
2021-01,AMP.MI,8000.0
2021-01,6857.T,4000.0
2021-01,6481.T,10000.0
2021-01,SCHA,2050.0
2021-01,INRN.SW,100.0
2021-01,RKUNY,10000.0
2021-01,ADYEN.AS,160.0
2021-01,CAPC.L,150000.0
2021-01,FDP.L,1000.0
2021-01,SMDS.L,95000.0
2021-01,TSM,6000.0
2021-01,ZOO.L,429000.0
2021-01,IQE.L,278000.0
2021-01,3064.T,8500.0
2021-01,6594.T,2600.0
2021-01,3990.T,9000.0
2021-01,3844.T,18000.0
2021-01,LTG.L,400000.0
2021-01,6920.T,1000.0
2021-01,ADE.OL,12580.0
2021-01,LBIRD.PA,16092.0
2021-01,FDEV.L,34800.0
2021-01,AML.L,597000.0
2021-01,VITB.ST,10000.0
2021-01,TOBII.ST,70000.0
2021-01,4755.T,15000.0
2021-01,IFX.DE,16000.0
2021-01,4689.T,60000.0
2021-01,FUTR.L,30000.0
2021-01,6544.T,7000.0
2021-01,DSY.PA,1000.0
2021-01,DIA.MI,990.0
2021-01,PUB.PA,5235.0
2021-01,GVC.L,40000.0
2021-01,ROSE.SW,1000.0
2021-01,ASM.AS,1500.0
2021-02,BB,48950.0
2021-02,BCART.BR,85000.0
2021-02,UCB.BR,3000.0
2021-02,ASML,30.0
2021-02,RAY.ST,88950.0
2021-02,UMI.BR,12600.0
2021-02,BOOZT.ST,29800.0
2021-02,NOD.OL,37000.0
2021-02,AM3D.DE,19950.0
2021-02,BAS1V.HE,13000.0
2021-02,ASC.L,20000.0
2021-02,SEDG,1750.0
2021-02,DUST.ST,46000.0
2021-02,ZAL.DE,5050.0
2021-02,FNAC.PA,9000.0
2021-02,BHP,9000.0
2021-02,6146.T,1950.0
2021-02,ACSO.L,75000.0
2021-02,SAX.DE,3500.0
2021-02,OCDO.L,34000.0
2021-02,4751.T,9000.0
2021-02,ALK-B.CO,1000.0
2021-02,STM,10000.0
2021-02,6951.T,10000.0
2021-02,AMP.MI,20000.0
2021-02,6857.T,7900.0
2021-02,6481.T,10000.0
2021-02,SCHA,2050.0
2021-02,INRN.SW,100.0
2021-02,RKUNY,10000.0
2021-02,ADYEN.AS,160.0
2021-02,CAPC.L,250000.0
2021-02,FDP.L,1000.0
2021-02,SMDS.L,125000.0
2021-02,TSM,6000.0
2021-02,ZOO.L,429000.0
2021-02,IQE.L,278000.0
2021-02,3064.T,8500.0
2021-02,6594.T,2600.0
2021-02,3990.T,19000.0
2021-02,3844.T,18000.0
2021-02,LTG.L,400000.0
2021-02,6920.T,1000.0
2021-02,ADE.OL,42580.0
2021-02,LBIRD.PA,26092.0
2021-02,FDEV.L,29800.0
2021-02,AML.L,607000.0
2021-02,VITB.ST,10000.0
2021-02,TOBII.ST,70000.0
2021-02,4755.T,35000.0
2021-02,IFX.DE,16000.0
2021-02,4689.T,100000.0
2021-02,FUTR.L,40000.0
2021-02,6544.T,14000.0
2021-02,DSY.PA,1000.0
2021-02,DIA.MI,990.0
2021-02,PUB.PA,10235.0
2021-02,GVC.L,40000.0
2021-02,ROSE.SW,2000.0
2021-02,ASM.AS,2000.0
2021-02,WOSG.L,60000.0
2021-02,DMP.DE,8000.0
2021-02,MOON.L,105000.0
2021-02,4385.T,12000.0
2021-02,RIO,8000.0
2021-02,JAZZ,3000.0
2021-03,BB,73950.0
2021-03,BCART.BR,85000.0
2021-03,ASML,30.0
2021-03,RAY.ST,104750.0
2021-03,UMI.BR,12600.0
2021-03,BOOZT.ST,29800.0
2021-03,NOD.OL,37000.0
2021-03,AM3D.DE,19950.0
2021-03,BAS1V.HE,13000.0
2021-03,ASC.L,20000.0
2021-03,SEDG,1750.0
2021-03,DUST.ST,46000.0
2021-03,ZAL.DE,7050.0
2021-03,FNAC.PA,9000.0
2021-03,BHP,9000.0
2021-03,6146.T,1950.0
2021-03,ACSO.L,75000.0
2021-03,SAX.DE,3500.0
2021-03,OCDO.L,34000.0
2021-03,4751.T,9000.0
2021-03,ALK-B.CO,1990.0
2021-03,STM,10000.0
2021-03,6951.T,15000.0
2021-03,AMP.MI,25000.0
2021-03,6857.T,7900.0
2021-03,6481.T,10000.0
2021-03,SCHA,2050.0
2021-03,INRN.SW,100.0
2021-03,RKUNY,10000.0
2021-03,ADYEN.AS,160.0
2021-03,CAPC.L,250000.0
2021-03,FDP.L,1000.0
2021-03,SMDS.L,125000.0
2021-03,TSM,6000.0
2021-03,ZOO.L,429000.0
2021-03,IQE.L,278000.0
2021-03,TPE.DE,12000.0
2021-03,3064.T,8500.0
2021-03,6594.T,2600.0
2021-03,3990.T,19000.0
2021-03,3844.T,18000.0
2021-03,LTG.L,500000.0
2021-03,6920.T,1000.0
2021-03,ADE.OL,42580.0
2021-03,LBIRD.PA,26092.0
2021-03,FDEV.L,39800.0
2021-03,AML.L,607000.0
2021-03,VITB.ST,10000.0
2021-03,TOBII.ST,70000.0
2021-03,4755.T,35000.0
2021-03,IFX.DE,16000.0
2021-03,4689.T,100000.0
2021-03,FUTR.L,40000.0
2021-03,BOSS.DE,10000.0
2021-03,6544.T,14000.0
2021-03,DSY.PA,1000.0
2021-03,DIA.MI,990.0
2021-03,PUB.PA,10235.0
2021-03,GVC.L,40000.0
2021-03,ROSE.SW,2500.0
2021-03,ASM.AS,2000.0
2021-03,WOSG.L,60000.0
2021-03,DMP.DE,8000.0
2021-03,MOON.L,105000.0
2021-03,4385.T,12000.0
2021-03,RIO,8000.0
2021-03,JAZZ,3000.0
2021-04,BB,73950.0
2021-04,BCART.BR,85000.0
2021-04,ASML,30.0
2021-04,RAY.ST,104750.0
2021-04,UMI.BR,12600.0
2021-04,BOOZT.ST,29800.0
2021-04,NOD.OL,37000.0
2021-04,AM3D.DE,19950.0
2021-04,BAS1V.HE,13000.0
2021-04,ASC.L,20000.0
2021-04,SEDG,1750.0
2021-04,DUST.ST,46000.0
2021-04,ZAL.DE,7050.0
2021-04,FNAC.PA,9000.0
2021-04,BHP,9000.0
2021-04,6146.T,1950.0
2021-04,ACSO.L,75000.0
2021-04,SAX.DE,3500.0
2021-04,OCDO.L,34000.0
2021-04,4751.T,9000.0
2021-04,ALK-B.CO,1990.0
2021-04,STM,10000.0
2021-04,6951.T,15000.0
2021-04,AMP.MI,25000.0
2021-04,6857.T,7900.0
2021-04,SCHA,2050.0
2021-04,INRN.SW,100.0
2021-04,RKUNY,10000.0
2021-04,ADYEN.AS,160.0
2021-04,CAPC.L,250000.0
2021-04,FDP.L,1000.0
2021-04,SMDS.L,125000.0
2021-04,TSM,6000.0
2021-04,ZOO.L,429000.0
2021-04,IQE.L,28000.0
2021-04,TPE.DE,12000.0
2021-04,3064.T,8500.0
2021-04,6594.T,2600.0
2021-04,3990.T,19000.0
2021-04,3844.T,18000.0
2021-04,LTG.L,500000.0
2021-04,6920.T,1000.0
2021-04,ADE.OL,57580.0
2021-04,LBIRD.PA,26092.0
2021-04,FDEV.L,39800.0
2021-04,AML.L,607000.0
2021-04,VITB.ST,10000.0
2021-04,TOBII.ST,70000.0
2021-04,4755.T,35000.0
2021-04,IFX.DE,16000.0
2021-04,4689.T,100000.0
2021-04,FUTR.L,40000.0
2021-04,BOSS.DE,10000.0
2021-04,6544.T,14000.0
2021-04,DSY.PA,1000.0
2021-04,DIA.MI,990.0
2021-04,PUB.PA,6000.0
2021-04,GVC.L,40000.0
2021-04,ROSE.SW,3000.0
2021-04,ASM.AS,2000.0
2021-04,WOSG.L,60000.0
2021-04,DMP.DE,8000.0
2021-04,MOON.L,105000.0
2021-04,4385.T,12000.0
2021-04,RIO,8000.0
2021-04,JAZZ,3000.0
2021-04,3031.T,14000.0
2021-04,PETS.L,70000.0
2021-05,BB,148950.0
2021-05,BCART.BR,85000.0
2021-05,ASML,30.0
2021-05,RAY.ST,104750.0
2021-05,UMI.BR,12600.0
2021-05,BOOZT.ST,29800.0
2021-05,NOD.OL,22000.0
2021-05,AM3D.DE,14950.0
2021-05,BAS1V.HE,8900.0
2021-05,ASC.L,25000.0
2021-05,SEDG,1750.0
2021-05,DUST.ST,29800.0
2021-05,ZAL.DE,4960.0
2021-05,FNAC.PA,9000.0
2021-05,BHP,9000.0
2021-05,6146.T,1950.0
2021-05,ACSO.L,75000.0
2021-05,OCDO.L,34000.0
2021-05,4751.T,9000.0
2021-05,ALK-B.CO,1990.0
2021-05,STM,10000.0
2021-05,6951.T,15000.0
2021-05,AMP.MI,10000.0
2021-05,6857.T,4900.0
2021-05,SCHA,2050.0
2021-05,INRN.SW,100.0
2021-05,ADYEN.AS,296.0
2021-05,CAPC.L,250000.0
2021-05,FDP.L,1000.0
2021-05,SMDS.L,125000.0
2021-05,TSM,6000.0
2021-05,ZOO.L,429000.0
2021-05,IQE.L,28000.0
2021-05,3064.T,23500.0
2021-05,6594.T,2600.0
2021-05,3990.T,19000.0
2021-05,3844.T,18000.0
2021-05,LTG.L,500000.0
2021-05,ADE.OL,72580.0
2021-05,LBIRD.PA,26092.0
2021-05,FDEV.L,39800.0
2021-05,AML.L,607000.0
2021-05,VITB.ST,10000.0
2021-05,TOBII.ST,40000.0
2021-05,4755.T,35000.0
2021-05,IFX.DE,16000.0
2021-05,4689.T,100000.0
2021-05,FUTR.L,40000.0
2021-05,BOSS.DE,10000.0
2021-05,6544.T,14000.0
2021-05,DSY.PA,1000.0
2021-05,DIA.MI,990.0
2021-05,GVC.L,40000.0
2021-05,ROSE.SW,3000.0
2021-05,ASM.AS,2000.0
2021-05,WOSG.L,40000.0
2021-05,DMP.DE,8000.0
2021-05,MOON.L,105000.0
2021-05,4385.T,12000.0
2021-05,RIO,8000.0
2021-05,JAZZ,3000.0
2021-05,3031.T,14000.0
2021-05,PETS.L,70000.0
2021-05,6929.T,2000.0
2021-05,6840.T,3000.0
2021-05,KAHOT.OL,50000.0
2021-06,BB,73950.0
2021-06,BCART.BR,85000.0
2021-06,ASML,30.0
2021-06,RAY.ST,104750.0
2021-06,UMI.BR,12600.0
2021-06,BOOZT.ST,29800.0
2021-06,NOD.OL,22000.0
2021-06,AM3D.DE,14950.0
2021-06,BAS1V.HE,8900.0
2021-06,ASC.L,25000.0
2021-06,SEDG,1750.0
2021-06,ZAL.DE,6960.0
2021-06,FNAC.PA,9000.0
2021-06,BHP,9000.0
2021-06,6146.T,1950.0
2021-06,ACSO.L,75000.0
2021-06,OCDO.L,44000.0
2021-06,4751.T,9000.0
2021-06,ALK-B.CO,1390.0
2021-06,STM,10000.0
2021-06,6951.T,15000.0
2021-06,AMP.MI,5000.0
2021-06,6857.T,4900.0
2021-06,SCHA,2050.0
2021-06,ADYEN.AS,296.0
2021-06,CAPC.L,250000.0
2021-06,FDP.L,1000.0
2021-06,SMDS.L,100000.0
2021-06,TSM,6000.0
2021-06,ZOO.L,429000.0
2021-06,IQE.L,28000.0
2021-06,TPE.DE,15000.0
2021-06,3064.T,23500.0
2021-06,6594.T,2600.0
2021-06,3990.T,19000.0
2021-06,3844.T,18000.0
2021-06,LTG.L,450000.0
2021-06,ADE.OL,46580.0
2021-06,LBIRD.PA,26092.0
2021-06,FDEV.L,39800.0
2021-06,AML.L,607000.0
2021-06,VITB.ST,10000.0
2021-06,TOBII.ST,40000.0
2021-06,4755.T,35000.0
2021-06,IFX.DE,16000.0
2021-06,4689.T,100000.0
2021-06,FUTR.L,40000.0
2021-06,BOSS.DE,10000.0
2021-06,6544.T,14000.0
2021-06,DSY.PA,1000.0
2021-06,DIA.MI,990.0
2021-06,GVC.L,40000.0
2021-06,ROSE.SW,3000.0
2021-06,ASM.AS,2000.0
2021-06,WOSG.L,40000.0
2021-06,DMP.DE,8000.0
2021-06,MOON.L,105000.0
2021-06,4385.T,12000.0
2021-06,RIO,8000.0
2021-06,JAZZ,3000.0
2021-06,3031.T,26000.0
2021-06,PETS.L,70000.0
2021-06,6929.T,2000.0
2021-06,6840.T,3000.0
2021-06,KAHOT.OL,100000.0
2021-06,BOKU.L,325000.0
2021-06,MUSTI.HE,27950.0
2021-07,BB,73950.0
2021-07,BCART.BR,85000.0
2021-07,ASML,30.0
2021-07,RAY.ST,104750.0
2021-07,UMI.BR,12600.0
2021-07,BOOZT.ST,39800.0
2021-07,MTLS,20000.0
2021-07,NOD.OL,22000.0
2021-07,AM3D.DE,14950.0
2021-07,BAS1V.HE,8900.0
2021-07,ASC.L,25000.0
2021-07,SEDG,1750.0
2021-07,ZAL.DE,6960.0
2021-07,FNAC.PA,9000.0
2021-07,BHP,9000.0
2021-07,6146.T,1950.0
2021-07,ACSO.L,75000.0
2021-07,OCDO.L,44000.0
2021-07,4751.T,9000.0
2021-07,ALK-B.CO,1390.0
2021-07,STM,10000.0
2021-07,6951.T,15000.0
2021-07,AMP.MI,5000.0
2021-07,6857.T,4900.0
2021-07,SCHA,2050.0
2021-07,ADYEN.AS,296.0
2021-07,CAPC.L,250000.0
2021-07,FDP.L,1000.0
2021-07,SMDS.L,100000.0
2021-07,TSM,6000.0
2021-07,ZOO.L,429000.0
2021-07,IQE.L,28000.0
2021-07,TPE.DE,15000.0
2021-07,3064.T,23500.0
2021-07,6594.T,2600.0
2021-07,3990.T,19000.0
2021-07,3844.T,18000.0
2021-07,LTG.L,450000.0
2021-07,ADE.OL,46580.0
2021-07,LBIRD.PA,26092.0
2021-07,FDEV.L,39800.0
2021-07,AML.L,607000.0
2021-07,VITB.ST,10000.0
2021-07,TOBII.ST,60000.0
2021-07,4755.T,35000.0
2021-07,IFX.DE,16000.0
2021-07,4689.T,100000.0
2021-07,FUTR.L,40000.0
2021-07,BOSS.DE,10000.0
2021-07,6544.T,14000.0
2021-07,DSY.PA,1000.0
2021-07,DIA.MI,990.0
2021-07,GVC.L,40000.0
2021-07,ROSE.SW,3000.0
2021-07,ASM.AS,2000.0
2021-07,WOSG.L,40000.0
2021-07,DMP.DE,8000.0
2021-07,MOON.L,105000.0
2021-07,4385.T,12000.0
2021-07,RIO,8000.0
2021-07,JAZZ,3000.0
2021-07,3031.T,26000.0
2021-07,PETS.L,70000.0
2021-07,6929.T,2000.0
2021-07,6840.T,3000.0
2021-07,KAHOT.OL,200000.0
2021-07,BOKU.L,325000.0
2021-07,MUSTI.HE,27950.0
2021-08,BB,98950.0
2021-08,BCART.BR,125000.0
2021-08,ASML,30.0
2021-08,RAY.ST,104750.0
2021-08,UMI.BR,12600.0
2021-08,BOOZT.ST,39800.0
2021-08,MTLS,30000.0
2021-08,NOD.OL,22000.0
2021-08,AM3D.DE,14950.0
2021-08,BAS1V.HE,8900.0
2021-08,ASC.L,29000.0
2021-08,SEDG,3550.0
2021-08,ZAL.DE,9960.0
2021-08,FNAC.PA,16000.0
2021-08,BHP,9000.0
2021-08,6146.T,2950.0
2021-08,ACSO.L,75000.0
2021-08,OCDO.L,44000.0
2021-08,4751.T,9000.0
2021-08,ALK-B.CO,1190.0
2021-08,STM,10000.0
2021-08,6951.T,20000.0
2021-08,AMP.MI,10000.0
2021-08,6857.T,4900.0
2021-08,SCHA,2050.0
2021-08,ADYEN.AS,296.0
2021-08,CAPC.L,250000.0
2021-08,FDP.L,1000.0
2021-08,SMDS.L,130000.0
2021-08,TSM,8000.0
2021-08,ZOO.L,429000.0
2021-08,IQE.L,28000.0
2021-08,TPE.DE,25000.0
2021-08,3064.T,23500.0
2021-08,6594.T,4600.0
2021-08,3990.T,29000.0
2021-08,3844.T,18000.0
2021-08,LTG.L,450000.0
2021-08,ADE.OL,56580.0
2021-08,LBIRD.PA,26092.0
2021-08,FDEV.L,49800.0
2021-08,AML.L,617000.0
2021-08,VITB.ST,10000.0
2021-08,TOBII.ST,90000.0
2021-08,4755.T,65000.0
2021-08,IFX.DE,4940.0
2021-08,4689.T,150000.0
2021-08,FUTR.L,40000.0
2021-08,6544.T,24000.0
2021-08,DSY.PA,1000.0
2021-08,DIA.MI,990.0
2021-08,GVC.L,40000.0
2021-08,ROSE.SW,3000.0
2021-08,WOSG.L,40000.0
2021-08,DMP.DE,8000.0
2021-08,MOON.L,105000.0
2021-08,4385.T,17000.0
2021-08,RIO,8000.0
2021-08,JAZZ,4000.0
2021-08,3031.T,26000.0
2021-08,PETS.L,100000.0
2021-08,6929.T,2000.0
2021-08,6840.T,3000.0
2021-08,KAHOT.OL,200000.0
2021-08,BOKU.L,325000.0
2021-08,MUSTI.HE,32950.0
2021-09,BB,148950.0
2021-09,ASML,30.0
2021-09,RAY.ST,104750.0
2021-09,UMI.BR,12600.0
2021-09,BOOZT.ST,59800.0
2021-09,MTLS,30000.0
2021-09,NOD.OL,22000.0
2021-09,AM3D.DE,29950.0
2021-09,BAS1V.HE,16900.0
2021-09,ASC.L,34000.0
2021-09,SEDG,3550.0
