Date Posted,Activity,Quantity,Unit Type,Asset Name,Trade Date,Broker,Price Per Unit,Principal Cash
04/09/18,Purchase,"21,760.88",Units,Swedish Krona,4/5/18,,1 SEK,"46,176.92"
04/09/18,Purchase,"22,901.45",Units,Swedish Krona,4/5/18,,1 SEK,"43,452.55"
04/09/18,Purchase,"20,130.06",Units,Swedish Krona,4/5/18,,1 SEK,"41,058.66"
04/09/18,Purchase,"3,136.57",Units,Euro,4/6/18,,1 EUR,"37,201.45"
04/09/18,Purchase,"2,109.05",Units,Euro,4/6/18,,1 EUR,"34,607.41"
04/09/18,Purchase,"2,674.01",Units,Euro,4/6/18,,1 EUR,"31,319.03"
04/09/18,Purchase,"1,488.43",Units,Euro,4/6/18,,1 EUR,"29,488.92"
04/09/18,Purchase,"18,449.22",Units,Norwegian Krone,4/6/18,,1 NOK,"27,126.14"
04/09/18,Purchase,"17,168.58",Units,Norwegian Krone,4/6/18,,1 NOK,"24,927.25"
04/09/18,Purchase,"12,967.98",Units,Euro,4/6/18,,1 EUR,"8,977.22"
04/09/18,Purchase,"1,395.90",Units,British Pound,4/6/18,,1 GBP,"7,006.32"
04/09/18,Purchase,20,Shares,Gw Pharmaceuticals A D R,4/5/18,J.P. Morgan Securities LLC,114.0908 USD,"4,724.30"
04/09/18,Purchase,150,Shares,Materialise Nv A D R,4/5/18,J.P. Morgan Securities LLC,11.76 USD,"2,958.80"
04/09/18,Purchase,50,Shares,"G5 Entertainment Ab Net Cost 16,358.18 SEK",4/5/18,Jpmsgb2l Jp Morgan Sec London,327 SEK,"1,013.07"
04/09/18,Purchase,100,Shares,"Intrum Justitia Ab Net Cost 22,901.45 SEK",4/5/18,Jpmsgb2l Jp Morgan Sec London,228.9 SEK,"-1,710.96"
04/09/18,Purchase,300,Shares,"Boozt Ab Net Cost 21,760.88 SEK",4/5/18,Jpmsgb2l Jp Morgan Sec London,72.5 SEK,"-4,299.32"
04/09/18,Purchase,200,Shares,"Fagerhult Ab Net Cost 20,130.06 SEK",4/5/18,Jpmsgb2l Jp Morgan Sec London,100.6 SEK,"-6,693.70"
04/09/18,Purchase,5,Shares,"Eurofins Scientific Net Cost 2,109.05 EUR",4/5/18,Jpmsgb2l Jp Morgan Sec London,421.6 EUR,"-9,287.62"
04/09/18,Purchase,20,Shares,"Asos Plc Net Cost 1,395.90 GBP",4/5/18,Crst 784 Jpmorgan Secs Ltd,69.76 GBP,"-11,253.68"
04/09/18,Purchase,400,Shares,"Nordic Semiconductor Asa Net Cost 18,449.22 NOK",4/5/18,Jpmsgb2l Jp Morgan Sec London,46.1 NOK,"-13,609.44"
04/09/18,Purchase,100,Shares,"Brunello Cucinelli Spa Net Cost 2,674.01 EUR",4/5/18,Jpmsgb2l Jp Morgan Sec London,26.7 EUR,"-16,898.21"
04/09/18,Purchase,300,Shares,"Ovs Spa Net Cost 1,488.43 EUR",4/5/18,Jpmsgb2l Jp Morgan Sec London,4.954 EUR,"-18,728.83"
04/09/18,Purchase,100,Shares,"Slm Solutions Group Ag Net Cost 3,136.57 EUR",4/5/18,Jpmsgb2leql Jp Morgan Eq Lndn,31.35 EUR,"-22,586.50"
04/09/18,Purchase,100,Shares,"Norwegian Air Shut Net Cost 17,168.58 NOK",4/5/18,Jpmsgb2l Jp Morgan Sec London,171.6 NOK,"-24,778.73"
04/09/18,Purchase,300,Shares,"Basware Oyj Npv Net Cost 12,967.98 EUR",4/5/18,Jpmsgb2leql Jp Morgan Eq Lndn,43.205 EUR,"-40,728.05"
04/10/18,Sale,"18,070.3",Units,"18,070.30 -18,070.30 First Am Govt Ob Fd Cl X",4/10/18,,,"21,029.10"
04/10/18,Purchase,15,Shares,"Groupe Fnac Sa Net Cost 1,609.56 USD",4/6/18,Jpmsgb2l Jp Morgan Sec London,87.49998882 EUR,"19,419.54"
04/10/18,Purchase,40,Shares,"Zalando SE Net Cost 2,178.00 USD",4/6/18,Jpmsgb2leql Jp Morgan Eq Lndn,44.5089457 EUR,"17,241.54"
04/10/18,Purchase,150,Shares,"Dustin Group Ab Net Cost 1,288.65 USD",4/6/18,Jpmsgb2l Jp Morgan Sec London,72.17382975 SEK,"15,952.89"
04/10/18,Purchase,200,Shares,Sodastream International Ltd,4/6/18,J.P. Morgan Securities LLC,94.5498 USD,"-2,959.07"
04/10/18,Purchase,20,Shares,Solaredge Technologies Inc,4/6/18,J.P. Morgan Securities LLC,54.70 USD,"-4,053.27"
04/11/18,Purchase,40,Shares,B H P Billiton Limited A D R,4/9/18,J.P. Morgan Securities LLC,43.65 USD,"-5,799.67"
04/12/18,Purchase,170,Shares,Sodastream International Ltd,4/10/18,J.P. Morgan Securities LLC,95.00 USD,"-21,951.37"
04/12/18,Purchase,40,Shares,"Zalando SE Net Cost 2,195.32 USD",4/9/18,Jpmsgb2leql Jp Morgan Eq Lndn,44.51 EUR,"-24,146.69"
04/13/18,Purchase,"2,901.35",Units,First Am Govt Ob Fd Cl X,4/13/18,,,"-27,048.04"
04/13/18,Purchase,10,Shares,"Disco Corporation Net Cost 2,091.81 USD",4/10/18,"Jpmsgb2l Jp Morgan Sec London Book Value 223,907 JPY Traded At 107.04 JPY To 1 USD Valued At 107.04 JPY For 2,091.81 USD","22,390.73424 JPY","-29,139.85"
04/13/18,Purchase,5,Shares,"Keyence Corp Net Cost 2,958.80 USD",4/5/18,Eclr 41555,"63,045.045 JPY","-32,098.65"
04/13/18,Sale,340,Shares,"32,098.65 -32,226.87 Sodastream International Ltd",4/11/18,J.P. Morgan Securities LLC,94.42 USD,0.00
04/18/18,Purchase,"3,000",Units,First Am Govt Ob Fd Cl X,4/18/18,,,0.00
04/19/18,Sale,"3,000",Units,"3,000.00 -3,000.00 First Am Govt Ob Fd Cl X",4/19/18,,,0.00
04/20/18,Purchase,"45,750",Units,First Am Govt Ob Fd Cl X,4/20/18,,,0.00
04/23/18,Sale,"21,801.26",Units,"21,801.26 -21,801.26 First Am Govt Ob Fd Cl X",4/23/18,,,"22,584.38"
04/23/18,Purchase,300,Shares,"Ocado Group Plc Net Cost 2,284.84 USD",4/19/18,Crst 784 Jpmorgan Secs Ltd,5.336 GBP,"20,299.54"
04/23/18,Purchase,20,Shares,"Stroeer SE and Co Kgaa Net Cost 1,496.52 USD",4/19/18,Jpmsgb2leql Jp Morgan Eq Lndn,60.6 EUR,"18,803.02"
04/23/18,Purchase,150,Shares,"Dustin Group Ab Net Cost 1,378.77 USD",4/19/18,Jpmsgb2l Jp Morgan Sec London,77 SEK,"17,424.25"
04/23/18,Purchase,100,Shares,"Raysearch Laboratories Ab Net Cost 1,514.86 USD",4/19/18,Jpmsgb2l Jp Morgan Sec London,126.9 SEK,"15,909.39"
04/23/18,Purchase,30,Shares,"Umicore Net Cost 1,596.77 USD",4/19/18,Jpmsgb2l Jp Morgan Sec London,43 EUR,"14,312.62"
04/23/18,Purchase,20,Shares,"Ucb Sa Net Cost 1,658.16 USD",4/19/18,Jpmsgb2l Jp Morgan Sec London,66.98 EUR,"12,654.46"
04/23/18,Purchase,100,Shares,"Accesso Technology Group Plc Net Cost 3,017.94 USD",4/19/18,Crst 784 Jpmorgan Secs Ltd,21.25 GBP,"9,636.52"
04/23/18,Purchase,10,Shares,Asml Holding Nv Ny Reg Shs,4/19/18,J.P. Morgan Securities LLC,199.04 USD,"7,646.02"
04/23/18,Purchase,10,Shares,Ferrari Nv,4/19/18,J.P. Morgan Securities LLC,123.85 USD,"6,407.42"
04/23/18,Purchase,20,Shares,Shopify Inc A,4/19/18,J.P. Morgan Securities LLC,126.85 USD,"3,870.22"
04/23/18,Purchase,30,Shares,Nintendo Co Ltd Unspons A D R,4/19/18,J.P. Morgan Securities LLC,51.18 USD,"2,334.52"
04/23/18,Purchase,400,Shares,Nokia Corp Spon A D R,4/19/18,J.P. Morgan Securities LLC,5.8263 USD,0.00
04/24/18,Sale,"8,160.96",Units,"8,160.96 -8,160.96 First Am Govt Ob Fd Cl X",4/24/18,,,"8,160.96"
04/24/18,Purchase,40,Shares,"Cyberagent Inc Npv Net Cost 2,057.14 USD",4/19/18,Jpmsgb2l Jp Morgan Sec London,"5,520.00000029 JPY","6,103.82"
04/24/18,Purchase,10,Shares,"Disco Corporation Net Cost 2,162.42 USD",4/19/18,Jpmsgb2l Jp Morgan Sec London,"23,210 JPY","3,941.40"
04/24/18,Purchase,15,Shares,"Groupe Fnac Sa Net Cost 1,735.61 USD",4/20/18,Jpmsgb2l Jp Morgan Sec London,93.85 EUR,"2,205.79"
04/24/18,Purchase,20,Shares,"Ams Ag Net Cost 1,991.98 USD",4/20/18,Jpmsgb2l Jp Morgan Sec London,96.98 CHF,213.81
04/24/18,Purchase,300,Shares,"Ovs Spa Net Cost 1,315.58 USD",4/20/18,Jpmsgb2l Jp Morgan Sec London,3.5640156 EUR,"-1,101.77"
04/24/18,Sale,20,Shares,"1,101.77 -1,094.20 Solaredge Technologies Inc",4/20/18,J.P. Morgan Securities LLC,55.10 USD,0.00
04/25/18,Sale,"2,496",Units,"2,496.00 -2,496.00 First Am Govt Ob Fd Cl X",4/25/18,,,"2,496.00"
04/25/18,Purchase,20,Shares,Elbit Systems Ltd,4/23/18,J.P. Morgan Securities LLC,124.79 USD,0.00
04/26/18,Purchase,"18,490",Units,First Am Govt Ob Fd Cl X,4/26/18,,,"2,110.00"
04/26/18,Purchase,200,Shares,Blackberry Ltd,4/24/18,J.P. Morgan Securities LLC,10.54 USD,0.00
04/27/18,Sale,"10,657.01",Units,"10,657.01 -10,657.01 First Am Govt Ob Fd Cl X",4/27/18,,,"10,657.01"
04/27/18,Purchase,100,Shares,"Askul Corp Npv Net Cost 3,149.89 USD",4/24/18,Jpmsgb2l Jp Morgan Sec London,"3,430 JPY","7,507.12"
04/27/18,Purchase,50,Shares,"Cyberagent Inc Npv Net Cost 2,488.69 USD",4/24/18,Jpmsgb2l Jp Morgan Sec London,"5,420 JPY","5,018.43"
04/27/18,Purchase,20,Shares,"Stroeer SE and Co Kgaa Net Cost 1,458.20 USD",4/25/18,Jpmsgb2leql Jp Morgan Eq Lndn,59.8 EUR,"3,560.23"
04/27/18,Purchase,20,Shares,"Asos Plc Net Cost 1,683.83 USD",4/25/18,Crst 784 Jpmorgan Secs Ltd,60.32 GBP,"1,876.40"
04/27/18,Purchase,40,Shares,B H P Billiton Limited A D R,4/25/18,J.P. Morgan Securities LLC,46.90 USD,0.00
04/30/18,Sale,"5,809",Units,"5,809.00 -5,809.00 First Am Govt Ob Fd Cl X",4/30/18,,,"5,809.00"
04/30/18,Purchase,100,Shares,Materialise Nv A D R,4/26/18,J.P. Morgan Securities LLC,12.15 USD,"4,593.00"
04/30/18,Purchase,20,Shares,Shopify Inc A,4/26/18,J.P. Morgan Securities LLC,124.59 USD,"2,101.00"
04/30/18,Purchase,200,Shares,Blackberry Ltd,4/26/18,J.P. Morgan Securities LLC,10.495 USD,0.00
05/01/18,Sale,"1,411.9",Units,"1,411.90 -1,411.90 First Am Govt Ob Fd Cl X",5/1/18,,,"2,211.90"
05/01/18,Purchase,300,Shares,"Ocado Group Plc Net Cost 2,211.90 USD",4/27/18,Crst 784 Jpmorgan Secs Ltd,0.83539823 EUR,0.00
05/02/18,Sale,33.04,Units,39.55 -39.55 Euro,5/2/18,,0.83539823 EUR,122.01
05/02/18,Sale,"6,919.54",Units,"6,919.54 -6,919.54 First Am Govt Ob Fd Cl X",5/2/18,,,"7,041.55"
05/02/18,Purchase,300,Shares,"Nordic Semiconductor Asa Net Cost 1,864.92 USD",4/27/18,Jpmsgb2l Jp Morgan Sec London,49.5 NOK,"5,176.63"
05/02/18,Purchase,300,Shares,"Boozt Ab Net Cost 2,764.97 USD",4/27/18,Jpmsgb2l Jp Morgan Sec London,80.038 SEK,"2,411.66"
05/02/18,Purchase,150,Shares,"Biocartis Nv Net Cost 2,322.19 USD",4/27/18,Jpmsgb2l Jp Morgan Sec London,0.83821181 EUR,89.47
05/03/18,Sale,15.75,Units,18.79 -18.79 Euro,5/3/18,,0.83821181 EUR,87.50
05/03/18,Purchase,"215,897.38",Units,First Am Govt Ob Fd Cl X,5/3/18,,,"3,024.01"
05/03/18,Purchase,300,Shares,"Air France Klm Net Cost 2,986.43 USD",4/30/18,Jpmsgb2l Jp Morgan Sec London,8.216 EUR,37.58
05/04/18,Purchase,18.79,Units,First Am Govt Ob Fd Cl X,5/4/18,,,0.00
05/07/18,Sale,"96,398.42",Units,"96,398.42 -96,398.42 First Am Govt Ob Fd Cl X",5/7/18,,,"122,948.47"
05/07/18,Purchase,80,Shares,"Zalando SE Net Cost 4,130.37 USD",5/3/18,Jpmsgb2leql Jp Morgan Eq Lndn,43.07 EUR,"118,818.10"
05/07/18,Purchase,40,Shares,"Stroeer SE and Co Kgaa Net Cost 3,035.21 USD",5/3/18,Jpmsgb2leql Jp Morgan Eq Lndn,63.3 EUR,"115,782.89"
05/07/18,Purchase,100,Shares,"Slm Solutions Group Ag Net Cost 3,788.02 USD",5/3/18,Jpmsgb2leql Jp Morgan Eq Lndn,31.6 EUR,"111,994.87"
05/07/18,Purchase,40,Shares,"Ucb Sa Net Cost 2,992.06 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,62.4 EUR,"109,002.81"
05/07/18,Purchase,60,Shares,"Umicore Net Cost 3,380.44 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,47 EUR,"105,622.37"
05/07/18,Purchase,300,Shares,"Biocartis Nv Net Cost 4,574.39 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,12.72 EUR,"101,047.98"
05/07/18,Purchase,30,Shares,"Groupe Fnac Sa Net Cost 3,304.00 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,91.6 EUR,"97,743.98"
05/07/18,Purchase,5,Shares,"Eurofins Scientific Net Cost 2,723.54 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,454.4 EUR,"95,020.44"
05/07/18,Purchase,300,Shares,"Air France Klm Net Cost 3,000.31 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,8.318 EUR,"92,020.13"
05/07/18,Purchase,600,Shares,"Ovs Spa Net Cost 2,671.06 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,3.71 EUR,"89,349.07"
05/07/18,Purchase,200,Shares,"Raysearch Laboratories Ab Net Cost 3,055.48 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,134.6 SEK,"86,293.59"
05/07/18,Purchase,100,Shares,"Brunello Cucinelli Spa Net Cost 3,335.83 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,27.8 EUR,"82,957.76"
05/07/18,Purchase,100,Shares,"Intrum Justitia Ab Net Cost 2,549.26 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,224.59999996 SEK,"80,408.50"
05/07/18,Purchase,40,Shares,"Ams Ag Net Cost 3,541.66 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,88.26 CHF,"76,866.84"
05/07/18,Purchase,50,Shares,"G5 Entertainment Ab Net Cost 2,123.63 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,374.2 SEK,"74,743.21"
05/07/18,Purchase,300,Shares,"Dustin Group Ab Net Cost 2,516.35 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,73.89994453 SEK,"72,226.86"
05/07/18,Purchase,600,Shares,"Boozt Ab Net Cost 5,352.77 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,78.6 SEK,"66,874.09"
05/07/18,Purchase,200,Shares,"Fagerhult Ab Net Cost 2,027.88 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,89.332 SEK,"64,846.21"
05/07/18,Purchase,100,Shares,"Schibsted Asa A-Shares Net Cost 2,888.79 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,232.4 NOK,"61,957.42"
05/07/18,Purchase,100,Shares,"Norwegian Air Shut Net Cost 3,756.43 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,302.2 NOK,"58,200.99"
05/07/18,Purchase,700,Shares,"Nordic Semiconductor Asa Net Cost 4,585.53 USD",5/3/18,Jpmsgb2l Jp Morgan Sec London,52.7 NOK,"53,615.46"
05/07/18,Purchase,20,Shares,Elbit Systems Ltd,5/3/18,J.P. Morgan Securities LLC,113.74 USD,"51,340.46"
05/07/18,Purchase,20,Shares,Ferrari Nv,5/3/18,J.P. Morgan Securities LLC,126.57 USD,"48,808.86"
05/07/18,Purchase,20,Shares,Gw Pharmaceuticals A D R,5/3/18,J.P. Morgan Securities LLC,136.022 USD,"46,088.22"
05/07/18,Purchase,30,Shares,Asml Holding Nv Ny Reg Shs,5/3/18,J.P. Morgan Securities LLC,191.21 USD,"40,351.62"
05/07/18,Purchase,30,Shares,Sodastream International Ltd,5/3/18,J.P. Morgan Securities LLC,86.62 USD,"37,752.72"
05/07/18,Purchase,60,Shares,Nintendo Co Ltd Unspons A D R,5/3/18,J.P. Morgan Securities LLC,52.04 USD,"34,629.72"
05/07/18,Purchase,60,Shares,Shopify Inc A,5/3/18,J.P. Morgan Securities LLC,126.95 USD,"27,012.12"
05/07/18,Purchase,80,Shares,B H P Billiton Limited A D R,5/3/18,J.P. Morgan Securities LLC,46.95 USD,"23,255.32"
05/07/18,Purchase,100,Shares,Fanuc Corporation A D R,5/3/18,J.P. Morgan Securities LLC,21.41 USD,"21,113.32"
05/07/18,Purchase,100,Shares,Pandora A S Sponsored A D R,5/3/18,J.P. Morgan Securities LLC,27.59 USD,"18,353.32"
05/07/18,Purchase,250,Shares,Materialise Nv A D R,5/3/18,J.P. Morgan Securities LLC,11.959 USD,"15,361.07"
05/07/18,Purchase,700,Shares,Blackberry Ltd,5/3/18,J.P. Morgan Securities LLC,10.7986 USD,"7,795.05"
05/07/18,Purchase,800,Shares,Nokia Corp Spon A D R,5/3/18,J.P. Morgan Securities LLC,5.815 USD,"3,135.05"
05/08/18,Sale,"26,676.49",Units,"26,676.49 -26,676.49 First Am Govt Ob Fd Cl X",5/8/18,,,"29,811.54"
05/08/18,Purchase,100,Shares,"Accesso Technology Group Plc Net Cost 3,008.55 USD",5/3/18,Crst 784 Jpmorgan Secs Ltd,22.15 GBP,"26,802.99"
05/08/18,Purchase,600,Shares,"Ocado Group Plc Net Cost 4,701.23 USD",5/3/18,Crst 784 Jpmorgan Secs Ltd,5.74 GBP,"22,101.76"
05/08/18,Purchase,40,Shares,"Asos Plc Net Cost 3,292.42 USD",5/3/18,Crst 784 Jpmorgan Secs Ltd,60.6 GBP,"18,809.34"
05/08/18,Purchase,"2,000",Shares,"Entertainment One Ltd Net Cost 7,687.74 USD",5/3/18,Crst 784 Jpmorgan Secs Ltd,2.83 GBP,"11,121.60"
05/08/18,Purchase,60,Shares,"Alk Abello A S Net Cost 7,986.55 USD",5/4/18,Jpmsgb2l Jp Morgan Sec London,830 DKK,"3,135.05"
05/09/18,Sale,"15,856.29",Units,"15,856.29 -15,856.29 First Am Govt Ob Fd Cl X",5/9/18,,,"21,034.44"
05/09/18,Purchase,200,Shares,"Brunello Cucinelli Spa Net Cost 6,819.39 USD",5/7/18,Jpmsgb2l Jp Morgan Sec London,28.55 EUR,"14,215.05"
05/09/18,Purchase,200,Shares,"Schibsted Asa A-Shares Net Cost 5,670.50 USD",5/7/18,Jpmsgb2l Jp Morgan Sec London,228.2 NOK,"8,544.55"
05/09/18,Purchase,60,Shares,Sodastream International Ltd,5/7/18,J.P. Morgan Securities LLC,89.43 USD,"3,178.15"
05/10/18,Sale,"27,688.99",Units,"27,688.99 -27,688.99 First Am Govt Ob Fd Cl X",5/10/18,,,"27,010.94"
05/10/18,Purchase,90,Shares,"Cyberagent Inc Npv Net Cost 4,974.03 USD",5/7/18,Jpmsgb2l Jp Morgan Sec London,"6,020 JPY","22,036.91"
05/10/18,Purchase,90,Shares,"Cyberagent Inc Npv Net Cost 4,974.03 USD",5/7/18,Jpmsgb2l Jp Morgan Sec London,"6,020 JPY","17,062.88"
05/10/18,Purchase,20,Shares,"Disco Corporation Net Cost 3,762.19 USD",5/7/18,Jpmsgb2l Jp Morgan Sec London,"20,490 JPY","13,300.69"
05/10/18,Purchase,20,Shares,"Disco Corporation Net Cost 3,762.19 USD",5/7/18,Jpmsgb2l Jp Morgan Sec London,"20,490.01035571 JPY","9,538.50"
05/10/18,Purchase,100,Shares,"Askul Corp Npv Net Cost 3,199.43 USD",5/7/18,Jpmsgb2l Jp Morgan Sec London,"3,485 JPY","6,339.07"
05/10/18,Purchase,100,Shares,"Askul Corp Npv Net Cost 3,204.02 USD",5/7/18,Jpmsgb2l Jp Morgan Sec London,"3,490 JPY","3,135.05"
05/11/18,Sale,"8,021.69",Units,"8,021.69 -8,021.69 First Am Govt Ob Fd Cl X",5/11/18,,,"11,156.74"
05/11/18,Purchase,50,Shares,"Stroeer SE and Co Kgaa Net Cost 3,735.69 USD",5/9/18,Jpmsgb2leql Jp Morgan Eq Lndn,63 EUR,"7,421.05"
05/11/18,Purchase,200,Shares,Fanuc Corporation A D R,5/9/18,J.P. Morgan Securities LLC,21.42 USD,"3,135.05"
05/14/18,Sale,"17,019.5",Units,"17,019.50 -17,019.50 First Am Govt Ob Fd Cl X",5/14/18,,,"20,154.55"
05/14/18,Purchase,150,Shares,Hsbc Holdings Plc Spons A D R,5/10/18,J.P. Morgan Securities LLC,49.84 USD,"12,677.05"
05/14/18,Purchase,400,Shares,Stmicroelectronics N V,5/10/18,J.P. Morgan Securities LLC,8.05214724 NOK,"3,135.05"
05/15/18,Sale,262.50,Units,32.60 -32.60 Norwegian Krone,5/15/18,,8.05214724 NOK,"3,200.25"
05/15/18,Purchase,5,Shares,"Keyence Corp Net Cost 3,135.05 USD",5/3/18,Eclr 41555,"68,960.595 JPY",65.20
05/16/18,Purchase,"134,650.91",Units,First Am Govt Ob Fd Cl X,5/16/18,,,"5,345.71"
05/16/18,Purchase,200,Shares,Baozun Inc Spon A D R,5/14/18,J.P. Morgan Securities LLC,49.51 USD,"-4,558.29"
05/16/18,Sale,40,Shares,"4,558.29 -4,771.00 Elbit Systems Ltd",5/14/18,J.P. Morgan Securities LLC,113.97 USD,0.00
05/17/18,Purchase,"5,490.05",Units,First Am Govt Ob Fd Cl X,5/17/18,,,"4,490.00"
05/17/18,Purchase,100,Shares,Baozun Inc Spon A D R,5/15/18,J.P. Morgan Securities LLC,44.89 USD,0.00
05/18/18,Sale,"96,608.64",Units,"96,608.64 -96,608.64 First Am Govt Ob Fd Cl X",5/18/18,,,"96,608.64"
05/18/18,Purchase,"1,000",Shares,"Jeol Ltd Net Cost 9,342.76 USD",5/15/18,Jpmsgb2l Jp Morgan Sec London,"1,025.00000021 JPY","87,265.88"
05/18/18,Purchase,400,Shares,"Fagerhult Ab Net Cost 3,758.89 USD",5/16/18,Jpmsgb2l Jp Morgan Sec London,81.9 SEK,"83,506.99"
05/18/18,Purchase,600,Shares,"Dustin Group Ab Net Cost 5,225.27 USD",5/16/18,Jpmsgb2l Jp Morgan Sec London,75.9 SEK,"78,281.72"
05/18/18,Purchase,100,Shares,"G5 Entertainment Ab Net Cost 5,640.63 USD",5/16/18,Jpmsgb2l Jp Morgan Sec London,491.6 SEK,"72,641.09"
05/18/18,Purchase,600,Shares,"Air France Klm Net Cost 5,044.33 USD",5/16/18,Jpmsgb2l Jp Morgan Sec London,7.108 EUR,"67,596.76"
05/18/18,Purchase,50,Shares,"Groupe Fnac Sa Net Cost 5,467.43 USD",5/16/18,Jpmsgb2l Jp Morgan Sec London,92.45 EUR,"62,129.33"
05/18/18,Purchase,70,Shares,"Ams Ag Net Cost 6,367.64 USD",5/16/18,Jpmsgb2l Jp Morgan Sec London,90.96 CHF,"55,761.69"
05/18/18,Purchase,400,Shares,"Biocartis Nv Net Cost 6,047.19 USD",5/16/18,Jpmsgb2l Jp Morgan Sec London,12.82 EUR,"49,714.50"
05/18/18,Purchase,70,Shares,"Ucb Sa Net Cost 5,321.01 USD",5/16/18,Jpmsgb2l Jp Morgan Sec London,64.46 EUR,"44,393.49"
05/18/18,Purchase,70,Shares,"Asos Plc Net Cost 5,934.79 USD",5/16/18,Crst 784 Jpmorgan Secs Ltd,62.84 GBP,"38,458.70"
05/18/18,Purchase,40,Shares,Ferrari Nv,5/16/18,J.P. Morgan Securities LLC,134.04 USD,"33,096.70"
