Date Posted,Activity,Description,Principal Cash
04/24/18,Purchase,"Purchased 300 Shares Of -1,315.58 1,323.99 Ovs Spa Net Cost 1,315.58 USD Trade Date 4/20/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 0.65 USD Brokerage Paid 1.32 USD Misc Fee1 Book Value 1,070.80 EUR Traded At 0.81393758 EUR To 1 USD Valued At 0.808767 EUR For 1,323.99 USD 300 Shares At 3.5640156 EUR","-1,101.77"
04/24/18,Sale,"Sold 20 Shares Of 1,101.77 -1,094.20 Solaredge Technologies Inc Trade Date 4/20/18 Sold Through J.P. Morgan Securities LLC Paid 0.20 USD Brokerage Paid 0.03 USD Sec Fee 20 Shares At 55.10 USD",0.00
04/25/18,Sale,"Sold 2,496 Units Of 2,496.00 -2,496.00 First Am Govt Ob Fd Cl X Trade Date 4/25/18","2,496.00"
04/25/18,Purchase,"Purchased 20 Shares Of -2,496.00 2,496.00 Elbit Systems Ltd Trade Date 4/23/18 Purchased Through J.P. Morgan Securities LLC Paid 0.20 USD Brokerage 20 Shares At 124.79 USD Transfer From Another Account",0.00
04/26/18,Purchase,"Purchased 18,490 Units Of -18,490.00 18,490.00 First Am Govt Ob Fd Cl X Trade Date 4/26/18","2,110.00"
04/26/18,Purchase,"Purchased 200 Shares Of -2,110.00 2,110.00 Blackberry Ltd Trade Date 4/24/18 Purchased Through J.P. Morgan Securities LLC Paid 2.00 USD Brokerage 200 Shares At 10.54 USD",0.00
04/27/18,Sale,"Sold 10,657.01 Units Of 10,657.01 -10,657.01 First Am Govt Ob Fd Cl X Trade Date 4/27/18","10,657.01"
04/27/18,Purchase,"Purchased 100 Shares Of -3,149.89 3,163.89 Askul Corp Npv Net Cost 3,149.89 USD Trade Date 4/24/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.57 USD Brokerage Book Value 343,171 JPY Traded At 108.9469791 JPY To 1 USD Valued At 108.465 JPY For 3,163.89 USD 100 Shares At 3,430 JPY","7,507.12"
04/27/18,Purchase,"Purchased 50 Shares Of -2,488.69 2,499.75 Cyberagent Inc Npv Net Cost 2,488.69 USD Trade Date 4/24/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.24 USD Brokerage Book Value 271,135 JPY Traded At 108.94687566 JPY To 1 USD Valued At 108.465 JPY For 2,499.75 USD 50 Shares At 5,420 JPY","5,018.43"
04/27/18,Purchase,"Purchased 20 Shares Of -1,458.20 1,461.59 Stroeer SE and Co Kgaa Net Cost 1,458.20 USD Trade Date 4/25/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 0.73 USD Brokerage Book Value 1,196.60 EUR Traded At 0.82060074 EUR To 1 USD Valued At 0.818699 EUR For 1,461.59 USD 20 Shares At 59.8 EUR","3,560.23"
04/27/18,Purchase,"Purchased 20 Shares Of -1,683.83 1,685.51 Asos Plc Net Cost 1,683.83 USD Trade Date 4/25/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 0.84 USD Brokerage Book Value 1,207.00 GBP Traded At 0.71681821 GBP To 1 USD Valued At 0.716102 GBP For 1,685.51 USD 20 Shares At 60.32 GBP","1,876.40"
04/27/18,Purchase,"Purchased 40 Shares Of -1,876.40 1,876.40 B H P Billiton Limited A D R Trade Date 4/25/18 Purchased Through J.P. Morgan Securities LLC Paid 0.40 USD Brokerage 40 Shares At 46.90 USD",0.00
04/30/18,Sale,"Sold 5,809 Units Of 5,809.00 -5,809.00 First Am Govt Ob Fd Cl X Trade Date 4/30/18","5,809.00"
04/30/18,Purchase,"Purchased 100 Shares Of -1,216.00 1,216.00 Materialise Nv A D R Trade Date 4/26/18 Purchased Through J.P. Morgan Securities LLC Paid 1.00 USD Brokerage 100 Shares At 12.15 USD","4,593.00"
04/30/18,Purchase,"Purchased 20 Shares Of -2,492.00 2,492.00 Shopify Inc A Trade Date 4/26/18 Purchased Through J.P. Morgan Securities LLC Paid 0.20 USD Brokerage 20 Shares At 124.59 USD","2,101.00"
04/30/18,Purchase,"Purchased 200 Shares Of -2,101.00 2,101.00 Blackberry Ltd Trade Date 4/26/18 Purchased Through J.P. Morgan Securities LLC Paid 2.00 USD Brokerage 200 Shares At 10.495 USD Transfer From Another Account",0.00
05/01/18,Sale,"Sold 1,411.9 Units Of 1,411.90 -1,411.90 First Am Govt Ob Fd Cl X Trade Date 5/1/18","2,211.90"
05/01/18,Purchase,"Purchased 300 Shares Of -2,211.90 2,234.56 Ocado Group Plc Net Cost 2,211.90 USD Trade Date 4/27/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 1.10 USD Brokerage Paid 11.12 USD Misc Fee1 Book Value 1,603.85 GBP Traded At 0.72510059 GBP To 1 USD Valued At 0.717746 GBP For 2,234.56 USD 300 Shares At 5.3169 GBP First Am Govt Ob Fd Cl X Interest From 4/1/18 To 4/30/18 Ferrari Nv 0.87912 USD/Share On 20 Shares Due 5/2/18 41.0000000% Foreign Taxes Withheld",0.00
05/02/18,Sale,Sold 33.04 Units Of 39.55 -39.55 Euro Trade Date 5/2/18 Value Date 5/2/18 Book Value 33.04 EUR Traded At 0.83539823 EUR To 1 USD Valued At 0.83539823 EUR For 39.55 USD Net Proceeds 39.55 USD Repatriating Ucb Sa Transfer To Income Ucb Sa Repatriating Ucb Sa Transfer From Principal Ucb Sa Repatriating Ucb Sa,122.01
05/02/18,Sale,"Sold 6,919.54 Units Of 6,919.54 -6,919.54 First Am Govt Ob Fd Cl X Trade Date 5/2/18","7,041.55"
05/02/18,Purchase,"Purchased 300 Shares Of -1,864.92 1,861.73 Nordic Semiconductor Asa Net Cost 1,864.92 USD Trade Date 4/27/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 0.93 USD Brokerage Book Value 14,857.43 NOK Traded At 7.96679214 NOK To 1 USD Valued At 7.98045 NOK For 1,861.73 USD 300 Shares At 49.5 NOK","5,176.63"
05/02/18,Purchase,"Purchased 300 Shares Of -2,764.97 2,785.11 Boozt Ab Net Cost 2,764.97 USD Trade Date 4/27/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.38 USD Brokerage Book Value 24,023.41 SEK Traded At 8.68848848 SEK To 1 USD Valued At 8.62565 SEK For 2,785.11 USD 300 Shares At 80.038 SEK","2,411.66"
05/02/18,Purchase,"Purchased 150 Shares Of -2,322.19 2,323.23 Biocartis Nv Net Cost 2,322.19 USD Trade Date 4/27/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.16 USD Brokerage Book Value 1,917.96 EUR Traded At 0.82592725 EUR To 1 USD Valued At 0.825559 EUR For 2,323.23 USD 150 Shares At 12.78 EUR 33.04 Euro 99999EUR3 Umicore 0.375 EUR/Share On 60 Shares Due 5/3/18 Received 22.50 EUR Valued At 0.83821181 EUR For 26.84 USD",89.47
05/03/18,Sale,Sold 15.75 Units Of 18.79 -18.79 Euro Trade Date 5/3/18 Value Date 5/3/18 Book Value 15.75 EUR Traded At 0.83821181 EUR To 1 USD Valued At 0.83821181 EUR For 18.79 USD Net Proceeds 18.79 USD Repatriating Umicore Transfer To Income Umicore Repatriating Umicore Transfer From Principal Umicore Repatriating Umicore Transfer From Another Account,87.50
05/03/18,Purchase,"Purchased 215,897.38 Units Of -215,897.38 215,897.38 First Am Govt Ob Fd Cl X Trade Date 5/3/18","3,024.01"
05/03/18,Purchase,"Purchased 300 Shares Of -2,986.43 2,993.21 Air France Klm Net Cost 2,986.43 USD Trade Date 4/30/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.49 USD Brokerage Paid 8.94 USD Misc Fee1 Book Value 2,473.42 EUR Traded At 0.82821965 EUR To 1 USD Valued At 0.826344 EUR For 2,993.21 USD 300 Shares At 8.216 EUR 15.75 Euro 99999EUR3",37.58
05/04/18,Purchase,Purchased 18.79 Units Of -18.79 18.79 First Am Govt Ob Fd Cl X Trade Date 5/4/18 Transfer From Another Account,0.00
05/07/18,Sale,"Sold 96,398.42 Units Of 96,398.42 -96,398.42 First Am Govt Ob Fd Cl X Trade Date 5/7/18","122,948.47"
05/07/18,Purchase,"Purchased 80 Shares Of -4,130.37 4,121.79 Zalando SE Net Cost 4,130.37 USD Trade Date 5/3/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 2.06 USD Brokerage Book Value 3,447.32 EUR Traded At 0.83462741 EUR To 1 USD Valued At 0.836365 EUR For 4,121.79 USD 80 Shares At 43.07 EUR","118,818.10"
05/07/18,Purchase,"Purchased 40 Shares Of -3,035.21 3,028.90 Stroeer SE and Co Kgaa Net Cost 3,035.21 USD Trade Date 5/3/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 1.52 USD Brokerage Book Value 2,533.27 EUR Traded At 0.83462759 EUR To 1 USD Valued At 0.836365 EUR For 3,028.90 USD 40 Shares At 63.3 EUR","115,782.89"
05/07/18,Purchase,"Purchased 100 Shares Of -3,788.02 3,780.14 Slm Solutions Group Ag Net Cost 3,788.02 USD Trade Date 5/3/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 1.89 USD Brokerage Book Value 3,161.58 EUR Traded At 0.83462601 EUR To 1 USD Valued At 0.836365 EUR For 3,780.14 USD 100 Shares At 31.6 EUR","111,994.87"
05/07/18,Purchase,"Purchased 40 Shares Of -2,992.06 2,985.84 Ucb Sa Net Cost 2,992.06 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.50 USD Brokerage Book Value 2,497.25 EUR Traded At 0.83462564 EUR To 1 USD Valued At 0.836365 EUR For 2,985.84 USD 40 Shares At 62.4 EUR","109,002.81"
05/07/18,Purchase,"Purchased 60 Shares Of -3,380.44 3,373.42 Umicore Net Cost 3,380.44 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.69 USD Brokerage Book Value 2,821.41 EUR Traded At 0.83462804 EUR To 1 USD Valued At 0.836365 EUR For 3,373.42 USD 60 Shares At 47 EUR","105,622.37"
05/07/18,Purchase,"Purchased 300 Shares Of -4,574.39 4,564.88 Biocartis Nv Net Cost 4,574.39 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.29 USD Brokerage Book Value 3,817.91 EUR Traded At 0.83462713 EUR To 1 USD Valued At 0.836365 EUR For 4,564.88 USD 300 Shares At 12.72 EUR","101,047.98"
05/07/18,Purchase,"Purchased 30 Shares Of -3,304.00 3,297.14 Groupe Fnac Sa Net Cost 3,304.00 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.64 USD Brokerage Paid 9.85 USD Misc Fee1 Book Value 2,757.61 EUR Traded At 0.83462772 EUR To 1 USD Valued At 0.836365 EUR For 3,297.14 USD 30 Shares At 91.6 EUR","97,743.98"
05/07/18,Purchase,"Purchased 5 Shares Of -2,723.54 2,717.88 Eurofins Scientific Net Cost 2,723.54 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.37 USD Brokerage Book Value 2,273.14 EUR Traded At 0.83462699 EUR To 1 USD Valued At 0.836365 EUR For 2,717.88 USD 5 Shares At 454.4 EUR","95,020.44"
05/07/18,Purchase,"Purchased 300 Shares Of -3,000.31 2,994.08 Air France Klm Net Cost 3,000.31 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.50 USD Brokerage Paid 8.96 USD Misc Fee1 Book Value 2,504.14 EUR Traded At 0.83462709 EUR To 1 USD Valued At 0.836365 EUR For 2,994.08 USD 300 Shares At 8.318 EUR","92,020.13"
05/07/18,Purchase,"Purchased 600 Shares Of -2,671.06 2,665.51 Ovs Spa Net Cost 2,671.06 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.33 USD Brokerage Paid 2.67 USD Misc Fee1 Book Value 2,229.34 EUR Traded At 0.83462745 EUR To 1 USD Valued At 0.836365 EUR For 2,665.51 USD 600 Shares At 3.71 EUR","89,349.07"
05/07/18,Purchase,"Purchased 200 Shares Of -3,055.48 3,017.42 Raysearch Laboratories Ab Net Cost 3,055.48 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.53 USD Brokerage Book Value 26,933.46 SEK Traded At 8.81480488 SEK To 1 USD Valued At 8.926 SEK For 3,017.42 USD 200 Shares At 134.6 SEK","86,293.59"
05/07/18,Purchase,"Purchased 100 Shares Of -3,335.83 3,328.89 Brunello Cucinelli Spa Net Cost 3,335.83 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.67 USD Brokerage Paid 3.32 USD Misc Fee1 Book Value 2,784.17 EUR Traded At 0.83462587 EUR To 1 USD Valued At 0.836365 EUR For 3,328.89 USD 100 Shares At 27.8 EUR","82,957.76"
05/07/18,Purchase,"Purchased 100 Shares Of -2,549.26 2,517.50 Intrum Justitia Ab Net Cost 2,549.26 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.27 USD Brokerage Book Value 22,471.23 SEK Traded At 8.81480508 SEK To 1 USD Valued At 8.926 SEK For 2,517.50 USD 100 Shares At 224.59999996 SEK","80,408.50"
05/07/18,Purchase,"Purchased 40 Shares Of -3,541.66 3,537.65 Ams Ag Net Cost 3,541.66 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.77 USD Brokerage Book Value 3,532.17 CHF Traded At 0.99732047 CHF To 1 USD Valued At 0.99845 CHF For 3,537.65 USD 40 Shares At 88.26 CHF","76,866.84"
05/07/18,Purchase,"Purchased 50 Shares Of -2,123.63 2,097.17 G5 Entertainment Ab Net Cost 2,123.63 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.06 USD Brokerage Book Value 18,719.36 SEK Traded At 8.81479354 SEK To 1 USD Valued At 8.926 SEK For 2,097.17 USD 50 Shares At 374.2 SEK","74,743.21"
05/07/18,Purchase,"Purchased 300 Shares Of -2,516.35 2,485.00 Dustin Group Ab Net Cost 2,516.35 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.26 USD Brokerage Book Value 22,181.09 SEK Traded At 8.81478729 SEK To 1 USD Valued At 8.926 SEK For 2,485.00 USD 300 Shares At 73.89994453 SEK","72,226.86"
05/07/18,Purchase,"Purchased 600 Shares Of -5,352.77 5,286.08 Boozt Ab Net Cost 5,352.77 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.68 USD Brokerage Book Value 47,183.58 SEK Traded At 8.81479682 SEK To 1 USD Valued At 8.926 SEK For 5,286.08 USD 600 Shares At 78.6 SEK","66,874.09"
05/07/18,Purchase,"Purchased 200 Shares Of -2,027.88 2,002.61 Fagerhult Ab Net Cost 2,027.88 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.01 USD Brokerage Book Value 17,875.33 SEK Traded At 8.81478687 SEK To 1 USD Valued At 8.926 SEK For 2,002.61 USD 200 Shares At 89.332 SEK","64,846.21"
05/07/18,Purchase,"Purchased 100 Shares Of -2,888.79 2,865.69 Schibsted Asa A-Shares Net Cost 2,888.79 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.44 USD Brokerage Book Value 23,251.62 NOK Traded At 8.04891321 NOK To 1 USD Valued At 8.1138 NOK For 2,865.69 USD 100 Shares At 232.4 NOK","61,957.42"
05/07/18,Purchase,"Purchased 100 Shares Of -3,756.43 3,726.38 Norwegian Air Shut Net Cost 3,756.43 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.88 USD Brokerage Book Value 30,235.11 NOK Traded At 8.04889483 NOK To 1 USD Valued At 8.1138 NOK For 3,726.38 USD 100 Shares At 302.2 NOK","58,200.99"
05/07/18,Purchase,"Purchased 700 Shares Of -4,585.53 4,548.85 Nordic Semiconductor Asa Net Cost 4,585.53 USD Trade Date 5/3/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.29 USD Brokerage Book Value 36,908.45 NOK Traded At 8.04889511 NOK To 1 USD Valued At 8.1138 NOK For 4,548.85 USD 700 Shares At 52.7 NOK","53,615.46"
05/07/18,Purchase,"Purchased 20 Shares Of -2,275.00 2,275.00 Elbit Systems Ltd Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 0.20 USD Brokerage 20 Shares At 113.74 USD","51,340.46"
05/07/18,Purchase,"Purchased 20 Shares Of -2,531.60 2,531.60 Ferrari Nv Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 0.20 USD Brokerage 20 Shares At 126.57 USD","48,808.86"
05/07/18,Purchase,"Purchased 20 Shares Of -2,720.64 2,720.64 Gw Pharmaceuticals A D R Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 0.20 USD Brokerage 20 Shares At 136.022 USD","46,088.22"
05/07/18,Purchase,"Purchased 30 Shares Of -5,736.60 5,736.60 Asml Holding Nv Ny Reg Shs Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 0.30 USD Brokerage 30 Shares At 191.21 USD","40,351.62"
05/07/18,Purchase,"Purchased 30 Shares Of -2,598.90 2,598.90 Sodastream International Ltd Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 0.30 USD Brokerage 30 Shares At 86.62 USD","37,752.72"
05/07/18,Purchase,"Purchased 60 Shares Of -3,123.00 3,123.00 Nintendo Co Ltd Unspons A D R Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 0.60 USD Brokerage 60 Shares At 52.04 USD","34,629.72"
05/07/18,Purchase,"Purchased 60 Shares Of -7,617.60 7,617.60 Shopify Inc A Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 0.60 USD Brokerage 60 Shares At 126.95 USD","27,012.12"
05/07/18,Purchase,"Purchased 80 Shares Of -3,756.80 3,756.80 B H P Billiton Limited A D R Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 0.80 USD Brokerage 80 Shares At 46.95 USD","23,255.32"
05/07/18,Purchase,"Purchased 100 Shares Of -2,142.00 2,142.00 Fanuc Corporation A D R Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 1.00 USD Brokerage 100 Shares At 21.41 USD","21,113.32"
05/07/18,Purchase,"Purchased 100 Shares Of -2,760.00 2,760.00 Pandora A S Sponsored A D R Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 1.00 USD Brokerage 100 Shares At 27.59 USD","18,353.32"
05/07/18,Purchase,"Purchased 250 Shares Of -2,992.25 2,992.25 Materialise Nv A D R Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 2.50 USD Brokerage 250 Shares At 11.959 USD","15,361.07"
05/07/18,Purchase,"Purchased 700 Shares Of -7,566.02 7,566.02 Blackberry Ltd Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 7.00 USD Brokerage 700 Shares At 10.7986 USD","7,795.05"
05/07/18,Purchase,"Purchased 800 Shares Of -4,660.00 4,660.00 Nokia Corp Spon A D R Trade Date 5/3/18 Purchased Through J.P. Morgan Securities LLC Paid 8.00 USD Brokerage 800 Shares At 5.815 USD","3,135.05"
05/08/18,Sale,"Sold 26,676.49 Units Of 26,676.49 -26,676.49 First Am Govt Ob Fd Cl X Trade Date 5/8/18","29,811.54"
05/08/18,Purchase,"Purchased 100 Shares Of -3,008.55 3,013.69 Accesso Technology Group Plc Net Cost 3,008.55 USD Trade Date 5/3/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 1.51 USD Brokerage Purchased On The London Stock Exchange Book Value 2,216.11 GBP Traded At 0.73660401 GBP To 1 USD Valued At 0.735348 GBP For 3,013.69 USD 100 Shares At 22.15 GBP","26,802.99"
05/08/18,Purchase,"Purchased 600 Shares Of -4,701.23 4,709.27 Ocado Group Plc Net Cost 4,701.23 USD Trade Date 5/3/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 2.34 USD Brokerage Paid 23.43 USD Misc Fee1 Book Value 3,462.95 GBP Traded At 0.7366051 GBP To 1 USD Valued At 0.735348 GBP For 4,709.27 USD 600 Shares At 5.74 GBP","22,101.76"
05/08/18,Purchase,"Purchased 40 Shares Of -3,292.42 3,298.04 Asos Plc Net Cost 3,292.42 USD Trade Date 5/3/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 1.64 USD Brokerage Book Value 2,425.21 GBP Traded At 0.73660408 GBP To 1 USD Valued At 0.735348 GBP For 3,298.04 USD 40 Shares At 60.6 GBP","18,809.34"
05/08/18,Purchase,"Purchased 2,000 Shares Of -7,687.74 7,700.88 Entertainment One Ltd Net Cost 7,687.74 USD Trade Date 5/3/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 3.84 USD Brokerage Book Value 5,662.83 GBP Traded At 0.7366053 GBP To 1 USD Valued At 0.735348 GBP For 7,700.88 USD 2,000 Shares At 2.83 GBP","11,121.60"
05/08/18,Purchase,"Purchased 60 Shares Of -7,986.55 7,993.98 Alk Abello A S Net Cost 7,986.55 USD Trade Date 5/4/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.99 USD Brokerage Book Value 49,824.90 DKK Traded At 6.23860115 DKK To 1 USD Valued At 6.2328 DKK For 7,993.98 USD 60 Shares At 830 DKK","3,135.05"
05/09/18,Sale,"Sold 15,856.29 Units Of 15,856.29 -15,856.29 First Am Govt Ob Fd Cl X Trade Date 5/9/18","21,034.44"
05/09/18,Purchase,"Purchased 200 Shares Of -6,819.39 6,822.54 Brunello Cucinelli Spa Net Cost 6,819.39 USD Trade Date 5/7/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.41 USD Brokerage Paid 6.81 USD Misc Fee1 Book Value 5,718.57 EUR Traded At 0.838575 EUR To 1 USD Valued At 0.838188 EUR For 6,822.54 USD 200 Shares At 28.55 EUR","14,215.05"
05/09/18,Purchase,"Purchased 200 Shares Of -5,670.50 5,647.15 Schibsted Asa A-Shares Net Cost 5,670.50 USD Trade Date 5/7/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.83 USD Brokerage Book Value 45,662.82 NOK Traded At 8.05269729 NOK To 1 USD Valued At 8.086 NOK For 5,647.15 USD 200 Shares At 228.2 NOK","8,544.55"
05/09/18,Purchase,"Purchased 60 Shares Of -5,366.40 5,366.40 Sodastream International Ltd Trade Date 5/7/18 Purchased Through J.P. Morgan Securities LLC Paid 0.60 USD Brokerage 60 Shares At 89.43 USD","3,178.15"
05/10/18,Sale,"Sold 27,688.99 Units Of 27,688.99 -27,688.99 First Am Govt Ob Fd Cl X Trade Date 5/10/18","27,010.94"
05/10/18,Purchase,"Purchased 90 Shares Of -4,974.03 4,967.42 Cyberagent Inc Npv Net Cost 4,974.03 USD Trade Date 5/7/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.48 USD Brokerage Book Value 542,070 JPY Traded At 108.98004233 JPY To 1 USD Valued At 109.125 JPY For 4,967.42 USD 90 Shares At 6,020 JPY","22,036.91"
05/10/18,Purchase,"Purchased 90 Shares Of -4,974.03 4,967.42 Cyberagent Inc Npv Net Cost 4,974.03 USD Trade Date 5/7/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.48 USD Brokerage Book Value 542,070 JPY Traded At 108.98004233 JPY To 1 USD Valued At 109.125 JPY For 4,967.42 USD 90 Shares At 6,020 JPY","17,062.88"
05/10/18,Purchase,"Purchased 20 Shares Of -3,762.19 3,757.20 Disco Corporation Net Cost 3,762.19 USD Trade Date 5/7/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.87 USD Brokerage Book Value 410,004 JPY Traded At 108.98014188 JPY To 1 USD Valued At 109.125 JPY For 3,757.20 USD 20 Shares At 20,490 JPY","13,300.69"
05/10/18,Purchase,"Purchased 20 Shares Of -3,762.19 3,757.20 Disco Corporation Net Cost 3,762.19 USD Trade Date 5/7/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.87 USD Brokerage Book Value 410,004 JPY Traded At 108.98014188 JPY To 1 USD Valued At 109.125 JPY For 3,757.20 USD 20 Shares At 20,490.01035571 JPY","9,538.50"
05/10/18,Purchase,"Purchased 100 Shares Of -3,199.43 3,195.18 Askul Corp Npv Net Cost 3,199.43 USD Trade Date 5/7/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.60 USD Brokerage Book Value 348,674 JPY Traded At 108.98003706 JPY To 1 USD Valued At 109.125 JPY For 3,195.18 USD 100 Shares At 3,485 JPY","6,339.07"
05/10/18,Purchase,"Purchased 100 Shares Of -3,204.02 3,199.76 Askul Corp Npv Net Cost 3,204.02 USD Trade Date 5/7/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.60 USD Brokerage Book Value 349,174 JPY Traded At 108.97996891 JPY To 1 USD Valued At 109.125 JPY For 3,199.76 USD 100 Shares At 3,490 JPY","3,135.05"
05/11/18,Sale,"Sold 8,021.69 Units Of 8,021.69 -8,021.69 First Am Govt Ob Fd Cl X Trade Date 5/11/18","11,156.74"
05/11/18,Purchase,"Purchased 50 Shares Of -3,735.69 3,735.69 Stroeer SE and Co Kgaa Net Cost 3,735.69 USD Trade Date 5/9/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 1.87 USD Brokerage Book Value 3,151.58 EUR Traded At 0.84364067 EUR To 1 USD Valued At 0.84364067 EUR For 3,735.69 USD 50 Shares At 63 EUR","7,421.05"
05/11/18,Purchase,"Purchased 200 Shares Of -4,286.00 4,286.00 Fanuc Corporation A D R Trade Date 5/9/18 Purchased Through J.P. Morgan Securities LLC Paid 2.00 USD Brokerage 200 Shares At 21.42 USD","3,135.05"
05/14/18,Sale,"Sold 17,019.5 Units Of 17,019.50 -17,019.50 First Am Govt Ob Fd Cl X Trade Date 5/14/18","20,154.55"
05/14/18,Purchase,"Purchased 150 Shares Of -7,477.50 7,477.50 Hsbc Holdings Plc Spons A D R Trade Date 5/10/18 Purchased Through J.P. Morgan Securities LLC Paid 1.50 USD Brokerage 150 Shares At 49.84 USD","12,677.05"
05/14/18,Purchase,"Purchased 400 Shares Of -9,542.00 9,542.00 Stmicroelectronics N V Trade Date 5/10/18 Purchased Through J.P. Morgan Securities LLC Paid 4.00 USD Brokerage 400 Shares At 23.845 USD Schibsted Asa A-Shares 1.75 NOK/Share On 200 Shares Due 5/15/18 Received 350.00 NOK Valued At 8.05214724 NOK For 43.47 USD","3,135.05"
05/15/18,Sale,Sold 262.50 Units Of 32.60 -32.60 Norwegian Krone Trade Date 5/15/18 Value Date 5/15/18 Book Value 262.50 NOK Traded At 8.05214724 NOK To 1 USD Valued At 8.05214724 NOK For 32.60 USD Net Proceeds 32.60 USD Repatriating Schibsted Asa A-Shares Transfer To Income Schibsted Asa A-Shares Repatriating Schibsted Asa A-Shares Transfer From Principal Schibsted Asa A-Shares Repatriating Schibsted Asa A-Shares,"3,200.25"
05/15/18,Purchase,"Purchased 5 Shares Of -3,135.05 3,135.05 Keyence Corp Net Cost 3,135.05 USD Trade Date 5/3/18 Purchased Through Eclr 41555 Paid 0.05 USD Brokerage Book Value 344,808 JPY Traded At 109.985 JPY To 1 USD Valued At 109.985 JPY For 3,135.05 USD 5 Shares At 68,960.595 JPY 262.50 Norwegian Krone 99999NOK5 Transfer From Another Account",65.20
05/16/18,Purchase,"Purchased 134,650.91 Units Of -134,650.91 134,650.91 First Am Govt Ob Fd Cl X Trade Date 5/16/18","5,345.71"
