Date Posted,Activity,Description,Principal Cash
05/16/18,Purchase,"Purchased 200 Shares Of -9,904.00 9,904.00 Baozun Inc Spon A D R Trade Date 5/14/18 Purchased Through J.P. Morgan Securities LLC Paid 2.00 USD Brokerage 200 Shares At 49.51 USD","-4,558.29"
05/16/18,Sale,"Sold 40 Shares Of 4,558.29 -4,771.00 Elbit Systems Ltd Trade Date 5/14/18 Sold Through J.P. Morgan Securities LLC Paid 0.40 USD Brokerage Paid 0.11 USD Sec Fee 40 Shares At 113.97 USD Transfer From Another Account",0.00
05/17/18,Purchase,"Purchased 5,490.05 Units Of -5,490.05 5,490.05 First Am Govt Ob Fd Cl X Trade Date 5/17/18","4,490.00"
05/17/18,Purchase,"Purchased 100 Shares Of -4,490.00 4,490.00 Baozun Inc Spon A D R Trade Date 5/15/18 Purchased Through J.P. Morgan Securities LLC Paid 1.00 USD Brokerage 100 Shares At 44.89 USD",0.00
05/18/18,Sale,"Sold 96,608.64 Units Of 96,608.64 -96,608.64 First Am Govt Ob Fd Cl X Trade Date 5/18/18","96,608.64"
05/18/18,Purchase,"Purchased 1,000 Shares Of -9,342.76 9,361.13 Jeol Ltd Net Cost 9,342.76 USD Trade Date 5/15/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 4.66 USD Brokerage Book Value 1,025,512 JPY Traded At 109.76542263 JPY To 1 USD Valued At 109.55 JPY For 9,361.13 USD 1,000 Shares At 1,025.00000021 JPY","87,265.88"
05/18/18,Purchase,"Purchased 400 Shares Of -3,758.89 3,756.84 Fagerhult Ab Net Cost 3,758.89 USD Trade Date 5/16/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.88 USD Brokerage Book Value 32,776.38 SEK Traded At 8.7197 SEK To 1 USD Valued At 8.72445 SEK For 3,756.84 USD 400 Shares At 81.9 SEK","83,506.99"
05/18/18,Purchase,"Purchased 600 Shares Of -5,225.27 5,222.42 Dustin Group Ab Net Cost 5,225.27 USD Trade Date 5/16/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.61 USD Brokerage Book Value 45,562.77 SEK Traded At 8.7197 SEK To 1 USD Valued At 8.72445 SEK For 5,222.42 USD 600 Shares At 75.9 SEK","78,281.72"
05/18/18,Purchase,"Purchased 100 Shares Of -5,640.63 5,637.56 G5 Entertainment Ab Net Cost 5,640.63 USD Trade Date 5/16/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.82 USD Brokerage Book Value 49,184.58 SEK Traded At 8.7197 SEK To 1 USD Valued At 8.72445 SEK For 5,637.56 USD 100 Shares At 491.6 SEK","72,641.09"
05/18/18,Purchase,"Purchased 600 Shares Of -5,044.33 5,076.60 Air France Klm Net Cost 5,044.33 USD Trade Date 5/16/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.51 USD Brokerage Paid 15.17 USD Misc Fee1 Book Value 4,279.72 EUR Traded At 0.84842189 EUR To 1 USD Valued At 0.843028 EUR For 5,076.60 USD 600 Shares At 7.108 EUR","67,596.76"
05/18/18,Purchase,"Purchased 50 Shares Of -5,467.43 5,502.40 Groupe Fnac Sa Net Cost 5,467.43 USD Trade Date 5/16/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.72 USD Brokerage Paid 16.45 USD Misc Fee1 Book Value 4,638.68 EUR Traded At 0.84842056 EUR To 1 USD Valued At 0.843028 EUR For 5,502.40 USD 50 Shares At 92.45 EUR","62,129.33"
05/18/18,Purchase,"Purchased 70 Shares Of -6,367.64 6,359.57 Ams Ag Net Cost 6,367.64 USD Trade Date 5/16/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.18 USD Brokerage Book Value 6,370.38 CHF Traded At 1.0004303 CHF To 1 USD Valued At 1.0017 CHF For 6,359.57 USD 70 Shares At 90.96 CHF","55,761.69"
05/18/18,Purchase,"Purchased 400 Shares Of -6,047.19 6,085.87 Biocartis Nv Net Cost 6,047.19 USD Trade Date 5/16/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.02 USD Brokerage Book Value 5,130.56 EUR Traded At 0.84842051 EUR To 1 USD Valued At 0.843028 EUR For 6,085.87 USD 400 Shares At 12.82 EUR","49,714.50"
05/18/18,Purchase,"Purchased 70 Shares Of -5,321.01 5,355.05 Ucb Sa Net Cost 5,321.01 USD Trade Date 5/16/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.66 USD Brokerage Book Value 4,514.46 EUR Traded At 0.84842163 EUR To 1 USD Valued At 0.843028 EUR For 5,355.05 USD 70 Shares At 64.46 EUR","44,393.49"
05/18/18,Purchase,"Purchased 70 Shares Of -5,934.79 5,939.81 Asos Plc Net Cost 5,934.79 USD Trade Date 5/16/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 2.97 USD Brokerage Book Value 4,401.00 GBP Traded At 0.74155952 GBP To 1 USD Valued At 0.740933 GBP For 5,939.81 USD 70 Shares At 62.84 GBP","38,458.70"
05/18/18,Purchase,"Purchased 40 Shares Of -5,362.00 5,362.00 Ferrari Nv Trade Date 5/16/18 Purchased Through J.P. Morgan Securities LLC Paid 0.40 USD Brokerage 40 Shares At 134.04 USD","33,096.70"
05/18/18,Purchase,"Purchased 40 Shares Of -6,055.60 6,055.60 Gw Pharmaceuticals A D R Trade Date 5/16/18 Purchased Through J.P. Morgan Securities LLC Paid 0.40 USD Brokerage 40 Shares At 151.38 USD","27,041.10"
05/18/18,Purchase,"Purchased 100 Shares Of -5,042.00 5,042.00 Hsbc Holdings Plc Spons A D R Trade Date 5/16/18 Purchased Through J.P. Morgan Securities LLC Paid 1.00 USD Brokerage 100 Shares At 50.41 USD","21,999.10"
05/18/18,Purchase,"Purchased 100 Shares Of -5,227.00 5,227.00 Nintendo Co Ltd Unspons A D R Trade Date 5/16/18 Purchased Through J.P. Morgan Securities LLC Paid 1.00 USD Brokerage 100 Shares At 52.26 USD","16,772.10"
05/18/18,Purchase,"Purchased 200 Shares Of -4,312.00 4,312.00 Fanuc Corporation A D R Trade Date 5/16/18 Purchased Through J.P. Morgan Securities LLC Paid 2.00 USD Brokerage 200 Shares At 21.55 USD","12,460.10"
05/18/18,Purchase,"Purchased 1,000 Shares Of -6,270.00 6,270.00 Nokia Corp Spon A D R Trade Date 5/16/18 Purchased Through J.P. Morgan Securities LLC Paid 10.00 USD Brokerage 1,000 Shares At 6.26 USD","6,190.10"
05/18/18,Purchase,"Purchased 10 Shares Of -6,190.10 6,190.10 Keyence Corp Net Cost 6,190.10 USD Trade Date 5/16/18 Purchased Through Eclr 41555 Paid 0.10 USD Brokerage Book Value 682,892 JPY Traded At 110.32 JPY To 1 USD Valued At 110.32 JPY For 6,190.10 USD 10 Shares At 68,288.08 JPY",0.00
05/21/18,Sale,"Sold 37,641.65 Units Of 37,641.65 -37,641.65 First Am Govt Ob Fd Cl X Trade Date 5/21/18","40,141.65"
05/21/18,Purchase,"Purchased 500 Shares Of -9,533.19 9,524.79 Amplifon Spa Net Cost 9,533.19 USD Trade Date 5/17/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 4.75 USD Brokerage Paid 9.51 USD Misc Fee1 Book Value 8,081.10 EUR Traded At 0.84768058 EUR To 1 USD Valued At 0.848428 EUR For 9,524.79 USD 500 Shares At 16.138 EUR","30,608.46"
05/21/18,Purchase,"Purchased 120 Shares Of -6,890.95 6,884.87 Umicore Net Cost 6,890.95 USD Trade Date 5/17/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.44 USD Brokerage Book Value 5,841.32 EUR Traded At 0.84767993 EUR To 1 USD Valued At 0.848428 EUR For 6,884.87 USD 120 Shares At 48.6533 EUR","23,717.51"
05/21/18,Purchase,"Purchased 400 Shares Of -4,874.52 4,884.97 Raysearch Laboratories Ab Net Cost 4,874.52 USD Trade Date 5/17/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.44 USD Brokerage Book Value 42,612.10 SEK Traded At 8.74180432 SEK To 1 USD Valued At 8.7231 SEK For 4,884.97 USD 400 Shares At 106.477 SEK","18,842.99"
05/21/18,Purchase,"Purchased 200 Shares Of -5,090.74 5,101.65 Intrum Justitia Ab Net Cost 5,090.74 USD Trade Date 5/17/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.54 USD Brokerage Book Value 44,502.24 SEK Traded At 8.74180178 SEK To 1 USD Valued At 8.7231 SEK For 5,101.65 USD 200 Shares At 222.4 SEK","13,752.25"
05/21/18,Purchase,"Purchased 150 Shares Of -7,442.25 7,442.25 Hsbc Holdings Plc Spons A D R Trade Date 5/17/18 Purchased Through J.P. Morgan Securities LLC Paid 1.50 USD Brokerage 150 Shares At 49.605 USD","6,310.00"
05/21/18,Purchase,"Purchased 500 Shares Of -6,310.00 6,310.00 Materialise Nv A D R Trade Date 5/17/18 Purchased Through J.P. Morgan Securities LLC Paid 5.00 USD Brokerage 500 Shares At 12.61 USD",0.00
05/22/18,Sale,"Sold 9,620.66 Units Of 9,620.66 -9,620.66 First Am Govt Ob Fd Cl X Trade Date 5/22/18","9,274.80"
05/22/18,Purchase,"Purchased 500 Shares Of -9,274.80 9,294.58 Amplifon Spa Net Cost 9,274.80 USD Trade Date 5/18/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 4.64 USD Brokerage Paid 9.28 USD Misc Fee1 Book Value 7,882.11 EUR Traded At 0.84984151 EUR To 1 USD Valued At 0.848033 EUR For 9,294.58 USD 500 Shares At 15.7406 EUR",0.00
05/23/18,Sale,Sold 81.40 Units Of 95.69 -95.69 Euro Trade Date 5/23/18 Value Date 5/23/18 Book Value 81.40 EUR Traded At 0.85066442 EUR To 1 USD Valued At 0.85066442 EUR For 95.69 USD Net Proceeds 95.69 USD Repatriating Amplifon Spa Transfer To Income Amplifon Spa Repatriating Amplifon Spa Transfer From Principal Amplifon Spa Repatriating Amplifon Spa Brunello Cucinelli Spa 0.27 EUR/Share On 400 Shares Due 5/23/18 Received 108.00 EUR Valued At 0.85066442 EUR For 126.96 USD Brunello Cucinelli Spa Non-USD Taxes 28.08 EUR Valued At 0.85066442 EUR For 33.01 USD 26.0000000% Foreign Taxes Withheld,191.38
05/23/18,Sale,Sold 79.92 Units Of 93.95 -93.95 Euro Trade Date 5/23/18 Value Date 5/23/18 Book Value 79.92 EUR Traded At 0.85066442 EUR To 1 USD Valued At 0.85066442 EUR For 93.95 USD Net Proceeds 93.95 USD Repatriating Brunello Cucinelli Spa Transfer To Income Brunello Cucinelli Spa Repatriating Brunello Cucinelli Spa Transfer From Principal Brunello Cucinelli Spa Repatriating Brunello Cucinelli Spa,379.28
05/23/18,Sale,"Sold 10,098.56 Units Of 10,098.56 -10,098.56 First Am Govt Ob Fd Cl X Trade Date 5/23/18","10,477.84"
05/23/18,Purchase,"Purchased 400 Shares Of -10,098.56 10,100.24 Advantest Corp Ord(Jp) Net Cost 10,098.56 USD Trade Date 5/18/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 5.04 USD Brokerage Book Value 1,119,359 JPY Traded At 110.84342718 JPY To 1 USD Valued At 110.825 JPY For 10,100.24 USD 400 Shares At 2,797 JPY 81.40 Euro 99999EUR3 79.92 Euro 99999EUR3",379.28
05/24/18,Sale,Sold 280.00 Units Of 32.29 -32.29 Swedish Krona Trade Date 5/24/18 Value Date 5/24/18 Book Value 280.00 SEK Traded At 8.6714153 SEK To 1 USD Valued At 8.6714153 SEK For 32.29 USD Net Proceeds 32.29 USD Repatriating Fagerhult Ab Transfer To Income Fagerhult Ab Repatriating Fagerhult Ab Transfer From Principal Fagerhult Ab Repatriating Fagerhult Ab G5 Entertainment Ab 2.50 SEK/Share On 100 Shares Due 5/15/18 Received 250.00 SEK Valued At 8.64624506 SEK For 28.91 USD G5 Entertainment Ab Non-USD Taxes 75.00 SEK Valued At 8.64624506 SEK For 8.67 USD 30.0000000% Foreign Taxes Withheld,254.22
05/24/18,Sale,Sold 175.00 Units Of 20.24 -20.24 Swedish Krona Trade Date 5/24/18 Value Date 5/24/18 Book Value 175.00 SEK Traded At 8.64624506 SEK To 1 USD Valued At 8.64624506 SEK For 20.24 USD Net Proceeds 20.24 USD Repatriating G5 Entertainment Ab Transfer To Income G5 Entertainment Ab Repatriating G5 Entertainment Ab Transfer From Principal G5 Entertainment Ab Repatriating G5 Entertainment Ab Intrum Justitia Ab 9.50 SEK/Share On 100 Shares Due 5/7/18 Received 950.00 SEK Valued At 8.81962865 SEK For 107.71 USD Intrum Justitia Ab Non-USD Taxes 285.00 SEK Valued At 8.81962865 SEK For 32.31 USD 30.0000000% Foreign Taxes Withheld,294.70
05/24/18,Sale,Sold 665.00 Units Of 75.40 -75.40 Swedish Krona Trade Date 5/24/18 Value Date 5/24/18 Book Value 665.00 SEK Traded At 8.81962865 SEK To 1 USD Valued At 8.81962865 SEK For 75.40 USD Net Proceeds 75.40 USD Repatriating Intrum Justitia Ab,445.50
05/24/18,Sale,"Sold 3,045.96 Units Of 3,045.96 -3,045.96 First Am Govt Ob Fd Cl X Trade Date 5/24/18","5,791.46"
05/24/18,Purchase,"Purchased 40 Shares Of -5,535.60 5,535.60 Shopify Inc A Trade Date 5/22/18 Purchased Through J.P. Morgan Securities LLC Paid 0.40 USD Brokerage 40 Shares At 138.38 USD 280.00 Swedish Krona 99999SEK5 175.00 Swedish Krona 99999SEK5 665.00 Swedish Krona 99999SEK5",255.86
05/25/18,Purchase,Purchased 127.93 Units Of -127.93 127.93 First Am Govt Ob Fd Cl X Trade Date 5/25/18 Transfer From Another Account,0.00
05/29/18,Purchase,"Purchased 286,781.93 Units Of -286,781.93 286,781.93 First Am Govt Ob Fd Cl X Trade Date 5/29/18",0.00
05/29/18,Sale,"Sold 8,372.75 Units Of 8,372.75 -8,372.75 First Am Govt Ob Fd Cl X Trade Date 5/29/18","8,372.75"
05/29/18,Purchase,"Purchased 150 Shares Of -8,372.75 8,372.75 Solaredge Technologies Inc Trade Date 5/24/18 Purchased Through J.P. Morgan Securities LLC Paid 1.50 USD Brokerage 150 Shares At 55.8083 USD Transfer From Another Account",0.00
05/30/18,Sale,"Sold 181,982.77 Units Of 181,982.77 -181,982.77 First Am Govt Ob Fd Cl X Trade Date 5/30/18","110,243.82"
05/30/18,Purchase,"Purchased 700 Shares Of -6,719.44 6,757.02 Fagerhult Ab Net Cost 6,719.44 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.36 USD Brokerage Book Value 59,141.13 SEK Traded At 8.8015 SEK To 1 USD Valued At 8.75255 SEK For 6,757.02 USD 700 Shares At 84.4451 SEK","103,524.38"
05/30/18,Purchase,"Purchased 800 Shares Of -6,800.93 6,838.97 Boozt Ab Net Cost 6,800.93 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.40 USD Brokerage Book Value 59,858.39 SEK Traded At 8.8015 SEK To 1 USD Valued At 8.75255 SEK For 6,838.97 USD 800 Shares At 74.7856 SEK","96,723.45"
05/30/18,Purchase,"Purchased 800 Shares Of -7,191.14 7,231.36 Dustin Group Ab Net Cost 7,191.14 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.59 USD Brokerage Book Value 63,292.83 SEK Traded At 8.80150157 SEK To 1 USD Valued At 8.75255 SEK For 7,231.36 USD 800 Shares At 79.0765 SEK","89,532.31"
05/30/18,Purchase,"Purchased 50 Shares Of -8,001.56 8,021.47 Alk Abello A S Net Cost 8,001.56 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 4.00 USD Brokerage Book Value 51,263.62 DKK Traded At 6.40670319 DKK To 1 USD Valued At 6.3908 DKK For 8,021.47 USD 50 Shares At 1,024.76 DKK","81,530.75"
05/30/18,Purchase,"Purchased 1,100 Shares Of -7,362.79 7,396.35 Nordic Semiconductor Asa Net Cost 7,362.79 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.68 USD Brokerage Book Value 60,277.67 NOK Traded At 8.1868 NOK To 1 USD Valued At 8.14965 NOK For 7,396.35 USD 1,100 Shares At 54.7705 NOK","74,167.96"
05/30/18,Purchase,"Purchased 100 Shares Of -3,189.65 3,204.19 Norwegian Air Shut Net Cost 3,189.65 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.59 USD Brokerage Book Value 26,113.05 NOK Traded At 8.1868 NOK To 1 USD Valued At 8.14965 NOK For 3,204.19 USD 100 Shares At 261 NOK","70,978.31"
05/30/18,Purchase,"Purchased 300 Shares Of -8,471.71 8,510.32 Schibsted Asa A-Shares Net Cost 8,471.71 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 4.23 USD Brokerage Book Value 69,356.17 NOK Traded At 8.186797 NOK To 1 USD Valued At 8.14965 NOK For 8,510.32 USD 300 Shares At 231.0717 NOK","62,506.60"
05/30/18,Purchase,"Purchased 100 Shares Of -5,593.01 5,607.54 Umicore Net Cost 5,593.01 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.79 USD Brokerage Book Value 4,811.48 EUR Traded At 0.86026665 EUR To 1 USD Valued At 0.858038 EUR For 5,607.54 USD 100 Shares At 48.0908 EUR","56,913.59"
05/30/18,Purchase,"Purchased 100 Shares Of -7,717.74 7,737.79 Ucb Sa Net Cost 7,717.74 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.86 USD Brokerage Book Value 6,639.32 EUR Traded At 0.86026738 EUR To 1 USD Valued At 0.858038 EUR For 7,737.79 USD 100 Shares At 66.36 EUR","49,195.85"
05/30/18,Purchase,"Purchased 1,000 Shares Of -3,841.77 3,851.74 Ovs Spa Net Cost 3,841.77 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 1.92 USD Brokerage Paid 3.85 USD Misc Fee1 Book Value 3,304.94 EUR Traded At 0.86026753 EUR To 1 USD Valued At 0.858038 EUR For 3,851.74 USD 1,000 Shares At 3.29999486 EUR","45,354.08"
05/30/18,Purchase,"Purchased 200 Shares Of -7,582.83 7,602.53 Slm Solutions Group Ag Net Cost 7,582.83 USD Trade Date 5/28/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 3.79 USD Brokerage Book Value 6,523.26 EUR Traded At 0.86026721 EUR To 1 USD Valued At 0.858038 EUR For 7,602.53 USD 200 Shares At 32.6 EUR","37,771.25"
05/30/18,Purchase,"Purchased 100 Shares Of -6,797.80 6,815.46 Stroeer SE and Co Kgaa Net Cost 6,797.80 USD Trade Date 5/28/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 3.39 USD Brokerage Book Value 5,847.92 EUR Traded At 0.86026656 EUR To 1 USD Valued At 0.858038 EUR For 6,815.46 USD 100 Shares At 58.45 EUR","30,973.45"
05/30/18,Purchase,"Purchased 10 Shares Of -5,331.24 5,345.09 Eurofins Scientific Net Cost 5,331.24 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 2.66 USD Brokerage Book Value 4,586.29 EUR Traded At 0.86026703 EUR To 1 USD Valued At 0.858038 EUR For 5,345.09 USD 10 Shares At 458.4 EUR","25,642.21"
05/30/18,Purchase,"Purchased 150 Shares Of -7,855.56 7,875.97 Zalando SE Net Cost 7,855.56 USD Trade Date 5/28/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 3.93 USD Brokerage Book Value 6,757.88 EUR Traded At 0.86026712 EUR To 1 USD Valued At 0.858038 EUR For 7,875.97 USD 150 Shares At 45.03 EUR","17,786.65"
05/30/18,Purchase,"Purchased 700 Shares Of -10,983.62 11,012.15 Aixtron SE Net Cost 10,983.62 USD Trade Date 5/28/18 Purchased Through Jpmsgb2leql Jp Morgan Eq Lndn Paid 5.49 USD Brokerage Book Value 9,448.84 EUR Traded At 0.86026647 EUR To 1 USD Valued At 0.858038 EUR For 11,012.15 USD 700 Shares At 13.4916 EUR","6,803.03"
05/30/18,Purchase,"Purchased 800 Shares Of -6,803.03 6,820.71 Air France Klm Net Cost 6,803.03 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.39 USD Brokerage Paid 20.40 USD Misc Fee1 Book Value 5,852.43 EUR Traded At 0.86026668 EUR To 1 USD Valued At 0.858038 EUR For 6,820.71 USD 800 Shares At 7.29000734 EUR",0.00
05/31/18,Sale,"Sold 45,493.69 Units Of 45,493.69 -45,493.69 First Am Govt Ob Fd Cl X Trade Date 5/31/18","45,493.69"
05/31/18,Purchase,"Purchased 300 Shares Of -8,800.55 8,830.77 Askul Corp Npv Net Cost 8,800.55 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 4.40 USD Brokerage Book Value 964,982 JPY Traded At 109.65019231 JPY To 1 USD Valued At 109.275 JPY For 8,830.77 USD 300 Shares At 3,215 JPY","36,693.14"
05/31/18,Purchase,"Purchased 400 Shares Of -9,606.24 9,639.22 Advantest Corp Ord(Jp) Net Cost 9,606.24 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 4.80 USD Brokerage Book Value 1,053,326 JPY Traded At 109.65018571 JPY To 1 USD Valued At 109.275 JPY For 9,639.22 USD 400 Shares At 2,632 JPY","27,086.90"
05/31/18,Purchase,"Purchased 130 Shares Of -7,081.50 7,105.82 Cyberagent Inc Npv Net Cost 7,081.50 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 3.54 USD Brokerage Book Value 776,488 JPY Traded At 109.65021534 JPY To 1 USD Valued At 109.275 JPY For 7,105.82 USD 130 Shares At 5,970 JPY","20,005.40"
05/31/18,Purchase,"Purchased 1,000 Shares Of -10,812.50 10,849.62 Jeol Ltd Net Cost 10,812.50 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 5.40 USD Brokerage Book Value 1,185,592 JPY Traded At 109.65012716 JPY To 1 USD Valued At 109.275 JPY For 10,849.62 USD 1,000 Shares At 1,185 JPY","9,192.90"
05/31/18,Purchase,"Purchased 50 Shares Of -9,192.90 9,224.46 Disco Corporation Net Cost 9,192.90 USD Trade Date 5/28/18 Purchased Through Jpmsgb2l Jp Morgan Sec London Paid 4.59 USD Brokerage Book Value 1,008,003 JPY Traded At 109.6501648 JPY To 1 USD Valued At 109.275 JPY For 9,224.46 USD 50 Shares At 20,149.99999959 JPY Transfer From Another Account",0.00
06/01/18,Purchase,"Purchased 79,980 Units Of -79,980.00 79,980.00 First Am Govt Ob Fd Cl X Trade Date 6/1/18 First Am Govt Ob Fd Cl X Interest From 5/1/18 To 5/31/18",0.00
06/04/18,Sale,"Sold 70,748.73 Units Of 70,748.73 -70,748.73 First Am Govt Ob Fd Cl X Trade Date 6/4/18","70,870.91"
06/04/18,Purchase,"Purchased 2,000 Shares Of -8,030.45 8,021.51 Entertainment One Ltd Net Cost 8,030.45 USD Trade Date 5/31/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 4.01 USD Brokerage Book Value 6,043.02 GBP Traded At 0.75251325 GBP To 1 USD Valued At 0.753352 GBP For 8,021.51 USD 2,000 Shares At 3.02 GBP","62,840.46"
06/04/18,Purchase,"Purchased 100 Shares Of -8,789.21 8,779.43 Asos Plc Net Cost 8,789.21 USD Trade Date 5/31/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Book Value 6,614.00 GBP Traded At 0.75251347 GBP To 1 USD Valued At 0.753352 GBP For 8,779.43 USD 100 Shares At 66.14 GBP","54,051.25"
06/04/18,Purchase,Accrued Interest Paid Accrued Dividend On Purchase Of -4.40 Asos Plc Accrued Interest 4.40 USD Traded At 0.75251347 GBP To 1 USD Valued At 0.750244 GBP For 4.41 USD,"54,046.85"
06/04/18,Purchase,"Purchased 200 Shares Of -6,674.31 6,666.88 Accesso Technology Group Plc Net Cost 6,674.31 USD Trade Date 5/31/18 Purchased Through Crst 784 Jpmorgan Secs Ltd Paid 3.34 USD Brokerage Purchased On The London Stock Exchange Book Value 5,022.51 GBP Traded At 0.75251374 GBP To 1 USD Valued At 0.753352 GBP For 6,666.88 USD 200 Shares At 25.1 GBP","47,372.54"
06/04/18,Purchase,"Purchased 50 Shares Of -7,387.50 7,387.50 Shopify Inc A Trade Date 5/31/18 Purchased Through J.P. Morgan Securities LLC Paid 0.50 USD Brokerage 50 Shares At 147.74 USD","39,985.04"
06/04/18,Purchase,"Purchased 100 Shares Of -8,526.00 8,526.00 Sodastream International Ltd Trade Date 5/31/18 Purchased Through J.P. Morgan Securities LLC Paid 1.00 USD Brokerage 100 Shares At 85.25 USD","31,459.04"
06/04/18,Purchase,"Purchased 170 Shares Of -8,470.05 8,470.05 B H P Billiton Limited A D R Trade Date 5/31/18 Purchased Through J.P. Morgan Securities LLC Paid 1.70 USD Brokerage 170 Shares At 49.8138 USD","22,988.99"
06/04/18,Purchase,"Purchased 200 Shares Of -3,926.00 3,926.00 Pandora A S Sponsored A D R Trade Date 5/31/18 Purchased Through J.P. Morgan Securities LLC Paid 2.00 USD Brokerage 200 Shares At 19.62 USD","19,062.99"
06/04/18,Purchase,"Purchased 300 Shares Of -7,134.99 7,134.99 Stmicroelectronics N V Trade Date 5/31/18 Purchased Through J.P. Morgan Securities LLC Paid 3.00 USD Brokerage 300 Shares At 23.7733 USD","11,928.00"
06/04/18,Purchase,"Purchased 1,000 Shares Of -11,928.00 11,928.00 Blackberry Ltd Trade Date 5/31/18 Purchased Through J.P. Morgan Securities LLC Paid 10.00 USD Brokerage 1,000 Shares At 11.918 USD Stroeer SE and Co Kgaa 1.30 EUR/Share On 230 Shares Due 6/5/18 Received 299.00 EUR Valued At 0.8559098 EUR For 349.34 USD Stroeer SE and Co Kgaa Non-USD Taxes 78.86 EUR Valued At 0.8559098 EUR For 92.14 USD 26.3750000% Foreign Taxes Withheld",0.00
06/05/18,Sale,Sold 220.14 Units Of 257.20 -257.20 Euro Trade Date 6/5/18 Value Date 6/5/18 Book Value 220.14 EUR Traded At 0.8559098 EUR To 1 USD Valued At 0.8559098 EUR For 257.20 USD Net Proceeds 257.20 USD Repatriating Stroeer SE and Co Kgaa Transfer To Income Stroeer SE and Co Kgaa Repatriating Stroeer SE and Co Kgaa Transfer From Principal Stroeer SE and Co Kgaa Repatriating Stroeer SE and Co Kgaa Transfer From Another Account,514.40
06/05/18,Purchase,"Purchased 52,500 Units Of -52,500.00 52,500.00 First Am Govt Ob Fd Cl X Trade Date 6/5/18 220.14 Euro 99999EUR3",514.40
06/06/18,Sale,"Sold 1,915.82 Units Of 1,915.82 -1,915.82 First Am Govt Ob Fd Cl X Trade Date 6/6/18 Transfer From Another Account",0.00
06/07/18,Sale,"Sold 20,493.17 Units Of 20,493.17 -20,493.17 First Am Govt Ob Fd Cl X Trade Date 6/7/18","21,493.17"
06/07/18,Purchase,"Purchased 40 Shares Of -5,434.30 5,434.30 Ferrari Nv Trade Date 6/5/18 Purchased Through J.P. Morgan Securities LLC Paid 0.40 USD Brokerage 40 Shares At 135.8475 USD","16,058.87"
06/07/18,Purchase,"Purchased 50 Shares Of -10,433.22 10,433.22 Asml Holding Nv Ny Reg Shs Trade Date 6/5/18 Purchased Through J.P. Morgan Securities LLC Paid 0.50 USD Brokerage 50 Shares At 208.6544 USD","5,625.65"
06/07/18,Purchase,"Purchased 100 Shares Of -5,625.65 5,625.65 Solaredge Technologies Inc Trade Date 6/5/18 Purchased Through J.P. Morgan Securities LLC Paid 1.00 USD Brokerage 100 Shares At 56.2465 USD Ferrari Nv 0.124368 USD/Share On 20 Shares Due 6/7/18 Transfer From Another Account",0.00
