Date Posted,Activity,Quantity,Unit Type,Asset Name,Trade Date,Broker,Price Per Unit,Principal Cash
01/22/21,Purchase,"200,000",Shares,"Iqe Plc Net Cost 231,619.93 USD",1/20/21,Crst 871,0.847 GBP,"67,155.05"
01/22/21,Purchase,"1,500",Shares,"Asm International N V Net Cost 403,725.22 USD",1/20/21,Jpmsgb2l Jp Morgan Sec London,222.2535 EUR,"-336,570.17"
01/22/21,Sale,"31,161",Shares,"58,442.32 -54,303.68 Capital Counties Properties Plc Net Proceeds 58,442.32 USD",1/20/21,Crst 871,1.37659978 GBP,"-278,127.85"
01/22/21,Sale,"11,952",Shares,"278,127.85 -154,973.25 Slm Solutions Group Ag Net Proceeds 278,127.85 USD",1/20/21,Jpmsgb2leql Jp Morgan Eq Lndn,19.235 EUR,0.00
01/25/21,Purchase,"6,556.3",Units,First Am Govt Ob Fd Cl X,1/25/21,,,0.00
01/26/21,Purchase,"15,606.43",Units,First Am Govt Ob Fd Cl X,1/26/21,,,0.00
01/27/21,Purchase,"7,989.25",Units,First Am Govt Ob Fd Cl X,1/27/21,,,0.00
01/28/21,Purchase,"766,208.88",Units,First Am Govt Ob Fd Cl X,1/28/21,,,"-759,085.36"
01/28/21,Sale,"31,050",Shares,"605,154.22 -297,211.44 Blackberry Ltd",1/26/21,J.P. Morgan Securities LLC,19.5001 USD,"-153,931.14"
01/28/21,Sale,50,Shares,"153,931.14 -106,518.31 Interroll Holding Ag Net Proceeds 153,931.14 USD",1/26/21,Jpmsgb2l Jp Morgan Sec London,"2,735 CHF",0.00
01/29/21,Purchase,"888,078.97",Units,First Am Govt Ob Fd Cl X,1/29/21,,,"-982,845.25"
01/29/21,Sale,"25,000",Shares,"517,113.56 -142,557.00 Blackberry Ltd",1/27/21,J.P. Morgan Securities LLC,20.695 USD,"-465,731.69"
01/29/21,Sale,"10,000",Shares,"219,895.13 -40,050.00 Blackberry Ltd",1/27/21,J.P. Morgan Securities LLC,22.00 USD,"-245,836.56"
01/29/21,Sale,"10,000",Shares,"245,836.56 -34,954.80 Blackberry Ltd",1/27/21,J.P. Morgan Securities LLC,24.5942 USD,0.00
02/01/21,Purchase,"6,955.39",Units,First Am Govt Ob Fd Cl X,2/1/21,,,0.00
02/02/21,Purchase,"155,808.44",Units,First Am Govt Ob Fd Cl X,2/2/21,,,"-273,333.96"
02/02/21,Sale,"251,030",Shares,"273,333.96 -261,744.61 Iqe Plc Net Proceeds 273,333.96 USD",1/29/21,Crst 871,0.79450002 GBP,0.00
02/03/21,Sale,"42,714.7",Units,"42,714.70 -42,714.70 First Am Govt Ob Fd Cl X",2/3/21,,,"42,906.93"
02/03/21,Purchase,"30,000",Shares,"Watches Of Switzerland Group Net Cost 265,028.50 USD",2/1/21,Crst 784 Jpmorgan Secs Ltd,6.423 GBP,"-222,121.57"
02/03/21,Sale,"5,000",Shares,"222,121.57 -69,317.68 Frontier Developments Plc Net Proceeds 222,121.57 USD",2/1/21,Plhcgb3l United Kingdom,32.5405 GBP,0.00
02/04/21,Sale,,,"232,844.22 -232,704.93 Adevinta Asa B Net Proceeds 232,844.22 USD",2/2/21,Jpmsgb2l Jp Morgan Sec London,133.49579997 NOK,"232,844.22"
02/04/21,Purchase,"232,844.22",Units,First Am Govt Ob Fd Cl X,2/4/21,,,"-153,283.08"
02/04/21,Sale,"910,031.07",Units,"910,031.07 -910,031.07 First Am Govt Ob Fd Cl X",2/4/21,,,"756,747.99"
02/04/21,Purchase,"15,000",Shares,"Adevinta Asa B Net Cost 232,844.22 USD",2/2/21,Jpmsgb2l Jp Morgan Sec London,133.49579997 NOK,"523,903.77"
02/04/21,Purchase,"4,000",Shares,"Dermapharm Hldg Net Cost 291,059.55 USD",2/2/21,Jpmsgb2leql Jp Morgan Eq Lndn,60.4811 EUR,"232,844.22"
02/04/21,Purchase,"15,000",Shares,"Adevinta Asa B Net Cost 232,844.22 USD",2/2/21,Jpmsgb2l Jp Morgan Sec London,133.4958 NOK,0.00
02/05/21,Sale,"293,173.6",Units,"293,173.60 -293,173.60 First Am Govt Ob Fd Cl X",2/5/21,,,"300,862.75"
02/05/21,Sale,"126,026.72",Units,"126,026.72 -126,026.72 First Am Govt Ob Fd Cl X",2/5/21,,,"426,889.47"
02/05/21,Purchase,500,Shares,"Asm International N V Net Cost 133,715.87 USD",2/3/21,Jpmsgb2l Jp Morgan Sec London,222.2576 EUR,"293,173.60"
02/05/21,Purchase,"4,000",Shares,"Dermapharm Hldg Net Cost 293,173.60 USD",2/3/21,Jpmsgb2leql Jp Morgan Eq Lndn,60.9209 EUR,0.00
02/08/21,Sale,"365,486.5",Units,"365,486.50 -365,486.50 First Am Govt Ob Fd Cl X",2/8/21,,,"262,520.24"
02/08/21,Purchase,"30,000",Shares,"Watches Of Switzerland Group Net Cost 262,520.24 USD",2/4/21,Crst 871,6.3613 GBP,0.00
02/09/21,Sale,"150,929.67",Units,"150,929.67 -150,929.67 First Am Govt Ob Fd Cl X",2/9/21,,,0.00
02/10/21,Sale,"673,456.09",Units,"673,456.09 -673,456.09 First Am Govt Ob Fd Cl X",2/10/21,,,0.00
02/11/21,Sale,"295,655.77",Units,"295,655.77 -295,655.77 First Am Govt Ob Fd Cl X",2/11/21,,,"320,993.06"
02/11/21,Purchase,"55,000",Shares,"Moonpig Group Plc Ord Net Cost 320,993.06 USD",2/9/21,Jpmsgb2l Jp Morgan Sec London,4.2081 GBP,0.00
02/12/21,Purchase,"1,901,379.95",Units,First Am Govt Ob Fd Cl X,2/12/21,,,"-862,053.86"
02/12/21,Sale,"4,020",Shares,"862,053.86 -456,155.44 Gw Pharmaceuticals A D R",2/10/21,J.P. Morgan Securities LLC,0.719937 GBP,0.00
02/16/21,Sale,482.40,Units,670.06 -670.06 British Pound,2/16/21,,0.719937 GBP,"1,340.12"
02/16/21,Purchase,670.06,Units,First Am Govt Ob Fd Cl X,2/16/21,,,"12,664.98"
02/16/21,Sale,"606,626.89",Units,"606,626.89 -606,626.89 First Am Govt Ob Fd Cl X",2/16/21,,,"619,291.87"
02/16/21,Purchase,"6,000",Shares,"Mercari Inc Net Cost 322,468.36 USD",2/12/21,Jpmsgb2l Jp Morgan Sec London,"5,640 JPY","296,823.51"
02/16/21,Purchase,"50,000",Shares,"Moonpig Group Plc Ord Net Cost 296,153.45 USD",2/12/21,Crst 871,4.2518 GBP,670.06
02/17/21,Sale,"319,827.4",Units,"319,827.40 -319,827.40 First Am Govt Ob Fd Cl X",2/17/21,,,"335,209.28"
02/17/21,Purchase,"1,000",Shares,"Disco Corporation Net Cost 335,209.28 USD",2/15/21,Jpmsgb2l Jp Morgan Sec London,"35,300 JPY",0.00
02/18/21,Sale,"303,129.57",Units,"303,129.57 -303,129.57 First Am Govt Ob Fd Cl X",2/18/21,,,"345,839.44"
02/18/21,Purchase,"3,900",Shares,"Advantest Corp Ord(Jp) Net Cost 345,839.44 USD",2/16/21,Jpmsgb2l Jp Morgan Sec London,"9,347.17948718 JPY",0.00
02/19/21,Purchase,"7,554,391.88",Units,First Am Govt Ob Fd Cl X,2/19/21,,,0.00
02/22/21,Purchase,"39,848.14",Units,First Am Govt Ob Fd Cl X,2/22/21,,,0.00
02/23/21,Sale,"2,629,063.88",Units,"2,629,063.88 -2,629,063.88 First Am Govt Ob Fd Cl X",2/23/21,,,"2,915,642.91"
02/23/21,Purchase,"8,000",Shares,Rio Tinto Plc A D R,2/19/21,J.P. Morgan Securities LLC,89.22 USD,"2,201,802.91"
02/23/21,Purchase,"9,000",Shares,B H P Billiton Limited A D R,2/19/21,J.P. Morgan Securities LLC,76.39 USD,"1,514,202.91"
02/23/21,Purchase,"25,000",Shares,Blackberry Ltd,2/19/21,J.P. Morgan Securities LLC,10.90 USD,"1,241,452.91"
02/23/21,Purchase,"30,000",Shares,"Ds Smith Plc Net Cost 161,602.63 USD",2/19/21,Crst 871,3.8174 GBP,"1,079,850.28"
02/23/21,Purchase,"100,000",Shares,"Capital Counties Properties Plc Net Cost 236,157.50 USD",2/19/21,Crst 871,1.6729 GBP,"843,692.78"
02/23/21,Purchase,"7,389",Shares,"Biocartis Nv Net Cost 40,195.86 USD",2/19/21,Jpmsgb2l Jp Morgan Sec London,4.48 EUR,"803,496.92"
02/23/21,Purchase,"1,000",Shares,"Ucb Sa Net Cost 102,288.25 USD",2/19/21,Jpmsgb2l Jp Morgan Sec London,84.238 EUR,"701,208.67"
02/23/21,Purchase,"5,000",Shares,"Umicore Net Cost 289,860.64 USD",2/19/21,Jpmsgb2l Jp Morgan Sec London,47.7421 EUR,"411,348.03"
02/23/21,Purchase,811,Shares,"Lumibird Net Cost 16,426.10 USD",2/19/21,Jpmsgb2l Jp Morgan Sec London,16.68 EUR,"394,921.93"
02/23/21,Purchase,"5,000",Shares,"Publicis Groupe Net Cost 289,514.30 USD",2/19/21,Jpmsgb2l Jp Morgan Sec London,47.542498 EUR,"105,407.63"
02/23/21,Purchase,"2,394",Shares,"Basware Oyj Npv Net Cost 105,407.63 USD",2/19/21,Jpmsgb2l Jp Morgan Sec London,36.2602005 EUR,0.00
02/24/21,Sale,"14,926.05",Units,"14,926.05 -14,926.05 First Am Govt Ob Fd Cl X",2/24/21,,,"118,769.70"
02/24/21,Purchase,"8,308",Shares,"Biocartis Nv Net Cost 45,266.68 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,4.48209976 EUR,"73,503.02"
02/24/21,Purchase,"1,215",Shares,"Basware Oyj Npv Net Cost 53,573.89 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,36.27240329 EUR,"19,929.13"
02/24/21,Purchase,991,Shares,"Lumibird Net Cost 19,929.13 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,16.54299697 EUR,0.00
02/25/21,Sale,"2,401,261.98",Units,"2,401,261.98 -2,401,261.98 First Am Govt Ob Fd Cl X",2/25/21,,,"2,422,882.36"
02/25/21,Purchase,"4,000",Shares,"Cyberagent Inc Npv Net Cost 265,331.83 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,"7,000 JPY","2,157,550.53"
02/25/21,Purchase,"7,000",Shares,"Japan Elevator Ser Net Cost 153,150.47 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,"2,308.81428571 JPY","2,004,400.06"
02/25/21,Purchase,"6,000",Shares,"Mercari Inc Net Cost 311,575.38 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,"5,480 JPY","1,692,824.68"
02/25/21,Purchase,"20,000",Shares,"Rakuten Inc Net Cost 213,402.60 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,"1,126 JPY","1,479,422.08"
02/25/21,Purchase,"10,000",Shares,"Uuum Inc Net Cost 175,293.37 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,"1,849.84 JPY","1,304,128.71"
02/25/21,Purchase,"40,000",Shares,"Yahoo Japan Corporation Net Cost 243,650.43 USD",2/22/21,Jpmsgb2l Jp Morgan Sec London,642.8 JPY,"1,060,478.28"
02/25/21,Purchase,"24,303",Shares,"Biocartis Nv Net Cost 132,449.94 USD",2/23/21,Jpmsgb2l Jp Morgan Sec London,4.48149981 EUR,"928,028.34"
02/25/21,Purchase,"1,000",Shares,"Zur Rose Group Ag Net Cost 470,441.19 USD",2/23/21,Jpmsgb2l Jp Morgan Sec London,423.919 CHF,"457,587.15"
02/25/21,Purchase,391,Shares,"Basware Oyj Npv Net Cost 16,991.50 USD",2/23/21,Jpmsgb2l Jp Morgan Sec London,35.73439898 EUR,"440,595.65"
02/25/21,Purchase,"3,000",Shares,"Eurofins Scientific Net Cost 277,339.97 USD",2/23/21,Jpmsgb2l Jp Morgan Sec London,76.0191 EUR,"163,255.68"
02/25/21,Purchase,"8,198",Shares,"Lumibird Net Cost 163,255.68 USD",2/23/21,Jpmsgb2l Jp Morgan Sec London,106.43 JPY,0.00
02/26/21,Sale,"144,913.00",Units,"1,361.58 -1,361.58 Yen",2/26/21,,106.43 JPY,"2,723.16"
02/26/21,Sale,"507,022.62",Units,"507,022.62 -507,022.62 First Am Govt Ob Fd Cl X",2/26/21,,,"566,777.14"
02/26/21,Sale,"1,035,728.42",Units,"1,035,728.42 -1,035,728.42 First Am Govt Ob Fd Cl X",2/26/21,,,"1,602,505.56"
02/26/21,Purchase,"10,000",Shares,"Future Plc Net Cost 276,208.20 USD",2/24/21,Jpmsgb2l Jp Morgan Sec London,19.48 GBP,"1,326,297.36"
02/26/21,Purchase,"10,000",Shares,"Ocado Group Plc Net Cost 329,379.42 USD",2/24/21,Jpmsgb2l Jp Morgan Sec London,23.23 GBP,"996,917.94"
02/26/21,Purchase,"12,000",Shares,"Amplifon Spa Net Cost 487,172.16 USD",2/24/21,Jpmsgb2l Jp Morgan Sec London,33.422 EUR,"509,745.78"
02/26/21,Purchase,"3,000",Shares,Jazz Pharmaceuticals Plc,2/24/21,J.P. Morgan Securities LLC,169.4514 USD,"1,361.58"
03/01/21,Sale,"462,183.34",Units,"462,183.34 -462,183.34 First Am Govt Ob Fd Cl X",3/1/21,,,"414,488.88"
03/01/21,Purchase,"10,000",Shares,"Aston Martin Lagonda Gbl Hldgs Plc O Net Cost 306,173.48 USD",2/25/21,Crst 871,21.505 GBP,"108,315.40"
03/01/21,Purchase,"4,750",Shares,"Raysearch Laboratories Ab Net Cost 54,157.70 USD",2/25/21,Parbfrpp Banque Paribas Fr,93.8815 SEK,"54,157.70"
03/01/21,Purchase,"4,750",Shares,"Raysearch Laboratories Ab Net Cost 54,157.70 USD",2/25/21,Parbfrpp Banque Paribas Fr,0.83249995 EUR,0.00
03/02/21,Sale,"1,791.44",Units,"2,151.88 -2,151.88 Euro",3/2/21,,0.83249995 EUR,"4,374.79"
03/02/21,Purchase,"2,151.88",Units,First Am Govt Ob Fd Cl X,3/2/21,,,"-5,742.99"
03/02/21,Sale,"198,757.97",Units,"198,757.97 -198,757.97 First Am Govt Ob Fd Cl X",3/2/21,,,"193,014.98"
03/02/21,Purchase,"17,350",Shares,"Raysearch Laboratories Ab Net Cost 190,863.10 USD",2/26/21,Parbfrpp Banque Paribas Fr,92.50630029 SEK,"2,151.88"
03/03/21,Sale,,,"54,157.70 -54,157.70 Raysearch Laboratories Ab Net Proceeds 54,157.70 USD",2/25/21,Parbfrpp Banque Paribas Fr,93.88149998 SEK,"54,157.70"
03/03/21,Sale,,,"54,157.70 -53,737.06 Raysearch Laboratories Ab Net Proceeds 54,157.70 USD",2/25/21,Parbfrpp Banque Paribas Fr,93.88149998 SEK,"108,315.40"
03/03/21,Sale,,,"190,863.10 -190,863.10 Raysearch Laboratories Ab Net Proceeds 190,863.10 USD",2/26/21,Parbfrpp Banque Paribas Fr,92.50630028 SEK,"299,178.50"
03/03/21,Purchase,"100,330.63",Units,First Am Govt Ob Fd Cl X,3/3/21,,,"295,922.34"
03/03/21,Sale,"245,020.8",Units,"245,020.80 -245,020.80 First Am Govt Ob Fd Cl X",3/3/21,,,"540,943.14"
03/03/21,Purchase,"2,000",Shares,"Zalando SE Net Cost 207,473.47 USD",3/1/21,Eclr 15001,85.33643567 EUR,"333,469.67"
03/03/21,Purchase,"7,900",Shares,"Raysearch Laboratories Ab Net Cost 88,448.87 USD",3/1/21,Eclr 15001,94.3152 SEK,"245,020.80"
03/03/21,Purchase,"4,750",Shares,"Raysearch Laboratories Ab Net Cost 54,157.70 USD",2/25/21,Eclr 15001,93.88149998 SEK,"190,863.10"
03/03/21,Purchase,"17,350",Shares,"Raysearch Laboratories Ab Net Cost 190,863.10 USD",2/26/21,Eclr 15001,92.50630028 SEK,0.00
03/04/21,Purchase,"188,729.14",Units,First Am Govt Ob Fd Cl X,3/4/21,,,0.00
03/05/21,Sale,,,"88,448.87 -88,448.87 Raysearch Laboratories Ab Net Proceeds 88,448.87 USD",3/1/21,Eclr 15001,107.69 JPY,"88,448.87"
03/05/21,Sale,"67,748.00",Units,629.10 -629.10 Yen,3/5/21,,107.69 JPY,"89,707.07"
03/05/21,Sale,"163,294.77",Units,"163,294.77 -163,294.77 First Am Govt Ob Fd Cl X",3/5/21,,,"279,174.67"
03/05/21,Purchase,"5,000",Shares,"Amplifon Spa Net Cost 189,467.60 USD",3/3/21,Jpmsgb2l Jp Morgan Sec London,31.3322 EUR,"89,707.07"
03/05/21,Purchase,"7,900",Shares,"Raysearch Laboratories Ab Net Cost 88,448.87 USD",3/1/21,Eclr 15001,94.31519999 SEK,"1,258.20"
03/08/21,Purchase,"157,963.52",Units,First Am Govt Ob Fd Cl X,3/8/21,,,"176,585.67"
03/08/21,Purchase,"5,320",Shares,"Frontier Developments Plc Net Cost 176,585.67 USD",3/4/21,Jpmsgb2l Jp Morgan Sec London,23.68340038 GBP,0.00
03/09/21,Sale,"179,489.79",Units,"179,489.79 -179,489.79 First Am Govt Ob Fd Cl X",3/9/21,,,"152,754.80"
03/09/21,Purchase,"4,680",Shares,"Frontier Developments Plc Net Cost 152,754.80 USD",3/5/21,Jpmsgb2l Jp Morgan Sec London,23.618 GBP,0.00
03/10/21,Purchase,"77,094.75",Units,First Am Govt Ob Fd Cl X,3/10/21,,,0.00
03/10/21,Sale,"239,372.5",Units,"239,372.50 -239,372.50 First Am Govt Ob Fd Cl X",3/10/21,,,"239,372.50"
03/10/21,Purchase,"25,000",Shares,Blackberry Ltd,3/8/21,J.P. Morgan Securities LLC,9.5649 USD,0.00
03/11/21,Purchase,"104,200.42",Units,First Am Govt Ob Fd Cl X,3/11/21,,,0.00
03/12/21,Sale,"361,225.44",Units,"361,225.44 -361,225.44 First Am Govt Ob Fd Cl X",3/12/21,,,"406,711.32"
03/12/21,Sale,"2,058.45",Units,"2,058.45 -2,058.45 First Am Govt Ob Fd Cl X",3/12/21,,,"408,769.77"
03/12/21,Purchase,"10,000",Shares,"Hugo Boss Ag Net Cost 408,769.77 USD",3/10/21,Jpmsgb2leql Jp Morgan Eq Lndn,109.19 JPY,0.00
03/15/21,Sale,"58,306.00",Units,533.99 -533.99 Yen,3/15/21,,109.19 JPY,"1,067.98"
03/15/21,Purchase,"74,201.01",Units,First Am Govt Ob Fd Cl X,3/15/21,,,"1,067.98"
03/15/21,Purchase,533.99,Units,First Am Govt Ob Fd Cl X,3/15/21,,,533.99
03/16/21,Purchase,"70,834.14",Units,First Am Govt Ob Fd Cl X,3/16/21,,,0.00
03/17/21,Sale,"397,320.75",Units,"397,320.75 -397,320.75 First Am Govt Ob Fd Cl X",3/17/21,,,"377,578.55"
03/17/21,Purchase,990,Shares,"Alk Abello A S Net Cost 377,578.55 USD",3/15/21,Jpmsgb2l Jp Morgan Sec London,"2,378.35659596 DKK",0.00
03/18/21,Sale,,,"232,844.22 -232,844.22 Adevinta Asa B Net Proceeds 232,844.22 USD",2/2/21,Jpmsgb2l Jp Morgan Sec London,133.49579997 NOK,"232,844.22"
03/18/21,Purchase,"232,844.22",Units,First Am Govt Ob Fd Cl X,3/18/21,,,"126,794.39"
03/18/21,Purchase,"126,794.39",Units,First Am Govt Ob Fd Cl X,3/18/21,,,0.00
03/19/21,Purchase,"42,517.74",Units,First Am Govt Ob Fd Cl X,3/19/21,,108.98 JPY,0.00
03/22/21,Sale,"63,831.00",Units,585.71 -585.71 Yen,3/22/21,,108.98 JPY,"1,524.71"
03/22/21,Purchase,"27,725.11",Units,First Am Govt Ob Fd Cl X,3/22/21,,,"1,524.71"
03/23/21,Purchase,"52,982.38",Units,First Am Govt Ob Fd Cl X,3/23/21,,,"18,180.00"
03/24/21,Sale,"379,582.11",Units,"379,582.11 -379,582.11 First Am Govt Ob Fd Cl X",3/24/21,,,"404,905.86"
03/24/21,Purchase,500,Shares,"Zur Rose Group Ag Net Cost 179,835.46 USD",3/22/21,Jpmsgb2l Jp Morgan Sec London,332.5545 CHF,"225,070.40"
03/24/21,Purchase,"100,000",Shares,"Learning Technologies Group Net Cost 225,070.40 USD",3/22/21,Jpmsgb2l Jp Morgan Sec London,1.6227 GBP,0.00
03/25/21,Purchase,"19,454.23",Units,First Am Govt Ob Fd Cl X,3/25/21,,,0.00
03/26/21,Sale,"182,548.81",Units,"182,548.81 -182,548.81 First Am Govt Ob Fd Cl X",3/26/21,,,"183,353.19"
03/26/21,Purchase,"5,000",Shares,"Jeol Ltd Net Cost 183,353.19 USD",3/24/21,Jpmsgb2l Jp Morgan Sec London,109.81 JPY,0.00
03/29/21,Sale,"68,785.00",Units,626.40 -626.40 Yen,3/29/21,,109.81 JPY,"1,252.80"
03/29/21,Purchase,"62,037.53",Units,First Am Govt Ob Fd Cl X,3/29/21,,,"68,134.26"
03/29/21,Purchase,626.4,Units,First Am Govt Ob Fd Cl X,3/29/21,,,"67,507.86"
03/29/21,Purchase,"12,000",Shares,"Pva Tepla Ag Net Cost 345,649.76 USD",3/25/21,Parbfrpp Banque Paribas Fr,24.4232 EUR,"-278,141.90"
03/29/21,Sale,"3,000",Shares,"278,768.30 -260,809.13 Ucb Sa Net Proceeds 278,768.30 USD",3/25/21,Jpmsgb2l Jp Morgan Sec London,78.7875 EUR,626.40
03/30/21,Purchase,360.57,Units,First Am Govt Ob Fd Cl X,3/30/21,,,"-5,555.08"
03/30/21,Sale,"5,555.08",Units,"5,555.08 -5,555.08 First Am Govt Ob Fd Cl X",3/30/21,,8.7516411 SEK,0.00
03/31/21,Sale,"2,333.10",Units,266.59 -266.59 Swedish Krona,3/30/21,,8.7516411 SEK,533.18
03/31/21,Purchase,"198,358.05",Units,First Am Govt Ob Fd Cl X,3/31/21,,,533.18
03/31/21,Purchase,266.59,Units,First Am Govt Ob Fd Cl X,3/31/21,,,266.59
04/01/21,Sale,"28,147.25",Units,"28,147.25 -28,147.25 First Am Govt Ob Fd Cl X",4/1/21,,,0.00
04/05/21,Sale,"107,976.49",Units,"107,976.49 -107,976.49 First Am Govt Ob Fd Cl X",4/5/21,,,0.00
04/06/21,Sale,"245,273.3",Units,"245,273.30 -245,273.30 First Am Govt Ob Fd Cl X",4/6/21,,,"356,192.80"
04/06/21,Purchase,"14,000",Shares,"Raccoon Holdings I Npv Net Cost 356,192.80 USD",4/2/21,Jpmsgb2l Jp Morgan Sec London,"2,813 JPY",0.00
04/07/21,Purchase,"42,707.44",Units,First Am Govt Ob Fd Cl X,4/7/21,,,"-1,895.05"
04/07/21,Sale,20,Shares,"1,895.05 -1,492.92 Ucb Sa Net Proceeds 1,895.05 USD",4/1/21,Jpmsgb2l Jp Morgan Sec London,80.6 EUR,0.00
04/08/21,Purchase,"34,672.42",Units,First Am Govt Ob Fd Cl X,4/8/21,,,0.00
04/09/21,Purchase,"126,131.72",Units,First Am Govt Ob Fd Cl X,4/9/21,,,0.00
04/12/21,Purchase,"23,322.9",Units,First Am Govt Ob Fd Cl X,4/12/21,,,0.00
04/13/21,Purchase,"101,697.8",Units,First Am Govt Ob Fd Cl X,4/13/21,,,0.00
04/14/21,Purchase,"37,697.32",Units,First Am Govt Ob Fd Cl X,4/14/21,,,0.00
04/15/21,Purchase,"7,223",Units,First Am Govt Ob Fd Cl X,4/15/21,,,"32,160.00"
04/15/21,Purchase,"32,160",Units,First Am Govt Ob Fd Cl X,4/15/21,,,0.00
04/16/21,Sale,"197,494.73",Units,"197,494.73 -197,494.73 First Am Govt Ob Fd Cl X",4/16/21,,,"262,337.60"
04/16/21,Purchase,"15,000",Shares,"Adevinta Asa B Net Cost 260,235.35 USD",4/14/21,Jpmsgb2l Jp Morgan Sec London,145.9 NOK,"2,102.25"
04/19/21,Purchase,"18,920.89",Units,First Am Govt Ob Fd Cl X,4/19/21,,,156.51
04/19/21,Purchase,156.51,Units,First Am Govt Ob Fd Cl X,4/19/21,,,0.00
04/20/21,Purchase,"17,083.9",Units,First Am Govt Ob Fd Cl X,4/20/21,,,0.00
04/21/21,Sale,"100,429.1",Units,"100,429.10 -100,429.10 First Am Govt Ob Fd Cl X",4/21/21,,,0.00
04/22/21,Purchase,"180,966.63",Units,First Am Govt Ob Fd Cl X,4/22/21,,,"-195,058.23"
04/22/21,Sale,"250,000",Shares,"195,058.23 -144,331.67 Iqe Plc Net Proceeds 195,058.23 USD",4/20/21,Jpmsgb2l Jp Morgan Sec London,0.56 GBP,0.00
04/23/21,Purchase,"52,691.32",Units,First Am Govt Ob Fd Cl X,4/23/21,,,0.00
