Date Posted,Activity,Quantity,Unit Type,Asset Name,Trade Date,Broker,Price Per Unit,Principal Cash
04/26/21,Sale,"33,023.13",Units,"33,023.13 -33,023.13 First Am Govt Ob Fd Cl X",4/26/21,,,0.00
04/27/21,Sale,"4,128.14",Units,"4,128.14 -4,128.14 First Am Govt Ob Fd Cl X",4/27/21,,,0.00
04/28/21,Sale,"49,622.06",Units,"49,622.06 -49,622.06 First Am Govt Ob Fd Cl X",4/28/21,,,0.00
04/29/21,Purchase,"786,919.33",Units,First Am Govt Ob Fd Cl X,4/29/21,,,"-580,308.04"
04/29/21,Sale,"3,000",Shares,"305,832.31 -277,339.97 Eurofins Scientific Net Proceeds 305,832.31 USD",4/27/21,Jpmsgb2l Jp Morgan Sec London,84.3974 EUR,"-274,475.73"
04/29/21,Sale,"4,235",Shares,"274,475.73 -245,218.61 Publicis Groupe Net Proceeds 274,475.73 USD",4/27/21,Jpmsgb2l Jp Morgan Sec London,53.65590083 EUR,0.00
04/30/21,Purchase,"14,467.45",Units,First Am Govt Ob Fd Cl X,4/30/21,,,0.00
05/03/21,Purchase,"37,941.25",Units,First Am Govt Ob Fd Cl X,5/3/21,,0.722536 GBP,0.00
05/04/21,Sale,"4,600.00",Units,"6,366.46 -6,366.46 British Pound",5/4/21,,0.722536 GBP,"12,749.79"
05/04/21,Sale,"545,664.25",Units,"545,664.25 -545,664.25 First Am Govt Ob Fd Cl X",5/4/21,,,"604,883.47"
05/04/21,Purchase,"70,000",Shares,"Pets At Home Group Plc Net Cost 430,669.11 USD",4/29/21,Jpmsgb2l Jp Morgan Sec London,4.3876 GBP,"174,214.36"
05/04/21,Purchase,500,Shares,"Zur Rose Group Ag Net Cost 167,847.90 USD",4/30/21,Jpmsgb2l Jp Morgan Sec London,305.25 CHF,"6,366.46"
05/05/21,Purchase,"136,197.2",Units,First Am Govt Ob Fd Cl X,5/5/21,,0.83402826 EUR,0.00
05/06/21,Sale,"3,510.50",Units,"4,209.09 -4,209.09 Euro",5/5/21,,0.83402826 EUR,"8,418.18"
05/06/21,Purchase,"399,420.5",Units,First Am Govt Ob Fd Cl X,5/6/21,,,"-340,130.13"
05/06/21,Sale,"10,050",Shares,"348,548.31 -276,195.87 Thk Co Ltd Net Proceeds 348,548.31 USD",4/28/21,Jpmsgb2l Jp Morgan Sec London,"3,781.36819939 JPY","8,418.18"
05/07/21,Purchase,"11,744.07",Units,First Am Govt Ob Fd Cl X,5/7/21,,,"-8,408.98"
05/10/21,Sale,"1,418,054.97",Units,"1,418,054.97 -1,418,054.97 First Am Govt Ob Fd Cl X",5/10/21,,,"47,288.17"
05/10/21,Purchase,"10,000",Shares,"Pva Tepla Ag Net Cost 287,135.47 USD",5/6/21,Jpmsgb2leql Jp Morgan Eq Lndn,23.8055 EUR,"-239,847.30"
05/11/21,Purchase,"15,000",Shares,"Monotaro Co Ltd First Section Net Cost 347,832.88 USD",5/7/21,Jpmsgb2l Jp Morgan Sec London,"2,530.14666667 JPY","-1,195,872.89"
05/12/21,Sale,"5,000",Shares,"214,186.14 -202,988.40 Amplifon Spa Net Proceeds 214,186.14 USD",5/10/21,Jpmsgb2l Jp Morgan Sec London,35.2317 EUR,"-982,396.43"
05/12/21,Sale,"3,530",Shares,"302,457.84 -248,648.71 Stroeer SE and Co Kgaa Net Proceeds 302,457.84 USD",5/10/21,Jpmsgb2leql Jp Morgan Eq Lndn,70.45 EUR,"-679,938.59"
05/12/21,Sale,"10,000",Shares,"244,356.58 -64,929.84 Nordic Semiconductor Asa Net Proceeds 244,356.58 USD",5/10/21,Jpmsgb2l Jp Morgan Sec London,200.9567 NOK,"-435,582.01"
05/13/21,Purchase,"1,157,136.07",Units,First Am Govt Ob Fd Cl X,5/13/21,,,"-1,617,786.86"
05/13/21,Sale,"5,000",Shares,"102,624.99 -54,162.87 Slm Solutions Group Ag Net Proceeds 102,624.99 USD",5/11/21,Jpmsgb2leql Jp Morgan Eq Lndn,16.8734 EUR,"-1,515,161.87"
05/13/21,Sale,"2,090",Shares,"209,584.92 -112,961.25 Zalando SE Net Proceeds 209,584.92 USD",5/11/21,Jpmsgb2leql Jp Morgan Eq Lndn,82.43910048 EUR,"-1,305,576.95"
05/13/21,Sale,"4,100",Shares,"183,646.37 -178,813.59 Basware Oyj Npv Net Proceeds 183,646.37 USD",5/11/21,Jpmsgb2l Jp Morgan Sec London,36.8229 EUR,"-1,121,930.58"
05/13/21,Sale,"6,000",Shares,"401,346.46 -232,985.38 Publicis Groupe Net Proceeds 401,346.46 USD",5/11/21,Jpmsgb2l Jp Morgan Sec London,54.9905 EUR,"-720,584.12"
05/13/21,Sale,"20,000",Shares,"191,815.08 -176,685.67 Watches Of Switzerland Group Net Proceeds 191,815.08 USD",5/11/21,Jpmsgb2l Jp Morgan Sec London,6.7804 GBP,"-528,769.04"
05/13/21,Sale,"10,000",Shares,"410,936.65 -397,864.32 Amplifon Spa Net Proceeds 410,936.65 USD",5/11/21,Jpmsgb2l Jp Morgan Sec London,33.7827 EUR,"-117,832.39"
05/13/21,Sale,"10,000",Shares,"117,832.39 -74,640.00 Rakuten Group Inc A D R",5/11/21,J.P. Morgan Securities LLC,11.7933 USD,0.00
05/14/21,Purchase,"619,523.73",Units,First Am Govt Ob Fd Cl X,5/14/21,,,"-586,250.61"
05/14/21,Purchase,"1,176,091.77",Units,First Am Govt Ob Fd Cl X,5/14/21,,,"-1,762,342.38"
05/14/21,Purchase,"2,000",Shares,"Nippon Ceramic Npv Net Cost 49,484.68 USD",5/13/21,Jpmsgb2l Jp Morgan Sec London,"2,710.95 JPY","-1,811,827.06"
05/14/21,Purchase,"3,000",Shares,"Akiba Holding Co Ltd Net Cost 170,488.95 USD",5/13/21,Jpmsgb2l Jp Morgan Sec London,"6,226.66666667 JPY","-1,982,316.01"
05/14/21,Sale,"20,000",Shares,"468,064.74 -113,555.20 Nordic Semiconductor Asa Net Proceeds 468,064.74 USD",5/11/21,Jpmsgb2l Jp Morgan Sec London,193.281 NOK,"-1,514,251.27"
05/14/21,Sale,"10,000",Shares,"216,229.64 -66,995.70 Boozt Ab Net Proceeds 216,229.64 USD",5/11/21,Jpmsgb2l Jp Morgan Sec London,179.7248 SEK,"-1,298,021.63"
05/14/21,Sale,"16,200",Shares,"196,842.41 -140,398.95 Dustin Group Ab Net Proceeds 196,842.41 USD",5/11/21,Jpmsgb2l Jp Morgan Sec London,100.9942 SEK,"-1,101,179.22"
05/14/21,Sale,"30,000",Shares,"253,852.50 -127,872.44 Tobii Ab Net Proceeds 253,852.50 USD",5/11/21,Jpmsgb2l Jp Morgan Sec London,70.332 SEK,"-847,326.72"
05/14/21,Sale,"2,000",Shares,"50,432.45 -49,484.68 Nippon Ceramic Npv Net Proceeds 50,432.45 USD",5/12/21,Jpmsgb2l Jp Morgan Sec London,"2,742.4 JPY","-796,894.27"
05/14/21,Sale,"3,000",Shares,"177,370.54 -170,488.95 Akiba Holding Co Ltd Net Proceeds 177,370.54 USD",5/12/21,Jpmsgb2l Jp Morgan Sec London,0.84917756 EUR,"-619,523.73"
05/14/21,Sale,"22,000",Shares,"619,523.73 -632,785.23 Pva Tepla Ag Net Proceeds 619,523.73 USD",5/11/21,Jpmsgb2leql Jp Morgan Eq Lndn,0.82453734 EUR,0.00
05/17/21,Sale,294.50,Units,357.17 -357.17 Euro,5/17/21,,0.90300074 CHF,714.34
05/17/21,Sale,"1,755.00",Units,"1,943.52 -1,943.52 Swiss Franc",5/14/21,,0.90300074 CHF,"4,601.38"
05/17/21,Purchase,"562,127.62",Units,First Am Govt Ob Fd Cl X,5/17/21,,,"-545,106.06"
05/17/21,Sale,"3,000",Shares,"246,661.02 -266,030.34 Advantest Corp Ord(Jp) Net Proceeds 246,661.02 USD",5/13/21,Jpmsgb2l Jp Morgan Sec London,"9,017.66666667 JPY","-298,445.04"
05/17/21,Sale,"2,000",Shares,"302,689.25 -45,696.17 Lasertec Corp Net Proceeds 302,689.25 USD",5/13/21,Jpmsgb2l Jp Morgan Sec London,"16,599 JPY","4,244.21"
05/18/21,Purchase,"41,092.54",Units,First Am Govt Ob Fd Cl X,5/18/21,,,"-1,047.01"
05/18/21,Sale,"1,047.01",Units,"1,047.01 -1,047.01 First Am Govt Ob Fd Cl X",5/18/21,,,0.00
05/19/21,Purchase,"23,377.31",Units,First Am Govt Ob Fd Cl X,5/19/21,,,0.00
05/20/21,Sale,"271,938.89",Units,"271,938.89 -271,938.89 First Am Govt Ob Fd Cl X",5/20/21,,,"290,533.98"
05/20/21,Purchase,136,Shares,"Adyen Bv Net Cost 290,533.98 USD",5/18/21,Jpmsgb2l Jp Morgan Sec London,"1,748.75441176 EUR",0.00
05/21/21,Purchase,"32,280.71",Units,First Am Govt Ob Fd Cl X,5/21/21,,,0.00
05/24/21,Sale,"18,749.82",Units,"18,749.82 -18,749.82 First Am Govt Ob Fd Cl X",5/24/21,,,0.00
05/25/21,Sale,"393,028.28",Units,"393,028.28 -393,028.28 First Am Govt Ob Fd Cl X",5/25/21,,,"378,646.25"
05/25/21,Purchase,"15,000",Shares,"Nordic Semiconductor Asa Net Cost 378,646.25 USD",5/20/21,Jpmsgb2l Jp Morgan Sec London,0.81928438 EUR,0.00
05/26/21,Sale,"1,628.00",Units,"1,987.10 -1,987.10 Euro",5/26/21,,0.81928438 EUR,"3,974.20"
05/26/21,Purchase,"1,987.1",Units,First Am Govt Ob Fd Cl X,5/26/21,,,"-37,571.59"
05/26/21,Sale,"603,070.21",Units,"603,070.21 -603,070.21 First Am Govt Ob Fd Cl X",5/26/21,,,"565,498.62"
05/26/21,Purchase,"243,120.13",Units,British Pound,5/24/21,,1 GBP,"220,920.59"
05/26/21,Purchase,"10,000",Shares,"Boozt Ab Net Cost 218,933.49 USD",5/24/21,Jpmsgb2l Jp Morgan Sec London,182.1054 SEK,"1,987.10"
05/26/21,Purchase,"5,000",Shares,"Asos Plc Net Cost 243,120.13 GBP",5/24/21,Crst 871,0.820762 EUR,"-342,295.23"
05/27/21,Sale,"3,400.00",Units,"4,142.49 -4,142.49 Euro",5/27/21,,0.820762 EUR,"8,284.98"
05/27/21,Purchase,"4,142.49",Units,First Am Govt Ob Fd Cl X,5/27/21,,,"-25,899.78"
05/27/21,Sale,"30,042.27",Units,"30,042.27 -30,042.27 First Am Govt Ob Fd Cl X",5/27/21,,,"4,142.49"
05/28/21,Sale,"670,935.67",Units,"670,935.67 -670,935.67 First Am Govt Ob Fd Cl X",5/28/21,,,"1,107,900.61"
05/28/21,Purchase,"50,000",Shares,"Kahoot Asa Net Cost 399,195.61 USD",5/26/21,Jpmsgb2l Jp Morgan Sec London,66.4536 NOK,"708,705.00"
05/28/21,Purchase,"75,000",Shares,Blackberry Ltd,5/26/21,J.P. Morgan Securities LLC,9.4394 USD,0.00
06/01/21,Purchase,"153,934.48",Units,First Am Govt Ob Fd Cl X,6/1/21,,109.8 JPY,0.00
06/02/21,Sale,"133,125.00",Units,"1,212.43 -1,212.43 Yen",6/1/21,,109.8 JPY,"2,472.28"
06/02/21,Sale,"31,502.49",Units,"31,502.49 -31,502.49 First Am Govt Ob Fd Cl X",6/2/21,,,"2,424.86"
06/02/21,Purchase,"1,212.43",Units,First Am Govt Ob Fd Cl X,6/2/21,,109.74 JPY,"1,212.43"
06/03/21,Sale,"541,984.00",Units,"4,938.80 -4,938.80 Yen",6/3/21,,109.74 JPY,"9,877.60"
06/03/21,Purchase,"181,506.61",Units,First Am Govt Ob Fd Cl X,6/3/21,,,"9,877.60"
06/03/21,Purchase,"4,938.8",Units,First Am Govt Ob Fd Cl X,6/3/21,,110.37 JPY,"4,938.80"
06/04/21,Sale,"473,203.00",Units,"4,287.42 -4,287.42 Yen",6/4/21,,110.37 JPY,"8,574.84"
06/04/21,Purchase,"24,338",Units,First Am Govt Ob Fd Cl X,6/4/21,,,"8,574.84"
06/04/21,Purchase,"4,287.42",Units,First Am Govt Ob Fd Cl X,6/4/21,,,"4,287.42"
06/07/21,Sale,"280,448.35",Units,"280,448.35 -280,448.35 First Am Govt Ob Fd Cl X",6/7/21,,,0.00
06/08/21,Purchase,"95,060.52",Units,First Am Govt Ob Fd Cl X,6/8/21,,,0.00
06/08/21,Sale,"232,844.22",Units,"232,844.22 -232,844.22 First Am Govt Ob Fd Cl X",6/8/21,,,"232,844.22"
06/08/21,Purchase,"15,000",Shares,"Adevinta Asa B Net Cost 232,844.22 USD",5/17/21,Jpmsgb2l Jp Morgan Sec London,133.49579997 NOK,0.00
06/09/21,Sale,"13,628.99",Units,"13,628.99 -13,628.99 First Am Govt Ob Fd Cl X",6/9/21,,,0.00
06/10/21,Purchase,"122,053.87",Units,First Am Govt Ob Fd Cl X,6/10/21,,,0.00
06/11/21,Sale,"545,407.03",Units,"545,407.03 -545,407.03 First Am Govt Ob Fd Cl X",6/11/21,,,"631,303.59"
06/11/21,Sale,"272,972.86",Units,"272,972.86 -272,972.86 First Am Govt Ob Fd Cl X",6/11/21,,,"904,276.45"
06/11/21,Purchase,"190,550.20",Units,Euro,6/10/21,,1 EUR,"672,145.01"
06/11/21,Purchase,"50,000",Shares,"Kahoot Asa Net Cost 399,172.15 USD",6/9/21,Jpmsgb2l Jp Morgan Sec London,65.9039 NOK,"272,972.86"
06/11/21,Purchase,"10,000",Shares,"Ocado Group Plc Net Cost 192,721.02 GBP",6/9/21,Crst 871,19.1474 GBP,272.70
06/11/21,Purchase,"2,000",Shares,"Zalando SE Net Cost 190,550.20 EUR",6/9/21,Parbfrpp Banque Paribas Fr,95.1324 EUR,"-231,941.34"
06/11/21,Purchase,"192,721.02",Units,British Pound,6/10/21,,1 GBP,"-504,914.20"
06/14/21,Purchase,"34,265.4",Units,First Am Govt Ob Fd Cl X,6/14/21,,,0.00
06/15/21,Sale,"775,506.87",Units,"775,506.87 -775,506.87 First Am Govt Ob Fd Cl X",6/15/21,,,"782,191.82"
06/15/21,Purchase,"553,328.75",Units,British Pound,6/11/21,,1 GBP,0.00
06/15/21,Purchase,"325,000",Shares,"Boku Inc Net Cost 553,328.75 GBP",6/11/21,Jpmsgb2l Jp Morgan Sec London,110.2 JPY,"-782,572.37"
06/16/21,Sale,"144,913.00",Units,"1,315.00 -1,315.00 Yen",6/16/21,,110.2 JPY,"2,630.00"
06/16/21,Purchase,"105,227.82",Units,First Am Govt Ob Fd Cl X,6/16/21,,,"2,680.00"
06/16/21,Purchase,50,Units,First Am Govt Ob Fd Cl X,6/16/21,,,"2,630.00"
06/17/21,Purchase,"41,455.69",Units,First Am Govt Ob Fd Cl X,6/17/21,,,0.00
06/18/21,Purchase,"1,005,271.29",Units,First Am Govt Ob Fd Cl X,6/18/21,,,"-1,008,768.53"
06/18/21,Sale,"244,967.42",Units,"244,967.42 -244,967.42 First Am Govt Ob Fd Cl X",6/18/21,,,"-763,801.11"
06/18/21,Purchase,"15,000",Shares,"Pva Tepla Ag Net Cost 413,532.08 USD",6/16/21,Jpmsgb2leql Jp Morgan Eq Lndn,22.75 EUR,"-1,177,333.19"
06/18/21,Purchase,"10,000",Shares,"Musti Group Oy Net Cost 76,937.90 USD",6/16/21,Jpmsgb2l Jp Morgan Sec London,6.345939 EUR,"-1,254,271.09"
06/18/21,Sale,"75,000",Shares,"1,254,271.09 -748,357.50 Blackberry Ltd",6/8/21,J.P. Morgan Securities LLC,16.7337 USD,0.00
06/21/21,Sale,"272,669.94",Units,"272,669.94 -272,669.94 First Am Govt Ob Fd Cl X",6/21/21,,,"288,750.49"
06/21/21,Purchase,"7,950",Shares,"Musti Group Oy Net Cost 288,750.49 USD",6/17/21,Jpmsgb2l Jp Morgan Sec London,30.46036701 EUR,0.00
06/22/21,Purchase,"45,852.94",Units,First Am Govt Ob Fd Cl X,6/22/21,,,0.00
06/23/21,Sale,,,"76,937.90 -76,937.90 Musti Group Oy Net Proceeds 76,937.90 USD",6/16/21,Jpmsgb2l Jp Morgan Sec London,6.345939 EUR,"76,937.90"
06/23/21,Purchase,"12,260.23",Units,First Am Govt Ob Fd Cl X,6/23/21,,,"76,937.90"
06/23/21,Purchase,"76,937.9",Units,First Am Govt Ob Fd Cl X,6/23/21,,,0.00
06/23/21,Sale,"76,937.9",Units,"76,937.90 -76,937.90 First Am Govt Ob Fd Cl X",6/23/21,,,"76,937.90"
06/23/21,Purchase,"7,950",Shares,"Musti Group Oy Net Cost 288,750.49 USD",6/17/21,Jpmsgb2l Jp Morgan Sec London,29.95759073 EUR,"-211,812.59"
06/23/21,Purchase,"2,050",Shares,"Musti Group Oy Net Cost 76,937.90 USD",6/16/21,Jpmsgb2l Jp Morgan Sec London,30.93653855 EUR,"-288,750.49"
06/24/21,Purchase,"673,158.14",Units,First Am Govt Ob Fd Cl X,6/24/21,,,"-944,061.78"
06/24/21,Sale,"15,000",Shares,"291,431.34 -260,235.35 Adevinta Asa B Net Proceeds 291,431.34 USD",6/22/21,Jpmsgb2l Jp Morgan Sec London,166.8657 NOK,"-652,630.44"
06/24/21,Sale,"30,000",Shares,"363,879.95 -182,579.20 Dustin Group Ab Net Proceeds 363,879.95 USD",6/22/21,Jpmsgb2l Jp Morgan Sec London,103.3305 SEK,"-288,750.49"
06/25/21,Sale,,,"288,750.49 -288,750.49 Musti Group Oy Net Proceeds 288,750.49 USD",6/17/21,Jpmsgb2l Jp Morgan Sec London,0.720456 GBP,0.00
06/25/21,Sale,"1,750.00",Units,"2,429.02 -2,429.02 British Pound",6/25/21,,0.720456 GBP,"4,858.04"
06/25/21,Purchase,"288,750.49",Units,First Am Govt Ob Fd Cl X,6/25/21,,,"-343,543.59"
06/25/21,Purchase,"172,063.34",Units,First Am Govt Ob Fd Cl X,6/25/21,,,"-515,606.93"
06/25/21,Sale,"5,000",Shares,"239,290.99 -157,434.25 Amplifon Spa Net Proceeds 239,290.99 USD",6/23/21,Jpmsgb2l Jp Morgan Sec London,40.0684 EUR,"-276,315.94"
06/25/21,Sale,600,Shares,"281,173.98 -228,835.48 Alk Abello A S Net Proceeds 281,173.98 USD",6/23/21,Jpmsgb2leql Jp Morgan Eq Lndn,110.93 JPY,"4,858.04"
06/28/21,Sale,"213,406.00",Units,"1,923.79 -1,923.79 Yen",6/28/21,,110.93 JPY,"6,276.60"
06/28/21,Sale,"102,130.00",Units,920.67 -920.67 Yen,6/28/21,,110.93 JPY,"8,117.94"
06/28/21,Purchase,906.39,Units,First Am Govt Ob Fd Cl X,6/28/21,,0.839625 EUR,"5,688.92"
06/29/21,Sale,"7,040.00",Units,"8,384.70 -8,384.70 Euro",6/28/21,,0.839625 EUR,"20,128.96"
06/29/21,Purchase,"791,777.59",Units,First Am Govt Ob Fd Cl X,6/29/21,,,"-658,958.99"
06/29/21,Purchase,"8,899.8",Units,First Am Govt Ob Fd Cl X,6/29/21,,,"-667,858.79"
06/29/21,Sale,"50,000",Shares,"129,451.40 -112,535.20 Learning Technologies Group Net Proceeds 93,164.04 GBP",6/25/21,Crst 871,1.8661 GBP,"-538,407.39"
06/29/21,Sale,100,Shares,"400,377.86 -192,496.97 Interroll Holding Ag Net Proceeds 367,947.25 CHF",6/25/21,Parbfrpp Banque Paribas Fr,"3,685 CHF","-138,029.53"
06/29/21,Sale,"25,000",Shares,"146,370.94 -134,668.86 Ds Smith Plc Net Proceeds 105,340.75 GBP",6/25/21,Crst 871,4.22 GBP,"8,341.41"
06/29/21,Sale,"93,164.04",Units,"129,275.46 -129,451.41 British Pound",6/25/21,,0.72066299 GBP,"137,616.87"
06/29/21,Sale,"367,947.25",Units,"400,806.58 -400,377.86 Swiss Franc",6/25/21,,0.91801699 CHF,"538,423.45"
06/29/21,Sale,"105,340.75",Units,"146,161.45 -146,370.93 British Pound",6/25/21,,110.6 JPY,"684,584.90"
06/30/21,Sale,"931,162.00",Units,"8,419.19 -8,419.19 Yen",6/30/21,,110.6 JPY,"16,838.38"
06/30/21,Purchase,"190,788.42",Units,First Am Govt Ob Fd Cl X,6/30/21,,,"275,152.39"
06/30/21,Purchase,"8,419.19",Units,First Am Govt Ob Fd Cl X,6/30/21,,,"266,733.20"
06/30/21,Purchase,"12,000",Shares,"Raccoon Holdings I Npv Net Cost 258,314.01 USD",6/28/21,Jpmsgb2l Jp Morgan Sec London,8.51881 SEK,"8,419.19"
07/01/21,Sale,"2,898.70",Units,340.27 -340.27 Swedish Krona,6/30/21,,8.51881 SEK,680.54
07/01/21,Purchase,"16,597.87",Units,First Am Govt Ob Fd Cl X,7/1/21,,,680.54
07/02/21,Purchase,"223,337.21",Units,First Am Govt Ob Fd Cl X,7/2/21,,,"-210,768.75"
07/02/21,Sale,"11,000",Shares,"210,768.75 -178,223.82 Adevinta Asa B Net Proceeds 210,768.75 USD",6/30/21,Jpmsgb2l Jp Morgan Sec London,0.845655 EUR,0.00
07/06/21,Sale,"2,312.00",Units,"2,733.98 -2,733.98 Euro",7/5/21,,0.845655 EUR,"5,467.96"
07/06/21,Purchase,"10,056.29",Units,First Am Govt Ob Fd Cl X,7/6/21,,,"-92,537.47"
07/06/21,Sale,"95,271.45",Units,"95,271.45 -95,271.45 First Am Govt Ob Fd Cl X",7/6/21,,0.846155 EUR,"2,733.98"
07/07/21,Sale,"6,615.00",Units,"7,817.72 -7,817.72 Euro",7/7/21,,0.846155 EUR,"15,635.44"
07/07/21,Purchase,"231,298.84",Units,First Am Govt Ob Fd Cl X,7/7/21,,,"16,584.64"
07/07/21,Purchase,"7,817.72",Units,First Am Govt Ob Fd Cl X,7/7/21,,,"8,766.92"
07/08/21,Purchase,"39,341.25",Units,First Am Govt Ob Fd Cl X,7/8/21,,,0.00
07/09/21,Purchase,"26,971.39",Units,First Am Govt Ob Fd Cl X,7/9/21,,,0.00
07/12/21,Sale,"19,683.04",Units,"19,683.04 -19,683.04 First Am Govt Ob Fd Cl X",7/12/21,,0.723005 GBP,0.00
07/13/21,Sale,"3,850.00",Units,"5,325.00 -5,325.00 British Pound",7/13/21,,0.723005 GBP,"10,650.00"
07/13/21,Purchase,"43,401.02",Units,First Am Govt Ob Fd Cl X,7/13/21,,,"10,650.00"
07/13/21,Purchase,"5,325",Units,First Am Govt Ob Fd Cl X,7/13/21,,,"5,325.00"
07/14/21,Sale,"106,885.62",Units,"106,885.62 -106,885.62 First Am Govt Ob Fd Cl X",7/14/21,,,0.00
07/15/21,Purchase,"7,605.78",Units,First Am Govt Ob Fd Cl X,7/15/21,,,"2,129.75"
07/16/21,Purchase,"174,135.43",Units,First Am Govt Ob Fd Cl X,7/16/21,,,0.00
07/19/21,Purchase,"57,852.73",Units,First Am Govt Ob Fd Cl X,7/19/21,,,0.00
07/20/21,Purchase,"30,137.73",Units,First Am Govt Ob Fd Cl X,7/20/21,,,0.00
07/21/21,Purchase,"61,165.74",Units,First Am Govt Ob Fd Cl X,7/21/21,,,0.00
07/22/21,Sale,"37,255.15",Units,"37,255.15 -37,255.15 First Am Govt Ob Fd Cl X",7/22/21,,,"147,521.28"
07/22/21,Purchase,"20,000",Shares,"Tobii Ab Net Cost 147,521.28 USD",7/20/21,Jpmsgb2l Jp Morgan Sec London,64.2112 SEK,0.00
07/23/21,Sale,"2,462,431.69",Units,"2,462,431.69 -2,462,431.69 First Am Govt Ob Fd Cl X",7/23/21,,,"458,983.80"
07/23/21,Purchase,"100,000",Shares,"Kahoot Asa Net Cost 458,983.80 USD",7/21/21,Jpmsgb2l Jp Morgan Sec London,40.8819 NOK,0.00
07/26/21,Purchase,"298,530.71",Units,First Am Govt Ob Fd Cl X,7/26/21,,110.64 JPY,0.00
07/27/21,Sale,"106,703.00",Units,964.42 -964.42 Yen,7/26/21,,110.64 JPY,"1,928.84"
07/27/21,Purchase,"114,672.51",Units,First Am Govt Ob Fd Cl X,7/27/21,,,"220,483.28"
07/27/21,Purchase,964.42,Units,First Am Govt Ob Fd Cl X,7/27/21,,,"219,518.86"
07/27/21,Purchase,"10,000",Shares,"Boozt Ab Net Cost 218,554.44 USD",7/23/21,Jpmsgb2l Jp Morgan Sec London,189.9403 SEK,964.42
07/28/21,Sale,"63,358.01",Units,"63,358.01 -63,358.01 First Am Govt Ob Fd Cl X",7/28/21,,,0.00
07/29/21,Sale,"44,744.64",Units,"44,744.64 -44,744.64 First Am Govt Ob Fd Cl X",7/29/21,,,0.00
07/30/21,Purchase,"35,960.39",Units,First Am Govt Ob Fd Cl X,7/30/21,,,0.00
08/02/21,Sale,"3,254.41",Units,"3,254.41 -3,254.41 First Am Govt Ob Fd Cl X",8/2/21,,,0.00
08/02/21,Sale,"454,354.76",Units,"454,354.76 -454,354.76 First Am Govt Ob Fd Cl X",8/2/21,,,"454,354.76"
08/02/21,Purchase,"20,000",Shares,Materialise Nv A D R,7/29/21,Stonex Financial Inc.,22.687738 USD,0.00
08/03/21,Purchase,"3,533.98",Units,First Am Govt Ob Fd Cl X,8/3/21,,,0.00
08/04/21,Purchase,"171,419.75",Units,First Am Govt Ob Fd Cl X,8/4/21,,,0.00
08/05/21,Sale,"131,511.46",Units,"131,511.46 -131,511.46 First Am Govt Ob Fd Cl X",8/5/21,,,"266,149.62"
08/05/21,Purchase,900,Shares,Solaredge Technologies Inc,8/3/21,J.P. Morgan Securities LLC,295.7118 USD,0.00
08/06/21,Purchase,"95,027.59",Units,First Am Govt Ob Fd Cl X,8/6/21,,,0.00
08/09/21,Purchase,"10,877.71",Units,First Am Govt Ob Fd Cl X,8/9/21,,,0.00
08/10/21,Purchase,"24,755.92",Units,First Am Govt Ob Fd Cl X,8/10/21,,,0.00
08/11/21,Purchase,"31,748.31",Units,First Am Govt Ob Fd Cl X,8/11/21,,,0.00
08/12/21,Purchase,"16,848.93",Units,First Am Govt Ob Fd Cl X,8/12/21,,,0.00
08/13/21,Purchase,"856,485.55",Units,First Am Govt Ob Fd Cl X,8/13/21,,,"-759,620.48"
08/13/21,Sale,"5,000",Shares,"302,722.74 -204,384.89 Hugo Boss Ag Net Proceeds 258,306.96 EUR",8/11/21,Parbdeff Bnp Paribas Frankfurt,51.739 EUR,"-456,897.74"
08/13/21,Sale,"11,060",Shares,"455,734.03 -187,953.18 Infineon Technologies A G Net Proceeds 388,868.28 EUR",8/11/21,Parbfrpp Banque Paribas Fr,35.2127 EUR,"-1,163.71"
08/13/21,Sale,"258,306.96",Units,"302,768.52 -302,722.74 Euro",8/12/21,,0.85314999 EUR,"301,604.81"
08/13/21,Sale,"388,868.28",Units,"456,851.96 -455,734.03 Euro",8/13/21,,0.85119101 EUR,"758,456.77"
08/16/21,Purchase,"2,543,694.48",Units,First Am Govt Ob Fd Cl X,8/16/21,,,"-279,377.27"
08/16/21,Sale,600,Shares,"279,377.27 -188,490.28 Alk Abello A S Net Proceeds 279,377.27 USD",8/12/21,Jpmsgb2leql Jp Morgan Eq Lndn,"2,953.5167 DKK",0.00
08/17/21,Purchase,"59,549.93",Units,First Am Govt Ob Fd Cl X,8/17/21,,,0.00
08/18/21,Sale,"69,813.29",Units,"69,813.29 -69,813.29 First Am Govt Ob Fd Cl X",8/18/21,,,0.00
08/19/21,Purchase,"38,087.55",Units,First Am Govt Ob Fd Cl X,8/19/21,,,0.00
08/20/21,Purchase,"5,030.87",Units,First Am Govt Ob Fd Cl X,8/20/21,,,0.00
08/23/21,Purchase,"479,274.62",Units,First Am Govt Ob Fd Cl X,8/23/21,,,"-352,464.57"
08/23/21,Sale,"1,000",Shares,"352,464.57 -269,672.79 Asm International N V Net Proceeds 352,464.57 USD",8/19/21,Jpmsgb2l Jp Morgan Sec London,0.852859 EUR,0.00
08/24/21,Sale,"1,755.25",Units,"2,058.08 -2,058.08 Euro",8/24/21,,0.852859 EUR,"4,116.16"
08/24/21,Purchase,"655,481.31",Units,First Am Govt Ob Fd Cl X,8/24/21,,,"-642,329.17"
