Date Posted,Activity,Quantity,Unit Type,Asset Name,Trade Date,Broker,Price Per Unit,Principal Cash
06/27/19,Purchase,"1,300",Shares,"Umicore Net Cost 30,489.34 USD",6/25/19,Jpmsgb2l Jp Morgan Sec London,26.7 EUR,"2,737.78"
06/27/19,Purchase,"2,000",Shares,"Frontier Developments Plc Net Cost 21,298.44 GBP",6/25/19,Crst 784 Jpmorgan Secs Ltd,10.6434 GBP,"-24,364.47"
06/27/19,Purchase,"30,000",Shares,"Iqe Plc Net Cost 16,512.25 GBP",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.5501 GBP,"-45,376.30"
06/27/19,Purchase,"50,000",Shares,"Learning Technologies Group Net Cost 46,314.15 GBP",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.9258 GBP,"-104,311.03"
06/27/19,Purchase,"2,000",Shares,"Frontier Developments Plc Net Cost 27,123.56 USD",6/25/19,Crst 784 Jpmorgan Secs Ltd,10.6434 GBP,"-131,434.59"
06/27/19,Purchase,"30,000",Shares,"Iqe Plc Net Cost 21,028.35 USD",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.5501 GBP,"-152,462.94"
06/27/19,Purchase,"50,000",Shares,"Learning Technologies Group Net Cost 58,981.07 USD",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.92580008 GBP,"-211,444.01"
06/28/19,Sale,,,"58,934.73 -58,934.73 Learning Technologies Group Net Proceeds 46,314.15 GBP",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.9258 GBP,"-46,829.36"
06/28/19,Sale,,,"21,011.83 -21,011.83 Iqe Plc Net Proceeds 16,512.25 GBP",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.5501 GBP,"-25,817.53"
06/28/19,Sale,,,"27,102.25 -27,102.25 Frontier Developments Plc Net Proceeds 21,298.44 GBP",6/25/19,Crst 784 Jpmorgan Secs Ltd,10.6434 GBP,"1,284.72"
06/28/19,Sale,,,"30,489.34 -39,552.71 Umicore Net Proceeds 30,489.34 USD",6/25/19,Jpmsgb2l Jp Morgan Sec London,0.789745 GBP,"31,774.06"
06/28/19,Sale,175.00,Units,221.59 -221.59 British Pound,6/28/19,,0.789745 GBP,"32,217.24"
06/28/19,Sale,"105,764.09",Units,"105,764.09 -105,764.09 First Am Govt Ob Fd Cl X",6/27/19,,,"137,981.33"
06/28/19,Sale,"75,331.17",Units,"75,331.17 -75,331.17 First Am Govt Ob Fd Cl X",6/28/19,,,"213,312.50"
06/28/19,Purchase,"1,000",Shares,"Fancl Corp Net Cost 26,755.13 USD",6/25/19,Jpmsgb2l Jp Morgan Sec London,"2,863 JPY","186,557.37"
06/28/19,Purchase,"2,000",Shares,"Monotaro Co Ltd First Section Net Cost 48,576.04 USD",6/25/19,Jpmsgb2l Jp Morgan Sec London,"2,599 JPY","137,981.33"
06/28/19,Purchase,"1,300",Shares,"Umicore Net Cost 30,489.34 USD",6/25/19,Jpmsgb2l Jp Morgan Sec London,26.7 EUR,"107,491.99"
07/01/19,Sale,,,"30,489.34 -39,552.71 Umicore Net Proceeds 30,489.34 USD",6/25/19,Jpmsgb2l Jp Morgan Sec London,26.7 EUR,"30,710.93"
07/01/19,Purchase,"51,416.84",Units,First Am Govt Ob Fd Cl X,7/1/19,,,"30,489.34"
07/01/19,Purchase,"1,300",Shares,"Umicore Net Cost 39,554.46 USD",6/25/19,Jpmsgb2l Jp Morgan Sec London,26.7 EUR,"-9,065.12"
07/02/19,Sale,"160,617.01",Units,"160,617.01 -160,617.01 First Am Govt Ob Fd Cl X",7/2/19,,,"129,664.79"
07/02/19,Sale,"10,138.36",Units,"10,138.36 -10,138.36 First Am Govt Ob Fd Cl X",7/2/19,,,"139,803.15"
07/02/19,Purchase,"3,000",Shares,"Pva Tepla Ag Net Cost 45,809.95 USD",6/28/19,Jpmsgb2leql Jp Morgan Eq Lndn,13.4217 EUR,"93,993.20"
07/02/19,Purchase,"2,000",Shares,"Asos Plc Net Cost 65,381.88 USD",6/28/19,Crst 784 Jpmorgan Secs Ltd,25.7326 GBP,"28,611.32"
07/02/19,Purchase,"2,000",Shares,"Slm Solutions Group Ag Net Cost 28,611.32 USD",6/28/19,Jpmsgb2leql Jp Morgan Eq Lndn,12.5741 EUR,0.00
07/03/19,Sale,,,"58,981.07 -58,934.73 Learning Technologies Group Net Proceeds 58,981.07 USD",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.92580008 GBP,"58,981.07"
07/03/19,Sale,"336,029.57",Units,"336,029.57 -336,029.57 First Am Govt Ob Fd Cl X",7/3/19,,,"395,010.64"
07/03/19,Purchase,500,Shares,"Stroeer SE and Co Kgaa Net Cost 36,933.44 USD",7/1/19,Jpmsgb2leql Jp Morgan Eq Lndn,65.2629 EUR,"358,077.20"
07/03/19,Purchase,"10,000",Shares,"Entertainment One Ltd Net Cost 50,563.61 USD",7/1/19,Crst 784 Jpmorgan Secs Ltd,3.9962 GBP,"307,513.59"
07/03/19,Purchase,"50,000",Shares,"Iqe Plc Net Cost 41,629.38 USD",7/1/19,Crst 784 Jpmorgan Secs Ltd,0.65800013 GBP,"265,884.21"
07/03/19,Purchase,"3,000",Shares,"Biocartis Nv Net Cost 35,460.64 USD",7/1/19,Jpmsgb2l Jp Morgan Sec London,10.4434 EUR,"230,423.57"
07/03/19,Purchase,"5,000",Shares,"Boozt Ab Net Cost 27,357.13 USD",7/1/19,Jpmsgb2l Jp Morgan Sec London,51.0311 SEK,"203,066.44"
07/03/19,Purchase,"2,000",Shares,"Asos Plc Net Cost 65,150.15 USD",7/1/19,Crst 784 Jpmorgan Secs Ltd,25.74460277 GBP,"137,916.29"
07/03/19,Purchase,"6,000",Shares,"Aston Martin Lagonda Global Net Cost 78,935.22 USD",7/1/19,Crst 784 Jpmorgan Secs Ltd,10.34559894 GBP,"58,981.07"
07/05/19,Purchase,"58,981.07",Units,First Am Govt Ob Fd Cl X,7/5/19,,0.893033 EUR,0.00
07/08/19,Sale,612.00,Units,685.31 -685.31 Euro,7/5/19,,0.893033 EUR,"1,370.62"
07/08/19,Sale,"107,281.7",Units,"107,281.70 -107,281.70 First Am Govt Ob Fd Cl X",7/8/19,,,"1,370.62"
07/09/19,Purchase,685.31,Units,First Am Govt Ob Fd Cl X,7/9/19,,,0.00
07/09/19,Purchase,"50,000",Shares,"Learning Technologies Group Net Cost 46,314.15 GBP",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.9258 GBP,"-58,934.73"
07/10/19,Sale,,,"58,934.73 -58,934.73 Learning Technologies Group Net Proceeds 46,314.15 GBP",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.9258 GBP,"58,934.73"
07/10/19,Sale,"6,022.26",Units,"6,022.26 -6,022.26 First Am Govt Ob Fd Cl X",7/10/19,,,"58,934.73"
07/10/19,Purchase,"50,000",Shares,"Learning Technologies Group Net Cost 58,917.62 USD",6/25/19,Crst 784 Jpmorgan Secs Ltd,0.9258 GBP,17.11
07/11/19,Sale,"58,917.62",Units,"58,917.62 -58,917.62 First Am Govt Ob Fd Cl X",7/10/19,,,"-4,531.23"
07/11/19,Sale,"27,546.86",Units,"27,546.86 -27,546.86 First Am Govt Ob Fd Cl X",7/11/19,,,"23,015.63"
07/11/19,Sale,"4,531.23",Units,"4,531.23 -4,531.23 First Am Govt Ob Fd Cl X",7/11/19,,,"27,546.86"
07/11/19,Purchase,"2,000",Shares,"Raysearch Laboratories Ab Net Cost 27,546.86 USD",7/9/19,Jpmsgb2l Jp Morgan Sec London,130.4931 SEK,0.00
07/15/19,Purchase,"35,457.06",Units,First Am Govt Ob Fd Cl X,7/15/19,,0.889226 EUR,"1,531.17"
07/16/19,Sale,840.00,Units,944.64 -944.64 Euro,7/16/19,,0.889226 EUR,"3,420.45"
07/16/19,Purchase,"240,475.32",Units,First Am Govt Ob Fd Cl X,7/16/19,,,"-237,054.87"
07/16/19,Sale,"4,500",Shares,"238,944.15 -223,186.87 Baozun Inc Spon A D R",7/12/19,J.P. Morgan Securities LLC,53.1098 USD,"1,889.28"
07/17/19,Purchase,"22,017.38",Units,First Am Govt Ob Fd Cl X,7/17/19,,0.801442 GBP,0.00
07/19/19,Sale,386.00,Units,481.63 -481.63 British Pound,7/19/19,,0.801442 GBP,"2,490.37"
07/19/19,Purchase,481.63,Units,First Am Govt Ob Fd Cl X,7/19/19,,,"2,008.74"
07/19/19,Sale,"125,217.49",Units,"125,217.49 -125,217.49 First Am Govt Ob Fd Cl X",7/19/19,,,"127,226.23"
07/19/19,Purchase,"1,000",Shares,"Comture Corp Net Cost 37,648.60 USD",7/17/19,Jpmsgb2l Jp Morgan Sec London,"4,073.5 JPY","89,577.63"
07/19/19,Purchase,"2,000",Shares,"Uuum Inc Net Cost 89,096.00 USD",7/17/19,Jpmsgb2l Jp Morgan Sec London,"4,820 JPY",481.63
07/22/19,Purchase,"77,264.13",Units,First Am Govt Ob Fd Cl X,7/22/19,,,0.00
07/23/19,Sale,"35,829.22",Units,"35,829.22 -35,829.22 First Am Govt Ob Fd Cl X",7/23/19,,,0.00
07/24/19,Purchase,"121,111.54",Units,First Am Govt Ob Fd Cl X,7/24/19,,,0.00
07/24/19,Sale,"44,460",Units,"44,460.00 -44,460.00 First Am Govt Ob Fd Cl X",7/24/19,,,"44,460.00"
07/24/19,Purchase,"1,000",Shares,Taiwan Semiconductor A D R,7/22/19,J.P. Morgan Securities LLC,44.45 USD,0.00
07/25/19,Sale,"168,083.37",Units,"168,083.37 -168,083.37 First Am Govt Ob Fd Cl X",7/25/19,,,"153,969.18"
07/25/19,Purchase,"5,000",Shares,"Vitec Software Group Ab B Sh Net Cost 68,414.28 USD",7/23/19,Jpmsgb2l Jp Morgan Sec London,129.4736 SEK,"85,554.90"
07/25/19,Purchase,"4,500",Shares,Stmicroelectronics N V,7/23/19,J.P. Morgan Securities LLC,19.0022 USD,0.00
07/26/19,Purchase,"12,498.36",Units,First Am Govt Ob Fd Cl X,7/26/19,,,0.00
07/29/19,Sale,"16,370.93",Units,"16,370.93 -16,370.93 First Am Govt Ob Fd Cl X",7/29/19,,,"16,370.93"
07/29/19,Purchase,"2,000",Shares,"Aston Martin Lagonda Global Net Cost 16,370.93 USD",7/25/19,Crst 784 Jpmorgan Secs Ltd,6.5196 GBP,0.00
07/30/19,Sale,"24,893.83",Units,"24,893.83 -24,893.83 First Am Govt Ob Fd Cl X",7/30/19,,,0.00
08/01/19,Purchase,"12,924.45",Units,First Am Govt Ob Fd Cl X,8/1/19,,,0.00
08/02/19,Sale,"41,497.54",Units,"41,497.54 -41,497.54 First Am Govt Ob Fd Cl X",8/2/19,,106.71 JPY,0.00
08/05/19,Sale,"45,730.00",Units,428.54 -428.54 Yen,8/5/19,,106.71 JPY,857.08
08/06/19,Sale,"62,927.52",Units,"62,927.52 -62,927.52 First Am Govt Ob Fd Cl X",8/6/19,,,0.00
08/07/19,Sale,"14,789.74",Units,"14,789.74 -14,789.74 First Am Govt Ob Fd Cl X",8/7/19,,,0.00
08/09/19,Purchase,"1,047,611.2",Units,First Am Govt Ob Fd Cl X,8/9/19,,,0.00
08/12/19,Sale,"106,346.38",Units,"106,346.38 -106,346.38 First Am Govt Ob Fd Cl X",8/12/19,,,"106,346.38"
08/12/19,Purchase,"24,000",Shares,"Tobii Ab Net Cost 106,346.38 USD",8/8/19,Jpmsgb2l Jp Morgan Sec London,42.4079 SEK,0.00
08/13/19,Purchase,"55,867.59",Units,First Am Govt Ob Fd Cl X,8/13/19,,,"1,278.89"
08/14/19,Sale,,,"39,745.51 -39,745.51 Ocado Group Plc Net Proceeds 39,745.51 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,11.92960189 GBP,"41,024.40"
08/14/19,Sale,,,"22,790.97 -22,790.97 Frontier Developments Plc Net Proceeds 22,790.97 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,9.1667 GBP,"63,815.37"
08/14/19,Sale,,,"21,904.06 -21,904.06 First Derivatives Plc Net Proceeds 21,904.06 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,26.4299 GBP,"85,719.43"
08/14/19,Sale,,,"27,260.83 -27,260.83 Ds Smith Plc Net Proceeds 27,260.83 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,3.2729 GBP,"112,980.26"
08/14/19,Sale,"232,677.55",Units,"232,677.55 -232,677.55 First Am Govt Ob Fd Cl X",8/14/19,,,"345,016.23"
08/14/19,Purchase,"3,000",Shares,"Quantel Net Cost 41,877.27 USD",8/12/19,Jpmsgb2l Jp Morgan Sec London,15.6572 EUR,"303,138.96"
08/14/19,Purchase,"10,000",Shares,"Ds Smith Plc Net Cost 27,260.83 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,3.2729 GBP,"275,878.13"
08/14/19,Purchase,"1,000",Shares,"First Derivatives Plc Net Cost 21,904.06 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,26.4299 GBP,"253,974.07"
08/14/19,Purchase,"3,000",Shares,"Frontier Developments Plc Net Cost 22,790.97 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,9.1667 GBP,"231,183.10"
08/14/19,Purchase,"4,000",Shares,"Ocado Group Plc Net Cost 39,745.51 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,11.92960189 GBP,"191,437.59"
08/14/19,Purchase,"5,000",Shares,"Dustin Group Ab Net Cost 42,176.40 USD",8/12/19,Jpmsgb2l Jp Morgan Sec London,80.66000002 SEK,"149,261.19"
08/14/19,Purchase,"1,000",Shares,"Zalando SE Net Cost 37,559.82 USD",8/12/19,Jpmsgb2l Jp Morgan Sec London,42.15 EUR,"111,701.37"
08/14/19,Purchase,"3,000",Shares,"Frontier Developments Plc Net Cost 33,217.85 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,9.1667 GBP,"78,483.52"
08/14/19,Purchase,"1,000",Shares,"First Derivatives Plc Net Cost 31,925.18 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,26.4299 GBP,"46,558.34"
08/14/19,Purchase,"10,000",Shares,"Ds Smith Plc Net Cost 39,730.05 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,3.2729 GBP,"6,828.29"
08/14/19,Purchase,"4,000",Shares,"Ocado Group Plc Net Cost 57,925.27 USD",8/12/19,Crst 784 Jpmorgan Secs Ltd,11.9296 GBP,"-51,096.98"
08/15/19,Sale,"54,886.92",Units,"54,886.92 -54,886.92 First Am Govt Ob Fd Cl X",8/15/19,,,"147,680.42"
08/15/19,Sale,400,Units,400.00 -400.00 First Am Govt Ob Fd Cl X,8/15/19,,,"148,080.42"
08/15/19,Purchase,"1,500",Shares,"Comture Corp Net Cost 56,864.42 USD",8/13/19,Jpmsgb2l Jp Morgan Sec London,"3,985 JPY","91,216.00"
08/15/19,Purchase,"1,000",Shares,"Cyberagent Inc Npv Net Cost 42,142.94 USD",8/13/19,Jpmsgb2l Jp Morgan Sec London,"4,430 JPY","49,073.06"
08/15/19,Purchase,400,Shares,"Nidec Corp Net Cost 51,846.28 USD",8/13/19,Jpmsgb2l Jp Morgan Sec London,"13,625 JPY","-2,773.22"
08/15/19,Purchase,"5,000",Shares,"Rakuten Inc Net Cost 49,372.88 USD",8/13/19,Jpmsgb2l Jp Morgan Sec London,"1,038 JPY","-52,146.10"
08/15/19,Sale,"3,000",Shares,"52,146.10 -73,971.71 Ut Group Co Ltd Net Proceeds 52,146.10 USD",8/13/19,Jpmsgb2l Jp Morgan Sec London,"1,829 JPY",0.00
08/16/19,Sale,"8,809.81",Units,"8,809.81 -8,809.81 First Am Govt Ob Fd Cl X",8/16/19,,,0.00
08/19/19,Sale,,,"41,877.27 -41,877.27 Quantel Net Proceeds 41,877.27 USD",8/12/19,Jpmsgb2l Jp Morgan Sec London,15.6572 EUR,"41,877.27"
08/19/19,Sale,,,"37,559.82 -47,237.90 Zalando SE Net Proceeds 37,559.82 USD",8/12/19,Jpmsgb2l Jp Morgan Sec London,42.15 EUR,"79,437.09"
08/19/19,Sale,"208,840.98",Units,"208,840.98 -208,840.98 First Am Govt Ob Fd Cl X",8/19/19,,,"288,278.07"
08/19/19,Purchase,500,Shares,"Orpea Net Cost 59,458.12 USD",8/15/19,Jpmsgb2l Jp Morgan Sec London,106.65241028 EUR,"228,819.95"
08/19/19,Purchase,"5,000",Shares,"Raysearch Laboratories Ab Net Cost 65,886.51 USD",8/15/19,Jpmsgb2l Jp Morgan Sec London,127.05 SEK,"162,933.44"
08/19/19,Purchase,"1,500",Shares,Line Corp A D R,8/15/19,J.P. Morgan Securities LLC,32.0417 USD,"114,855.89"
08/19/19,Purchase,"2,000",Shares,Materialise Nv A D R,8/15/19,J.P. Morgan Securities LLC,17.6994 USD,"79,437.09"
08/20/19,Purchase,"205,897.52",Units,First Am Govt Ob Fd Cl X,8/20/19,,,0.00
08/20/19,Sale,"100,063.17",Units,"100,063.17 -100,063.17 First Am Govt Ob Fd Cl X",8/20/19,,,"100,063.17"
08/20/19,Purchase,"3,000",Shares,"Quantel Net Cost 52,738.36 USD",8/12/19,Jpmsgb2l Jp Morgan Sec London,15.6572 EUR,"47,324.81"
08/20/19,Purchase,"1,000",Shares,"Zalando SE Net Cost 47,324.81 USD",8/12/19,Jpmsgb2leql Jp Morgan Eq Lndn,42.15 EUR,0.00
08/22/19,Sale,"83,891.64",Units,"83,891.64 -83,891.64 First Am Govt Ob Fd Cl X",8/22/19,,,"304,249.24"
08/22/19,Purchase,"2,000",Shares,"Fancl Corp Net Cost 46,665.29 USD",8/20/19,Jpmsgb2l Jp Morgan Sec London,"2,480 JPY","257,583.95"
08/22/19,Purchase,400,Shares,"Disco Corporation Net Cost 72,481.73 USD",8/20/19,Jpmsgb2l Jp Morgan Sec London,"19,260 JPY","185,102.22"
08/22/19,Purchase,150,Shares,"Eurofins Scientific Net Cost 64,851.50 USD",8/20/19,Jpmsgb2l Jp Morgan Sec London,389.8693 EUR,"120,250.72"
08/22/19,Purchase,"4,500",Shares,"Adevinta Asa B Net Cost 53,134.17 USD",8/20/19,Jpmsgb2l Jp Morgan Sec London,106.1987 NOK,"67,116.55"
08/22/19,Purchase,"1,750",Shares,"Moncler Spa Net Cost 67,116.55 USD",8/20/19,Jpmsgb2l Jp Morgan Sec London,34.55 EUR,0.00
08/23/19,Sale,"147,485.67",Units,"147,485.67 -147,485.67 First Am Govt Ob Fd Cl X",8/23/19,,,"147,485.67"
08/23/19,Sale,328.1,Units,328.10 -328.10 First Am Govt Ob Fd Cl X,8/23/19,,,"147,813.77"
08/23/19,Purchase,"10,000",Shares,"Zoo Digital Group Net Cost 9,106.85 USD",8/21/19,Crst 784 Jpmorgan Secs Ltd,0.75 GBP,"138,706.92"
08/23/19,Purchase,"5,000",Shares,"Vitec Software Group Ab B Sh Net Cost 68,173.84 USD",8/21/19,Jpmsgb2l Jp Morgan Sec London,131.2004 SEK,"70,533.08"
08/23/19,Purchase,"1,500",Shares,"Zalando SE Net Cost 70,204.98 USD",8/21/19,Jpmsgb2leql Jp Morgan Eq Lndn,42.1513 EUR,328.10
08/26/19,Sale,"111,558.79",Units,"111,558.79 -111,558.79 First Am Govt Ob Fd Cl X",8/26/19,,,"111,558.79"
08/26/19,Purchase,"6,000",Shares,"Ion Beam Applications Net Cost 111,558.79 USD",8/22/19,Jpmsgb2l Jp Morgan Sec London,0.901072 EUR,0.00
08/27/19,Sale,446.25,Units,495.24 -495.24 Euro,8/27/19,,0.901072 EUR,990.48
08/27/19,Sale,341.25,Units,378.72 -378.72 Euro,8/27/19,,0.901072 EUR,"1,747.92"
08/27/19,Purchase,"146,723.77",Units,First Am Govt Ob Fd Cl X,8/27/19,,,"-109,617.38"
08/27/19,Sale,"1,142.49",Units,"1,142.49 -1,142.49 First Am Govt Ob Fd Cl X",8/27/19,,,"-108,474.89"
08/27/19,Sale,"146,723.77",Units,"146,723.77 -146,723.77 First Am Govt Ob Fd Cl X",8/27/19,,,"38,248.88"
08/27/19,Purchase,"40,000",Shares,"Zoo Digital Group Net Cost 36,500.96 USD",8/22/19,Crst 784 Jpmorgan Secs Ltd,0.75 GBP,"1,747.92"
08/28/19,Purchase,"138,203.15",Units,First Am Govt Ob Fd Cl X,8/28/19,,,"-146,723.77"
08/28/19,Sale,"20,000",Shares,"146,723.77 -98,022.52 Entertainment One Ltd Net Proceeds 146,723.77 USD",8/23/19,Crst 784 Jpmorgan Secs Ltd,5.995 GBP,0.00
08/29/19,Sale,"120,997.84",Units,"120,997.84 -120,997.84 First Am Govt Ob Fd Cl X",8/29/19,,,"90,817.93"
08/29/19,Purchase,"8,000",Shares,"Biocartis Nv Net Cost 90,817.93 USD",8/27/19,Jpmsgb2l Jp Morgan Sec London,106.66 JPY,0.00
08/30/19,Sale,"18,419.00",Units,172.69 -172.69 Yen,8/30/19,,106.66 JPY,345.38
08/30/19,Purchase,"12,722.22",Units,First Am Govt Ob Fd Cl X,8/30/19,,,345.38
09/03/19,Purchase,500.79,Units,First Am Govt Ob Fd Cl X,9/3/19,,,0.00
09/03/19,Purchase,"4,000",Shares,"Slm Solutions Group Ag Net Cost 58,882.17 USD",8/30/19,Jpmsgb2leql Jp Morgan Eq Lndn,13.3895 EUR,"-58,882.17"
09/04/19,Sale,"57,777.21",Units,"57,777.21 -57,777.21 First Am Govt Ob Fd Cl X",9/3/19,,,0.00
09/05/19,Purchase,"128,666.7",Units,First Am Govt Ob Fd Cl X,9/5/19,,,"85,575.23"
09/05/19,Purchase,120,Shares,"Adyen Bv Net Cost 85,575.23 USD",9/3/19,Jpmsgb2l Jp Morgan Sec London,650 EUR,0.00
09/06/19,Sale,"64,619.11",Units,"64,619.11 -64,619.11 First Am Govt Ob Fd Cl X",9/6/19,,,"64,619.11"
09/06/19,Purchase,"5,000",Shares,"Frontier Developments Plc Net Cost 64,619.11 USD",9/4/19,Crst 784 Jpmorgan Secs Ltd,106.9 JPY,0.00
09/09/19,Sale,"50,811.00",Units,475.31 -475.31 Yen,9/9/19,,106.9 JPY,950.62
09/09/19,Sale,"93,568.12",Units,"93,568.12 -93,568.12 First Am Govt Ob Fd Cl X",9/9/19,,,"112,800.70"
09/09/19,Purchase,"6,000",Shares,"Infineon Technologies A G Net Cost 111,850.08 USD",9/5/19,Jpmsgb2leql Jp Morgan Eq Lndn,107.25 JPY,950.62
09/10/19,Sale,"28,581.00",Units,266.49 -266.49 Yen,9/10/19,,0.810527 GBP,"1,008.29"
09/10/19,Sale,337.50,Units,416.40 -416.40 British Pound,9/9/19,,0.810527 GBP,"1,841.09"
09/10/19,Purchase,682.89,Units,First Am Govt Ob Fd Cl X,9/10/19,,,"-3,831.88"
09/10/19,Sale,"6,514.77",Units,"6,514.77 -6,514.77 First Am Govt Ob Fd Cl X",9/10/19,,,"2,682.89"
09/12/19,Purchase,"92,548.83",Units,First Am Govt Ob Fd Cl X,9/12/19,,,0.00
09/17/19,Purchase,"183,222.12",Units,First Am Govt Ob Fd Cl X,9/17/19,,,0.00
09/18/19,Sale,"123,435.98",Units,"123,435.98 -123,435.98 First Am Govt Ob Fd Cl X",9/18/19,,,"122,440.23"
09/18/19,Purchase,100,Shares,"Keyence Corp Net Cost 62,211.57 USD",9/13/19,Jpmsgb2l Jp Morgan Sec London,"67,140.00000015 JPY","60,228.66"
09/18/19,Purchase,"1,000",Shares,"Lasertec Corp Net Cost 60,228.66 USD",9/13/19,Jpmsgb2l Jp Morgan Sec London,"6,500 JPY",0.00
09/20/19,Purchase,"154,870.16",Units,First Am Govt Ob Fd Cl X,9/20/19,,,"103,290.18"
09/20/19,Purchase,"18,500",Shares,"Nordic Semiconductor Asa Net Cost 103,290.18 USD",9/18/19,Jpmsgb2l Jp Morgan Sec London,0.911326 EUR,0.00
09/23/19,Sale,666.00,Units,730.81 -730.80 Euro,9/23/19,,0.911326 EUR,"1,461.61"
09/23/19,Sale,518.00,Units,568.40 -568.40 Euro,9/23/19,,0.911326 EUR,"2,598.41"
09/23/19,Sale,444.00,Units,487.20 -487.20 Euro,9/23/19,,0.911326 EUR,"3,572.81"
09/23/19,Purchase,"1,786.41",Units,First Am Govt Ob Fd Cl X,9/23/19,,,"1,786.40"
09/24/19,Purchase,"190,337.06",Units,First Am Govt Ob Fd Cl X,9/24/19,,,0.00
09/25/19,Purchase,"28,469.57",Units,First Am Govt Ob Fd Cl X,9/25/19,,,"-31,894.06"
09/25/19,Sale,"18,500",Shares,"33,958.06 -62,866.49 Ovs Spa Net Proceeds 33,958.06 USD",9/23/19,Jpmsgb2l Jp Morgan Sec London,1.6718 EUR,"2,064.00"
09/26/19,Sale,2.42,Units,2.65 -2.65 Euro,9/25/19,,0.912575 EUR,"2,576.65"
09/26/19,Purchase,"2,574",Units,First Am Govt Ob Fd Cl X,9/26/19,,,5.30
09/27/19,Purchase,"110,279.6",Units,First Am Govt Ob Fd Cl X,9/27/19,,108.08 JPY,0.00
09/30/19,Sale,"52,505.00",Units,485.80 -485.80 Yen,9/30/19,,108.08 JPY,971.60
09/30/19,Purchase,485.8,Units,First Am Govt Ob Fd Cl X,9/30/19,,,221.78
09/30/19,Sale,264.02,Units,264.02 -264.02 First Am Govt Ob Fd Cl X,9/30/19,,,485.80
10/01/19,Sale,"153,747.92",Units,"153,747.92 -153,747.92 First Am Govt Ob Fd Cl X",10/1/19,,,"153,747.92"
10/01/19,Purchase,"5,000",Shares,"Quantel Net Cost 79,669.64 USD",9/27/19,Jpmsgb2l Jp Morgan Sec London,14.5351 EUR,"74,078.28"
10/01/19,Purchase,"3,000",Shares,"Basware Oyj Npv Net Cost 74,078.28 USD",9/27/19,Jpmsgb2l Jp Morgan Sec London,22.525 EUR,0.00
10/02/19,Purchase,991.69,Units,First Am Govt Ob Fd Cl X,10/2/19,,,-113.18
10/02/19,Sale,113.18,Units,113.18 -113.18 First Am Govt Ob Fd Cl X,10/2/19,,,0.00
10/03/19,Purchase,"28,973.44",Units,First Am Govt Ob Fd Cl X,10/3/19,,,0.00
10/04/19,Sale,"10,788.38",Units,"10,788.38 -10,788.38 First Am Govt Ob Fd Cl X",10/4/19,,,0.00
10/07/19,Purchase,"26,238",Units,First Am Govt Ob Fd Cl X,10/7/19,,,0.00
10/09/19,Purchase,"60,983.9",Units,First Am Govt Ob Fd Cl X,10/9/19,,,"-6,075.90"
10/09/19,Sale,"156,205.44",Units,"156,205.44 -156,205.44 First Am Govt Ob Fd Cl X",10/9/19,,,"150,129.54"
10/09/19,Sale,"6,075.9",Units,"6,075.90 -6,075.90 First Am Govt Ob Fd Cl X",10/9/19,,,"156,205.44"
10/09/19,Purchase,"4,500",Shares,"Mediawan Sa Net Cost 49,893.64 USD",10/4/19,Jpmsgb2l Jp Morgan Sec London,10.091 EUR,"106,311.80"
10/09/19,Purchase,500,Shares,Gw Pharmaceuticals A D R,10/4/19,J.P. Morgan Securities LLC,116.924 USD,"47,844.80"
10/09/19,Purchase,"1,000",Shares,B H P Billiton Limited A D R,10/4/19,J.P. Morgan Securities LLC,47.8348 USD,0.00
10/15/19,Sale,"47,529.3",Units,"47,529.30 -47,529.30 First Am Govt Ob Fd Cl X",10/15/19,,,0.00
10/16/19,Purchase,"19,886.19",Units,First Am Govt Ob Fd Cl X,10/16/19,,,0.00
10/18/19,Sale,"25,198.42",Units,"25,198.42 -25,198.42 First Am Govt Ob Fd Cl X",10/18/19,,,"22,722.76"
10/18/19,Purchase,"2,202",Shares,"Mediawan Sa Net Cost 22,722.76 USD",10/16/19,Jpmsgb2l Jp Morgan Sec London,9.3137 EUR,0.00
10/21/19,Sale,"25,055.09",Units,"25,055.09 -25,055.09 First Am Govt Ob Fd Cl X",10/21/19,,,"41,336.09"
