month,sect_wt_business_services,sect_wt_consumer_cyclicals,sect_wt_consumer_non_cyclicals,sect_wt_consumer_services,sect_wt_finance,sect_wt_healthcare,sect_wt_industrials,sect_wt_non_energy_materials,sect_wt_technology,ctry_wt_AT,ctry_wt_AU,ctry_wt_BE,ctry_wt_CA,ctry_wt_DE,ctry_wt_DK,ctry_wt_FI,ctry_wt_FR,ctry_wt_GB,ctry_wt_IL,ctry_wt_IT,ctry_wt_JP,ctry_wt_NL,ctry_wt_NO,ctry_wt_SE,top_sector,top_sector_wt,sector_hhi,wt_classified_sector,wt_classified_country,n_sectors,n_countries,ctry_wt_CH,ctry_wt_CN,ctry_wt_TW,ctry_wt_IE,ctry_wt_MX,ctry_wt_US,ctry_wt_UY,ctry_wt_AR,ctry_wt_ES,sect_wt_energy
2020-10,0.03487469692314789,0.21138549834535972,0.02514475756546766,0.04660214375969702,0.032856781261316303,0.09251853401435822,0.11512988462888848,0.04149457970185578,0.3999931237999089,0.01596726258876837,0.0,0.04989818861710406,0.02354481833773526,0.0971238567879709,0.0027437831574756277,0.02381933966881267,0.05642280311647396,0.5163768201448052,0.02364746640431904,0.031123870469510952,0.00680361522611709,0.0382750295391212,0.0032089113126530953,0.011459989708234634,Technology,0.3999931237999089,0.23331452880974718,1.0,1.0,9,17,0.05504992895277228,0.0,0.026388025576648412,0.0,0.018146290391477252,0.0,0.0,0.0,0.0,0.0
2020-11,0.033201305927225894,0.3035441336879958,0.019915444333422915,0.06010655830493327,0.0438215983196154,0.09371471327567596,0.08626575951224187,0.03735337277956184,0.32207711385932714,0.014184054252271766,0.0,0.04498719905375009,0.02259844170893239,0.09537893777755213,0.0021973750923374442,0.01910269179217398,0.06387914200591181,0.5736961728095964,0.01872802546156013,0.024444498042059698,0.005759413406666864,0.033797309093110524,0.0032368151377434227,0.009260178100468263,Technology,0.32207711385932714,0.22052429404374585,1.0,1.0,9,16,0.04633917575887417,0.0,0.02241057050699101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12,0.033459242911706766,0.34149229006269843,0.018386462687340403,0.06030910257227335,0.044598465585514516,0.07248961336869023,0.08306550858106024,0.03733607291786732,0.3088632413128488,0.01085227727654611,0.0,0.04228145206567082,0.022251479590052577,0.09420676385816586,0.002293340161551883,0.01919381865619035,0.05453758477464614,0.6160378197451741,0.018742928042022267,0.022378519555323516,0.004497348448715126,0.01588619885690893,0.0031878151806090296,0.009603263323522966,Consumer Cyclicals,0.34149229006269843,0.23264588504167877,1.0,1.0,9,16,0.042091912324634925,0.0,0.021957478140265458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01,0.024529427954988428,0.34588825067101275,0.023621904533767474,0.07889169293795587,0.02924493112536702,0.07805739165290247,0.07442162473095654,0.04007168108541467,0.3052730953076347,0.0,0.0,0.036614604620616935,0.011515368029232082,0.0822847577382803,0.0021860459758950438,0.017691798897900762,0.05283509876218374,0.6415752351761611,0.01720604572697212,0.022124614132946405,0.00462849795894031,0.03026725750484669,0.003018844537786573,0.009240837176686365,Consumer Cyclicals,0.34588825067101275,0.23430647133596424,0.9999999999999999,0.9999999999999999,9,15,0.04394806971034046,0.0,0.024862924051210992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,0.02934870339800949,0.32854642587003435,0.0324786918795869,0.07167103654896674,0.03486713752675629,0.1078843687036691,0.06082936574203532,0.08481509897705183,0.24955917135389002,0.0,0.017773159123125683,0.04743363299786295,0.012797993527018652,0.07992163420065744,0.001804102370541546,0.017196950052606512,0.059334482197498234,0.5920303611057409,0.013580913686579633,0.03151689984560569,0.004393694809699616,0.029386142771840432,0.0039793800367900435,0.009539366282670098,Consumer Cyclicals,0.32854642587003435,0.20102405029713538,1.0,1.0,9,17,0.04653868356233765,0.0,0.01965794282673735,0.013114660602687567,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,0.027739899299659622,0.3287515302490956,0.030933742950478096,0.07528155078907939,0.032830888943084634,0.09864786800275382,0.05619408765902016,0.07692081490119383,0.27269961720563496,0.0,0.01602581948851039,0.03359999487661375,0.01599729680935156,0.10273253848424711,0.003065689691461659,0.016846439066128878,0.058012349980847845,0.5856153315515319,0.012908212389089839,0.032845406236487226,0.004491116981372222,0.028781668880293716,0.0038817024996468533,0.009127341251143246,Consumer Cyclicals,0.3287515302490956,0.2097202166036874,1.0,1.0,9,17,0.04520378073325049,0.0,0.018211403459682075,0.012653907620341319,0.0,0.0,0.0,0.0,0.0,0.0
2021-04,0.020098593115866877,0.32488484595993833,0.0315135598860128,0.0772530446000796,0.03349993951194504,0.10146581951149457,0.05463736823994662,0.07788813478632217,0.2787586943883939,0.0,0.015543063859886895,0.034680385968908614,0.015498879916671484,0.10497574309472536,0.003364864009658221,0.018108473589419714,0.05141722503195468,0.5888977874245089,0.010946770717825021,0.03527747598979927,0.004460383592929711,0.02930614805679227,0.0057292766341175165,0.00956772717281193,Consumer Cyclicals,0.32488484595993833,0.2110910256585662,1.0,1.0,9,17,0.04389395396247604,0.0,0.016625410252915487,0.011706430724598706,0.0,0.0,0.0,0.0,0.0,0.0
2021-05,0.0002858453418356598,0.3501396772393566,0.03174937713783177,0.08159962385082653,0.04115572632903405,0.08395099477095289,0.051148602965931295,0.07874892232856733,0.2812212300356638,0.0,0.015728545636881287,0.03365001939673073,0.03537033899641317,0.0798129610836637,0.003439628392380373,0.012230500645821927,0.039168301061286694,0.6184376191941664,0.010647406414789647,0.018722467049347442,0.001364230799064342,0.03822333661421799,0.006820961128396998,0.008550561116587568,Consumer Cyclicals,0.3501396772393566,0.22690891275482875,0.9999999999999998,0.9999999999999998,9,17,0.0486264024316313,0.0,0.016605065586689945,0.0126016544519303,0.0,0.0,0.0,0.0,0.0,0.0
2021-06,0.00030569181028767504,0.3533794013456325,0.03198095996126935,0.07761529049356547,0.06510608727049219,0.07434964744268857,0.05158406858471956,0.0723216881104849,0.27335716498085966,0.0,0.015585280957875043,0.03340182743956808,0.021486773243507687,0.09917493000995518,0.002523891467131211,0.04115761264695981,0.03725950304108624,0.5783748318261072,0.011499812610911056,0.012286633141298868,0.0014800563348674996,0.039554015009642916,0.005937434972596865,0.006837348199195905,Consumer Cyclicals,0.3533794013456325,0.2243061648851266,1.0,1.0,9,18,0.03835659243194561,0.0,0.01714245374981249,0.012671377680245881,0.0,0.025269625237292377,0.0,0.0,0.0,0.0
2021-07,0.010132760922556688,0.33930895237317066,0.030631912656984787,0.07834401676516366,0.0699706767449984,0.07146505968720539,0.04540989373161422,0.07138522168608726,0.2833515054322188,0.0,0.01603425818993579,0.04184266365073664,0.017038712483538183,0.0964089282065182,0.0024841476781735316,0.042201819556561375,0.038553439772847,0.5730734962360828,0.010297856276120083,0.012084088078872436,0.0013882154235465528,0.0413146208053823,0.0065165631761725075,0.0075901617077866095,Consumer Cyclicals,0.33930895237317066,0.2197584713552596,1.0,1.0,9,18,0.03729044739693235,0.0,0.015870976538307113,0.011533127326705342,0.0,0.028476477495780996,0.0,0.0,0.0,0.0
