month,ticker,fsym_id,sector,country,w_begin,ret_usd,contrib
2019-02,BB,L8N0YK-R,Technology,CA,0.03885154638848531,0.07824769999999992,0.0030400441463422786
2019-02,SHOP,VC0Z7G-R,Finance,CA,0.04258107819746918,0.12387999999999999,0.005274943967102482
2019-02,GWPH,D2DFTS-R,Healthcare,GB,0.03436219483863865,0.204974,0.007043356524855118
2019-03,BAS1V.HE,BFP734-R,Technology,FI,0.018703329561040507,-0.2802513302381684,-0.0052416329893644606
2019-03,IQE.L,WC6J51-R,Technology,GB,0.019175741136776687,-0.20515093897199188,-0.0039339212996935885
2019-03,SEDG,CQY5QT-R,Technology,IL,0.032711490663741224,-0.10837699999999995,-0.003545173223664281
2019-03,AMS.SW,C5K9GL-R,Technology,AT,0.0222232115131107,-0.12860975799578644,-0.002858121854590342
2019-03,NOK,X699Q2-R,Technology,FI,0.04351370158553658,-0.060755400000000015,-0.0026436923453099096
2019-03,BC.MI,LNW87G-R,Consumer Cyclicals,IT,0.02114155510202762,-0.1169183845807763,-0.0024718364700545385
2019-03,MTLS,CRHQ9D-R,Business Services,BE,0.00914573695065465,-0.18020800000000003,-0.0016481349644035736
2019-03,AF.PA,FPW2T0-R,Industrials,FR,0.016751210150398887,-0.08864889830009126,-0.0014849763250261673
2019-03,ZOO.L,DP2M95-R,Consumer Services,GB,0.00867024031787007,-0.1412997705383271,-0.001225102967427193
2019-03,STM,TZ751N-R,Technology,CH,0.013637627546731387,-0.08918090000000001,-0.0012162158984822973
2019-03,BCART.BR,VHJB07-R,Healthcare,BE,0.02527727212952504,-0.03849800565627126,-0.0009731245654175629
2019-03,GWPH,D2DFTS-R,Healthcare,GB,0.04096766179380485,-0.019998799999999983,-0.0008193040746819438
2019-03,LN,JV8XYP-R,Technology,JP,0.02175089653694104,-0.036134699999999964,-0.0007859621210934026
2019-03,SMDS.L,QCZ86Y-R,Non-Energy Materials,GB,0.02123258227022346,-0.018481330930231188,-0.0003924063794393592
2019-03,SAX.DE,JCTTTN-R,Business Services,DE,0.03138594887015545,-0.012249199262381216,-0.0003844527417494427
2019-03,ASC.L,PP8053-R,Consumer Cyclicals,GB,0.016855254577253523,-0.018423127557491537,-0.00031052650509073474
2019-03,FAG.ST,BXLTC8-R,Industrials,SE,0.0026669529464032234,-0.0700904113343983,-0.00018692782902288746
2019-03,NAS.OL,QTFZXZ-R,Industrials,NO,0.00043576578471230746,-0.2504000165718008,-0.00010911575971338556
2019-03,HSBC,RWBRW0-R,Finance,GB,0.014582467846663066,-0.00612294999999996,-8.928772150172504e-05
2019-03,SCHA.OL,G4GNVN-R,Technology,NO,0.0039024653911746334,-0.019791930516084077,-7.723732386355122e-05
2019-03,NOD.OL,CSQ76Z-R,Technology,NO,0.001484260042899157,-0.018683395729562124,-2.7731017747061805e-05
2019-03,DUST.ST,JTKY01-R,Technology,SE,0.002782004345221566,-0.004648895091217353,-1.2933246344245885e-05
2019-03,6857.T,KL74SJ-R,Technology,JP,0.00020294676590150437,-0.0033023483117615715,-6.702009097523038e-07
2019-03,6481.T,LLWRYR-R,Industrials,JP,7.920249411705647e-05,0.0013012038458530828,1.0305858994627004e-07
2019-03,6146.T,J4TH5K-R,Technology,JP,0.00016282444546363337,0.043708963683716906,7.116887773591295e-06
2019-03,2678.T,JZY038-R,Consumer Non-Cyclicals,JP,0.00014804154754514916,0.08236882596116146,1.21940084647674e-05
2019-03,6861.T,R4NT59-R,Industrials,JP,0.0001879612121035302,0.06592435101153882,1.2391220923267424e-05
2019-03,4921.T,GFG621-R,Consumer Non-Cyclicals,JP,9.745923640603744e-05,0.14092957816901763,1.3734889075377422e-05
2019-03,RAY.ST,B3MGHK-R,Healthcare,SE,0.002286196499026899,0.008329804098854199,1.9043568968380382e-05
2019-03,6951.T,KGPLVQ-R,Healthcare,JP,0.00035239707161116774,0.09971272634325246,3.513847276572791e-05
2019-03,4751.T,G37DWR-R,Business Services,JP,0.00013374106454565557,0.3056799479380854,4.088196164750011e-05
2019-03,ACSO.L,SRS2M0-R,Consumer Services,GB,0.007121818173824311,0.005903980368906714,4.204707468918179e-05
2019-03,AF-B.ST,XJLJJN-R,Industrials,SE,0.0015460238557403049,0.03270529419690327,5.056316503741741e-05
2019-03,ALK-B.CO,SJKQMD-R,Healthcare,DK,0.003134747817581493,0.055377179838862034,0.00017359349364369064
2019-03,TPE.DE,DKP314-R,Technology,DE,0.013518253519418677,0.013840435541070839,0.0001870985164633682
2019-03,BOOZT.ST,TY2YK8-R,Consumer Non-Cyclicals,SE,0.0025945328200002414,0.07635227923513832,0.0001980984943573893
2019-03,ORP.PA,K01WHX-R,Healthcare,FR,0.015995051081911286,0.018698573525482542,0.0002990846386989673
2019-03,AM3D.DE,VJ2Q9P-R,Industrials,DE,0.00550606052751953,0.073094699784086,0.00040246384125204625
2019-03,UMI.BR,L1YNFY-R,Non-Energy Materials,BE,0.019937872766389714,0.028094631384590674,0.0005601471859645881
2019-03,MONC.MI,VK44PN-R,Consumer Cyclicals,IT,0.0130090010591841,0.05118684705626575,0.0006658897475712557
2019-03,TSM,N28HXY-R,Technology,TW,0.013950821403244688,0.04891169999999989,0.0006823583912290817
2019-03,UCB.BR,KNHDSG-R,Healthcare,BE,0.028425358658376733,0.025376774010849035,0.0007213439028509572
2019-03,RACE,RSKRFX-R,Consumer Cyclicals,IT,0.018328628457671334,0.0414196,0.0007591644592653636
2019-03,OVS.MI,MP8K4H-R,Consumer Cyclicals,IT,0.008381923069868078,0.09906354969807984,0.0008303430525973583
2019-03,ZAL.DE,PM6KP2-R,Consumer Cyclicals,DE,0.01549968994315931,0.05837848200229523,0.0009048483703878821
2019-03,FANUY,GB0DHY-R,Industrials,JP,0.01972644955567634,0.045982200000000084,0.0009070655487590221
2019-03,ASML,GL3H8G-R,Technology,NL,0.03658552004113597,0.028326199999999968,0.0010363287577892246
2019-03,BHP,CSSFF1-R,Non-Energy Materials,AU,0.02078868879525758,0.0542532,0.0011278528909468687
2019-03,AMP.MI,WJWHT6-R,Healthcare,IT,0.025246405838968887,0.046519557091635244,0.0011744516177845065
2019-03,ADYEN.AS,B8DGF3-R,Finance,NL,0.028517949181944127,0.043620621064171194,0.0012439706547928756
2019-03,NTDOY,KRR3VZ-R,Technology,JP,0.02035224184312022,0.06421860000000001,0.0013069924780266004
2019-03,ETO.L,KDMMVP-R,Consumer Services,CA,0.03547409020037373,0.04191311400143327,0.001486829586665391
2019-03,MC.PA,GQH86W-R,Consumer Cyclicals,FR,0.023302003678571905,0.07143459831729171,0.0016645692727668378
2019-03,BZUN,GXXP1J-R,Business Services,CN,0.02675842568765755,0.10921200000000009,0.002922341186200459
2019-03,FDP.L,G22X5F-R,Finance,GB,0.018479605874447393,0.20417356863482583,0.003773047078351015
2019-03,RKUNY,SSMH3Y-R,Consumer Non-Cyclicals,JP,0.018741615641849334,0.2032020000000001,0.00380833378165507
2019-03,SHOP,VC0Z7G-R,Finance,CA,0.047302394568415194,0.0909298999999999,0.004301202007866532
2019-03,INRN.SW,TLX4L7-R,Industrials,CH,0.029673960658172186,0.14515971671014416,0.004307463722808238
2019-03,BB,L8N0YK-R,Technology,CA,0.04144162055765388,0.16074600000000006,0.006661574738160633
2019-03,OCDO.L,LHPBFK-R,Industrials,GB,0.048011097323279565,0.29876262739827397,0.014343921580577242
2019-04,BB,L8N0YK-R,Technology,CA,0.061545225940062634,-0.09387590000000001,-0.005777613475826726
2019-04,NOK,X699Q2-R,Technology,FI,0.04186783259193161,-0.07692299999999996,-0.0032205992864691537
2019-04,UMI.BR,L1YNFY-R,Non-Energy Materials,BE,0.020706182406727433,-0.125002892378976,-0.0025883326909675953
2019-04,UCB.BR,KNHDSG-R,Healthcare,BE,0.029442693266018446,-0.06894941263541443,-0.0020300564070966434
2019-04,SCHA.OL,G4GNVN-R,Technology,NO,0.003888950285278368,-0.33284689812735,-0.0012944250394263778
2019-04,LN,JV8XYP-R,Technology,JP,0.02147678300643811,-0.04970180000000002,-0.001067434773629386
2019-04,ZOO.L,DP2M95-R,Consumer Services,GB,0.007471790782755876,-0.14157093843168966,-0.0010577884328799984
2019-04,BAS1V.HE,BFP734-R,Technology,FI,0.013598405385596507,-0.07610213712607716,-0.0010348677113506516
2019-04,BHP,CSSFF1-R,Non-Energy Materials,AU,0.02200879238270097,-0.03146150000000003,-0.0006924296215483472
2019-04,OCDO.L,LHPBFK-R,Industrials,GB,0.03413363041471656,-0.015287084953759411,-0.0005218037079299981
2019-04,AMP.MI,WJWHT6-R,Healthcare,IT,0.02668917603827657,-0.01662259258972021,-0.0004436432998395943
2019-04,ACSO.L,SRS2M0-R,Consumer Services,GB,0.0071895212196034265,-0.027805392664664974,-0.0001999074605820143
2019-04,NAS.OL,QTFZXZ-R,Industrials,NO,0.0009962753034633606,-0.18181859257417643,-0.00018114137349211875
2019-04,DUST.ST,JTKY01-R,Technology,SE,0.0014821683736491362,-0.04712776403881369,-6.985128137912873e-05
2019-04,3990.T,WRR2XC-R,Business Services,JP,0.0001055965840807718,-0.1457658661955391,-1.5392377545823778e-05
2019-04,4751.T,G37DWR-R,Business Services,JP,0.00017991270602231945,-0.027963319148144095,-5.030956417308345e-06
2019-04,6861.T,R4NT59-R,Industrials,JP,0.00020612255452303406,-0.007157941291338288,-1.475413144096553e-06
2019-04,3064.T,MR4TNK-R,Industrials,JP,0.00012258171328748374,0.031345473663080936,3.8423818654281595e-06
2019-04,3844.T,FXRN3F-R,Technology,JP,0.0001087844197172505,0.03831664412751157,4.16825389692374e-06
2019-04,6481.T,LLWRYR-R,Industrials,JP,8.17078627591969e-05,0.0530130963525095,4.331586801210928e-06
2019-04,2678.T,JZY038-R,Consumer Non-Cyclicals,JP,0.00016508933095776295,0.0724676223203935,1.1963631284973612e-05
2019-04,6594.T,D79WDP-R,Industrials,JP,0.00011177299991386308,0.11500883169839238,1.2854882135517904e-05
2019-04,4921.T,GFG621-R,Consumer Non-Cyclicals,JP,0.00011396461127761741,0.14310076537318261,1.630842309928429e-05
2019-04,6146.T,J4TH5K-R,Technology,JP,0.00017280982318318644,0.1986248348730164,3.432432259419557e-05
2019-04,6857.T,KL74SJ-R,Technology,JP,0.00020505663693660931,0.20900030466339858,4.285689959300326e-05
2019-04,6951.T,KGPLVQ-R,Healthcare,JP,0.0003968838276532776,0.11651269526583241,4.624200446730349e-05
2019-04,ALK-B.CO,SJKQMD-R,Healthcare,DK,0.0033399989863105075,0.02400239003806437,8.016795839616441e-05
2019-04,BCART.BR,VHJB07-R,Healthcare,BE,0.02455096224257837,0.004743848639865211,0.00011646604884183756
2019-04,AF-B.ST,XJLJJN-R,Industrials,SE,0.0014490240605041394,0.1149694075291583,0.00016659343773165613
2019-04,GWPH,D2DFTS-R,Healthcare,GB,0.04112855792553561,0.00438976000000002,0.00018054449843920003
2019-04,MONC.MI,VK44PN-R,Consumer Cyclicals,IT,0.013813761278566532,0.014030617675281798,0.00019381560315717887
2019-04,ORP.PA,K01WHX-R,Healthcare,FR,0.01645960501225492,0.011831434274359509,0.00019474073488441243
2019-04,NOD.OL,CSQ76Z-R,Technology,NO,0.0014807937726905246,0.1332151738797076,0.00019726419990895647
2019-04,FAG.ST,BXLTC8-R,Industrials,SE,0.0025283543456485363,0.10766506346603255,0.00027221543108886883
2019-04,RAY.ST,B3MGHK-R,Healthcare,SE,0.0023501665641807055,0.13644892431096634,0.0003206776996340569
2019-04,RACE,RSKRFX-R,Consumer Cyclicals,IT,0.01958711888391765,0.01720110000000008,0.0003369199906341575
2019-04,AM3D.DE,VJ2Q9P-R,Industrials,DE,0.005968532407953105,0.05761568370230985,0.0003438810753836119
2019-04,AF.PA,FPW2T0-R,Industrials,FR,0.015421263731251158,0.0233289403916086,0.00035976174234963386
2019-04,MTLS,CRHQ9D-R,Business Services,BE,0.007680649009289085,0.058449900000000055,0.0004489331665280465
2019-04,BOOZT.ST,TY2YK8-R,Consumer Non-Cyclicals,SE,0.002847057597656816,0.16437649458734493,0.0004679893477910949
2019-04,BC.MI,LNW87G-R,Consumer Cyclicals,IT,0.018859321756212223,0.05157549900278413,0.0009726789304307085
2019-04,TSM,N28HXY-R,Technology,TW,0.014990440760188099,0.0698242,0.001046695533727526
2019-04,ADYEN.AS,B8DGF3-R,Finance,NL,0.030064161164856742,0.03539058485952906,0.0010639882469354205
2019-04,IQE.L,WC6J51-R,Technology,GB,0.015296450375443091,0.07046000074675329,0.001077787904876395
2019-04,OVS.MI,MP8K4H-R,Consumer Cyclicals,IT,0.009305831222523611,0.13246291865888882,0.001232677564282493
2019-04,SMDS.L,QCZ86Y-R,Non-Energy Materials,GB,0.02091476404632433,0.06804755187959222,0.0014231984914916847
2019-04,MC.PA,GQH86W-R,Consumer Cyclicals,FR,0.0252201140664697,0.07240090924351938,0.0018259591896376793
2019-04,FANUY,GB0DHY-R,Industrials,JP,0.020808264001182325,0.09356870000000006,0.0019470022118474298
2019-04,ETO.L,KDMMVP-R,Consumer Services,CA,0.03709330680661881,0.05655721917784007,0.002097894283092807
2019-04,SAX.DE,JCTTTN-R,Business Services,DE,0.016059651993265547,0.14960619071354198,0.0024026233588976
2019-04,INRN.SW,TLX4L7-R,Industrials,CH,0.03482154007231833,0.07504209026865105,0.002613081153400362
2019-04,STM,TZ751N-R,Technology,CH,0.01268112237159467,0.23568999999999996,0.0029888137317611472
2019-04,ZAL.DE,PM6KP2-R,Consumer Cyclicals,DE,0.016571131435052934,0.20208679423618503,0.0033488068285763197
2019-04,LTG.L,JF74F9-R,Technology,GB,0.014652959361575336,0.23461102090350106,0.0034377457550767024
2019-04,TPE.DE,DKP314-R,Technology,DE,0.013844524840443474,0.25009931046872924,0.0034625061163621063
2019-04,ASML,GL3H8G-R,Technology,NL,0.028905273478525787,0.12104300000000001,0.003498781017661197
2019-04,ASC.L,PP8053-R,Consumer Cyclicals,GB,0.016603979517235277,0.21366502969236123,0.003547689776561433
2019-04,FDP.L,G22X5F-R,Finance,GB,0.02233234926508237,0.16723757208420098,0.0037348078700287658
2019-04,RKUNY,SSMH3Y-R,Consumer Non-Cyclicals,JP,0.02310050343708674,0.17120800000000003,0.003954990992456747
2019-04,NTDOY,KRR3VZ-R,Technology,JP,0.021740286847925793,0.20100399999999996,0.004369884617580476
2019-04,BZUN,GXXP1J-R,Business Services,CN,0.030405415487217462,0.16754899999999995,0.005094396959467797
2019-04,SEDG,CQY5QT-R,Technology,IL,0.0298784078042421,0.1756899999999999,0.0052493374671272915
2019-04,SHOP,VC0Z7G-R,Finance,CA,0.0529327980690685,0.17273300000000003,0.00914324100886441
2019-04,AMS.SW,C5K9GL-R,Technology,AT,0.019843845533677646,0.562097932662607,0.011154184550556312
2019-05,BZUN,GXXP1J-R,Business Services,CN,0.047629880474947886,-0.19113400000000003,-0.009103689574698691
2019-05,BB,L8N0YK-R,Technology,CA,0.05008502895303798,-0.14097499999999996,-0.007060736956654527
2019-05,AMS.SW,C5K9GL-R,Technology,AT,0.027098031130724898,-0.21727497317265188,-0.0058877239869599375
2019-05,OCDO.L,LHPBFK-R,Industrials,GB,0.030078353028202477,-0.14518061060945997,-0.004366793658761335
2019-05,ETO.L,KDMMVP-R,Consumer Services,CA,0.03507120127649656,-0.10596964680480936,-0.003716482812290719
2019-05,UMI.BR,L1YNFY-R,Non-Energy Materials,BE,0.016044481829213496,-0.22982574401434708,-0.003687434973723664
2019-05,ASML,GL3H8G-R,Technology,NL,0.02871030989090735,-0.09946359999999999,-0.002855630778865252
2019-05,ZAL.DE,PM6KP2-R,Consumer Cyclicals,DE,0.01778352008094288,-0.15669276172321922,-0.002786548874643267
2019-05,SMDS.L,QCZ86Y-R,Non-Energy Materials,GB,0.019702700244260605,-0.13693465154255802,-0.002697982392395299
2019-05,ASC.L,PP8053-R,Consumer Cyclicals,GB,0.01803321338321576,-0.1445663319985876,-0.0026069955129593425
2019-05,STM,TZ751N-R,Technology,CH,0.014016169867141022,-0.180381,-0.002528250736804765
2019-05,LN,JV8XYP-R,Technology,JP,0.018255392905976588,-0.130305,-0.0023787689726132793
2019-05,CAP.PA,F86QBP-R,Technology,FR,0.029572179754017984,-0.07847894390673538,-0.002320793436115473
2019-05,BC.MI,LNW87G-R,Consumer Cyclicals,IT,0.017705009492255203,-0.12476773897257454,-0.0022090140028366515
2019-05,MONC.MI,VK44PN-R,Consumer Cyclicals,IT,0.022509464762563422,-0.09109519939056654,-0.002050504180720646
2019-05,TPE.DE,DKP314-R,Technology,DE,0.015450845774087977,-0.12464632834989431,-0.0019258911956405468
2019-05,OVS.MI,MP8K4H-R,Consumer Cyclicals,IT,0.00940824300968447,-0.19861823814036117,-0.0018686486505798984
2019-05,TSM,N28HXY-R,Technology,TW,0.014344614174654408,-0.12482899999999997,-0.0017906238428079346
2019-05,FANUY,GB0DHY-R,Industrials,JP,0.02035372647191759,-0.08776059999999997,-0.0017862552474113703
2019-05,RKUNY,SSMH3Y-R,Consumer Non-Cyclicals,JP,0.024200125754258745,-0.057263900000000034,-0.0013857935811792982
2019-05,BCART.BR,VHJB07-R,Healthcare,BE,0.022021837804802834,-0.06021430799497085,-0.0013260297241936905
2019-05,NOK,X699Q2-R,Technology,FI,0.03456849057150857,-0.03552880000000003,-0.0012281769878170147
2019-05,IQE.L,WC6J51-R,Technology,GB,0.014652889234799689,-0.08187812720909904,-0.0011997511287477668
2019-05,ORP.PA,K01WHX-R,Healthcare,FR,0.014868158837772235,-0.06708624875557023,-0.000997449002328118
2019-05,BOOZT.ST,TY2YK8-R,Consumer Non-Cyclicals,SE,0.002892978370885548,-0.32460705220225405,-0.000939081181058037
2019-05,UCB.BR,KNHDSG-R,Healthcare,BE,0.02418298588440002,-0.03635214479313287,-0.0008791034043999978
2019-05,MC.PA,GQH86W-R,Consumer Cyclicals,FR,0.023871806826129945,-0.034624630859440786,-0.000826552499302628
2019-05,MTLS,CRHQ9D-R,Business Services,BE,0.007271604203552181,-0.11104400000000003,-0.0008074680171792487
2019-05,LTG.L,JF74F9-R,Technology,GB,0.01618893356740875,-0.048222679660270384,-0.0007806737574625504
2019-05,INRN.SW,TLX4L7-R,Industrials,CH,0.032724806962033025,-0.023172877314387885,-0.0007583279368682178
2019-05,ACSO.L,SRS2M0-R,Consumer Services,GB,0.006254823324034055,-0.11672352018127485,-0.0007300849964931977
2019-05,BAS1V.HE,BFP734-R,Technology,FI,0.01121609130430952,-0.053375804914060465,-0.0005986679013571149
2019-05,BHP,CSSFF1-R,Non-Energy Materials,AU,0.019066683080847694,-0.019641200000000025,-0.00037449253572754623
2019-05,ADYEN.AS,B8DGF3-R,Finance,NL,0.027789641975060463,-0.011414223764206755,-0.00031719719183053265
2019-05,FAG.ST,BXLTC8-R,Industrials,SE,0.0024440064694616808,-0.11011490966442683,-0.00026912155160404774
2019-05,NOD.OL,CSQ76Z-R,Technology,NO,0.0014947270251994102,-0.13998610048759785,-0.00020924100755109285
2019-05,SAX.DE,JCTTTN-R,Business Services,DE,0.016482181732782628,-0.010612027954073788,-0.0001749093732924136
2019-05,AM3D.DE,VJ2Q9P-R,Industrials,DE,0.005635401972409174,-0.024154656440644517,-0.00013612119854847408
2019-05,NAS.OL,QTFZXZ-R,Industrials,NO,0.0007260785997608654,-0.1205493988472669,-8.752833871703763e-05
2019-05,DUST.ST,JTKY01-R,Technology,SE,0.0012325033562788682,-0.046470294168943105,-5.7274793530488695e-05
2019-05,6857.T,KL74SJ-R,Technology,JP,0.00022001997162183047,-0.1703445985437514,-3.7479213737528285e-05
2019-05,6146.T,J4TH5K-R,Technology,JP,0.00018382879366294925,-0.18805961325173692,-3.457077184078758e-05
2019-05,6920.T,Q3WN7R-R,Technology,JP,8.811310325261013e-05,-0.2285058502105466,-2.0134359573427356e-05
2019-05,RAY.ST,B3MGHK-R,Healthcare,SE,0.0023307977348904136,-0.00830011304337741,-1.9345884680838446e-05
2019-05,6481.T,LLWRYR-R,Industrials,JP,7.635884196871491e-05,-0.2173960534152406,-1.6600110887356663e-05
2019-05,6861.T,R4NT59-R,Industrials,JP,0.0001816215853293893,-0.09121882638694456,-1.6567307860283198e-05
2019-05,6594.T,D79WDP-R,Industrials,JP,0.00011060558442456712,-0.12079116719018679,-1.3360177640396207e-05
2019-05,2678.T,JZY038-R,Consumer Non-Cyclicals,JP,0.00015713208692538585,-0.07305110711793705,-1.1478672913651358e-05
2019-05,4921.T,GFG621-R,Consumer Non-Cyclicals,JP,0.00011561558993450759,-0.09142817543952642,-1.0570522440076505e-05
2019-05,3064.T,MR4TNK-R,Industrials,JP,0.0001121996779750783,-0.07484793471802353,-8.397914172461923e-06
2019-05,4751.T,G37DWR-R,Business Services,JP,0.00015520516172925496,-0.03641573776654006,-5.651910469545988e-06
2019-05,3990.T,WRR2XC-R,Business Services,JP,8.005503999682265e-05,-0.029063807525822494,-2.326704273939675e-06
2019-05,MDW.PA,H7LN62-R,Consumer Services,FR,0.014649309496238407,0.00018676026668762447,2.7359089483070344e-06
2019-05,3844.T,FXRN3F-R,Technology,JP,0.00010024398123166016,0.16844139899730814,1.6885236439720736e-05
2019-05,6951.T,KGPLVQ-R,Healthcare,JP,0.000393268145975466,0.05305677941928422,2.0865541273651166e-05
2019-05,SCHA.OL,G4GNVN-R,Technology,NO,0.0023110692620337404,0.0147787349269346,3.4154680021383013e-05
2019-05,ADE.OL,WY3QLM-R,Technology,NO,0.0007426683436914436,0.12810766197644563,9.514150513423021e-05
2019-05,AF-B.ST,XJLJJN-R,Industrials,SE,0.0018798927086881956,0.15077024952402795,0.00028343189276732004
2019-05,NTDOY,KRR3VZ-R,Technology,JP,0.023268806098236568,0.024489299999999936,0.0005698367731815433
2019-05,GWPH,D2DFTS-R,Healthcare,GB,0.036949439006705276,0.02321200000000001,0.0008576703782236432
2019-05,FDP.L,G22X5F-R,Finance,GB,0.023326819394066084,0.039638272584605394,0.000924634825673851
2019-05,ALK-B.CO,SJKQMD-R,Healthcare,DK,0.0030532405719648917,0.3528236826048048,0.0010772555824790535
2019-05,AMP.MI,WJWHT6-R,Healthcare,IT,0.02343068707740365,0.16190164938694807,0.003793466884101101
2019-05,ZOO.L,DP2M95-R,Consumer Services,GB,0.017219219251596047,0.34068744436446385,0.005866371800777633
2019-05,SEDG,CQY5QT-R,Technology,IL,0.03142044463404638,0.20948100000000003,0.00658198616238467
2019-05,SHOP,VC0Z7G-R,Finance,CA,0.05580421549446626,0.13583199999999995,0.0075799981990443376
2019-06,ASC.L,PP8053-R,Consumer Cyclicals,GB,0.015746592496954086,-0.25473645754494767,-0.004011231191077936
2019-06,ETO.L,KDMMVP-R,Consumer Services,CA,0.03200587637132481,-0.0866499852676178,-0.002773308716052491
2019-06,ZOO.L,DP2M95-R,Consumer Services,GB,0.023565063366921254,-0.1141447858843253,-0.0026898291123677847
2019-06,IQE.L,WC6J51-R,Technology,GB,0.013732493456646002,-0.18631665188711022,-0.002558592202903932
2019-06,BB,L8N0YK-R,Technology,CA,0.045218326632672466,-0.04832979999999998,-0.002185392682491733
2019-06,FDEV.L,WD63JS-R,Technology,GB,0.01301724287023682,-0.09188990041012357,-0.0011961531509604524
2019-06,ADYEN.AS,B8DGF3-R,Finance,NL,0.028840924759062046,-0.038095516320779454,-0.0010987099198652205
2019-06,BAS1V.HE,BFP734-R,Technology,FI,0.02229261753634397,-0.048488373812300534,-0.0010809327723568926
2019-06,ACSO.L,SRS2M0-R,Consumer Services,GB,0.005639477312862626,-0.09907923811663055,-0.0005587551155344519
2019-06,LN,JV8XYP-R,Technology,JP,0.016762462484213616,-0.03298970000000001,-0.0005529886086154621
2019-06,BCART.BR,VHJB07-R,Healthcare,BE,0.021726721219657526,-0.02155505766912791,-0.000468320728850783
2019-06,OCDO.L,LHPBFK-R,Industrials,GB,0.026245544980852395,-0.01777072313131267,-0.0004664023132851408
2019-06,MDW.PA,H7LN62-R,Consumer Services,FR,0.01538190717727161,-0.024408932515057935,-0.00037545593424290804
2019-06,NOK,X699Q2-R,Technology,FI,0.03490739610114588,-0.00792079999999995,-0.0002764945030379545
2019-06,LBIRD.PA,NL6284-R,Healthcare,FR,0.014284419334347763,-0.016300850524922028,-0.0002328481844045091
2019-06,GWPH,D2DFTS-R,Healthcare,GB,0.03991654983869645,-0.004906540000000015,-0.00019585214844555825
2019-06,BOOZT.ST,TY2YK8-R,Consumer Non-Cyclicals,SE,0.002060659950616925,-0.030239866017916395,-6.231408081514203e-05
2019-06,2678.T,JZY038-R,Consumer Non-Cyclicals,JP,0.00015695295670791924,-0.13300674282103475,-2.0875801547851214e-05
2019-06,3844.T,FXRN3F-R,Technology,JP,0.00012705853700017497,-0.10492125589345869,-1.3331141274043846e-05
2019-06,4921.T,GFG621-R,Consumer Non-Cyclicals,JP,0.00011395004776305194,-0.0839245328751399,-9.563204529614014e-06
2019-06,4751.T,G37DWR-R,Business Services,JP,0.00016223129438379041,-0.05183012484264793,-8.408468241296226e-06
2019-06,3990.T,WRR2XC-R,Business Services,JP,8.431758756450103e-05,-0.03644704840558166,-3.073127195405239e-06
2019-06,ADE.OL,WY3QLM-R,Technology,NO,0.000873819021994832,-0.001585759344186588,-1.3856666792562906e-06
2019-06,2146.T,SXD4G8-R,Business Services,JP,9.714473317367752e-05,0.0603572471355418,5.8633886680799206e-06
2019-06,6594.T,D79WDP-R,Industrials,JP,0.00010548916647514467,0.09970768158978216,1.0518080222075248e-05
2019-06,6920.T,Q3WN7R-R,Technology,JP,7.374150702431123e-05,0.1487544700448642,1.0969378797711047e-05
2019-06,6481.T,LLWRYR-R,Industrials,JP,6.482461223576668e-05,0.1844794286443059,1.1958807427342918e-05
2019-06,6861.T,R4NT59-R,Industrials,JP,0.00017904631367435803,0.09117445161391169,1.6324449462752012e-05
2019-06,3064.T,MR4TNK-R,Industrials,JP,0.00011260134502656585,0.15159427896447109,1.706971970973188e-05
2019-06,6951.T,KGPLVQ-R,Healthcare,JP,0.0004492410687994166,0.0557155094254167,2.5029695002978166e-05
2019-06,6146.T,J4TH5K-R,Technology,JP,0.00016191111825577,0.18287277477735198,2.9609135462736627e-05
2019-06,6857.T,KL74SJ-R,Technology,JP,0.0001980153468080419,0.1796564222161532,3.5574728751423575e-05
2019-06,NOD.OL,CSQ76Z-R,Technology,NO,0.0013407390106896049,0.03260055602761924,4.3708837236401256e-05
2019-06,ALK-B.CO,SJKQMD-R,Healthcare,DK,0.004333794636257721,0.016903721102476288,7.325725584670819e-05
2019-06,NAS.OL,QTFZXZ-R,Industrials,NO,0.0006659959847665251,0.14234800587321939,9.480320035108584e-05
2019-06,DUST.ST,JTKY01-R,Technology,SE,0.0012394439449929474,0.07992038736912233,9.90568402061495e-05
2019-06,FAG.ST,BXLTC8-R,Industrials,SE,0.0027107295952744546,0.03713835244484365,0.00010067203109197107
2019-06,SCHA.OL,G4GNVN-R,Technology,NO,0.0024250257434239248,0.05064701814228911,0.00012282032282270966
2019-06,AF-B.ST,XJLJJN-R,Industrials,SE,0.0022256675137887366,0.08551233218915177,0.000190322019781706
2019-06,OVS.MI,MP8K4H-R,Consumer Cyclicals,IT,0.007915154264355708,0.030595019779162902,0.0002421643012730885
2019-06,RAY.ST,B3MGHK-R,Healthcare,SE,0.0024377513495170344,0.13672051107124927,0.00033329061037059654
2019-06,TSM,N28HXY-R,Technology,TW,0.013254441984940043,0.047928799999999994,0.0006352694990077942
2019-06,ORP.PA,K01WHX-R,Healthcare,FR,0.014561649386429077,0.06383456969329959,0.0009295366226074002
2019-06,NTDOY,KRR3VZ-R,Technology,JP,0.02566500054928308,0.037045500000000064,0.000950772777848468
2019-06,UMI.BR,L1YNFY-R,Non-Energy Materials,BE,0.012972587784482249,0.07912249892578105,0.001026423563042297
